학년,출판사,교육과정,Lesson,Title,Functions (의사소통기능),Functions (의사소통기능),Structures (언어 형식),Structures (언어 형식),Structures (언어 형식),Functions Material 1,Functions Material 2,"Functions Material 1
수정","Functions Material 2
수정"
중1,YBM(송),2015,1,"New School, New Friends","안부 묻고 답하기
A: How are you doing today?
B: I’m great.","소개하고 인사 나누기
A: This is my English teacher, Mr. Parker.
B: Hi. Pleased to meet you, Mr. Parker.
C: Nice to meet you, too.","‘be’동사와 일반동사
My name is Kang Hosik.\nI like cookies and doughnuts.","‘be’동사의 부정문과 의문문
Are you good at soccer?- No, I’m not.",,"[DESCRIPTION]
How are you ~ 를 활용해 안부 묻고 답하기.

[KEY_EXPRESSION]
A: How are you doing?  
B: I’m ().

[SUB_EXPRESSION]
A: How’s it going?  
B: I’m ().  
A: How have you been?  
B: I’ve been ().
","[DESCRIPTION]
This is ~ 를 활용해 소개하고 인사 나누기.

[KEY_EXPRESSION]
A: This is ().  
B: Hi. Pleased to meet you, ().  
C: Nice to meet you, too.

[SUB_EXPRESSION]
A: Let me introduce you to ().  
B: Hello, it’s nice to meet you.  
A: Meet (), my ().  
B: Glad to meet you.
","[DESCRIPTION]
How are you ~ 를 활용해 안부 묻고 답하기.

[KEY_EXPRESSION]
A: How are you doing?
B: I’m fine.

[KEY_EXPRESSION_KOR]
A: 잘 지내고 있어?
B: 난 괜찮아.

[SUB_EXPRESSION]
A: How’s it going?
B: I’m good.
A: How have you been?
B: I’ve been great.","[DESCRIPTION]
This is ~ 를 활용해 소개하고 인사 나누기.

[KEY_EXPRESSION]
A: This is Emily.
B: Hi. Pleased to meet you, Emily.
C: Nice to meet you, too.

[KEY_EXPRESSION_KOR]
A: 이쪽은 에밀리야.
B: 안녕, 만나서 반가워, 에밀리.
C: 나도 만나서 반가워.

[SUB_EXPRESSION]
A: Let me introduce you to ().
B: Hello, it’s nice to meet you.
A: Meet (), my ().
B: Glad to meet you."
중1,YBM(송),2015,2,I Love My Family,"요청하고 답하기
A: Can you wash the vegetables, please?
B: Sure. No problem./ Sorry, but I can’t.","감사하고 답하기
A: Thank you for the flowers.
B: Don’t mention it.","3인칭 일반동사의 긍정문
She sends nice text messages to me.","일반동사의 부정문과 의문문
He doesn’t forget Kitty’s meal time.
Do you have a pet?",,"[DESCRIPTION]
Can you ~ 를 활용해 요청하고 답하기.

[KEY_EXPRESSION]
A: Can you (), please?  
B: Sure. No problem.

[SUB_EXPRESSION]
A: Could you ()?  
B: Of course. / Sorry, I can’t.  
A: Will you ()?  
B: Yes, I will.
","[DESCRIPTION]
Thank you for ~ 를 활용해 감사하고 답하기.

[KEY_EXPRESSION]
A: Thank you for ().  
B: Don’t mention it. / You’re welcome. / My pleasure.

[SUB_EXPRESSION]
A: I appreciate you ().  
B: It’s my pleasure.  
A: Thanks a lot for ().  
B: No problem at all.
","[DESCRIPTION]
Can you ~ 를 활용해 요청하고 답하기.

[KEY_EXPRESSION]
A: Can you help me, please?
B: Sure. No problem.

[KEY_EXPRESSION_KOR]
A: 도와줄 수 있어?
B: 물론이지. 문제없어.

[SUB_EXPRESSION]
A: Could you ()?
B: Of course. / Sorry, I can’t.
A: Will you ()?
B: Yes, I will.","[DESCRIPTION]
Thank you for ~ 를 활용해 감사하고 답하기.

[KEY_EXPRESSION]
A: Thank you for your help.
B: Don’t mention it. / You’re welcome. / My pleasure.

[KEY_EXPRESSION_KOR]
A: 도와줘서 고마워.
B: 별말씀을요. / 천만에요. / 제 기쁨이에요.

[SUB_EXPRESSION]
A: I appreciate you ().
B: It’s my pleasure.
A: Thanks a lot for ().
B: No problem at all."
중1,YBM(송),2015,3,"Different Places, Different Foods","좋아하는 것 묻고 답하기
A: What’s your favorite food?
B: It’s sushi.","음식 권유하고 권유에 답하기
A: Would you like some fruit salad?
B: Yes, please. / No, thanks. I’m already full.","There is/are ~.
There is a cafeteria at our school.
There are various seafood dishes on our menu.","조동사 ‘can’
I can make Bibimbap.",,"[DESCRIPTION]
favorite을 활용해 좋아하는 것 묻고 답하기.

[KEY_EXPRESSION]
A: What’s your favorite ()?  
B: It’s (). / My favorite is ().

[SUB_EXPRESSION]
A: Which () do you like best?  
B: I like () the most.  
A: Do you have a favorite ()?  
B: Yes, it’s ().
","[DESCRIPTION]
Would you like some ~ 를 활용해 음식 권유하고 권유에 답하기.

[KEY_EXPRESSION]
A: Would you like some ()?  
B: Yes, please. / No, thanks. I’m already full.

[SUB_EXPRESSION]
A: Do you want some ()?  
B: No, I’m good.  
A: Can I offer you some ()?  
B: Yes, I’d love to.
","[DESCRIPTION]
favorite을 활용해 좋아하는 것 묻고 답하기.

[KEY_EXPRESSION]
A: What’s your favorite color?
B: It’s blue. / My favorite is blue.

[KEY_EXPRESSION_KOR]
A: 네가 가장 좋아하는 색은 뭐야?
B: 파란색이야. / 내가 가장 좋아하는 색은 파란색이야.

[SUB_EXPRESSION]
A: Which () do you like best?
B: I like () the most.
A: Do you have a favorite ()?
B: Yes, it’s ().","[DESCRIPTION]
Would you like some ~ 를 활용해 음식 권유하고 권유에 답하기.

[KEY_EXPRESSION]
A: Would you like some cake?
B: Yes, please. / No, thanks. I’m already full.

[KEY_EXPRESSION_KOR]
A: 케이크 좀 드실래요?
B: 네, 주세요. / 아니요, 괜찮아요. 배가 불러요.

[SUB_EXPRESSION]
A: Do you want some ()?
B: No, I’m good.
A: Can I offer you some ()?
B: Yes, I’d love to."
중1,YBM(송),2015,4,A Story of Wisdom,"슬픔, 불만족, 실망의 원인 묻고 답하기
A: What’s the matter?
B: I have a lot of homework.","유감이나 동정 표현하기
A: I hurt my foot.
B: I’m sorry to hear that.","‘be’동사의 과거형
He was busy all day.","일반동사의 과거형
He cleaned the house and cooked dinner for them.","조동사 ‘will’
I’ll try again.","[DESCRIPTION]
What’s the matter ~ 를 활용해 슬픔, 불만족, 실망의 원인 묻고 답하기.

[KEY_EXPRESSION]
A: What’s the matter?  
B: I have ().

[SUB_EXPRESSION]
A: What’s wrong?  
B: ().  
A: Why are you upset?  
B: Because of ().","[DESCRIPTION]
I’m sorry to hear that ~ 를 활용해 유감이나 동정 표현하기. # 영어로 나옴

[KEY_EXPRESSION]
I’m sorry to hear that.

[SUB_EXPRESSION]
I feel bad for you.
I'm sorry for you.","[DESCRIPTION]
What’s the matter ~ 를 활용해 슬픔, 불만족, 실망의 원인 묻고 답하기.

[KEY_EXPRESSION]
A: What’s the matter?
B: I have a headache.

[KEY_EXPRESSION_KOR]
A: 무슨 일 있어?
B: 머리가 아파.

[SUB_EXPRESSION]
A: What’s wrong?  
B: ().  
A: Why are you upset?  
B: Because of ().","[DESCRIPTION]
I’m sorry to hear that ~ 를 활용해 유감이나 동정 표현하기.

[KEY_EXPRESSION]
I’m sorry to hear that.

[KEY_EXPRESSION_KOR]
그 말을 들으니 안타깝다.

[SUB_EXPRESSION]
I feel bad for you.
I'm sorry for you."
중1,YBM(송),2015,5,We Are a Team,"위치 말하기
A: Where are the birds?
B: They are on the ground.","행동 묘사하기
A: What is Sam doing?
B: He is walking the dog.","현재진행형
A meerkat is standing straight up.","「감각동사+형용사」
They looked relaxed.",,"[DESCRIPTION]
be동사와 전치사를 활용해 위치 묻고 답하기.

[KEY_EXPRESSION]
A: Where are ()?  
B: They are ().

[SUB_EXPRESSION]
A: Where is ()?  
B: It is ().  
A: Can you tell me the where ()?  
B: It’s ().","[DESCRIPTION]
현재진행형을 활용해 행동 묘사하기.

[KEY_EXPRESSION]
A: What is () doing?  
B: He/She is ().

[SUB_EXPRESSION]
A: What are they doing?  
B: They are ().  
A: What’s happening with ()?  
B: () is ().
","[DESCRIPTION]
be동사와 전치사를 활용해 위치 묻고 답하기.

[KEY_EXPRESSION]
A: Where are my books?
B: They are on the table.

[KEY_EXPRESSION_KOR]
A: 내 책들은 어디에 있어?
B: 테이블 위에 있어.

[SUB_EXPRESSION]
A: Where is ()?
B: It is ().
A: Can you tell me where () is?
B: It’s ().","[DESCRIPTION]
현재진행형을 활용해 행동 묘사하기.

[KEY_EXPRESSION]
A: What is he doing?
B: He is reading a book.

[KEY_EXPRESSION_KOR]
A: 그는 무엇을 하고 있어?
B: 그는 책을 읽고 있어.

[SUB_EXPRESSION]
A: What are they doing?
B: They are playing soccer.
A: What’s happening with ()?
B: () is ()."
중1,YBM(송),2015,6,"Save Energy, Save the Earth","제안하고 답하기
A: Why don’t we walk to school?
B: That’s a good idea.","지시하고 답하기
A: Recycle plastic bottles, please.
B: Okay, I will.","명령문
Take a short shower.
Do not open the refrigerator door too often.","접속사 ‘when’
Turn off the TV when you aren’t watching it.",,"[DESCRIPTION]
Why don’t we ~ 를 활용해 제안하고 답하기.

[KEY_EXPRESSION]
A: Why don’t we ()?  
B: That’s a good idea.

[SUB_EXPRESSION]
A: How about we ()?  
B: Sure, that sounds great.  
A: Let’s join ().  
B: I’d love to.
","[DESCRIPTION]
명령문을 활용해 지시하고 답하기.

[KEY_EXPRESSION]
A: (), please.  

[SUB_EXPRESSION]
Could you ()?  
Please ().  ","[DESCRIPTION]
Why don’t we ~ 를 활용해 제안하고 답하기.

[KEY_EXPRESSION]
A: Why don’t we go to the park?
B: That’s a good idea.

[KEY_EXPRESSION_KOR]
A: 우리 공원에 가는 게 어때?
B: 좋은 생각이야.

[SUB_EXPRESSION]
A: How about we ()?
B: Sure, that sounds great.
A: Let’s join ().
B: I’d love to.","[DESCRIPTION]
명령문을 활용해 지시하고 답하기.

[KEY_EXPRESSION]
A: Sit down, please.

[KEY_EXPRESSION_KOR]
A: 앉아 주세요.

[SUB_EXPRESSION]
Could you ()?
Please ()."
중1,YBM(송),2015,7,My Future Dream,"관심사 묻고 답하기
A: What are you interested in?
B: I’m interested in magic tricks.","장래 희망 묻고 답하기
A: What do you want to be in the future?
B: I want to be a tour guide. I want to travel to many new places.","목적어 역할의 「to+동사원형」
I want to be a dog trainer.","주어 역할의 「동사원형+-ing」
Making a robot will not be easy.",,"[DESCRIPTION]
be interested in ~ 를 활용해 관심사 묻고 답하기.

[KEY_EXPRESSION]
A: What are you interested in?  
B: I’m interested in ().

[SUB_EXPRESSION]
A: Do you have any hobbies?  
B: Yes, I enjoy ().  
A: What do you like doing in your free time?  
B: I like ().
","[DESCRIPTION]
want to ~ 를 활용해 장래 희망 묻고 답하기.

[KEY_EXPRESSION]
A: What do you want to be in the future?  
B: I want to be ().

[SUB_EXPRESSION]
A: What is your dream job?  
B: I’d like to become ().  
A: Do you have a career goal?  
B: Yes, I want to be ().
","[DESCRIPTION]
be interested in ~ 를 활용해 관심사 묻고 답하기.

[KEY_EXPRESSION]
A: What are you interested in?
B: I’m interested in music.

[KEY_EXPRESSION_KOR]
A: 너는 무엇에 관심 있어?
B: 나는 음악에 관심 있어.

[SUB_EXPRESSION]
A: Do you have any hobbies?
B: Yes, I enjoy ().
A: What do you like doing in your free time?
B: I like ().","[DESCRIPTION]
want to ~ 를 활용해 장래 희망 묻고 답하기.

[KEY_EXPRESSION]
A: What do you want to be in the future?
B: I want to be a doctor.

[KEY_EXPRESSION_KOR]
A: 너는 미래에 무엇이 되고 싶어?
B: 나는 의사가 되고 싶어.

[SUB_EXPRESSION]
A: What is your dream job?
B: I’d like to become ().
A: Do you have a career goal?
B: Yes, I want to be ()."
중1,YBM(송),2015,8,Science All Around,"선택 묻고 답하기
A: Which is heavier, the red apple or the green apple?
B: The red one is heavier than the green one.","이유 묻고 답하기
A: Why are you in a hurry?
B: It’s because I got up late.","형용사의 비교급
Air is lighter than water.","접속사 ‘because’
Both cans will float because they are very light.",,"[DESCRIPTION]
Which ~ 를 활용해 선택 묻고 답하기.

[KEY_EXPRESSION]
A: Which is (), () or ()?  
B: () is () than ().

[SUB_EXPRESSION]
A: Which one do you prefer, () or ()?  
B: I prefer ().  
A: What’s better, () or ()?  
B: I think () is better.
","[DESCRIPTION]
Why ~ 를 활용해 이유 묻고 답하기.

[KEY_EXPRESSION]
A: Why ()?  
B: It’s because ().

[SUB_EXPRESSION]
A: Why is it so ()?  
B: Because it’s ().  
A: Can you explain why ()?  
B: Sure, it’s because ().
","[DESCRIPTION]
Which ~ 를 활용해 선택 묻고 답하기.

[KEY_EXPRESSION]
A: Which is bigger, a cat or a dog?
B: A dog is bigger than a cat.

[KEY_EXPRESSION_KOR]
A: 고양이와 강아지 중 어떤 게 더 커?
B: 강아지가 고양이보다 더 커.

[SUB_EXPRESSION]
A: Which one do you prefer, () or ()?
B: I prefer ().
A: What’s better, () or ()?
B: I think () is better.","[DESCRIPTION]
Why ~ 를 활용해 이유 묻고 답하기.

[KEY_EXPRESSION]
A: Why are you late?
B: It’s because I missed the bus.

[KEY_EXPRESSION_KOR]
A: 왜 늦었어?
B: 버스를 놓쳐서.

[SUB_EXPRESSION]
A: Why is it so ()?
B: Because it’s ().
A: Can you explain why ()?
B: Sure, it’s because ()."
중1,YBM(송),2015,9,A Walk into History,"감탄하기
A: Look at the doll.
B: What a cute doll! / How cute!","계획 묻고 답하기
A: What are you going to do in the Korean Folk Village?
B: I’m going to ride a horse.","수여동사
A guide gives Tony a cheongsachorong.","감탄문
How wonderful (it is)!",,"[DESCRIPTION]
What a ~ / How ~ 를 활용해 감탄하기. # 감탄이 Look at~이 아니라 What a~/ How ~임

[KEY_EXPRESSION]
A: Look at ().  
B: What a ()! / How ()!

[SUB_EXPRESSION]
Isn’t () amazing?  
That’s so ()!
","[DESCRIPTION]
be going to ~ 를 활용해 계획 묻고 답하기.

[KEY_EXPRESSION]
A: What are you going to do ()?  
B: I’m going to ().

[SUB_EXPRESSION]
A: Do you have any plans for ()?  
B: Yes, I’m planning to ().  
A: Are you going to ()?  
B: Yes, I am.
","[DESCRIPTION]
What a ~ / How ~ 를 활용해 감탄하기.

[KEY_EXPRESSION]
A: Look at that painting.
B: What a beautiful picture! / How amazing!

[KEY_EXPRESSION_KOR]
A: 저 그림 좀 봐.
B: 정말 아름다운 그림이야! / 정말 놀랍다!

[SUB_EXPRESSION]
Isn’t () amazing?
That’s so ()!","[DESCRIPTION]
be going to ~ 를 활용해 계획 묻고 답하기.

[KEY_EXPRESSION]
A: What are you going to do this weekend?
B: I’m going to visit my grandparents.

[KEY_EXPRESSION_KOR]
A: 너 이번 주말에 뭐 할 거야?
B: 나는 조부모님을 방문할 거야.

[SUB_EXPRESSION]
A: Do you have any plans for ()?
B: Yes, I’m planning to ().
A: Are you going to ()?
B: Yes, I am."
중2,YBM(송),2015,1,My Bucket List,"바람, 소망 말하기 
A: I hope I can travel to Europe this summer. 
B: That sounds great.","계획 묻고 답하기 
A: What are you planning to do at the school festival? 
B: I’m planning to sell snacks.","형용사의 최상급 
I think the guitar has the most beautiful sound of all musical instruments.","to' 부정사의 부사적 용법 
I will put more effort into studying math to overcome my weakness.",,"[DESCRIPTION]
I hope ~ 를 활용해 바람, 소망 말하기. # 완성된 문장이 출력됨

[KEY_EXPRESSION]
I hope I can ().  

[SUB_EXPRESSION]
A: I hope to ().  
A: I wish I could ().  ","[DESCRIPTION]
be planning to ~ 를 활용해 계획 묻고 답하기. # 완성된 문장 출력

[KEY_EXPRESSION]
A: What are you planning to do ()?  
B: I’m planning to ().

[SUB_EXPRESSION]
A: Do you have any plans for ()?  
B: Yes, I’m planning to ().  
A: Are you thinking about doing ()?  
B: Yes, I am.
","[DESCRIPTION]
I hope ~ 를 활용해 바람, 소망 말하기.

[KEY_EXPRESSION]
I hope I can pass the test.

[KEY_EXPRESSION_KOR]
나는 시험에 합격할 수 있길 바란다.

[SUB_EXPRESSION]
A: I hope to ().
A: I wish I could ().","[DESCRIPTION]
be planning to ~ 를 활용해 계획 묻고 답하기.

[KEY_EXPRESSION]
A: What are you planning to do this weekend?
B: I’m planning to visit my grandparents.

[KEY_EXPRESSION_KOR]
A: 너 이번 주말에 뭐 할 계획이야?
B: 나는 조부모님을 방문할 계획이야.

[SUB_EXPRESSION]
A: Do you have any plans for ()?
B: Yes, I’m planning to ().
A: Are you thinking about doing ()?
B: Yes, I am."
중2,YBM(송),2015,2,Let’s Be Smart Smartphone Users,"충고하기
A: I’m always late for school. What should I do? 
B: You should set an alarm on your smartphone.","당부하기 
A: Can I eat this pizza?
B: Sure. Just make sure you wash your hands first.","to' 부정사의 형용사적 용법 
Here are some tips to protect your health.","사역동사 
It makes your eyes feel tired and dry to read small letters on a smartphone for a long time.",,"[DESCRIPTION]
You should ~ 를 활용해 충고하기.

[KEY_EXPRESSION]  # 완성된 문장 출력 
You should ().

[SUB_EXPRESSION]
I think you should ().  
You’d better ().
","[DESCRIPTION]
Make sure you ~ 를 활용해 당부하기. # just make sure 보다는 make sure을 활용

[KEY_EXPRESSION]
Make sure you ().

[SUB_EXPRESSION]
Remember to ().  
Be sure to ().","[DESCRIPTION]
You should ~ 를 활용해 충고하기.

[KEY_EXPRESSION]
You should eat more vegetables.

[KEY_EXPRESSION_KOR]
너는 채소를 더 먹어야 해.

[SUB_EXPRESSION]
I think you should ().
You’d better ().","[DESCRIPTION]
Make sure you ~ 를 활용해 당부하기.

[KEY_EXPRESSION]
Make sure you lock the door before leaving.

[KEY_EXPRESSION_KOR]
나가기 전에 문을 꼭 잠가.

[SUB_EXPRESSION]
Remember to ().
Be sure to ()."
중2,YBM(송),2015,3,The School Club Activity Day,"능력 여부 묻기
A: I don’t know how to swim. Do you know how to? 
B: Yes, I can teach you.","좋아하는 것 표현하기 
A: What do you enjoy doing when you have free time? 
B: I enjoy painting pictures of people in the park.","의문사 + 'to' 부정사 
We also teach children how to play musical instruments as a service to our community.","주격 관계대명사 
Anyone who likes to paint can join.",,"[DESCRIPTION]
Do you know how to ~ 를 활용해 능력 여부 묻기.

[KEY_EXPRESSION]
Do you know how to ()?  

[SUB_EXPRESSION]
Can you tell me how to ()?  
Are you able to ()?  ","[DESCRIPTION]
What do you enjoy ~ 를 활용해 좋아하는 것 표현하기. 

[KEY_EXPRESSION] # 완성된 문장 출력 
A: What do you enjoy doing when you have free time?  
B: I enjoy ().

[SUB_EXPRESSION]
A: What’s your favorite activity?  
B: I love ().  
A: Do you like ()?  
B: Yes, it’s my favorite thing to do.
","[DESCRIPTION]
Do you know how to ~ 를 활용해 능력 여부 묻기.

[KEY_EXPRESSION]
Do you know how to cook spaghetti?

[KEY_EXPRESSION_KOR]
너 스파게티 만드는 방법 알아?

[SUB_EXPRESSION]
Can you tell me how to ()?
Are you able to ()?","[DESCRIPTION]
What do you enjoy ~ 를 활용해 좋아하는 것 표현하기.

[KEY_EXPRESSION]
A: What do you enjoy doing when you have free time?
B: I enjoy playing the guitar.

[KEY_EXPRESSION_KOR]
A: 너는 자유 시간이 있을 때 무엇을 즐겨 해?
B: 나는 기타 치는 걸 즐겨.

[SUB_EXPRESSION]
A: What’s your favorite activity?
B: I love ().
A: Do you like ()?
B: Yes, it’s my favorite thing to do."
중2,YBM(송),2015,4,The Two Roads,"걱정 표현하기와 안심시키기 
A: I’m worried about your health. 
B: Don’t worry. I’m going to the doctor tomorrow.","의견 묻기 
A: What do you think of my bike? 
B: It looks light and fast.","현재완료 
I have lived quietly and well.","접속사 'if' 
How can we know if we don’t try?",,"[DESCRIPTION]
I’m worried about ~ 를 활용해 걱정 표현하기와 안심시키기.

[KEY_EXPRESSION]
A: I’m worried about ().  # 완성된 문장 출력 
B: Don’t worry.

[SUB_EXPRESSION]
A: I'm afraid about ().  
B: It’ll be okay. Don’t stress.  
A: I’m concerned about ().  
B: There's nothing to worry about.
","[DESCRIPTION]
What do you think of ~ 를 활용해 의견 묻기. 

[KEY_EXPRESSION]
A: What do you think of ()?  # 완성된 문장 출력
B: I think ().

[SUB_EXPRESSION]
A: How do you feel about ()?  
B: I think it’s ().  
A: What’s your opinion on ()?  
B: In my opinion, it’s ().
","[DESCRIPTION]
I’m worried about ~ 를 활용해 걱정 표현하기와 안심시키기.

[KEY_EXPRESSION]
A: I’m worried about my grades.
B: Don’t worry.

[KEY_EXPRESSION_KOR]
A: 나는 성적이 걱정돼.
B: 걱정하지 마.

[SUB_EXPRESSION]
A: I'm afraid about ().
B: It’ll be okay. Don’t stress.
A: I’m concerned about ().
B: There's nothing to worry about.","[DESCRIPTION]
What do you think of ~ 를 활용해 의견 묻기.

[KEY_EXPRESSION]
A: What do you think of this book?
B: I think it’s interesting.

[KEY_EXPRESSION_KOR]
A: 이 책에 대해 어떻게 생각해?
B: 나는 흥미롭다고 생각해.

[SUB_EXPRESSION]
A: How do you feel about ()?
B: I think it’s ().
A: What’s your opinion on ()?
B: In my opinion, it’s ()."
중2,YBM(송),2015,5,We Love Baseball,"선호하는 것 묻고 답하기 
A: Which story book do you like? Peter Pan or The Last Leaf? 
B: I like Peter Pan.","희망, 기대 표현하기 
A: What are you going to do on our vacation? 
B: I’m going to take a boat ride. I can’t wait.","부가 의문문 
Jian, this is your first time to come to the baseball stadium, isn’t it?","수동태 
The numbers were determined by the players’ batting order.",,"[DESCRIPTION]
Which do you prefer ~ 를 활용해 선호하는 것 묻고 답하기.

[KEY_EXPRESSION] # 완성된 문장 출력 
A: Which () do you like? () or ()?  
B: I like ().

[SUB_EXPRESSION]
A: Do you prefer () or ()?  
B: I prefer () to ().  
A: Which one is better, () or ()?  
B: I think () is better.
","[DESCRIPTION]
I can’t wait ~ 를 활용해 희망, 기대 표현하기.

[KEY_EXPRESSION] # 완성된 문장 출력, 대화문이 아닌데 SUB EXPRESSION이 A, B의 대화문 형식으로 출력됨 
I can’t wait.

[SUB_EXPRESSION]
I’m excited about ().  
I’m really looking forward to ().  
I can’t wait for () to happen.  ","[DESCRIPTION]
Which do you prefer ~ 를 활용해 선호하는 것 묻고 답하기.

[KEY_EXPRESSION]
A: Which drink do you like? Coffee or tea?
B: I like coffee.

[KEY_EXPRESSION_KOR]
A: 어떤 음료를 더 좋아해? 커피 아니면 차?
B: 나는 커피를 더 좋아해.

[SUB_EXPRESSION]
A: Do you prefer () or ()?
B: I prefer () to ().
A: Which one is better, () or ()?
B: I think () is better.","[DESCRIPTION]
I can’t wait ~ 를 활용해 희망, 기대 표현하기.

[KEY_EXPRESSION]
I can’t wait for the holidays!

[KEY_EXPRESSION_KOR]
나는 방학이 너무 기대돼!

[SUB_EXPRESSION]
I’m excited about ().
I’m really looking forward to ().
I can’t wait for () to happen."
중2,YBM(송),2015,6,"New Places, New Experiences","경험 묻기 
A: Have you ever traveled to another country? 
B: Yes, I have. It was a wonderful experience.","만족이나 불만족에 대해 묻기 
A: How do you like this shirt? 
B: It’s colorful. I like it.","so + 형용사/부사 + that + 주어 + 동사' 
It was so delicious that I asked for more.","목적격 관계대명사 
It was from the khorkhog that she was cooking for us.",,"[DESCRIPTION]
Have you ever ~ 를 활용해 경험 묻기.

[KEY_EXPRESSION]
A: Have you ever ()?  

[SUB_EXPRESSION]
Have you ever experienced ()?  
Did you experience ()?  
","[DESCRIPTION]
How do you like ~ 를 활용해 만족이나 불만족에 대해 묻기.

[KEY_EXPRESSION]
How do you like ()?  

[SUB_EXPRESSION]
Are you happy with ()?  
What do you think of ()?  ","[DESCRIPTION]
Have you ever ~ 를 활용해 경험 묻기.

[KEY_EXPRESSION]
A: Have you ever been to Japan?

[KEY_EXPRESSION_KOR]
A: 너 일본에 가 본 적 있어?

[SUB_EXPRESSION]
Have you ever experienced ()?
Did you experience ()?","[DESCRIPTION]
How do you like ~ 를 활용해 만족이나 불만족에 대해 묻기.

[KEY_EXPRESSION]
How do you like your new school?

[KEY_EXPRESSION_KOR]
너 새 학교는 어때?

[SUB_EXPRESSION]
Are you happy with ()?
What do you think of ()?"
중2,YBM(송),2015,7,Living in the AI World,"의견 표현하기
A: I'm going to fly a drone.
B: That sounds like fun.","가능 여부 표현하기
A: Is it possible for you to text with your eyes closed?
B: Sure. I can do that.","지각동사 
I see a cat crossing the street.","가주어 'it' 
It is hard to believe that you can understand us.",,"[DESCRIPTION]
That sounds like fun 등을 활용해 의견 표현하기. # 영어 출력

[KEY_EXPRESSION]
That sounds like fun.

[SUB_EXPRESSION]
That’s a great idea.  
Sounds interesting!
","[DESCRIPTION]
Is it possible ~ 를 활용해 가능 여부 표현하기.

[KEY_EXPRESSION]
Is it possible ()?  

[SUB_EXPRESSION]
Can you ()?  
Are you able to ()?  ","[DESCRIPTION]
That sounds like fun 등을 활용해 의견 표현하기.

[KEY_EXPRESSION]
That sounds like fun.

[KEY_EXPRESSION_KOR]
그거 재미있을 것 같아.

[SUB_EXPRESSION]
That’s a great idea.
Sounds interesting!","[DESCRIPTION]
Is it possible ~ 를 활용해 가능 여부 표현하기.

[KEY_EXPRESSION]
Is it possible to change the schedule?

[KEY_EXPRESSION_KOR]
일정을 변경하는 것이 가능할까요?

[SUB_EXPRESSION]
Can you ()?
Are you able to ()?"
중2,YBM(송),2015,8,The Unknown Hero,"알고 있는지 묻기
A: Do you know anything about King Sejong?
B: No, I don't.","설명 요청하기
A: Could you explain the rules of bisachigi?
B: Each player throws a stone at another stone.","want/ask/tell/press + 목적어 + to 부정사' 
Japanese officials pressed him to build Japanese houses.","현재분사, 과거분사 
Through his efforts, we now have Bukchon filled with its beautiful hanoks.",,"[DESCRIPTION]
Do you know ~ 를 활용해 알고 있는지 묻기.

[KEY_EXPRESSION]
A: Do you know ()?  
B: No, I don’t.

[SUB_EXPRESSION]
Have you heard of ()?  
Are you familiar with ()?  
","[DESCRIPTION]
Could you explain ~ 를 활용해 설명 요청하기.

[KEY_EXPRESSION]
A: Could you explain ()?  

[SUB_EXPRESSION]
Can you tell me how ()?  
What do you mean by ()?  ","[DESCRIPTION]
Do you know ~ 를 활용해 알고 있는지 묻기.

[KEY_EXPRESSION]
A: Do you know his phone number?
B: No, I don’t.

[KEY_EXPRESSION_KOR]
A: 너 그의 전화번호 알아?
B: 아니, 몰라.

[SUB_EXPRESSION]
Have you heard of ()?
Are you familiar with ()?","[DESCRIPTION]
Could you explain ~ 를 활용해 설명 요청하기.

[KEY_EXPRESSION]
A: Could you explain this math problem?

[KEY_EXPRESSION_KOR]
A: 이 수학 문제를 설명해 줄 수 있어?

[SUB_EXPRESSION]
Can you tell me how ()?
What do you mean by ()?"
중2,YBM(송),2015,9,Manners Make the Man,"약속 정하기
A: How about going to the hot spring on Thursday at 2:00? Can you make it?
B: Yes. That would be great.","상기시키기
A: Don't forget to turn off your cellphone in the theater.
B: Okay. I won't.","관계부사 
Today’s quiet concerts began in the 19th century when many big concert halls were built.","간접의문문 
We do not know what concerts will look like in the future.",,"[DESCRIPTION]
How about ~ 를 활용해 약속 정하기. # 교과서에는 how about 보다 can you make라는 표현을 더 많이 쓰는것 같음

[KEY_EXPRESSION]
How about ()? Can you make it?  

[SUB_EXPRESSION]
Can you make ()?  
Does () work for you?  ","[DESCRIPTION]
Don’t forget to ~ 를 활용해 상기시키기.

[KEY_EXPRESSION]
Don’t forget to ().  

[SUB_EXPRESSION]
Remember to ().  
Be sure to ().  ","[DESCRIPTION]
How about ~ 를 활용해 약속 정하기.

[KEY_EXPRESSION]
How about meeting at 3 p.m.? Can you make it?

[KEY_EXPRESSION_KOR]
오후 3시에 만나는 거 어때? 시간 괜찮아?

[SUB_EXPRESSION]
Can you make ()?
Does () work for you?","[DESCRIPTION]
Don’t forget to ~ 를 활용해 상기시키기.

[KEY_EXPRESSION]
Don’t forget to call me later.

[KEY_EXPRESSION_KOR]
나중에 전화하는 거 잊지 마.

[SUB_EXPRESSION]
Remember to ().
Be sure to ()."
