,textbook ID,학년,출판사,교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION,학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
86,802,중2,능률(양),2015,8,"Beautiful Words, Better World","I can’t stand ()를 활용해 화냄 표현하기.
","A: I can’t stand loud noises.
B: Me neither!
","A: 나는 시끄러운 소리를 정말 못 참아.
B: 나도 그래!
","A: I can’t stand () anymore.
B: I know how you feel.
A: I’m fed up with ().
B: I totally understand.
","화냈을 때 I can’t stand () 표현을 사용할 수 있어요.
You can express anger using the phrase I can’t stand ().",I can’t stand ___ noises.,난 시끄러운 소리를 참을 수 없어.,quiet,loud,soft,loud,2,I’m fed up with ___.,나는 시끄러운 소리에 정말 지쳤어.,sweet melodies,loud noises,rain drops,loud noises,2,A: I can’t stand harsh criticism these days. B: I know what you mean! A: I’m fed up with endless complaints. B: I totally get it.,A: 요즘 가혹한 비판을 참을 수가 없어. B: 무슨 말인지 알아! A: 끊임없는 불평에 정말 지쳤어. B: 정말 공감해.
87,803,중2,동아(윤),2015,1,My Happy Everyday Life,"what kind of를 활용하여 정보 묻기.
","A: What kind of music do you like?
B: I like jazz music.
","A: 너는 어떤 종류의 음악을 좋아해?
B: 나는 재즈 음악을 좋아해.
","A: Can you tell me about the type of () you ()?
B: I usually () ().
A: Do you have a specific () that you ()?
B: Yes, I () ().
","정보를 묻기 위해 what kind of을 사용할 수 있어요.
상대방에게 정보에 관한 질문을 할 때 'what kind of'를 활용할 수 있어요.",A: ___ music do you like? B: I like jazz music.,A: 어떤 종류의 음악을 좋아하세요? B: 나는 재즈 음악을 좋아해요.,How much,What kind of,How often,What kind of,2,A: Can you tell me about the ___ of music you like?,A: 음악의 종류에 대해 말해줄 수 있나요?,style,model,type,type,3,"A: What kind of movie do you like? B: I like action movies. A: Can you tell me about the type of film you prefer? B: I usually enjoy comedies. A: Do you have a specific film that you recommend? B: Yes, I do.","A: 어떤 종류의 영화를 좋아하세요? B: 나는 액션 영화를 좋아해요. A: 선호하는 영화 종류에 대해 말해줄 수 있나요? B: 나는 주로 코미디를 즐겨봐요. A: 추천할 만한 특정 영화가 있나요? B: 네, 있어요."
88,803,중2,동아(윤),2015,2,Enjoying Local Culture,"전치사와 명령문을 활용해 장소로 가는 방법을 묻고 답하기.
","A: How do I get to the train station?
B: Go straight, then turn left at the traffic light.
","A: 기차역까지 어떻게 가나요?
B: 직진한 후 신호등에서 왼쪽으로 도세요.
","A: Can you tell me the way to ()?
B: Take () and you’ll reach ().
A: What’s the best way to get to ()?
B: Follow the () and turn ().
","전치사와 명령문을 사용하여 장소로 가는 방법을 묻고 답할 수 있어요.
Ask for directions and use prepositions with imperative commands to describe routes.",A: How do I ___ the train station?,A: 기차역에 어떻게 가야 하나요?,go to,reach,get to,get to,3,B: Follow the signs and ___ right.,B: 표지판을 따라가서 오른쪽으로 도세요.,stop,turn,go,turn,2,"A: How do I get to the post office? B: Go straight, then turn right at the corner. A: Can you tell me the way to the park? B: Take the second left and you'll arrive at the park.",A: 우체국에 어떻게 가야 하나요? B: 직진한 다음 모퉁이에서 오른쪽으로 도세요. A: 공원 가는 길 좀 알려줄래요? B: 두 번째 좌회전하면 공원에 도착할 거예요.
89,803,중2,동아(윤),2015,3,Ideas for Saving the Earth,"할인 여부 묻기, 흥정하기.
","A: Can I get a discount?
B: OK. I’ll take 10% off.
","A: 할인받을 수 있나요?
B: 네, 10% 할인해 드릴게요.
","A: Is there a discount available?
B: Yes, we can offer a () discount.
A: Could you lower the price?
B: I can reduce it by ().
","할인 여부를 묻고 흥정할 수 있어요.
Can ask about discounts and negotiate price.",B: OK. I'll take ___.,B: 좋아요. ___ 할인해줄게요.,15% off,10% off,5% off,10% off,2,"B: Yes, we can offer a ___ discount.","B: 네, ___ 할인을 제공할 수 있어요.",20%,10%,5%,10%,2,"A: I'm interested in buying this, but can you lower the price a bit? B: I can give you a 15% discount. A: That's great, thanks! B: My pleasure.","A: 이 상품에 관심이 있는데, 가격을 조금 내릴 수 있을까요? B: 15% 할인을 해드릴 수 있어요. A: 정말 좋네요, 감사합니다! B: 별말씀을요."
90,803,중2,동아(윤),2015,4,The Amazing World of Animals,"can you tell me more about를 활용하여 정보 묻기.
","A: Can you tell me more about the event?
B: It’s a charity fundraiser.
","A: 그 행사에 대해 좀 더 알려줄 수 있어요?
B: 그것은 자선 모금 행사입니다.
","A: Could you give me more details about ()?
B: Sure, () is ().
A: I’d like to know more about (). Can you help?
B: Of course! It’s ().
","정보를 묻는 표현을 사용할 수 있어요.
'can you tell me more about'을 활용하여 상세 정보를 요청하는 방법을 배워요.",A: Can you ___ the event? B: It’s a charity fundraiser.,행사에 대해 좀 더 알려줄 수 있어? 자선 모금 행사야.,describe,tell me more about,explain,tell me more about,2,"A: Could you ___ the event? B: Sure, the event is amazing.",이벤트에 대한 자세한 정보를 알려줄 수 있어? 이벤트는 멋져.,tell me briefly about,give me more details about,share about,give me more details about,2,A: Can you tell me more about the project? B: It’s an educational outreach program. A: Could you give me more details about it? B: Of course! It’s a community initiative.,A: 프로젝트에 대해 좀 더 말해줄 수 있어? B: 교육 봉사 프로그램이야. A: 그에 대해 자세한 정보를 줄 수 있어? B: 물론이지! 커뮤니티 이니셔티브야.
91,803,중2,동아(윤),2015,5,Living Healthily and Safely,"make sure을 활용하여 당부하기.
","Make sure you turn off the lights before leaving.
","나가기 전에 불을 끄는 것을 꼭 확인하세요.
","Remember to ().
Be sure to ().
","make sure을 활용하여 당부의 말을 전달할 수 있어요.
Make sure를 사용하여 나가기 전에 불을 끄라는 당부를 할 수 있어요.",_____ you turn off the lights before leaving.,나가기 전에 불을 꼭 끄세요.,Check that,Make sure,Don't forget,Make sure,2,_____ turn off the lights before leaving.,나가기 전에 불을 끄는 것을 기억하세요.,Skip to,Remember to,Forget to,Remember to,2,"A: Make sure you secure the door before leaving. B: Alright, I'll do that. A: And remember to switch off the fan. B: Sure, I will.","A: 나가기 전에 문을 꼭 잠그세요. B: 네, 그렇게 할게요. A: 그리고 선풍기를 끄는 것을 기억하세요. B: 알겠습니다."
92,803,중2,동아(윤),2015,6,"Different People, Different Views","만날 시간과 장소를 제안하고 정하기.
","A: What time and where should we meet?
B: How about meeting at 3 PM at the park?
","A: 우리 언제 어디서 만날까?
B: 오후 3시에 공원에서 만나는 게 어때?
","A: When and where shall we meet?
B: Let’s meet at () ().
A: What’s a good time and place to meet?
B: How about () ()?
","만날 시간과 장소를 제안할 수 있어요.
You can propose and decide on a meeting time and place.",A: ___ should we meet? B: How about meeting at 3 PM at the park?,A: 언제 어디서 만날까요? B: 오후 3시에 공원에서 만나는 건 어때요?,Where and when,What time and where,What date and where,What time and where,2,B: Let's meet at ___.,B: 오후 3시에 공원에서 만나자.,4 PM at the mall,3 PM at the park,2 PM at the library,3 PM at the park,2,A: What time and where should we gather? B: How about meeting at 4 PM at the cafe? A: When and where shall we gather? B: Let’s meet at 4 PM at the cafe?,A: 몇 시에 어디서 모일까? B: 오후 4시에 카페에서 만나는 건 어때? A: 언제 어디서 모일까? B: 오후 4시에 카페에서 만나자.
93,803,중2,동아(윤),2015,7,Life in Space,"curious 를 활용해 궁금증 표현하기.
","I’m really curious about space travel.
","나는 우주 여행에 대해 정말 궁금해.
","I wonder about ().
I’d like to know more about ().
","curious 를 사용하여 자신의 궁금증을 표현할 수 있어요.
I’m really curious about ... 와 같은 표현을 통해 궁금한 감정을 나타낼 수 있어요.",I'm really _____ about space travel.,나는 우주 여행에 대해 정말 궁금해.,excited,curious,bored,curious,2,I _____ about space travel. I'd like to know more about space travel.,"나는 우주 여행에 대해 궁금해하고, 더 알고 싶어.",doubt,wonder,ponder,wonder,2,"A: I'm really curious about wildlife conservation. B: That's a fascinating topic! A: I wonder about the effects of habitat loss. I'd like to know more about it. B: Me too, it's quite important.","A: 나는 야생동물 보호에 대해 정말 궁금해. B: 정말 흥미로운 주제야! A: 서식지 손실의 영향에 대해 궁금해. 더 알고 싶어. B: 나도 그래, 정말 중요해."
94,803,중2,동아(윤),2015,8,Pride of Korea,"be not allowed를 활용해 금지 표현하기.
","Smoking is not allowed here.
","여기서는 흡연이 금지되어 있습니다.
","You’re not allowed to ().
() is forbidden here.
","금지 표현으로 'be not allowed' 구문을 사용할 수 있어요.
'be not allowed'를 활용해 상황을 금지할 수 있어요.",Smoking is ___ allowed here.,여기에서는 흡연이 허용되지 않습니다.,always,not,only,not,2,You're not allowed to ___.,여기서는 흡연이 금지되어 있습니다.,jump,smoke,sleep,smoke,2,"A: Running is not allowed here. B: Oh, okay, I'll walk instead. A: You're not allowed to run. Running is forbidden here.","A: 여기에서는 달리기가 허용되지 않습니다. B: 아, 알겠어요, 대신 걸을게요. A: 여기서는 달리기가 금지되어 있어요. 달리기는 금지되어 있습니다."
95,804,중2,동아(이),2015,1,Can We Talk?,"How about ()?를 활용해 제안하기.
","A: How about going to the movies tonight?
B: Great idea! / I’m sorry, but I can’t.
","A: 오늘 밤 영화 보러 가는 거 어때?
B: 좋은 생각이야! / 미안하지만 못 가.
","A: Why don’t we ()?
B: Sounds good. / Sorry, I’m busy.
A: Let’s ().
B: Sure! / Maybe next time.
","‘How about ()?’를 활용해 제안하는 방법을 배워요.
Learn how to make suggestions using 'How about ()?'.","A: How about _____ tonight? B: Great idea! / I'm sorry, but I can't.","A: 오늘 밤 영화 보러 가는 건 어때? B: 좋은 생각이야! / 미안하지만, 안 돼.",eating dinner,going to the movies,staying home,going to the movies,2,"A: Why don't we _____? B: Sounds good. / Sorry, I'm busy.","A: 우리 산책하는 건 어때? B: 좋은데. / 미안, 바빠.",study hard,play video games,go for a walk,go for a walk,3,"A: How about trying out the new burger joint tonight? B: Great idea! / I'm sorry, but I have other plans. A: Why don't we go cycling? B: Sounds great! A: Let's plan it for this weekend. B: Sure, that sounds fun.","A: 오늘 밤 새로운 버거집에 가보는 건 어때? B: 좋은 생각이야! / 미안, 다른 약속이 있어. A: 우리 자전거 타러 가는 건 어때? B: 좋은데! A: 이번 주말에 하자. B: 그래, 재밌을 것 같아."
96,804,중2,동아(이),2015,2,Close to You,"다양한 형용사를 활용해 성격 묘사하기.
","A: What is she like?
B: She is kind and hardworking.
","A: 그녀는 어떤 사람이야?
B: 친절하고 성실해.
","A: Can you describe his personality?
B: He is funny and outgoing.
A: What kind of person is she?
B: She is patient and friendly.
","여러 형용사를 활용하여 성격을 묘사할 수 있어요.
Able to describe personality using various adjectives.",A: What is she like? B: She is ___ and hardworking.,A: 그녀는 어떤 사람인가요? B: 그녀는 친절하고 근면해요.,smart,kind,rude,kind,2,A: What kind of person is she? B: She is ___ and friendly.,A: 그녀는 어떤 사람인가요? B: 그녀는 인내심 있고 다정해요.,cheerful,patient,quiet,patient,2,A: What is he like? B: He is creative and diligent. A: Can you describe her personality? B: She is clever and warm.,A: 그는 어떤 사람인가요? B: 그는 창의적이고 부지런해요. A: 그녀의 성격을 설명해 줄 수 있나요? B: 그녀는 영리하고 따뜻해요.
97,804,중2,동아(이),2015,3,The Music Goes,"Why ()?와 because를 활용해 이유 묻고 답하기.
","A: Why do you exercise every day?
B: Because it keeps me healthy.
","A: 왜 매일 운동해?
B: 건강을 유지하기 위해서야.
","A: Can you tell me why ()?
B: Because ().
A: Why are you ()?
B: Because ().
","이유를 묻고 답할 수 있어요.
You can ask and answer reasons using why() and because.",A: Why do you ___ every day? B: Because it keeps me healthy.,A: 왜 매일 운동해요? B: 건강을 유지할 수 있기 때문이에요.,run,exercise,sleep,exercise,2,A: Can you tell me why you ___?,A: 왜 공부하는지 말해줄 수 있니?,study,dance,sleep,study,1,A: Why do you play soccer every weekend? B: Because it keeps me fit. A: Can you tell me why you play soccer? B: Because I love the game.,A: 왜 매주 주말에 축구를 해요? B: 축구를 하면 건강을 유지할 수 있어서요. A: 축구를 하는 이유를 말해줄 수 있어요? B: 게임을 사랑하기 때문이에요.
98,804,중2,동아(이),2015,4,Go for It!,"Have you ever ()?를 활용해 경험 말하기.
","A: Have you ever traveled abroad?
B: Yes, I have. / No, I haven’t.
","A: 해외여행 가본 적 있어?
B: 응, 있어. / 아니, 없어.
","A: Did you try () before?
B: Yes, I did. / No, I didn’t.
A: Have you experienced ()?
B: Yes, I have. / No, I haven’t.
","경험을 말할 수 있어요.
Have you ever() 와 같은 표현을 사용하여 자신의 경험을 이야기할 수 있어요.","A: Have you ever ______? B: Yes, I have. / No, I haven’t.","A: 해외여행 가본 적 있어? B: 응, 있어요. / 아니요, 없어요.",watched a movie,eaten dinner,traveled abroad,traveled abroad,3,"A: Did you try ______ before? B: Yes, I did. / No, I didn’t.","A: 이전에 스쿠버 다이빙 해본 적 있어? B: 응, 해봤어. / 아니, 없었어.",bought a book,scuba diving,cooked a meal,scuba diving,2,"A: Have you ever visited a museum? B: Yes, I have. A: Did you try the audio tour before? B: No, I didn't.","A: 박물관에 가본 적 있어? B: 응, 있어. A: 오디오 투어를 해본 적 있어? B: 아니, 없어."
99,804,중2,동아(이),2015,5,"Come One, Come","take 동사를 활용해 소요시간 묻고 답하기.
","A: How long will it take to finish this project?
B: It will take about two weeks.
","A: 이 프로젝트를 끝내는 데 얼마나 걸릴까?
B: 약 2주 정도 걸려.
","A: How much time does it take to ()?
B: It takes around ().
A: How long does it take to ()?
B: It usually takes about ().
","소요시간을 묻는 표현을 사용할 수 있어요.
take 동사를 활용하여 소요시간에 대해 묻고 답할 수 있어요.",A: How long will it _____ to finish this project? B: It will take about two weeks.,이 프로젝트를 끝내는 데 약 2주가 걸릴 거예요.,make,take,pass,take,2,A: How long does it _____ to finish the homework? B: It usually takes about two hours.,숙제를 끝내는 데 보통 2시간 정도 걸려요.,consume,take,spend,take,2,A: How long will it take to clean the house? B: It will take about one hour. A: How long does it take to prepare breakfast? B: It usually takes about 20 minutes.,A: 집 청소하는 데 얼마나 걸릴까요? B: 한 시간 정도 걸려요. A: 아침 식사 준비하는 데는 얼마 걸리죠? B: 보통 20분 정도 걸려요.
100,804,중2,동아(이),2015,6,Into Outer Space,"용도를 묻고 답하기: what is () for?를 활용해 물건이나 도구의 용도를 묻고 답하기.
","A: What is this tool for?
B: It’s for cutting wood.
","A: 이 도구는 무엇에 쓰이는 거야?
B: 나무를 자르는 데 사용해.
","A: What is the purpose of it?
B: It’s for ().
A: Why do you use it?
B: It’s for ().
","물건이나 도구의 용도를 묻고 답할 수 있어요.
You can ask and answer about the purpose of objects or tools using 'what is () for?'.",B: It’s for ______.,이 도구는 나무를 자르기 위한 거야.,assembling chairs,cleaning floors,cutting wood,cutting wood,3,B: It’s for ______.,이것은 나무를 자르기 위한 것이야.,cutting wood,holding objects,storing items,cutting wood,1,A: What is this gadget for? B: It’s for measuring distances. A: What is its use? B: It’s for measuring distances.,A: 이 기계는 무엇을 위해 쓰이나요? B: 거리를 재기 위한 것입니다. A: 이것의 용도는 무엇인가요? B: 거리를 재기 위한 것입니다.
101,804,중2,동아(이),2015,7,Can I Trust It?,"like와 happy를 활용하여 만족 여부 묻고 답하기.
","A: How do you like your new phone?
B: I’m really happy with it.
","A: 새 휴대폰 어때?
B: 정말 만족스러워.
","A: Are you satisfied with ()?
B: Yes, I am. / No, I’m not.
A: Do you enjoy ()?
B: Yes, I do. / No, I don’t.
","새로운 기기에 대해 like와 happy를 사용하여 만족도를 물어보고 대답할 수 있어요.
Ask and answer questions about satisfaction using 'like' and 'happy'.",How do you ___ your new phone?,네 새 휴대폰은 어떻게 마음에 들어?,love,like,prefer,like,2,Do you ___ it?,그것을 즐기는 편이니?,like,enjoy,adore,enjoy,2,"A: How do you like your new tablet? B: I'm really happy with it. A: Do you enjoy using it? B: Yes, I do.","A: 네 새 태블릿은 어떻게 생각해? B: 나는 정말 만족해. A: 사용하는 게 즐거워? B: 응, 정말 그래."
102,804,중2,동아(이),2015,8,Be Like Sherlock!,"I guess ()를 활용해 추측 표현하기.
","A: I guess it’s going to rain tomorrow.
B: You’re right.
","A: 내일 비가 올 것 같아.
B: 맞아.
","A: I think ().
B: That’s correct.
A: I assume ().
B: Yes, that’s true.
","I guess를 사용하여 추측을 표현할 수 있어요.
You can express guesses using 'I guess'.",A: ___ it’s going to rain tomorrow.,내일 비가 올 것 같아.,I think,I guess,I assume,I guess,2,A: ___ it’s going to be windy today.,오늘 바람이 많이 불 것 같아.,I think,I assume,I guess,I assume,2,A: I guess it might snow later today. B: Looks like it. A: I assume the roads will be slippery. B: That makes sense.,A: 내 생각에는 오늘 늦게 눈이 올 수도 있어. B: 그럴 것 같아. A: 내 추측으로는 도로가 미끄러울 거야. B: 그렇네.
103,805,중2,비상,2015,1,Suit Your Taste!,"방법에 대한 조언이나 지식을 알려 주기.
","I know how to swim.
","나는 수영하는 방법을 알아.
","I'm pretty good at ().
Let me show you how to ().
","방법에 대한 조언이나 지식을 전달할 수 있어요.
수영 방법을 설명할 수 있어요.",I know how to ___ .,나는 수영할 줄 알아.,run,swim,fly,swim,2,Let me show you how to ___ .,내가 수영하는 방법을 보여줄게.,dance,swim,drive,swim,2,A: I know how to swim fast. B: That's impressive! A: I'm quite skilled at swimming. Let me show you how to swim.,A: 나는 빠르게 수영할 줄 알아. B: 정말 대단해! A: 나는 수영을 꽤 잘해. 내가 수영하는 방법을 보여줄게.
104,805,중2,비상,2015,2,Half a World Away,"상대방에게 기억해야 할 것을 상기시켜 주기.
","A: Don’t forget to bring your homework.
B: Okay, I see.
","A: 숙제 가져오는 거 잊지 마.
B: 알겠어.
","A: Remember to ().
B: Got it.
A: Please be reminded to ().
B: Okay, I will.
","상대방에게 중요한 일을 기억하도록 상기시킬 수 있어요.
You can remind someone to remember important things.","A: ______ to bring your homework. B: Okay, I see.",A: 숙제를 가져오는 것을 잊지 마. B: 알겠어.,Remember,Don't forget,Do forget,Don't forget,2,A: ______ to finish your assignment. B: Got it.,A: 과제를 끝내는 것을 기억해. B: 알았어.,Promise,Forget,Remember,Remember,3,"A: Don't forget to lock the door. B: Got it. A: Remember to water the plants. B: Okay, I will.","A: 문을 잠그는 것을 잊지 마. B: 알겠어. A: 화분에 물 주는 것을 기억해. B: 네, 할게."
105,805,중2,비상,2015,3,"I Wonder Why, I Wonder How","What do you mean? 를 활용해 설명을 요청하며 구체적으로 묻기.
","What do you mean?
","무슨 뜻이야?
","I'm sorry, I didn't get that.
Come again?
","상대방의 말을 명확히 하고 구체적으로 묻기 위해 'What do you mean?'이라는 표현을 사용할 수 있어요.
상대방의 설명이 이해되지 않을 때 'I'm sorry, I didn't get that. Come again?'과 유사한 표현을 활용할 수 있어요.",___ do you mean?,무슨 말이야?,Which,What,Why,What,2,"I'm sorry, I didn't get that. ___ again?","미안해, 이해가 잘 안 돼. 다시 한 번 말해줄래?",Stop,Come,Go,Come,2,"A: What do you mean? B: I think your instructions are a bit unclear. A: I'm sorry, I didn't get that. Could you explain it differently?","A: 무슨 말이야? B: 네 지시가 조금 불분명한 것 같아. A: 미안해, 잘 이해가 안 돼. 다른 방식으로 설명해줄래?"
106,805,중2,비상,2015,4,Your Only Limit Is You,"다양한 표현을 활용해 상대방에게 도움을 제안하기.
","Let me help you.
","내가 도와줄게.
","Can I help you?
I'll give you some help with ().
","다양한 표현을 활용해 상대방에게 도움을 제안할 수 있어요.
You can offer help using a variety of expressions.",Let me ____ you.,내가 너를 도와줄게.,help,fix,make,help,1,Can I help you? I'll ____ you some help with ().,도와드릴까요? 제가 문제에 대해 도움을 드릴게요.,lend,give,take,give,2,A: Let me help you with your project. B: I really appreciate it. A: Can I help you? I'll give you some help with the preparations. B: That sounds wonderful!,A: 네 프로젝트를 도와줄게. B: 정말 고마워. A: 도와드릴까요? 제가 준비하는 데 도움을 드릴게요. B: 참 좋네!
107,805,중2,비상,2015,5,Explore Your Feelings!,"I think you should ~ 를 활용해 방법에 대해 제안하거나 조언하기.
","A: I'm having trouble with math.
B: I think you should study with a tutor.
","A: 나 수학 때문에 어려움을 겪고 있어.
B: 과외 선생님과 공부하는 게 좋을 것 같아.
","A: I ().
B: Why don't you ()?
A: I ().
B: If I were you, I would ().
","조언이나 방법을 제안하는 표현을 사용할 수 있어요.
I think you should ~ 와 같은 표현을 활용하여 조언할 수 있어요.",I think you should _____ with a tutor.,내 생각에는 너 과외 선생님과 공부하는 게 좋겠어.,sleep,play,study,study,3,Why don't you _____?,왜 너는 노트를 복습해 보지 않아?,go for a walk,review your notes,watch TV,review your notes,2,"A: I'm struggling with science. B: I think you should join a study group. A: I'm confused about the experiment. B: Why don't you re-read the instructions? A: I don't know how to proceed. B: If I were you, I would ask for assistance.",A: 과학 문제로 힘들어. B: 스터디 그룹에 참여하는 게 좋겠어. A: 실험에 대해 혼란스러워. B: 왜 지시사항을 다시 읽어보지 않아? A: 어떻게 해야 할지 모르겠어. B: 네 입장이라면 도움을 요청하는 게 좋을 것 같아.
108,805,중2,비상,2015,6,Doors to the Wild,"as ~ as ~ 를 활용해 대상이나 사물 간의 차이를 비교하기.
","It’s as light as a feather.
","그것은 깃털만큼 가벼워.
","() and () are the same.
() are similar to ().
","대상이나 사물 간의 차이를 비교하는 표현을 사용할 수 있어요.
as ~ as ~ 를 활용해 비교하는 구조를 이해할 수 있어요.",It’s as ____ as a feather.,이것은 깃털처럼 가벼워요.,heavy,light,bright,light,2,Apples and oranges are the ____.,사과와 오렌지는 서로 같아요.,different,same,better,same,2,"A: This box is as light as a feather. B: Wow, that box really feels light! A: Chairs and stools are the same. B: They do look similar, but not identical.","A: 이 상자는 깃털처럼 가벼워요. B: 와, 정말 가벼운 상자네요! A: 의자와 스툴은 서로 같아요. B: 비슷해 보이긴 하지만 완전히 같지는 않아요."
109,805,중2,비상,2015,7,Art around Us,"prefer를 활용해 선호하는 대상에 대해 답하기.
","I prefer coffee to tea.
","나는 차보다 커피를 더 좋아해.
","I like () better than ().
I'd prefer () if possible.
","prefer 표현을 사용하여 선호하는 대상을 말할 수 있어요.
다양한 선호 표현으로 의견을 표현할 수 있어요.",I prefer _____ to tea.,나는 차보다 커피를 선호해.,coffee,water,juice,coffee,1,I like _____ better than tea. I'd prefer coffee if possible.,나는 차보다 커피를 더 좋아해. 가능하면 커피를 선호해.,juice,coffee,soda,coffee,2,"A: I prefer juice to soda. B: Really? I enjoy soda more in summer. A: Would you try juice instead? B: Maybe next time, I'll consider it.",A: 나는 소다보다 주스를 선호해. B: 정말? 나는 여름에 소다가 더 맛있다고 생각해. A: 대신 주스를 마셔볼래? B: 다음 번에 생각해볼게.
110,805,중2,비상,2015,8,Changes Ahead,"I’m with you on that 를 활용해 상대방의 의견에 동의하거나 이의 제기하기.
","A: I think that exercise is important.
B: I’m with you on that. / I'm not with you on that.
","A: 나는 운동이 중요하다고 생각해.
B: 나도 동의해. / 난 그렇게 생각하지 않아.
","B: I agree with you. / I disagree with you.
B: I think so, too. / I don't think so.
","상대방의 의견에 동의하거나 이의를 제기할 수 있어요.
You can use 'I'm with you on that' to agree or disagree with someone's opinion.",B: I’m _______ on that.,네 의견에 동의해.,against you,with you,for you,with you,2,B: I _______ with you.,네 말에 동의해.,disagree,agree,oppose,agree,2,"A: I believe that training is essential. B: I'm not with you on that. A: However, training definitely boosts energy. B: I disagree with you.",A: 나는 훈련이 필수적이라고 믿어. B: 나는 네 말에 동의하지 않아. A: 하지만 훈련은 확실히 에너지를 높여줘. B: 나는 동의하지 않아.
111,806,중2,천재(이),2015,1,Off to a Good Start,"Why don’t you ~ 를 활용해 충고를 주고받기.
","A: I’m planning to buy a new phone.
B: Why don’t you compare different models first?
","A: 새 휴대전화를 살 계획이야.
B: 먼저 다른 모델들을 비교해 보는 게 어때?
","A: I want to ().
B: You should ().
A: I’m going to ().
B: How about () first?
","충고를 주고받기 위한 표현을 사용할 수 있어요.
Why don’t you ~를 사용하여 조언을 줄 수 있어요.",Why don’t you ___ different models first?,먼저 다양한 모델을 비교해보는 게 어때?,contrast,compare,choose,compare,2,You should ___.,너는 비교하는 게 좋을 것 같아.,avoid,compare,explore,compare,2,A: I'm thinking of buying a laptop. B: Why don’t you check its reviews first? A: I want to try it out soon. B: You should compare the prices as well.,A: 나는 노트북을 사려고 생각 중이야. B: 먼저 리뷰를 확인해보는 게 어때? A: 곧 써보고 싶어. B: 가격도 비교해보는 게 좋을 것 같아.
112,806,중2,천재(이),2015,2,Connecting with the World,"What do you mean by ~ 를 활용해 표현의 의미를 묻고 답하기.
","A: What do you mean by ""sustainable living""?
B: I mean living in a way that doesn’t harm the environment.
","A: ""지속 가능한 삶""이 무슨 뜻이야?
B: 환경을 해치지 않는 방식으로 사는 것을 의미해.
","A: Could you explain what you mean by ()?
B: It means ().
A: What does () mean?
B: It refers to ().
","표현의 의미를 묻고 답할 수 있어요.
You can ask and answer questions about the meaning of expressions using 'What do you mean by ~'.",What do you mean by '________'?,A: 'sustainable living'라는 표현이 무슨 뜻이야? B: 환경을 해치지 않는 방식으로 사는 것을 의미해.,clean living,sustainable living,efficient energy,sustainable living,2,A: Could you ______ what you mean by 'sustainable living'?,A: 'sustainable living'의 의미를 설명해 줄 수 있어? B: 환경을 해치지 않는 방식으로 산다는 뜻이야.,describe,explain,discuss,explain,2,A: What do you mean by 'renewable energy'? B: I mean generating power in a way that protects our planet. A: Could you elaborate on what you mean by 'green solutions'? B: It refers to methods that reduce environmental impact.,A: 'renewable energy'라는 표현이 무슨 뜻이야? B: 우리 지구를 보호하는 방식으로 전력을 생산한다는 의미야. A: 'green solutions'의 의미를 자세히 설명해 줄 수 있어? B: 환경에 미치는 영향을 줄이는 방법을 의미해.
113,806,중2,천재(이),2015,3,"Healthy Life, Happy Life","Can you make it ~ 를 활용해 약속 정하기.
","A: Can you make it at 5 p.m.?
B: That’s fine with me.
","A: 오후 5시에 만날 수 있어?
B: 그래, 괜찮아.
","A: Are you free at ()?
B: Yes, that works.
A: Let’s meet at (). Is that okay?
B: Sure, that’s fine.
","약속 정하기를 위한 중요한 표현을 사용할 수 있어요.
Can you make it ~를 활용하여 약속을 정할 수 있어요.",A: ___ at 5 p.m.? B: That’s fine with me.,"A: 5시에 가능하신가요? B: 네, 괜찮습니다.",Do you agree,Can you make it,Will you come,Can you make it,2,"A: Are you free at 3 p.m.? B: Yes, that works. A: Let's ___ at 3 p.m. Is that okay? B: Sure, that’s fine.","A: 3시에 시간 있어? B: 네, 가능합니다. A: 3시에 만나자. 괜찮으세요?",greet,meet,join,meet,2,"A: Can you make it at 6 p.m.? B: That's fine with me. A: Are you available at 4 p.m.? B: Yes, that works out. A: Let's meet at 4 p.m. Then, is that okay? B: Sure, that sounds good.","A: 18시에 가능하신가요? B: 네, 괜찮습니다. A: 16시에 시간 있으세요? B: 네, 괜찮아요. A: 16시에 만나자. 괜찮으신가요? B: 네, 좋습니다."
