,"*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업
*중등 교과서 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업",,,,,,,,,,,,,,,
중고등1200,2119,중2,7,property,주거지,2,명사,204,20106,[prápərti],"The modern property is situated in a quiet area, and it offers comfort and security.","현대적인 주거지는 조용한 지역에 위치해 있고, 편안함과 안전함을 제공해요.",TRUE,,,
중고등1200,2120,중2,7,property,"재산,소유물,부동산",2,명사,8368,4884,[prápərti],The renowned architect purchased a spacious property in downtown Manhattan to develop innovative residential designs.,유명한 건축가는 혁신적인 주거 디자인을 개발하기 위해 맨해튼 도심에 넓은 부동산을 구입했어요.,TRUE,,,
중고등1200,2121,중2,7,property,"속성,특성",2,명사,8460,21079,[prápərti],The ancient mansion possessed a unique property that made it stand out among its neighbors.,그 오래된 저택은 주변의 다른 건물들과 구별되는 독특한 속성을 가지고 있었어요.,TRUE,,,
중고등1200,2122,중2,7,prove,증명하다,1,동사,8419,5413,[prú:v],"To prove his innocence, the man diligently gathered every piece of evidence he could find.",자신의 결백을 증명하기 위해 그 남자는 가능한 모든 증거를 철저히 모았어요.,TRUE,,,
중고등1200,2123,중2,7,prove,"드러나다,판명되다",1,동사,8419,30728,[pruːv],The diligent research team performed multiple experiments to prove that their findings were completely accurate.,그 성실한 연구팀은 여러 실험을 진행하여 그들의 발견이 완전히 판명되었다는 것을 증명했어요.,TRUE,,,
중고등1200,2124,중2,7,provide,"제공하다,공급하다",1,동사,9740,5146,[prəváid],The community center will provide free meals and essential supplies to needy families each month.,지역 사회 센터는 매달 도움이 필요한 가족들에게 무료 식사와 필수 용품을 제공해요.,TRUE,,,
중고등1200,2125,중2,7,punish,벌하다,1,동사,9493,2328,[pʌ́niʃ],The strict teacher decided to punish the mischievous student by assigning extra homework after class.,엄격한 선생님은 장난꾸러기 학생을 벌하기 위해 수업 후에 추가 숙제를 내주셨어요.,TRUE,,,
중고등1200,2126,중2,7,purpose,"목적,용도",2,명사,1215,1964,[pə́:rpəs],The purpose of our meeting was to explore the product's innovative design and multiple uses.,우리 회의의 목적은 제품의 혁신적인 디자인과 다양한 용도를 탐구하는 것이었어요.,TRUE,,,
중고등1200,2127,중2,7,purpose,용도,2,명사,9536,18699,[pə́:rpəs],"Every innovative gadget in the laboratory had a specific purpose, ensuring its smooth, effective operation.",실험실의 모든 혁신적인 기기는 각각의 용도를 가지고 있어 원활하고 효과적인 작동을 보장했어요.,TRUE,,,
중고등1200,2128,중2,7,quite,아주,4,부사,10685,3561,[kwáit],The fresh breeze felt quite rejuvenating as we leisurely strolled along the quiet riverside path.,"신선한 바람이 꽤 상쾌하게 느껴졌고, 우리가 한가롭게 조용한 강가 산책길을 걸었어요.",TRUE,,,
중고등1200,2129,중2,7,quite,"꽤,상당히",4,부사,10685,25766,[kwáit],She was quite deeply impressed by the stunning artwork exhibited at the modern city gallery.,그녀는 꽤나 깊이 감탄하며 현대식 도시 갤러리에서 전시된 멋진 작품에 감동 받았어요.,TRUE,,,
중고등1200,2130,중2,7,rat,쥐,2,명사,3252,5384,[rǽt],The little rat scurried quickly through the dark city alley searching for really tasty food.,작은 쥐가 어두운 도시의 골목을 재빠르게 달리며 정말 맛있는 음식을 찾았어요.,TRUE,,,
중고등1200,2131,중2,7,recent,최근의,3,형용사,8289,5731,[rí:snt],"I recently witnessed a series of unexpected, recent events that changed my view about life.",나는 최근에 예기치 않은 최근의 사건들을 목격해서 내 인생에 대한 시각이 바뀌었어요.,TRUE,,,
중고등1200,2132,중2,7,relationship,관계,2,명사,401,639,[riléiʃənʃìp],"A strong relationship between two people develops gradually when trust, clear communication, and understanding flourish.","두 사람 사이의 강한 관계는 신뢰, 명확한 소통, 그리고 깊은 이해가 함께할 때 점차 발전해요.",TRUE,,,
중고등1200,2133,중2,7,repeat,되풀이하다,1,동사,10637,1598,[ripí:t],Please carefully repeat your explanation slowly so that every detail is clearly understood by everyone.,모든 세부 사항이 분명히 이해되도록 당신의 설명을 신중하게 되풀이해 주세요.,TRUE,,,
중고등1200,2134,중2,7,replace,대체하다,1,동사,9743,5156,[ripléis],They needed to replace the broken light with a functioning one before the event started.,그들은 행사 시작 전에 고장난 전등을 작동하는 전구로 대체했어요.,TRUE,,,
중고등1200,2135,중2,7,represent,"나타내다,상징하다",1,동사,694,1115,[rèprizént],The ancient emblem faithfully represents the rich cultural heritage and vibrant traditions of our community.,오래된 상징은 우리 공동체의 풍부한 문화유산과 생동감 넘치는 전통을 충실히 나타내고 있어요.,TRUE,,,
중고등1200,2136,중2,7,represent,대표하다,1,동사,2654,19359,[rèprizént],The respected manager was specifically asked to represent the organization at the grand international conference.,존경받는 매니저는 중요한 국제 회의에서 조직을 대표하도록 특별히 요청 받았어요.,TRUE,,,
중고등1200,2137,중2,7,research,찾다,1,동사,3383,18729,[risə́:rʧ],Dedicated scientists research rare ancient texts in archives to find hidden clues about lost civilizations.,헌신적인 과학자들이 기록 보관소에서 희귀한 고대 문서를 연구하여 잃어버린 문명의 단서를 찾았어요.,TRUE,,,
중고등1200,2138,중2,7,research,"연구하다,조사하다",1,동사,6841,19042,[risə́:rʧ],The historian plans to research rare manuscripts carefully to unravel undeniable mysteries of ancient cultures.,그 역사가 희귀한 원고들을 세심하게 연구해서 고대 문화의 부정할 수 없는 미스터리를 풀어보려고 해요.,TRUE,,,
중고등1200,2139,중2,7,research,연구,2,명사,6841,3890,[rísə:rʧ],The scientific team focused on groundbreaking research to significantly improve global health outcomes through innovation.,과학팀은 혁신을 통해 전 세계 건강 결과를 크게 향상시키기 위한 획기적인 연구에 집중했어요.,TRUE,,,
중고등1200,2140,중2,7,roll,"구르다,굴러가다",1,동사,452,17335,[róul],"The skilled chef quickly learned to roll the dough evenly for making delicious, soft pastries.",숙련된 요리사는 맛있고 부드러운 페이스트리를 만들기 위해 반죽을 고르게 굴리는 방법을 빨리 배웠어요.,TRUE,,,
중고등1200,2141,중2,7,roll,말다,1,동사,6706,17644,[róul],"Every morning, I roll my sleeping bag neatly before embarking on an adventurous road trip.","매일 아침, 저는 모험적인 여행을 시작하기 전에 침낭을 깔끔하게 말아 놓아요.",TRUE,,,
중고등1200,2142,중2,7,roll,두루마리,2,명사,1012,1608,[róul],"During the recent excavation, scientists uncovered a mysterious roll that contained centuries of historical information.",최근 발굴 현장에서 과학자들이 수백 년의 역사를 담은 신비로운 두루마리를 발견했어요.,TRUE,,,
중고등1200,2143,중2,7,roll,"명부,명단",2,명사,1184,24971,[róul],This international academic conference included a very detailed roll of invited speakers and respected experts.,이 국제 학술대회에는 초청 연사들과 존경받는 전문가들의 매우 상세한 명부가 포함되어 있었어요.,TRUE,,,
중고등1200,2144,중2,7,roll,둥근 빵,2,명사,16178,25780,[róul],I purchased a warm roll from the bakery and enjoyed it with my morning tea.,나는 제과점에서 따뜻한 둥근 빵을 구입하여 아침 차와 함께 즐겼어요.,TRUE,,,
중고등1200,2145,중2,7,route,"길,경로,루트",2,명사,634,1003,[rú:t; raut],The brave explorer carefully planned his route through the dense forest to avoid unexpected obstacles.,용감한 탐험가는 예상치 못한 장애물을 피하기 위해 울창한 숲 속의 길을 신중하게 계획했어요.,TRUE,,,
중고등1200,2146,중2,7,route,"길,경로,노선",2,명사,13702,31054,"[ruːt, raut]","Before the storm, the captain selected an alternate route via quiet, winding rural roads safely.",폭풍 전에 선장은 조용하고 구불구불한 시골길을 통해 대체 노선을 안전하게 선택했어요.,TRUE,,,
중고등1200,2147,중2,7,sail,항해하다,1,동사,3813,6307,[séil],"The tall, brave sailor decided to sail across the rough ocean to explore new islands.",키 크고 용감한 선원이 거친 바다를 항해하여 새 섬들을 탐험하기로 결정했어요.,TRUE,,,
중고등1200,2148,중2,7,sail,돛,2,명사,9087,26109,[séil],"The beautiful, white sail billowed gracefully in the strong wind during our memorable perfect journey.","아름답고 하얀 돛이 강한 바람에 멋지게 펼쳐졌고, 우리의 기억에 남는 항해를 했어요.",TRUE,,,
중고등1200,2149,중2,7,satisfy,만족시키다,1,동사,12843,1790,[sǽtisfài],The delightful hearty meal served at our dinner party completely satisfied every guest’s high expectations.,맛있고 든든한 식사가 우리 저녁 파티에서 모든 손님의 높은 기대를 완벽하게 만족시켰어요.,TRUE,,,
중고등1200,2150,중2,7,scare,"놀라게 하다,겁주다",1,동사,386,1237,[skέər],The sudden thunderstorm managed to scare the hikers as they navigated the winding mountain road.,갑작스러운 천둥번개가 등산객들을 놀라게 하여 그들이 구불구불한 산길을 지나면서 당황스러워했어요.,TRUE,,,
중고등1200,2151,중2,7,seem,~처럼 보이다,1,동사,3393,5654,[sí:m],The quiet garden seems remarkably peaceful in the soft early morning light and gentle breeze.,조용한 정원이 부드러운 이른 아침 빛과 산들바람 속에서 정말 평화롭게 보였어요.,TRUE,,,
중고등1200,2152,중2,7,seem,~인 것 같다,1,동사,3393,30536,[siːm],"The painting may seem abstract to some viewers, but it truly conveys a deep message.","그 그림은 일부 관람객들에게 추상적으로 보일 수 있지만, 정말 깊은 메시지를 전달해요.",TRUE,,,
중고등1200,2153,중2,7,select,고르다,1,동사,9313,517,[səlékt],We must carefully select only the best items from the available resources for our project.,우리는 프로젝트를 위해 이용 가능한 자원 중에서 단 하나뿐인 최고 품목만 신중하게 골라야 해요.,TRUE,,,
중고등1200,2154,중2,7,senior,연장자,2,명사,1822,21137,[sí:njər],My senior colleague generously shared decades of wisdom with our team during an important meeting.,제 연장자 동료가 중요한 회의에서 우리 팀에게 오랜 경험의 지혜를 아낌없이 나눠주었어요.,TRUE,,,
중고등1200,2155,중2,7,senior,(계급/지위) 고위의,3,형용사,313,19051,[sí:njər],The senior official confidently led a strategic meeting that involved key stakeholders and critical decisions.,그 고위 관리가 핵심 이해당사자들과 중대한 결정을 논의하는 전략적 회의를 자신감 있게 이끌었어요.,TRUE,,,
중고등1200,2156,중2,7,senior,상급의,3,형용사,1822,3035,[sí:njər],The senior executive organized crucial board meetings and represented the company in every strategic decision.,"상급의 경영진이 중요한 이사회 회의를 조직했고, 모든 전략적 결정에서 회사를 대표했어요.",TRUE,,,
중고등1200,2157,중2,7,senior,"선배의,선임의",3,형용사,1822,31626,[sí:njər],"My senior colleague provided valuable advice during our long project meeting, motivating our team effort.",내 선배 동료는 긴 프로젝트 회의 동안 소중한 조언을 제공하며 우리 팀의 노력을 격려했어요.,TRUE,,,
중고등1200,2158,중2,7,senior,노인의,3,형용사,6733,17352,[sí:njər],The wise senior man possessed a quiet presence and offered advice along his long journey.,현명한 노인 남성은 조용한 기품을 지니고 긴 여정 동안 조언을 제공하셨어요.,TRUE,,,
중고등1200,2159,중2,7,several,몇몇의,3,형용사,6960,3854,[sévərəl],The museum displayed several rare artifacts that captured everyone’s attention during the lively tour.,"생동감 넘치는 투어 동안, 박물관은 몇몇 희귀한 유물을 전시하여 모두의 관심을 사로잡았어요.",TRUE,,,
중고등1200,2160,중2,7,sheep,양,2,명사,2246,3697,[ʃí:p],Sheep are domesticated animals that live peacefully on farms with green grassy meadows in abundance.,양들은 잘 길들여진 동물로서 초록빛 초원과 넉넉한 목초지에서 평화롭게 살아요.,TRUE,,,
중고등1200,2161,중2,7,shoulder,짊어지다,1,동사,15055,23749,[ʃóuldər],"During the hectic season, I had to shoulder numerous responsibilities while managing daily operations effectively.",바쁜 시기 동안 나는 여러 가지 책임들을 짊어지고 매일의 운영을 효과적으로 관리했어요.,TRUE,,,
중고등1200,2162,중2,7,shoulder,어깨,2,명사,2267,3720,[ʃóuldər],"During the strenuous hike, my aching shoulder reminded me to take a well-deserved break soon.","힘든 하이킹 동안, 아픈 어깨가 잠시 휴식을 취해야 한다는 것을 알려줬어요.",TRUE,,,
중고등1200,2163,중2,7,silver,은,2,명사,2643,4393,[sílvər],Elena admired the shimmering silver spoon that had been in her family's possession for decades.,엘레나는 몇십 년 동안 가족 소유였던 반짝이는 은 숟가락을 감탄하며 바라보았어요.,TRUE,,,
중고등1200,2164,중2,7,since,"이후로,이래로",6,전치사,2729,4536,[síns],I have immensely enjoyed reading books since my childhood when curiosity first sparked my interest.,어린 시절 이후로 호기심이 처음 불타올랐을 때부터 책 읽는 것을 정말 즐겼어요.,TRUE,,,
중고등1200,2165,중2,7,since,~때문에,7,접속사,2480,20169,[síns],"Since the weather was extremely cold and rainy, we reluctantly canceled our long-awaited picnic outing.","날씨가 몹시 춥고 비가 내렸기 때문에, 우리는 오랜만에 준비했던 소풍을 마지못해 취소했어요.",TRUE,,,
중고등1200,2166,중2,7,smooth,고루 잘 섞인,3,형용사,8500,28720,[smuːð],The sauce had a smooth consistency that mixed all of the ingredients perfectly and evenly.,그 소스는 모든 재료가 고루 잘 섞여서 부드러운 느낌을 주었어요.,TRUE,,,
중고등1200,2167,중2,7,smooth,매끄러운,3,형용사,10649,1831,[smú:ð],The newly polished countertop has a smooth texture that makes it a pleasure to touch.,새로 광을 낸 조리대는 매끄러운 질감을 가지고 있어서 만지기 즐거웠어요.,TRUE,,,
중고등1200,2168,중2,7,society,"사회,집단",2,명사,1718,2855,[səsáiəti],Modern society often relies on technology to maintain strong community connections and progress every day.,현대 사회는 기술에 의존하여 강한 공동체 유대감을 유지하고 발전을 이루기 위해 노력해요.,TRUE,,,
중고등1200,2169,중2,7,society,사회 계층,2,명사,1718,31560,[səsáiəti],"Within our diverse society, distinct social classes emerge, each embracing unique traditions and stringent values.","우리의 다양한 사회에는 뚜렷한 사회 계층이 나타나며, 각각 고유한 전통과 엄격한 가치를 지니고 있어요.",TRUE,,,
중고등1200,2170,중3,8,accept,"받아들이다,영접하다",1,동사,3221,2202,[æksépt],"Despite many harsh rejections, I choose to accept constructive feedback graciously and improve my work.",많은 혹독한 거절에도 불구하고 저는 건설적인 피드백을 받아들여 제 작업을 개선하기로 선택했어요.,TRUE,,,
중고등1200,2171,중3,8,admire,감탄하다,1,동사,151,197,[ædmáiər],I truly admire the remarkable way my teacher uses creative methods in our challenging lessons.,저는 제 선생님이 우리 도전적인 수업에서 창의적인 방법을 사용하는 멋진 방식을 감탄해요.,TRUE,,,
중고등1200,2172,중3,8,admire,칭찬하다,1,동사,1242,19819,[ædmáiər],I truly admire his constant dedication and unwavering commitment to helping others during challenging times.,저는 그가 어려운 시기에 다른 사람들을 돕기 위해 보인 꾸준한 헌신과 확고한 의지를 정말 칭찬해요.,TRUE,,,
중고등1200,2173,중3,8,admire,존경하다,1,동사,9757,17427,[ædmáiər],I truly admire the dedicated professor for his kindness and remarkable academic achievements in research.,저는 그의 친절함과 뛰어난 학문적 성취 때문에 그 헌신적인 교수를 진심으로 존경해요.,TRUE,,,
중고등1200,2174,중3,8,admit,인정하다,1,동사,8338,4632,[ædmít],"Despite his pride, he had to admit that his plan was indeed completely a failure.",오랜 자존심에도 불구하고 자신의 계획이 정말 완전히 실패였음을 인정했어요.,TRUE,,,
중고등1200,2175,중3,8,advantage,"유리한 점,장점",2,명사,2599,4320,[ædvǽntidʒ],Her excellent multilingual abilities undoubtedly provided her with a significant advantage in international business negotiations.,그녀의 뛰어난 다국어 능력은 국제 비즈니스 협상 에서 그녀에게 큰 장점을 분명히 제공했어요.,TRUE,,,
중고등1200,2176,중3,8,affect,(병이) 침범하다,1,동사,427,24036,[əfékt],The recently discovered virus quickly started to affect several critical organs in the patient's body.,최근 발견된 바이러스가 환자의 몸속 여러 중요한 기관에 빠르게 침범하기 시작했어요.,TRUE,,,
중고등1200,2177,중3,8,affect,영향을 미치다,1,동사,2410,3979,[əfékt],The sudden economic downturn can significantly affect many people's financial stability and overall personal well-being.,갑작스러운 경제 침체는 많은 사람들의 재정 안정과 전반적인 개인 건강에 큰 영향을 미칠 수 있어요.,TRUE,,,
중고등1200,2178,중3,8,afford,(경제적/시간적) 여유가 있다,1,동사,2351,3865,[əfɔ́:rd],I often struggle to truly afford enough free time for all my many relaxing hobbies.,저는 여러 취미 생활을 즐기기 위한 충분한 시간과 경제적 여유를 정말 누릴 수 없어요.,TRUE,,,
중고등1200,2179,중3,8,appreciate,감상하다,1,동사,138,19826,[əprí:ʃièit],I always appreciate the beauty of nature whenever I visit peaceful gardens and scenic parks.,나는 평화로운 정원과 경치 좋은 공원을 방문할 때마다 자연의 아름다움을 감상해요.,TRUE,,,
중고등1200,2180,중3,8,appreciate,공감하다,1,동사,357,20716,[əprí:ʃièit],"I truly appreciate when friends openly share their feelings, as it helps me empathize better.","나는 친구들이 자신의 감정을 솔직하게 나눌 때, 나도 그 감정을 진심으로 공감하고 이해할 수 있다고 생각해요.",TRUE,,,
중고등1200,2181,중3,8,appreciate,(가치를) 인정하다,1,동사,6504,31210,[əpríːʃièit],I truly appreciate the valuable life lessons my mentor generously shares with us every day.,저는 멘토께서 우리에게 아낌없이 전해주시는 귀중한 인생 교훈을 진심으로 인정해요.,TRUE,,,
중고등1200,2182,중3,8,appreciate,"감사하다,진가를 인정하다",1,동사,7815,183,[əprí:ʃièit],I truly appreciate all the thoughtful gestures and honest advice my supportive teachers always provide.,저는 언제나 사려깊은 몸짓과 진솔한 충고를 해주시는 든든한 선생님들에게 진심으로 감사해요.,TRUE,,,
중고등1200,2183,중3,8,appreciate,이해하다,1,동사,8331,18152,[əprí:ʃièit],I truly appreciate the time my teacher dedicates to help me fully understand challenging topics.,저는 선생님께서 어려운 주제를 충분히 이해할 수 있도록 도움을 주시는 시간에 대해 진심으로 감사해요.,TRUE,,,
중고등1200,2184,중3,8,appreciate,가치 상승하다,1,동사,9388,22454,[əpríːʃièit],Investing in this rare artifact allowed it to appreciate significantly during the turbulent market period.,이 희귀 유물에 투자해 가치가 크게 상승한 시장 상황을 경험했어요.,TRUE,,,
중고등1200,2185,중3,8,appreciate,"알아보다,인정하다",1,동사,12460,17031,[əprí:ʃièit],I truly appreciate your unwavering support and constant encouragement every day during my long journey.,저는 언제나 긴 여정 동안 변치 않는 지지와 꾸준한 격려를 진심으로 알아봐요.,TRUE,,,
중고등1200,2186,중3,8,argue,논쟁하다,1,동사,7948,1229,[á:rgju:],I often argue during meetings because I truly value discussing different viewpoints for better outcomes.,저는 회의 중에 자주 논쟁해요 왜냐하면 다양한 관점을 논의하는 것이 더 나은 결과를 가져온다고 믿기 때문이에요.,TRUE,,,
중고등1200,2187,중3,8,argue,주장하다,1,동사,10900,18154,[á:rgju:],"During the meeting, he would always argue his ideas passionately to convince every skeptical colleague.",회의 중에 그는 항상 자신의 아이디어를 열정적으로 주장하여 모든 회의론자들을 설득하려고 했어요.,TRUE,,,
중고등1200,2188,중3,8,arrange,"마련하다,주선하다",1,동사,2386,17677,[əréindʒ],I can arrange a delightful small celebration for my friend's birthday at the new restaurant.,나는 친구의 생일을 위해 새 식당에서 멋진 작은 축하 파티를 주선했어요.,TRUE,,,
중고등1200,2189,중3,8,arrange,배열하다,1,동사,3063,18155,[əréindʒ],I always carefully arrange the colorful fresh flowers on the dining table before dinner arrives.,나는 항상 저녁 식사 전에 다채롭고 신선한 꽃들을 식탁 위에 꼼꼼하게 배열해요.,TRUE,,,
중고등1200,2190,중3,8,arrange,정리하다,1,동사,3064,5219,[əréindʒ],"Yesterday, I meticulously arranged all of my books on the wooden shelf in perfect order.","어제, 나는 내 책들을 나무 선반에 정리해서 완벽하게 배열했어요.",TRUE,,,
중고등1200,2191,중3,8,arrange,준비하다,1,동사,9771,19115,[əréindʒ],"I always arrange my schedule carefully, ensuring that every task is prepared well in advance.",저는 언제나 일정을 꼼꼼히 정리하여 모든 일이 미리 준비되도록 했어요.,TRUE,,,
중고등1200,2192,중3,8,arrange,편곡하다,1,동사,13272,26017,[əréindʒ],The talented musician confidently decided to arrange his favorite song into a fresh new symphony.,재능 넘치는 음악가는 자신이 가장 좋아하는 노래를 새로운 심포니로 편곡하기로 결정했어요.,TRUE,,,
중고등1200,2193,중3,8,assign,할당하다,1,동사,1566,6266,[əsáin],The manager will carefully assign tasks to each team member to effectively improve overall efficiency.,매니저가 각 팀원에게 효과적으로 업무를 할당하여 전반적인 효율성을 높이려고 노력했어요.,TRUE,,,
중고등1200,2194,중3,8,assign,(기능/가치 등을) 부여하다,1,동사,15805,25203,[əsáin],The teacher will carefully assign each student a unique project to highlight their special skills.,선생님은 각 학생에게 자신만의 특별한 능력을 발휘할 수 있도록 세심하게 프로젝트를 부여하셨어요.,TRUE,,,
중고등1200,2195,중3,8,attach,붙이다,1,동사,1609,5682,[ətǽʧ],I have to carefully attach the small label onto my envelope for proper mailing purposes.,저는 작은 라벨을 주의 깊게 제 봉투에 붙여서 올바른 우편 발송을 준비해야 해요.,TRUE,,,
중고등1200,2196,중3,8,attach,"붙이다,첨부하다",1,동사,1609,30556,[ətǽʧ],I decided to attach the files to the email as additional information for our discussion.,나는 우리 논의를 위해 추가 정보를 이메일에 파일을 첨부하기로 결정했어요.,TRUE,,,
중고등1200,2197,중3,8,attach,애착을 가지게 하다,1,동사,10459,19118,[ətǽʧ],I always attach deep heartfelt meaning to each unforgettable cherished memory that we both share.,나는 우리가 함께 나눈 잊을 수 없는 소중한 기억마다 깊은 애착을 가지게 해요.,TRUE,,,
중고등1200,2198,중3,8,attach,첨부하다,1,동사,13356,20726,[ətǽʧ],Please attach the additional file to the email before you send it to the client.,이메일을 보내기 전에 추가 파일을 첨부해 주세요요.,TRUE,,,
중고등1200,2199,중3,8,attach,부여하다,1,동사,15805,30561,[ətǽʧ],I will attach the certificate to every document to officially grant its intended authority carefully.,나는 각 문서에 증명서를 첨부하여 공식적으로 의도된 권위를 부여할 거예요.,TRUE,,,
중고등1200,2200,중3,8,attend,수행하다,1,동사,5060,22483,[əténd],I plan to attend the annual seminar at the university to perform all assigned tasks.,나는 모든 배정된 업무를 수행하기 위해 대학에서 열리는 연례 세미나에 참석할 계획이에요.,TRUE,,,
중고등1200,2201,중3,8,attend,참석하다,1,동사,7159,5784,[əténd],I will gladly attend the annual conference because my expertise is needed in the important presentation.,나는 내 전문 지식이 중요한 발표에 필요해서 연례 회의에 기꺼이 참석할 거예요.,TRUE,,,
중고등1200,2202,중3,8,attend,~에 다니다,1,동사,15806,25204,[əténd],I attend community college because it offers a perfect balance of academic rigor and fun.,저는 커뮤니티 대학에 다녀요 왜냐하면 학문적 엄격함과 재미가 완벽하게 균형 잡혀 있기 때문이에요.,TRUE,,,
중고등1200,2203,중3,8,attract,끌다,1,동사,673,1073,[ətrǽkt],The bright advertisement was designed to attract several loyal customers to the newly opened store.,밝은 광고는 새로 문을 연 가게에 여러 충성 고객들을 끌기 위해 디자인되었어요.,TRUE,,,
중고등1200,2204,중3,8,attract,"유혹하다,끌어당기다",1,동사,673,26142,[ətrǽkt],The innovative advertisement campaign was carefully created to attract eager new customers into our delicious restaurant.,그 혁신적인 광고 캠페인은 우리의 맛있는 레스토랑에 열정적인 새로운 고객들을 유혹하기 위해 세심하게 만들어졌어요.,TRUE,,,
중고등1200,2205,중3,8,awake,깨우다,1,동사,650,1029,[əwéik],"Each bright morning, my gentle mother would awake me with a warm cup of coffee.","매일 아침, 제 다정한 어머니께서 따뜻한 커피 한 잔과 함께 저를 깨우셨어요.",TRUE,,,
중고등1200,2206,중3,8,awake,깨어 있는,3,형용사,7408,21455,[əwéik],"I stayed up all night, yet the refreshing morning light made me feel incredibly awake.","나는 밤새 깨어 있었지만, 상쾌한 아침 햇살 덕분에 진짜 깨어 있는 기분을 느꼈어요.",TRUE,,,
중고등1200,2207,중3,8,battle,"맞서다,해결하다",1,동사,9487,27256,[bǽtl],"Every morning, I seriously battle my doubts and fears to solve challenging problems at work.",나는 매일 아침 업무 중 어려운 문제를 해결하기 위해 내 의심과 두려움에 맞서요.,TRUE,,,
중고등1200,2208,중3,8,battle,전투,2,명사,9487,5010,[bǽtl],The intense battle between the two armies continued for hours under the dark stormy sky.,두 군대 간의 치열한 전투는 어두운 폭풍우 속에서 몇 시간 동안 계속되었어요.,TRUE,,,
중고등1200,2209,중3,8,benefit,혜택,2,명사,495,20294,[bénəfit],The new company policy provided a significant benefit to employees while also improving overall satisfaction.,새로운 회사 정책은 직원들에게 상당한 혜택을 제공했으며 전반적인 만족도를 높였어요.,TRUE,,,
중고등1200,2210,중3,8,benefit,수당,2,명사,7904,20293,[bénəfit],"The company offered a monthly benefit to all employees, ensuring fair compensation for their work.",회사는 모든 직원들에게 공평한 보수를 위해 월별 수당을 제공했어요.,TRUE,,,
중고등1200,2211,중3,8,billion,10억,2,명사,11233,15166,[bíljən],"After persistent efforts, the innovative startup reached a billion-dollar value, attracting global investor attention quickly.",끊임없는 노력 끝에 그 혁신적인 스타트업은 10억 달러 가치에 도달하여 전세계 투자자들의 관심을 빠르게 받았어요.,TRUE,,,
중고등1200,2212,중3,8,bomb,폭탄,2,명사,3705,6134,[bάm],The mysterious suspect planted a bomb in the abandoned building before quickly escaping the scene.,수수께끼 같은 용의자가 버려진 건물에 폭탄을 설치하고 신속하게 도주했어요.,TRUE,,,
중고등1200,2213,중3,8,brand,낙인을 찍다,1,동사,5251,30869,[brænd],"The authorities quickly branded the unethical businessman as a fraud, clearly diminishing his reputation permanently.",당국은 비윤리적 사업가에게 사기꾼이라 낙인을 찍어 그의 평판을 명확히 떨어뜨렸어요.,TRUE,,,
중고등1200,2214,중3,8,brand,"상표,상품",2,명사,1763,2940,[brǽnd],"The renowned global brand launched a series of exclusive, high-quality products that surpassed customer expectations.",유명한 글로벌 상표는 독점적이며 고품질의 상품들을 선보여 고객의 기대를 뛰어넘었어요.,TRUE,,,
중고등1200,2215,중3,8,budget,예산,2,명사,2423,3997,[bʌ́dʒit],Our company recently revised its annual budget to carefully allocate more resources for innovative projects.,우리 회사는 최근 연간 예산을 신중하게 수정하여 혁신적인 프로젝트에 더 많은 자원을 배분했어요.,TRUE,,,
중고등1200,2216,중3,8,bury,묻다,1,동사,1280,2067,[béri],"After a long ceremony, we carefully bury the time capsule beneath the old oak tree.",오랜 의식 후에 우리는 오래된 참나무 아래에 타임 캡슐을 조심스럽게 묻었어요.,TRUE,,,
중고등1200,2217,중3,8,calculate,계산하다,1,동사,300,480,[kǽlkjulèit],I need to calculate precisely the expense for my travel planning using a complex spreadsheet.,복잡한 스프레드시트를 사용해 내 여행 계획의 총 비용을 정확하게 계산해야 해요.,TRUE,,,
중고등1200,2218,중3,8,calculate,추정하다,1,동사,7801,19150,[kǽlkjulèit],I need to calculate the total cost quickly by checking all the relevant data carefully.,저는 모든 관련 데이터를 신중히 확인하여 총 비용을 추정해야 해요.,TRUE,,,
중고등1200,2219,중3,8,cast,(표를) 던지다,1,동사,4430,20777,[kǽst],"During the festival, she decided to cast the colorful paper airplane high into the sky.",축제 기간 동안 그녀는 화려한 색종이 비행기를 하늘 높이 던지기로 결정했어요.,TRUE,,,
중고등1200,2220,중3,8,cast,(시선/미소를) 던지다,1,동사,7700,2286,[kǽst],"At the bustling party, she cast a warm smile at him across the crowded room.",번화한 파티에서 그녀는 붐비는 방 건너편에 있는 그에게 따뜻한 미소를 던졌어요.,TRUE,,,
중고등1200,2221,중3,8,cast,캐스팅하다,1,동사,13286,30832,[kæst],The director cast several talented actors in his upcoming feature film for a thrilling premiere.,감독은 다가오는 장편 영화에서 몇몇 재능 있는 배우들을 캐스팅했어요.,TRUE,,,
중고등1200,2222,중3,8,cast,출연자들,2,명사,1411,18235,[kǽst],The cast of the new Broadway musical delivered a stunning performance that captivated the audience.,신작 브로드웨이 뮤지컬의 출연자들이 관객들을 매료시키는 놀라운 공연을 선보였어요.,TRUE,,,
중고등1200,2223,중3,8,cast,깁스(붕대),2,명사,12842,18236,[kǽst],"After breaking her arm, Jane had a cast applied, allowing her fracture to properly heal.","팔이 부러진 후, 제인은 깁스를 붙였고, 덕분에 골절이 잘 치유되었어요.",TRUE,,,
