구분,voca NO,grade ID,grade NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol,example_english,example_korean,초등800 포함여부,,워드P 매핑용,워드P 매핑용 쿼리,,사운드파일명,사운드배치,이미지파일명,이미지배치
초등800,11048,초3,1,old,오래된,3,형용사,4910,16561,[óuld],,,#REF!,,,,,016561,XCOPY /F/Y .\016561.mp3 .\cutMp3\,004910,XCOPY /F/Y .\004910.png .\cutPng\
초등800,11049,초3,1,old,나이가 ~인,3,형용사,14817,21579,[óuld],,,#REF!,,,,,021579,XCOPY /F/Y .\021579.mp3 .\cutMp3\,014817,XCOPY /F/Y .\014817.png .\cutPng\
초등800,11050,초3,1,on,~의 위에,6,전치사,2575,4506,[án; ɔ́:n],,,#REF!,,,,,004506,XCOPY /F/Y .\004506.mp3 .\cutMp3\,002575,XCOPY /F/Y .\002575.png .\cutPng\
초등800,11051,초3,1,on,(날/요일) ~에,6,전치사,14852,21711,[án; ɔ́:n],,,#REF!,,,,,021711,XCOPY /F/Y .\021711.mp3 .\cutMp3\,014852,XCOPY /F/Y .\014852.png .\cutPng\
초등800,11052,초3,1,on,(전원/기계 등이) 작동 중인,3,형용사,4722,25742,[án; ɔ́:n],,,#REF!,,,,,025742,XCOPY /F/Y .\025742.mp3 .\cutMp3\,004722,XCOPY /F/Y .\004722.png .\cutPng\
초등800,11053,초3,1,one,"1,하나",2,명사,10742,6215,[wʌ́n],,,#REF!,,,,,006215,XCOPY /F/Y .\006215.mp3 .\cutMp3\,010742,XCOPY /F/Y .\010742.png .\cutPng\
초등800,11054,초3,1,one,~것,5,대명사,10603,16919,[wʌ́n],,,#REF!,,,,,016919,XCOPY /F/Y .\016919.mp3 .\cutMp3\,010603,XCOPY /F/Y .\010603.png .\cutPng\
초등800,11055,초5,3,only,"유일한,오직",3,형용사,10704,4340,[óunli],,,#REF!,,,,,004340,XCOPY /F/Y .\004340.mp3 .\cutMp3\,010704,XCOPY /F/Y .\010704.png .\cutPng\
초등800,11056,초3,1,open,열다,1,동사,2388,3930,[óupən],,,#REF!,,,,,003930,XCOPY /F/Y .\003930.mp3 .\cutMp3\,002388,XCOPY /F/Y .\002388.png .\cutPng\
초등800,11057,초3,1,open,문을 연,3,형용사,7364,25744,[óupən],,,#REF!,,,,,025744,XCOPY /F/Y .\025744.mp3 .\cutMp3\,007364,XCOPY /F/Y .\007364.png .\cutPng\
초등800,11058,초3,1,open,"문을 열다,개업하다",1,동사,7694,28327,[óupən],,,#REF!,,,,,028327,XCOPY /F/Y .\028327.mp3 .\cutMp3\,007694,XCOPY /F/Y .\007694.png .\cutPng\
초등800,11059,초4,2,or,또는,7,접속사,1067,1694,[ɔ́:r; ər],,,#REF!,,,,,001694,XCOPY /F/Y .\001694.mp3 .\cutMp3\,001067,XCOPY /F/Y .\001067.png .\cutPng\
초등800,11060,초3,1,orange,오렌지,2,명사,2440,4032,[ɔ́:rindʒ; ár:rindʒ],,,#REF!,,,,,004032,XCOPY /F/Y .\004032.mp3 .\cutMp3\,002440,XCOPY /F/Y .\002440.png .\cutPng\
초등800,11061,초3,1,orange,주황,2,명사,12270,16563,[ɔ́:rindʒ; árindʒ],,,#REF!,,,,,016563,XCOPY /F/Y .\016563.mp3 .\cutMp3\,012270,XCOPY /F/Y .\012270.png .\cutPng\
초등800,11062,초4,2,over,위에,6,전치사,2574,4277,[óuvər],,,#REF!,,,,,004277,XCOPY /F/Y .\004277.mp3 .\cutMp3\,002574,XCOPY /F/Y .\002574.png .\cutPng\
초등800,11063,초4,2,over,~을 넘어서,6,전치사,2984,16564,[óuvər],,,#REF!,,,,,016564,XCOPY /F/Y .\016564.mp3 .\cutMp3\,002984,XCOPY /F/Y .\002984.png .\cutPng\
초등800,11064,초4,2,over,끝난,4,부사,6904,16922,[óuvər],,,#REF!,,,,,016922,XCOPY /F/Y .\016922.mp3 .\cutMp3\,006904,XCOPY /F/Y .\006904.png .\cutPng\
초등800,11065,초4,2,over,~동안,6,전치사,5336,21583,[óuvər],,,#REF!,,,,,021583,XCOPY /F/Y .\021583.mp3 .\cutMp3\,005336,XCOPY /F/Y .\005336.png .\cutPng\
초등800,11066,초등,5,page,쪽,2,명사,3359,5593,[péidʒ],,,#REF!,,,,,005593,XCOPY /F/Y .\005593.mp3 .\cutMp3\,003359,XCOPY /F/Y .\003359.png .\cutPng\
초등800,11067,초3,1,paint,그리다,1,동사,540,842,[péint],,,#REF!,,,,,000842,XCOPY /F/Y .\000842.mp3 .\cutMp3\,000540,XCOPY /F/Y .\000540.png .\cutPng\
초등800,11068,초3,1,paint,그림물감,2,명사,10468,14145,[péint],,,#REF!,,,,,014145,XCOPY /F/Y .\014145.mp3 .\cutMp3\,010468,XCOPY /F/Y .\010468.png .\cutPng\
초등800,11069,초3,1,paint,색칠하다,1,동사,3995,16565,[péint],,,#REF!,,,,,016565,XCOPY /F/Y .\016565.mp3 .\cutMp3\,003995,XCOPY /F/Y .\003995.png .\cutPng\
초등800,11070,초4,2,pants,바지,2,명사,1339,2155,[pǽnts],,,#REF!,,,,,002155,XCOPY /F/Y .\002155.mp3 .\cutMp3\,001339,XCOPY /F/Y .\001339.png .\cutPng\
초등800,11071,초4,2,paper,종이,2,명사,3176,5261,[péipər],,,#REF!,,,,,005261,XCOPY /F/Y .\005261.mp3 .\cutMp3\,003176,XCOPY /F/Y .\003176.png .\cutPng\
초등800,11072,초4,2,paper,"지폐,어음",2,명사,3294,24859,[péipər],,,#REF!,,,,,024859,XCOPY /F/Y .\024859.mp3 .\cutMp3\,003294,XCOPY /F/Y .\003294.png .\cutPng\
초등800,11073,초4,2,paper,"과제물,보고서",2,명사,15182,25479,[péipər],,,#REF!,,,,,025479,XCOPY /F/Y .\025479.mp3 .\cutMp3\,015182,XCOPY /F/Y .\015182.png .\cutPng\
초등800,11074,초4,2,paper,"숙제,리포트",2,명사,3122,25933,[péipər],,,#REF!,,,,,025933,XCOPY /F/Y .\025933.mp3 .\cutMp3\,003122,XCOPY /F/Y .\003122.png .\cutPng\
초등800,11075,초등,5,parent,"부모님,어버이",2,명사,2288,3752,[pέərənt],,,#REF!,,,,,003752,XCOPY /F/Y .\003752.mp3 .\cutMp3\,002288,XCOPY /F/Y .\002288.png .\cutPng\
초등800,11076,초등,5,parent,부모,2,명사,10497,14182,[pέərənt],,,#REF!,,,,,014182,XCOPY /F/Y .\014182.mp3 .\cutMp3\,010497,XCOPY /F/Y .\010497.png .\cutPng\
초등800,11077,초4,2,park,공원,1,동사,380,604,[pá:rk],,,#REF!,,,,,000604,XCOPY /F/Y .\000604.mp3 .\cutMp3\,000380,XCOPY /F/Y .\000380.png .\cutPng\
초등800,11078,초4,2,park,주차하다,1,동사,12416,16924,[pá:rk],,,#REF!,,,,,016924,XCOPY /F/Y .\016924.mp3 .\cutMp3\,012416,XCOPY /F/Y .\012416.png .\cutPng\
초등800,11079,초등,5,part,"부품,부분,지역",2,명사,8109,2505,[pá:rt],,,#REF!,,,,,002505,XCOPY /F/Y .\002505.mp3 .\cutMp3\,008109,XCOPY /F/Y .\008109.png .\cutPng\
초등800,11080,초등,5,part,"지역,부분",2,명사,3278,2509,[pá:rt],,,#REF!,,,,,002509,XCOPY /F/Y .\002509.mp3 .\cutMp3\,003278,XCOPY /F/Y .\003278.png .\cutPng\
초등800,11081,초등,5,part,헤어지다,1,동사,9688,18648,[pá:rt],,,#REF!,,,,,018648,XCOPY /F/Y .\018648.mp3 .\cutMp3\,009688,XCOPY /F/Y .\009688.png .\cutPng\
초등800,11082,초등,5,part,역할,2,명사,6612,31442,[pá:rt],,,#REF!,,,,,031442,XCOPY /F/Y .\031442.mp3 .\cutMp3\,006612,XCOPY /F/Y .\006612.png .\cutPng\
초등800,11083,초등,5,partner,동료,2,명사,7993,14802,[pá:rtnər],,,#REF!,,,,,014802,XCOPY /F/Y .\014802.mp3 .\cutMp3\,007993,XCOPY /F/Y .\007993.png .\cutPng\
초등800,11084,초등,5,partner,짝꿍,2,명사,13047,19028,[pá:rtnər],,,#REF!,,,,,019028,XCOPY /F/Y .\019028.mp3 .\cutMp3\,013047,XCOPY /F/Y .\013047.png .\cutPng\
초등800,11085,초4,2,party,파티,2,명사,3653,6047,[pá:rti],,,#REF!,,,,,006047,XCOPY /F/Y .\006047.mp3 .\cutMp3\,003653,XCOPY /F/Y .\003653.png .\cutPng\
초등800,11086,초4,2,party,"정당,무리",2,명사,5142,17952,[pá:rti],,,#REF!,,,,,017952,XCOPY /F/Y .\017952.mp3 .\cutMp3\,005142,XCOPY /F/Y .\005142.png .\cutPng\
초등800,11087,초4,2,party,일행,2,명사,8049,20542,[pá:rti],,,#REF!,,,,,020542,XCOPY /F/Y .\020542.mp3 .\cutMp3\,008049,XCOPY /F/Y .\008049.png .\cutPng\
초등800,11088,초4,2,party,"정당,단체",2,명사,6149,27218,[pάːrti],,,#REF!,,,,,027218,XCOPY /F/Y .\027218.mp3 .\cutMp3\,006149,XCOPY /F/Y .\006149.png .\cutPng\
초등800,11089,초4,2,pass,"지나가다,건네주다",1,동사,3268,5427,[pǽs],,,#REF!,,,,,005427,XCOPY /F/Y .\005427.mp3 .\cutMp3\,003268,XCOPY /F/Y .\003268.png .\cutPng\
초등800,11090,초4,2,pass,통과하다,1,동사,2668,16567,[pǽs],,,#REF!,,,,,016567,XCOPY /F/Y .\016567.mp3 .\cutMp3\,002668,XCOPY /F/Y .\002668.png .\cutPng\
초등800,11091,초4,2,pass,건네주다,1,동사,9602,17637,[pǽs],,,#REF!,,,,,017637,XCOPY /F/Y .\017637.mp3 .\cutMp3\,009602,XCOPY /F/Y .\009602.png .\cutPng\
초등800,11092,초4,2,pass,통행증,2,명사,12942,18649,[pǽs],,,#REF!,,,,,018649,XCOPY /F/Y .\018649.mp3 .\cutMp3\,012942,XCOPY /F/Y .\012942.png .\cutPng\
초등800,11093,초4,2,pass,시간이 흐르다,1,동사,274,21586,[pǽs],,,#REF!,,,,,021586,XCOPY /F/Y .\021586.mp3 .\cutMp3\,000274,XCOPY /F/Y .\000274.png .\cutPng\
초등800,11094,초등,5,pay,(값을) 지불하다,1,동사,3503,5824,[péi],,,#REF!,,,,,005824,XCOPY /F/Y .\005824.mp3 .\cutMp3\,003503,XCOPY /F/Y .\003503.png .\cutPng\
초등800,11095,초등,5,pay,"급료,보수",2,명사,568,22149,[péi],,,#REF!,,,,,022149,XCOPY /F/Y .\022149.mp3 .\cutMp3\,000568,XCOPY /F/Y .\000568.png .\cutPng\
초등800,11096,초3,1,pen,펜,2,명사,3669,6071,[pén],,,#REF!,,,,,006071,XCOPY /F/Y .\006071.mp3 .\cutMp3\,003669,XCOPY /F/Y .\003669.png .\cutPng\
초등800,11097,초3,1,pen,(가축의) 우리,2,명사,2543,25422,[pén],,,#REF!,,,,,025422,XCOPY /F/Y .\025422.mp3 .\cutMp3\,002543,XCOPY /F/Y .\002543.png .\cutPng\
초등800,11098,초3,1,pencil,연필,2,명사,2383,3918,[pénsəl],,,#REF!,,,,,003918,XCOPY /F/Y .\003918.mp3 .\cutMp3\,002383,XCOPY /F/Y .\002383.png .\cutPng\
초등800,11099,초5,3,people,사람들,2,명사,1689,2800,[pí:pl],,,#REF!,,,,,002800,XCOPY /F/Y .\002800.mp3 .\cutMp3\,001689,XCOPY /F/Y .\001689.png .\cutPng\
초등800,11100,초3,1,piano,피아노,2,명사,3740,6192,[piǽnou],,,#REF!,,,,,006192,XCOPY /F/Y .\006192.mp3 .\cutMp3\,003740,XCOPY /F/Y .\003740.png .\cutPng\
초등800,11101,초4,2,pick,"고르다,선택하다",1,동사,10732,5598,[pík],,,#REF!,,,,,005598,XCOPY /F/Y .\005598.mp3 .\cutMp3\,010732,XCOPY /F/Y .\010732.png .\cutPng\
초등800,11102,초4,2,pick,"(꽃,과일 등을) 꺾다,따다",1,동사,12657,17638,[pík],,,#REF!,,,,,017638,XCOPY /F/Y .\017638.mp3 .\cutMp3\,012657,XCOPY /F/Y .\012657.png .\cutPng\
초등800,11103,초4,2,pick,곡괭이,2,명사,13407,21056,[pík],,,#REF!,,,,,021056,XCOPY /F/Y .\021056.mp3 .\cutMp3\,013407,XCOPY /F/Y .\013407.png .\cutPng\
초등800,11104,초4,2,pick,(과일 등을) 따다,1,동사,390,25754,[pík],,,#REF!,,,,,025754,XCOPY /F/Y .\025754.mp3 .\cutMp3\,000390,XCOPY /F/Y .\000390.png .\cutPng\
초등800,11105,초4,2,picture,그림,2,명사,5089,845,[píkʧər],,,#REF!,,,,,000845,XCOPY /F/Y .\000845.mp3 .\cutMp3\,005089,XCOPY /F/Y .\005089.png .\cutPng\
초등800,11106,초4,2,picture,사진,2,명사,1712,21591,[píkʧər],,,#REF!,,,,,021591,XCOPY /F/Y .\021591.mp3 .\cutMp3\,001712,XCOPY /F/Y .\001712.png .\cutPng\
초등800,11107,초4,2,picture,"그리다,상상하다",1,동사,314,25756,[píkʧər],,,#REF!,,,,,025756,XCOPY /F/Y .\025756.mp3 .\cutMp3\,000314,XCOPY /F/Y .\000314.png .\cutPng\
초등800,11108,초4,2,picture,(전반적인) 상황,2,명사,10755,31242,[píkʧər],,,#REF!,,,,,031242,XCOPY /F/Y .\031242.mp3 .\cutMp3\,010755,XCOPY /F/Y .\010755.png .\cutPng\
초등800,11109,초3,1,pig,돼지,2,명사,5272,9728,[píg],,,#REF!,,,,,009728,XCOPY /F/Y .\009728.mp3 .\cutMp3\,005272,XCOPY /F/Y .\005272.png .\cutPng\
초등800,11110,초4,2,pilot,조종사,2,명사,3157,5223,[páilət],,,#REF!,,,,,005223,XCOPY /F/Y .\005223.mp3 .\cutMp3\,003157,XCOPY /F/Y .\003157.png .\cutPng\
초등800,11111,초3,1,pizza,피자,2,명사,10289,13922,[pí:tsə],,,#REF!,,,,,013922,XCOPY /F/Y .\013922.mp3 .\cutMp3\,010289,XCOPY /F/Y .\010289.png .\cutPng\
초등800,11112,초5,3,place,"등수,위치",2,명사,12422,16931,[pléis],,,#REF!,,,,,016931,XCOPY /F/Y .\016931.mp3 .\cutMp3\,012422,XCOPY /F/Y .\012422.png .\cutPng\
초등800,11113,초5,3,place,"놓다,설치(배치)하다",1,동사,788,17639,[pléis],,,#REF!,,,,,017639,XCOPY /F/Y .\017639.mp3 .\cutMp3\,000788,XCOPY /F/Y .\000788.png .\cutPng\
초등800,11114,초4,2,plastic,플라스틱(의),2,명사,3730,6175,[plǽstik],,,#REF!,,,,,006175,XCOPY /F/Y .\006175.mp3 .\cutMp3\,003730,XCOPY /F/Y .\003730.png .\cutPng\
초등800,11115,초4,2,plastic,유연한,3,형용사,4888,20094,[plǽstik],,,#REF!,,,,,020094,XCOPY /F/Y .\020094.mp3 .\cutMp3\,004888,XCOPY /F/Y .\004888.png .\cutPng\
초등800,11116,초3,1,play,놀다,1,동사,773,1234,[pléi],,,#REF!,,,,,001234,XCOPY /F/Y .\001234.mp3 .\cutMp3\,000773,XCOPY /F/Y .\000773.png .\cutPng\
초등800,11117,초3,1,play,연극,2,명사,554,16568,[pléi],,,#REF!,,,,,016568,XCOPY /F/Y .\016568.mp3 .\cutMp3\,000554,XCOPY /F/Y .\000554.png .\cutPng\
초등800,11118,초3,1,play,연주하다,1,동사,5595,16934,[pléi],,,#REF!,,,,,016934,XCOPY /F/Y .\016934.mp3 .\cutMp3\,005595,XCOPY /F/Y .\005595.png .\cutPng\
초등800,11119,초3,1,play,상영하다,1,동사,2413,20550,[pléi],,,#REF!,,,,,020550,XCOPY /F/Y .\020550.mp3 .\cutMp3\,002413,XCOPY /F/Y .\002413.png .\cutPng\
초등800,11120,초3,1,play,(운동/경기를) 하다,1,동사,12241,21596,[pléi],,,#REF!,,,,,021596,XCOPY /F/Y .\021596.mp3 .\cutMp3\,012241,XCOPY /F/Y .\012241.png .\cutPng\
초등800,11121,초3,1,play,역할을 하다,1,동사,2362,21597,[pléi],,,#REF!,,,,,021597,XCOPY /F/Y .\021597.mp3 .\cutMp3\,002362,XCOPY /F/Y .\002362.png .\cutPng\
초등800,11122,초3,1,play,(놀이/운동/악기/연주 등을)하다,1,동사,773,25758,[pléi],,,#REF!,,,,,025758,XCOPY /F/Y .\025758.mp3 .\cutMp3\,000773,XCOPY /F/Y .\000773.png .\cutPng\
초등800,11123,초등,5,pleasant,"즐거운,기분좋은",3,형용사,1103,5392,[plézənt],,,#REF!,,,,,005392,XCOPY /F/Y .\005392.mp3 .\cutMp3\,001103,XCOPY /F/Y .\001103.png .\cutPng\
초등800,11124,초3,1,please,"부디, ~해주세요",8,감탄사,1531,2500,[plí:z],,,#REF!,,,,,002500,XCOPY /F/Y .\002500.mp3 .\cutMp3\,001531,XCOPY /F/Y .\001531.png .\cutPng\
초등800,11125,초3,1,please,기쁘게 하다,1,동사,3929,16937,[ríːdəθàn],,,#REF!,,,,,016937,XCOPY /F/Y .\016937.mp3 .\cutMp3\,003929,XCOPY /F/Y .\003929.png .\cutPng\
초등800,11126,초등,5,pleasure,즐거움,2,명사,8413,5394,[pléʒər],,,#REF!,,,,,005394,XCOPY /F/Y .\005394.mp3 .\cutMp3\,008413,XCOPY /F/Y .\008413.png .\cutPng\
초등800,11127,초등,5,point,"지점,요점",2,명사,10722,5040,[pɔ́int],,,#REF!,,,,,005040,XCOPY /F/Y .\005040.mp3 .\cutMp3\,010722,XCOPY /F/Y .\010722.png .\cutPng\
초등800,11128,초등,5,point,가리키다,1,동사,3714,18669,[pɔint],,,#REF!,,,,,018669,XCOPY /F/Y .\018669.mp3 .\cutMp3\,003714,XCOPY /F/Y .\003714.png .\cutPng\
초등800,11129,초등,5,point,요점,2,명사,6175,21598,[pɔ́int],,,#REF!,,,,,021598,XCOPY /F/Y .\021598.mp3 .\cutMp3\,006175,XCOPY /F/Y .\006175.png .\cutPng\
초등800,11130,초등,5,point,점수,2,명사,10640,21599,[pɔ́int],,,#REF!,,,,,021599,XCOPY /F/Y .\021599.mp3 .\cutMp3\,010640,XCOPY /F/Y .\010640.png .\cutPng\
초등800,11131,초등,5,police,경찰,2,명사,7855,464,[pəlí:s],,,#REF!,,,,,000464,XCOPY /F/Y .\000464.mp3 .\cutMp3\,007855,XCOPY /F/Y .\007855.png .\cutPng\
초등800,11132,초6,4,poor,가난한,3,형용사,60,66,[pɔ́r],,,#REF!,,,,,000066,XCOPY /F/Y .\000066.mp3 .\cutMp3\,000060,XCOPY /F/Y .\000060.png .\cutPng\
초등800,11133,초6,4,poor,서투른,3,형용사,8252,17963,[pɔ́r],,,#REF!,,,,,017963,XCOPY /F/Y .\017963.mp3 .\cutMp3\,008252,XCOPY /F/Y .\008252.png .\cutPng\
초등800,11134,초6,4,poor,좋지 않은,3,형용사,6177,22169,[pɔ́r],,,#REF!,,,,,022169,XCOPY /F/Y .\022169.mp3 .\cutMp3\,006177,XCOPY /F/Y .\006177.png .\cutPng\
초등800,11135,초6,4,poor,불충분한,3,형용사,7288,22170,[pɔ́r],,,#REF!,,,,,022170,XCOPY /F/Y .\022170.mp3 .\cutMp3\,007288,XCOPY /F/Y .\007288.png .\cutPng\
초등800,11136,초6,4,poor,불쌍한,3,형용사,8132,25760,[pɔ́r],,,#REF!,,,,,025760,XCOPY /F/Y .\025760.mp3 .\cutMp3\,008132,XCOPY /F/Y .\008132.png .\cutPng\
초등800,11137,초6,4,poor,"좋지 못한,나쁜",3,형용사,8252,25906,[pɔ́r],,,#REF!,,,,,025906,XCOPY /F/Y .\025906.mp3 .\cutMp3\,008252,XCOPY /F/Y .\008252.png .\cutPng\
초등800,11138,초6,4,poor,"잘 못하는,형편없는",3,형용사,6177,28706,[puər],,,#REF!,,,,,028706,XCOPY /F/Y .\028706.mp3 .\cutMp3\,006177,XCOPY /F/Y .\006177.png .\cutPng\
초등800,11139,초6,4,poor,보잘것없는,3,형용사,8478,30977,[puər],,,#REF!,,,,,030977,XCOPY /F/Y .\030977.mp3 .\cutMp3\,008478,XCOPY /F/Y .\008478.png .\cutPng\
초등800,11140,초3,1,potato,감자,2,명사,147,193,[pətéitou],,,#REF!,,,,,000193,XCOPY /F/Y .\000193.mp3 .\cutMp3\,000147,XCOPY /F/Y .\000147.png .\cutPng\
초등800,11141,초등,5,power,힘,2,명사,4006,6655,[páuər],,,#REF!,,,,,006655,XCOPY /F/Y .\006655.mp3 .\cutMp3\,004006,XCOPY /F/Y .\004006.png .\cutPng\
초등800,11142,초등,5,power,전력을 공급하다,1,동사,1351,21068,[páuər],,,#REF!,,,,,021068,XCOPY /F/Y .\021068.mp3 .\cutMp3\,001351,XCOPY /F/Y .\001351.png .\cutPng\
초등800,11143,초등,5,power,권력,2,명사,496,22175,[páuər],,,#REF!,,,,,022175,XCOPY /F/Y .\022175.mp3 .\cutMp3\,000496,XCOPY /F/Y .\000496.png .\cutPng\
초등800,11144,초등,5,power,"동력을 공급하다,작동시키다",1,동사,1351,30813,[páuər],,,#REF!,,,,,030813,XCOPY /F/Y .\030813.mp3 .\cutMp3\,001351,XCOPY /F/Y .\001351.png .\cutPng\
초등800,11145,초6,4,present,보여주다,1,동사,8217,17972,[prizént],,,#REF!,,,,,017972,XCOPY /F/Y .\017972.mp3 .\cutMp3\,008217,XCOPY /F/Y .\008217.png .\cutPng\
초등800,11146,초6,4,present,상영하다,1,동사,8634,19719,[prizént],,,#REF!,,,,,019719,XCOPY /F/Y .\019719.mp3 .\cutMp3\,008634,XCOPY /F/Y .\008634.png .\cutPng\
초등800,11147,초6,4,present,참석한,3,형용사,7159,19720,[préznt],,,#REF!,,,,,019720,XCOPY /F/Y .\019720.mp3 .\cutMp3\,007159,XCOPY /F/Y .\007159.png .\cutPng\
초등800,11148,초6,4,present,"현재,지금,선물",2,명사,9786,21602,[préznt],,,#REF!,,,,,021602,XCOPY /F/Y .\021602.mp3 .\cutMp3\,009786,XCOPY /F/Y .\009786.png .\cutPng\
초등800,11149,초6,4,present,제출하다,1,동사,15827,25308,[prizént],,,#REF!,,,,,025308,XCOPY /F/Y .\025308.mp3 .\cutMp3\,015827,XCOPY /F/Y .\015827.png .\cutPng\
초등800,11150,초6,4,present,"나타내다,표시하다",1,동사,5175,30994,[préznt],,,#REF!,,,,,030994,XCOPY /F/Y .\030994.mp3 .\cutMp3\,005175,XCOPY /F/Y .\005175.png .\cutPng\
초등800,11151,초6,4,present,"제시하다,제출하다",1,동사,8416,30997,[préznt],,,#REF!,,,,,030997,XCOPY /F/Y .\030997.mp3 .\cutMp3\,008416,XCOPY /F/Y .\008416.png .\cutPng\
초등800,11152,초3,1,pretty,예쁜,3,형용사,2422,3996,[príti],,,#REF!,,,,,003996,XCOPY /F/Y .\003996.mp3 .\cutMp3\,002422,XCOPY /F/Y .\002422.png .\cutPng\
초등800,11153,초3,1,pretty,"꽤,아주",4,부사,10635,16941,[príti],,,#REF!,,,,,016941,XCOPY /F/Y .\016941.mp3 .\cutMp3\,010635,XCOPY /F/Y .\010635.png .\cutPng\
초등800,11154,초5,3,prince,왕자,2,명사,2476,4101,[príns],,,#REF!,,,,,004101,XCOPY /F/Y .\004101.mp3 .\cutMp3\,002476,XCOPY /F/Y .\002476.png .\cutPng\
초등800,11155,초등,5,print,인쇄하다,1,동사,2785,4620,[prínt],,,#REF!,,,,,004620,XCOPY /F/Y .\004620.mp3 .\cutMp3\,002785,XCOPY /F/Y .\002785.png .\cutPng\
초등800,11156,초등,5,print,판화,2,명사,11956,18679,[prínt],,,#REF!,,,,,018679,XCOPY /F/Y .\018679.mp3 .\cutMp3\,011956,XCOPY /F/Y .\011956.png .\cutPng\
초등800,11157,초등,5,print,무늬,2,명사,949,21603,[prínt],,,#REF!,,,,,021603,XCOPY /F/Y .\021603.mp3 .\cutMp3\,000949,XCOPY /F/Y .\000949.png .\cutPng\
초등800,11158,초5,3,problem,문제,2,명사,1274,2056,[prábləm],,,#REF!,,,,,002056,XCOPY /F/Y .\002056.mp3 .\cutMp3\,001274,XCOPY /F/Y .\001274.png .\cutPng\
초등800,11159,초등,5,program,프로그램,2,명사,3729,6174,[próugræm],,,#REF!,,,,,006174,XCOPY /F/Y .\006174.mp3 .\cutMp3\,003729,XCOPY /F/Y .\003729.png .\cutPng\
초등800,11160,초6,4,project,"계획,기획",2,명사,307,492,[prάdʒekt],,,#REF!,,,,,000492,XCOPY /F/Y .\000492.mp3 .\cutMp3\,000307,XCOPY /F/Y .\000307.png .\cutPng\
초등800,11161,초6,4,project,"비추다,투사하다",1,동사,8634,21076,[prədʒékt],,,#REF!,,,,,021076,XCOPY /F/Y .\021076.mp3 .\cutMp3\,008634,XCOPY /F/Y .\008634.png .\cutPng\
초등800,11162,초6,4,project,과제,2,명사,14644,21077,[prάdʒekt],,,#REF!,,,,,021077,XCOPY /F/Y .\021077.mp3 .\cutMp3\,014644,XCOPY /F/Y .\014644.png .\cutPng\
초등800,11163,초6,4,project,발사하다,1,동사,10520,23579,[prədʒékt],,,#REF!,,,,,023579,XCOPY /F/Y .\023579.mp3 .\cutMp3\,010520,XCOPY /F/Y .\010520.png .\cutPng\
초등800,11164,초6,4,project,"보여주다,나타내다",1,동사,307,31249,[prάdʒekt],,,#REF!,,,,,031249,XCOPY /F/Y .\031249.mp3 .\cutMp3\,000307,XCOPY /F/Y .\000307.png .\cutPng\
초등800,11165,초5,3,puppy,강아지,2,명사,174,14849,[pʌ́pi],,,#REF!,,,,,014849,XCOPY /F/Y .\014849.mp3 .\cutMp3\,000174,XCOPY /F/Y .\000174.png .\cutPng\
초등800,11166,초3,1,push,밀다,1,동사,8080,2128,[púʃ],,,#REF!,,,,,002128,XCOPY /F/Y .\002128.mp3 .\cutMp3\,008080,XCOPY /F/Y .\008080.png .\cutPng\
초등800,11167,초3,1,push,강요하다,1,동사,9273,17527,[púʃ],,,#REF!,,,,,017527,XCOPY /F/Y .\017527.mp3 .\cutMp3\,009273,XCOPY /F/Y .\009273.png .\cutPng\
초등800,11168,초3,1,push,추진,2,명사,2965,19726,[púʃ],,,#REF!,,,,,019726,XCOPY /F/Y .\019726.mp3 .\cutMp3\,002965,XCOPY /F/Y .\002965.png .\cutPng\
초등800,11169,초3,1,push,누르다,1,동사,799,21605,[púʃ],,,#REF!,,,,,021605,XCOPY /F/Y .\021605.mp3 .\cutMp3\,000799,XCOPY /F/Y .\000799.png .\cutPng\
초등800,11170,초3,1,push,"~하도록 강하게 설득하다,독려하다",1,동사,1835,31217,[puʃ],,,#REF!,,,,,031217,XCOPY /F/Y .\031217.mp3 .\cutMp3\,001835,XCOPY /F/Y .\001835.png .\cutPng\
초등800,11171,초3,1,put,두다,1,동사,788,1601,[pút],,,#REF!,,,,,001601,XCOPY /F/Y .\001601.mp3 .\cutMp3\,000788,XCOPY /F/Y .\000788.png .\cutPng\
초등800,11172,초3,1,put,붙이다,1,동사,1609,16946,[pút],,,#REF!,,,,,016946,XCOPY /F/Y .\016946.mp3 .\cutMp3\,001609,XCOPY /F/Y .\001609.png .\cutPng\
초등800,11173,초3,1,put,넣다,1,동사,9381,30522,[put],,,#REF!,,,,,030522,XCOPY /F/Y .\030522.mp3 .\cutMp3\,009381,XCOPY /F/Y .\009381.png .\cutPng\
초등800,11174,초3,1,queen,여왕,2,명사,2349,3863,[kwí:n],,,#REF!,,,,,003863,XCOPY /F/Y .\003863.mp3 .\cutMp3\,002349,XCOPY /F/Y .\002349.png .\cutPng\
초등800,11175,초5,3,question,질문,2,명사,10978,5551,[kwésʧən],,,#REF!,,,,,005551,XCOPY /F/Y .\005551.mp3 .\cutMp3\,010978,XCOPY /F/Y .\010978.png .\cutPng\
초등800,11176,초5,3,question,의심하다,1,동사,3949,23621,[kwésʧən],,,#REF!,,,,,023621,XCOPY /F/Y .\023621.mp3 .\cutMp3\,003949,XCOPY /F/Y .\003949.png .\cutPng\
