,textbook ID,학년,출판사,교육과정,단원 번호,단원 명,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION
239,309,초3,천재(이),2022,2,What’s This?,What’s ()? 패턴을 통해 물건이 무엇인지 묻고 답하는 방법 알아보기. ,A: What’s this? B: It’s a pen. ,,A: What’s that? B: It’s a (). A: What’s ()? B: It’s a (). 
240,309,초3,천재(이),2022,3,"Sit Down, Please",상대방에게 행동을 요청하는 방법 배우기. ,"A: Sit down, please. B: Okay. ",,"A: Stand up, please. B: Sure. A: Be quiet, please. B: Alright. "
241,309,초3,천재(이),2022,4,Do You Like Tomatoes?,Do you like ()? 패턴을 통해 좋아하는 것에 대해 묻고 답하는 방법 배우기. ,"A: Do you like tomatoes? B: Yes, I do. / No, I don’t. ",,"A: Do you like ()? B: Yes, I do. / No, I don’t. A: Do you enjoy eating ()? B: Yes, I do. / No, I don’t. "
242,309,초3,천재(이),2022,5,How Many Pigs?,How many ()? 를 통해 동물의 수를 묻고 답하는 방법 배우기. ,A: How many cows? B: Four cows. ,,"A: How many () do you see? B: I see (). A: Are there ()? B: Yes, there are. / No, there aren’t. "
243,309,초3,천재(이),2022,6,Can You Jump?,Can you ()? 를 통해 할 수 있는지 묻고 답하는 방법 배우기. ,"A: Can you dance? B: Yes, I can. / No, I can’t. ",,"A: Can you ()? B: Yes, I can. / No, I can’t. A: Do you know how to ()? B: Yes, I do. / No, I don’t. "
244,309,초3,천재(이),2022,7,Do You Have a Pencil?,Do you have ()? 를 통해 물건을 가지고 있는지 묻고 답하는 방법 배우기. ,"A: Do you have an eraser? B: Yes, I do. / No, I don’t. ",,"A: Do you have ()? B: Yes, I do. / No, I don’t. A: Have you got ()? B: Yes, I have. / No, I haven’t. "
245,309,초3,천재(이),2022,8,Are You Happy?,Are you ()? 를 통해 감정이나 상태를 묻고 답하는 방법 배우기. ,"A: Are you excited? B: Yes, I am. / No, I’m not. ",,"A: Are you feeling ()? B: Yes, I am. / No, I’m not. A: Do you feel ()? B: Yes, I do. / No, I don’t. "
246,309,초3,천재(이),2022,9,What Color Is It?,What color is ()? 를 통해 색깔을 묻고 답하는 방법 배우기. ,A: What color is your bag? B: It’s blue. ,,"A: What’s the color of ()? B: It’s (). A: Is it ()? B: Yes, it is. / No, it isn’t. "
247,309,초3,천재(이),2022,10,She’s My Mom,Who’s ()? 를 통해 사람의 신원을 묻고 답하는 방법 배우기. ,A: Who’s that boy? B: He’s my brother. ,,A: Who’s he? B: He’s my (). A: Who are they? B: They are my (). 
248,309,초3,천재(이),2022,11,How’s the Weather?,날씨를 묻고 답하는 표현을 통해 날씨에 대해 말하는 방법 배우기. ,A: How’s the weather today? B: It’s cloudy. ,,"A: What’s the weather like? B: It’s (). A: Is it () outside? B: Yes, it is. / No, it isn’t. "
249,409,초4,천재(이),2022,1,What’s Your Name?,시간에 맞는 인사를 통해 상황에 알맞게 인사하는 방법 배우기. ,Good morning. ,,Good afternoon. Good evening. 
250,409,초4,천재(이),2022,2,"Don’t Push, Please!",Don’t () 를 통해 행동을 금지하거나 제지하는 방법 배우기. ,"A: Don’t run, please! B: Okay. / I’m sorry. ",,A: Please don’t (). B: Sure. A: No (). B: Got it. 
251,409,초4,천재(이),2022,3,Do You Want Some Pizza?,Do you want some ()? 를 통해 음식을 권하고 이에 답하는 방법 배우기. ,"A: Do you want some cake? B: Yes, please. / No, thanks. ",,"A: Would you like some ()? B: Yes, please. / No, thanks. A: How about some ()? B: Sure! / No, I’m good. "
252,409,초4,천재(이),2022,4,It’s on the Desk,Where is ()? 를 통해 물건의 위치를 묻고 답하는 방법 배우기. ,A: Where is my wallet? B: It’s under the chair. ,,A: Where is ()? B: It’s on the (). A: Do you know where () is? B: It’s next to the (). 
253,409,초4,천재(이),2022,5,Is This Your Watch?,Is this your ()? 를 통해 물건의 주인을 묻고 답하는 방법 배우기. ,"A: Is this your hat? B: Yes, it is. / No, it isn’t. ",,"A: Is this your ()? B: Yes, it is. / No, it isn’t. A: Does this belong to you? B: Yes, it does. / No, it doesn’t. "
254,409,초4,천재(이),2022,6,What Time Is It?,What time is it? 를 통해 시각을 묻고 답하는 방법 배우기. ,A: What time is it? B: It’s nine forty. ,,A: What time is it now? B: It’s (). A: Can you tell me the time? B: It’s (). 
255,409,초4,천재(이),2022,7,I’m a Doctor,What do you do? 를 통해 상대방의 직업을 묻고 답하는 방법 배우기. ,A: What do you do? B: I’m a nurse. ,,A: What’s your job? B: I’m a (). A: What do you work as? B: I’m a (). 
256,409,초4,천재(이),2022,8,How Much Is It?,How much is it? 를 통해 물건의 가격을 묻고 답하는 방법 배우기. ,A: How much is this bag? B: It’s one thousand won. ,,A: How much does this cost? B: It’s (). A: What’s the price of ()? B: It’s (). 
257,409,초4,천재(이),2022,9,What Day Is It Today?,What day is it today? 를 통해 요일을 묻고 답하는 방법 배우기. ,A: What day is it today? B: It’s Friday. ,,A: What’s today’s day? B: It’s (). A: Do you know what day it is? B: It’s (). 
258,409,초4,천재(이),2022,10,How Old Is He?,How old is ()? 를 통해 나이를 묻고 답하는 방법 배우기. ,A: How old is she? B: She’s five years old. ,,A: How old is he? B: He’s (). A: What’s the age of ()? B: (). 
259,409,초4,천재(이),2022,11,What Are You Doing?,What are you doing? 를 통해 상대방이 지금 하고 있는 동작을 묻고 답하는 방법 배우기. ,A: What are you doing? B: I’m reading a book. ,,A: What are you doing right now? B: I’m (). A: What’s keeping you busy? B: I’m (). 
260,308,초3,천재(김),2022,1,"Hello, ABC!",만날 때 인사하는 표현 배우기 ,A: Hi. B: Hello. ,,A: Hey! B: Hi there! A: Hello! B: Nice to see you! 
261,308,초3,천재(김),2022,2,What’s This?,What’s this/that?로 물건이 무엇인지 묻고 답하기 ,A: What’s this? B: It’s a hat. ,,A: What’s that? B: It’s a (). A: What is this? B: It’s a (). 
262,308,초3,천재(김),2022,3,"Sit Down, Please",요청하고 이에 답하는 표현 익히기 ,"A: Sit down, please. B: Okay. ",,"A: Stand up, please. B: Sure. A: Open the window, please. B: Alright. "
263,308,초3,천재(김),2022,4,How Many Melons?,How many ()?로 과일·채소의 개수 묻고 답하기 ,A: How many oranges? B: Four oranges. ,,A: How many () do you see? B: I see (). A: Can you count the ()? B: There are (). 
264,308,초3,천재(김),2022,5,I Like Pizza,Do you like ()?로 좋아하는 음식 묻고 답하기 ,"A: Do you like ice cream? B: Yes, I do. / No, I don’t. ",,"A: Do you like pasta? B: Yes, I do. / No, I don’t. A: Do you like apples? B: Yes, I do. / No, I don’t. "
265,308,초3,천재(김),2022,6,What Color Is It?,What color is it?로 색을 묻고 답하는 표현 익히기 ,A: What color is it? B: It’s blue. ,,A: What color is this? B: It’s (). A: What color is your backpack? B: It’s (). 
266,308,초3,천재(김),2022,7,Is It a Dog?,Is it ()?로 어떤 동물인지 확인하고 답하기 ,"A: Is it a rabbit? B: Yes, it is. / No, it isn’t. ",,"A: Is it a cat? B: Yes, it is. / No, it isn’t. A: Is it a fish? B: Yes, it is. / No, it isn’t. "
267,308,초3,천재(김),2022,8,Do You Have a Pencil?,Do you have ()?로 물건을 가지고 있는지 묻고 답하기 ,"A: Do you have a book? B: Yes, I do. / No, I don’t. ",,"A: Have you got a ()? B: Yes, I have. / No, I haven’t. A: Are you carrying a ()? B: Yes, I am. / No, I’m not. "
268,308,초3,천재(김),2022,9,Can You Swim?,Can you ()?로 할 수 있는 것 묻고 답하기 ,"A: Can you jump? B: Yes, I can. / No, I can’t. ",,"A: Are you able to ()? B: Yes, I am. / No, I’m not. A: Do you know how to ()? B: Yes, I do. / No, I don’t. "
269,308,초3,천재(김),2022,10,She’s My Mom,Who is ()?로 누구인지 묻고 답하기 ,A: Who is she? B: She’s my sister. ,,"A: Who’s that boy? B: He’s my (). A: Do you know who () is? B: Yes, he/she is (). "
270,308,초3,천재(김),2022,11,It’s Snowing,How’s the weather?로 날씨를 묻고 답하기 ,A: How’s the weather? B: It’s cloudy. ,,"A: What’s the weather like today? B: It’s (). A: Is it () outside? B: Yes, it is. / No, it isn’t. "
271,408,초4,천재(김),2022,1,How Are You?,How are you?로 안부를 묻고 답하는 표현 익히기 ,A: How are you? B: I’m great. / Not bad. / Not so good. ,,A: How’s it going? B: It’s going well. / Not too bad. A: How do you feel today? B: I feel (). 
272,408,초4,천재(김),2022,2,This Is My Friend,This is ()로 소개하고 이에 답하기 ,A: This is my friend. B: Nice to meet you. ,,"A: This is my teacher. B: Nice to meet you, too. A: Meet my (). B: Glad to meet you! "
273,408,초4,천재(김),2022,3,Don’t Push,Don’t ()로 금지 표현 익히기 ,A: Don’t push. ,,A: Don’t run. A: Don’t shout. 
274,408,초4,천재(김),2022,4,I’m Happy,Are you ()?로 감정·상태를 묻고 답하기 ,"A: Are you hungry? B: Yes, I am. / No, I’m not. ",,"A: Are you tired? B: Yes, I am. / No, I’m not. A: Are you excited? B: Yes, I am. / No, I’m not. "
275,408,초4,천재(김),2022,5,What Time Is It?,What time is it?로 시각을 묻고 답하는 표현 익히기 ,A: What time is it? B: It’s seven thirty. ,,A: What time is it now? B: It’s (). A: Do you know what time it is? B: It’s (). 
276,408,초4,천재(김),2022,6,Is This Your Cap?,Is this ()?로 물건의 주인인지 묻고 답하기 ,"A: Is this your cap? B: Yes, it is. / No, it isn’t. ",,"A: Is this your book? B: Yes, it is. / No, it isn’t. A: Is that your pen? B: Yes, it is. / No, it isn’t. "
277,408,초4,천재(김),2022,7,What Day Is It Today?,What day is it today?로 요일을 묻고 답하는 표현 익히기 ,A: What day is it today? B: It’s Monday. ,,A: What day is it tomorrow? B: It’s (). A: What day was yesterday? B: It was (). 
278,408,초4,천재(김),2022,8,Let’s Play Badminton,Let’s ()로 운동을 제안하고 이에 답하기 ,"A: Let’s go swimming. B: Sounds good. / Sorry, I can’t. ",,A: Why don’t we try ()? B: That sounds fun! / Maybe another time. A: How about playing ()? B: That’s a great idea! / I’m not sure. 
279,408,초4,천재(김),2022,9,How Much Is It?,How much is ()?로 가격을 묻고 답하는 표현 익히기 ,A: How much is this jacket? B: It’s seven hundred won. ,,A: How much does this () cost? B: It’s (). A: Could you tell me the price of ()? B: It’s (). 
280,408,초4,천재(김),2022,10,It’s in the Box,Where is ()?로 물건의 위치를 묻고 답하기 ,A: Where is my book? B: It’s in the drawer. ,,A: Do you know where () is? B: It’s under (). A: Can you help me find ()? B: It’s behind (). 
281,408,초4,천재(김),2022,11,What Are You Doing?,What are you doing?로 지금 하고 있는 동작 묻고 답하기 ,A: What are you doing? B: I’m painting. ,,A: What are you busy with? B: I’m busy with (). A: What are you trying to make? B: I’m trying to (). 
282,301,초3,천재(함),2015,1,Hello!,만나고 헤어질 때 사용할 수 있는 인사 표현 알아보기. ,Hi! / Hello! / Goodbye! ,,Good evening! See you soon! 
283,301,초3,천재(함),2015,2,"Oh, It's a Ball!",What’s ()? 를 통해 물건이 무엇인지 묻고 답하는 방법 배우기. ,A: What’s this? B: It’s a kite. ,,A: What’s that? B: It’s a (). A: Do you know what () is? B: It’s a (). 
284,301,초3,천재(함),2015,3,"Sit Down, Please",명령문을 통해 지시하는 방법 배우기. ,"A: Be quiet, please. B: Okay. ",,"A: Line up, please. B: Sure. A: Raise your hand, please. B: All right. "
285,301,초3,천재(함),2015,4,How Many Apples?,How many ()? 를 통해 개수를 묻고 답하는 방법 배우기. ,A: How many oranges? B: Three oranges. ,,"A: How many () do you have? B: I have (). A: Are there any ()? B: Yes, there are. / No, there aren’t. "
286,301,초3,천재(함),2015,5,I Have a Pencil,Do you have ()? 를 통해 물건을 가지고 있는지 묻고 답하는 방법 배우기. ,"A: Do you have a ruler? B: Yes, I do. / No, I don’t. ",,"A: Do you own a ()? B: Yes, I do. / No, I don’t. A: Have you got a ()? B: Yes, I have. / No, I haven’t. "
287,301,초3,천재(함),2015,6,What Color Is It?,What color is ()? 를 통해 색깔을 묻고 답하는 방법 배우기. ,A: What color is your backpack? B: It’s red. ,,"A: What’s the color of ()? B: It’s (). A: Is it ()? B: Yes, it is. / No, it isn’t. "
288,301,초3,천재(함),2015,7,I Like Chicken,Do you like ()? 를 통해 좋아하거나 싫어하는 음식을 묻고 답하는 방법 배우기. ,"A: Do you like bananas? B: Yes, I do. / No, I don’t. ",,"A: Do you enjoy eating ()? B: Yes, I do. / No, I don’t. A: How do you feel about ()? B: I like it. / I don’t like it. "
289,301,초3,천재(함),2015,8,It's Very Tall!,It’s () 를 통해 사물이나 동물을 묘사하는 방법 배우기. ,It’s tall. ,,It’s very (). It looks (). 
290,301,초3,천재(함),2015,9,I Can Swim,Can you ()? 를 통해 능력 여부를 묻고 답하는 방법 배우기. ,"A: Can you swim? B: Yes, I can. / No, I can’t. ",,"A: Are you able to ()? B: Yes, I am. / No, I’m not. A: Do you know how to ()? B: Yes, I do. / No, I don’t. "
291,301,초3,천재(함),2015,10,She's My Mom,Who’s ()? 를 통해 사람을 묻고 답하는 방법 배우기. ,A: Who’s he? B: He’s my uncle. ,,A: Who’s she? B: She’s my (). A: Who are those people? B: They are my (). 
292,301,초3,천재(함),2015,11,Look! It's Snowing,How’s the weather? 를 통해 날씨를 묻고 답하는 방법 배우기. ,A: How’s the weather today? B: It’s rainy. ,,"A: What’s the weather like? B: It’s (). A: Is it () outside? B: Yes, it is. / No, it isn’t. "
293,401,초4,천재(함),2015,1,My Name Is Eric,자기소개하는 표현을 통해 자신을 소개하는 방법 배우기. ,My name is Daniel. ,,I’m (). People call me (). 
294,401,초4,천재(함),2015,2,Let's Play Soccer,Let’s () 를 통해 제안하고 반응하는 방법 배우기. ,"A: Let’s go swimming. B: Sounds great. / Sorry, I can’t. ",,A: How about playing ()? B: Sure! / Maybe next time. A: Why don’t we try ()? B: That’s a good idea! / I’m not sure. 
295,401,초4,천재(함),2015,3,I'm Happy,Are you ()? 를 통해 감정이나 상태를 묻고 답하는 방법 배우기. ,"A: Are you tired? B: Yes, I am. / No, I’m not. ",,"A: Are you feeling ()? B: Yes, I am. / No, I’m not. A: Do you feel ()? B: Yes, I do. / No, I don’t. "
296,401,초4,천재(함),2015,4,Don't Run!,Don’t () 를 통해 금지하는 표현을 배우기. ,Don’t touch that. ,,Please don’t (). No (). 
297,401,초4,천재(함),2015,5,Where Is My Cap?,Where is ()? 를 통해 사물의 위치를 묻고 답하는 방법 배우기. ,A: Where is my phone? B: It’s under the chair. ,,A: Where is ()? B: It’s next to the (). A: Do you know where () is? B: It’s near the (). 
298,401,초4,천재(함),2015,6,What Time Is It?,What time is it? 를 통해 시각을 묻고 답하는 방법 배우기. ,A: What time is it now? B: It’s ten fifteen. ,,A: Can you tell me the time? B: It’s (). A: Do you know what time it is? B: It’s (). 
299,401,초4,천재(함),2015,7,Is This Your Watch?,Is this your ()? 를 통해 물건의 주인을 묻고 답하는 방법 배우기. ,"A: Is this your pen? B: Yes, it is. / No, it isn’t. ",,"A: Is this your ()? B: Yes, it is. / No, it isn’t. A: Does this belong to you? B: Yes, it does. / No, it doesn’t. "
300,401,초4,천재(함),2015,8,I'm a Pilot,What do you do? 를 통해 직업을 묻고 답하는 방법 배우기. ,A: What do you do? B: I’m a scientist. ,,A: What’s your job? B: I’m a (). A: What do you work as? B: I’m a (). 
301,401,초4,천재(함),2015,9,What Are You Doing?,What are you doing? 를 통해 상대방이 현재 하고 있는 동작을 묻고 답하는 방법 배우기. ,A: What are you doing? B: I’m drawing. ,,A: What are you up to? B: I’m (). A: What’s keeping you busy? B: I’m (). 
302,401,초4,천재(함),2015,10,How Much Is It?,How much is ()? 를 통해 가격을 묻고 답하는 방법 배우기. ,A: How much is this book? B: It’s 800 won. ,,A: How much does this cost? B: It’s (). A: What’s the price of ()? B: It’s (). 
303,401,초4,천재(함),2015,11,I Get Up Early,Do you () every day? 를 통해 생활 습관을 묻고 답하는 방법 배우기. ,"A: Do you exercise every day? B: Yes, I do. / No, I don’t. ",,"A: Do you always ()? B: Yes, I do. / No, I don’t. A: How often do you ()? B: Every day. / Sometimes. "
304,506,초5,천재(함),2015,1,Where Are You From?,Where are you from?로 출신 국가를 묻고 답하는 표현 익히기 ,A: Where are you from? B: I’m from Canada. ,,A: What country are you from? B: I’m from (). A: Where do you come from? B: I come from (). 
305,506,초5,천재(함),2015,2,What Do You Do on Weekends?,What do you do on ()?로 여가 활동을 묻고 답하는 표현 익히기 ,A: What do you do on Sundays? B: I go to a music class. ,,A: What do you usually do on ()? B: I always (). A: How do you spend your ()? B: I usually (). 
306,506,초5,천재(함),2015,3,May I Sit Here?,May I ()?로 허락을 요청하고 이에 답하는 표현 익히기 ,"A: May I use your pen? B: Yes, you may. / No, you may not. ",,"A: Could I borrow ()? B: Sure! / Sorry, not right now. A: Is it okay if I ()? B: Of course! / I’d prefer not. "
307,506,초5,천재(함),2015,4,Whose Sock Is This?,Whose () is this?로 물건의 주인이 누구인지 묻고 답하는 표현 익히기 ,A: Whose glove is this? B: It’s Mina’s. ,,"A: Who owns this ()? B: That belongs to (). A: Does this () belong to you? B: No, it’s (). "
308,506,초5,천재(함),2015,5,I’d Like Fried Rice,May I take your order?로 음식 주문하기 ,A: May I take your order? B: I’d like a cheeseburger. ,,"A: What would you like to eat? B: I’ll have (). A: Can I get you anything? B: Yes, I’d like (). "
309,506,초5,천재(함),2015,6,What Will You Do This Summer?,What will you do ()?로 미래에 할 일을 묻고 답하는 표현 익히기 ,A: What will you do next weekend? B: I’ll go hiking. ,,"A: What are you planning to do ()? B: I’m going to (). A: Do you have any plans for ()? B: Yes, I’m planning to (). "
310,506,초5,천재(함),2015,7,I Visited My Uncle in Jeju-do,How was ()?로 과거에 한 일 묻고 답하는 표현 익히기 ,A: How was your weekend? B: It was fantastic. ,,A: How did your () go? B: It was (). A: What was () like? B: It was really (). 
311,506,초5,천재(함),2015,8,How Much Are the Shoes?,How much are ()?로 물건의 가격을 묻고 답하는 표현 익히기 ,A: How much are these sneakers? B: They are twenty dollars. ,,A: How much do these () cost? B: They cost (). A: What’s the price of these ()? B: They are (). 
312,506,초5,천재(함),2015,9,My Favorite Subject Is Science,What’s your favorite ()?로 좋아하는 것 묻고 답하는 표현 익히기 ,A: What’s your favorite sport? B: My favorite sport is tennis. ,,A: What do you like the most? B: I really enjoy (). A: What’s your favorite type of ()? B: I love (). 
313,506,초5,천재(함),2015,10,What a Nice House!,There is ()로 장소를 묘사하는 표현 익히기 ,A: There is a bookshelf in my room. ,,A: There are () near the (). A: You can find () inside (). 
314,506,초5,천재(함),2015,11,I Want to Be a Movie Director,What do you want to be?로 장래 희망을 묻고 답하는 표현 익히기 ,A: What do you want to be? B: I want to be a scientist. ,,A: What’s your dream job? B: I hope to be a (). A: What do you want to do when you grow up? B: I’d love to be a (). 
315,606,초6,천재(함),2015,1,What Grade Are You In?,be in the ()th grade를 활용해 학년 묻고 답하기. ,A: What grade are you in? B: I'm in the third grade. ,,A: Which class are you in? B: I'm in () class. A: What school level are you at? B: I'm in () grade. 
316,606,초6,천재(함),2015,2,I Have a Cold,"""What's wrong? 를 사용하여 상대방의 아픈 상태를 묻고 답하기."" ",A: What's the matter? B: I have a headache. ,,"A: How are you feeling today? B: I feel (,). A: Where does it hurt? B: My () hurts. "
317,606,초6,천재(함),2015,3,When Is the Club Festival?,의문사 'When'을 활용해 날짜 묻고 답하기. ,A: When is the birthday party? B: It's on August 5th. ,,A: What date is the event? B: It's on (). A: When will the celebration occur? B: It'll happen on (). 
318,606,초6,천재(함),2015,4,Where Is the Post Office?,방향 안내 표현을 활용해 길 묻고 답하기. ,A: Where is the library? B: Walk three blocks straight and you'll find it on your left. ,,"A: Can you tell me the way to ()? B: Sure, go straight and pass (). A: How can I arrive at ()? B: Just take the road straight ahead, and it's near (). "
319,606,초6,천재(함),2015,5,I’m Going to See a Movie,be going to 를 활용해 미래 계획에 대해 묻고 답하기. ,A: What are you going to do this weekend? B: I’m going to visit my grandparents. ,,A: What are you planning to do ()? B: I’m planning to (). A: What do you intend to do ()? B: I intend to (). 
320,606,초6,천재(함),2015,6,He Has Short Curly Hair,look like를 활용해 외모 묻고 답하기. ,A: What does she look like? B: She has blue eyes and short curly hair. ,,A: How does he look? B: He has () and (). A: Can you describe her appearance? B: She has () and (). 
321,606,초6,천재(함),2015,7,How Often Do You Eat Breakfast?,[How often]을 활용해 상대방에게 빈도수를 묻고 답하기. ,A: How often do you watch cartoons? B: Twice a week. ,,A: How frequently do you read books? B: () a month. A: How regularly do you go outside? B: () every evening. 
322,606,초6,천재(함),2015,8,I’m Taller Than You,비교급 표현 'A is more ~ than B'를 통해 두 대상을 비교하는 표현 연습하기. ,A: I’m taller than you! ,,A: I’m happier than (). A: I’m more excited than (). 
323,606,초6,천재(함),2015,9,What Do You Think?,동의 여부를 묻고 답할 때 사용되는 표현을 활용하여 자신의 의견을 나타내기. ,A: What do you think? B: I think so. ,,"A: Do you agree with ()? B: Yes, I do. A: Would you say that ()? B: No, I wouldn't. "
324,606,초6,천재(함),2015,10,Who Wrote the Book?,Who를 활용해 누가 한 일인지 묻고 답하기. ,A: Who repaired the car? B: The mechanic did. ,,A: Who painted the picture? B: () did. A: Who cooked the meal? B: () did. 
325,606,초6,천재(함),2015,11,We Should Save the Earth,should를 활용해 의무와 권장 사항 표현하기. ,We should take care of animals. ,,We must protect (). It is necessary to help (). 
326,310,초3,YBM(김),2022,1,Hello! I’m Dito,자신을 소개하고 이에 답하는 표현 익히기. ,A: I am Eric. ,,A: My name is (). A: I’m ()! 
327,310,초3,YBM(김),2022,2,"Sit Down, Please",감사 표현 및 이에 대한 응답하기. ,Thank you. ,,Thanks a lot. Thank you kindly. 
328,310,초3,YBM(김),2022,3,What’s This?,주목을 요청하기 위한 표현 사용하기. ,Look over here! ,,See this! Pay attention! 
329,310,초3,YBM(김),2022,4,I Like Pizza,like를 활용해 좋아하거나 싫어하는 음식 말하기. ,"A: Do you like ice cream? B: Yes, I love it. ",,"A: Do you enjoy ()? B: Yes, I enjoy it. A: Do you dislike ()? B: No, I really like it. "
330,310,초3,YBM(김),2022,5,How Many Tigers?,형용사를 활용해 사물이나 대상의 크기 나타내기. ,A: It's big. ,,A: It's large. A: It's huge. 
331,310,초3,YBM(김),2022,6,Can You Swim?,능력과 가능성을 나타내는 조동사 can과 can't를 활용해 할 수 있는 일과 불가능한 일 말하기. ,I can play the piano. ,,I can () well. I cannot (). 
332,310,초3,YBM(김),2022,7,What Color Is It?,부정 표현을 활용해 본인의 모르고 있음을 나타내기. ,I'm not sure. ,,I have no idea. I can't say. 
333,310,초3,YBM(김),2022,8,Do You Have a Ruler?,건네는 상황에서 사용하는 표현 익히기. ,Here you go. ,,There you are. Here it is. 
334,310,초3,YBM(김),2022,9,How Old Are You?,축하의 말을 통해 다른 사람의 생일 축하하기. ,Wishing you a very happy birthday! ,,Happy belated birthday! Have a fantastic birthday! 
335,310,초3,YBM(김),2022,10,He’s My Dad,기본적인 표현을 활용해 잘한 일을 칭찬하기. ,Great job! ,,Nice work! Excellent effort! 
336,310,초3,YBM(김),2022,11,How’s the Weather?,Let’s ()를 활용해 제안하는 말 하기. ,Let's eat some snacks. ,,Let's play a game. Let's read a book. 
337,311,초3,YBM(최),2022,1,"Hello, ABC!",자기 자신을 소개할 때 활용할 수 있는 간단한 표현 연습하기. ,"Hello, I'm Jina. What's your name? ",,"Hi, I'm (). My name is (). "
338,311,초3,YBM(최),2022,2,What’s This?,간단한 형용사를 활용해 사물 묘사하기. ,It is large. ,,It is small. It is new. 
339,311,초3,YBM(최),2022,3,"Sit Down, Please",Don’t ()를 활용해 금지하기. ,"Please don't jump, okay? ",,"Please don't touch that, alright? Don't make noise,please. "
340,311,초3,YBM(최),2022,4,How Many Cows?,상대방의 주의를 끌기 위해 간단한 표현 활용하기. ,Look! ,,"Hey, check this out! Wow! Come on and see this! "
341,311,초3,YBM(최),2022,5,Do You Like Apples?,like를 활용해 좋아하거나 싫어하는 것 표현하기. ,I enjoy apples. ,,I love (). I don't like (). 
342,311,초3,YBM(최),2022,6,I Can Jump,응원의 표현을 활용해 격려하기. ,Believe in yourself. ,,"Keep going, you can achieve (). Don't give up, you're capable of (). "
343,311,초3,YBM(최),2022,7,I Have a Pencil,have를 사용해 물건을 가지고 있는지 표현하기. ,"A: Do you have a bag? B: Yes, I have a bag. ",,"A: Do you own a ()? B: Yes, I have a (). A: Have you got a ()? B: No, I don’t have a (). "
344,311,초3,YBM(최),2022,8,I’m Happy,How old are you?'를 활용해 상대방의 나이를 묻고 답하기. ,A: How old are you? B: I'm six years old. ,,A: What's your age? B: I'm () years old. A: Can you tell me your age? B: I'm () years old. 
345,311,초3,YBM(최),2022,9,What Color Is It?,상대방의 의견이나 말에 동의하기. ,Absolutely correct. ,,Exactly. That's accurate. 
346,311,초3,YBM(최),2022,10,How’s the Weather?,'Let's ()'를 활용해 활동을 제안하고 답하기. ,A: Let's play together. B: Sure. ,,A: Let's go for a walk. B: Okay. A: Let's sing a song. B: Great idea. 
347,302,초3,YBM(김),2015,1,"Hello, I’m Tibo",간단한 자기소개 및 이에 대한 답례 표현 익히기. ,"Hi, I'm Alex. — Pleased to meet you. ",,"Hi, my name is (). — It's nice to meet you. Hello, I am (). — How do you do? "
348,302,초3,YBM(김),2015,2,What’s This?,사물의 크기를 나타내는 표현으로 It's ()를 활용해 크기 묘사하기. ,It’s large. ,,It’s massive. It’s enormous. 
349,302,초3,YBM(김),2015,3,"Sit Down, Please",간단한 표현을 활용해 칭찬이나 긍정적인 반응하기. ,Fantastic! ,,Amazing! Wonderful! 
350,302,초3,YBM(김),2015,4,Do You Like Pizza?,like를 활용해 좋아하거나 싫어하는 음식 표현하기. ,I enjoy fruits. ,,I like (). I don’t enjoy (). 
351,302,초3,YBM(김),2015,5,How Are You?,하루의 시간대에 맞는 인사하기. ,Good morning! ,,Hello! Hi there! 
352,302,초3,YBM(김),2015,6,Can You Swim?,can/can't 표현을 통해 능력 여부를 나타내기. ,"A: Can you cook? B: Yes, I can. ",,"A: Are you able to ()? B: Absolutely, I can do that. A: Do you know how to ()? B: Indeed, I know how. "
353,302,초3,YBM(김),2015,7,How Many Lions?,사용자의 주의를 끌 때 사용할 표현 활용하기. ,Look over there! ,,Look at that! Take a look! 
354,302,초3,YBM(김),2015,8,What Color Is It?,감사의 표현을 활용하고 답하기. ,Thank you. ,,Thanks! You're welcome! 
355,302,초3,YBM(김),2015,9,Let’s Jump,상대방의 즐거움을 바라는 인사를 활용해 기원하기. ,Enjoy your day! ,,Wishing you fun! Make it a great time! 
356,302,초3,YBM(김),2015,10,Do You Have Any Crayons?,상대방에게 물건을 건네면서 Here you are 표현 활용하기. ,Here you go. ,,Take this. This is for you. 
357,302,초3,YBM(김),2015,11,How Old Are You?,특정 상황에 맞는 인사를 통해 생일 축하하기. ,"Happy birthday, Alice! ",,Congratulations on your birthday! Many happy returns of the day! 
358,302,초3,YBM(김),2015,12,"Don’t Run, Please",위험 상황에서 경고하는 표현으로 활용하기. ,Watch out! A car is coming. ,,Look out! Be careful! 
359,302,초3,YBM(김),2015,13,How’s the Weather?,헤어질 때 사용하는 인사표현을 활용해 작별 인사하기. ,Bye now. ,,Good bye! Take care! 
360,303,초3,YBM(최),2015,1,"Hi, I’m Sena",이름을 묻고 답할 때 사용하는 표현 익히기. ,What is your name? My name is Liam. ,,What is the name of ()? It is (). Can you tell me your name? I am (). 
361,303,초3,YBM(최),2015,2,What’s This?,특정 상황에서 주의를 요청하거나 집중을 끌기 위해 특정 표현을 사용하기. ,Look over here! ,,Check this out! See here! 
362,303,초3,YBM(최),2015,3,"Open the Box, Please","감탄사를 사용하여 감정을 간단히 표현하기. 예를 들어, Great! 등 다양한 표현을 활용하여 기쁨이나 놀라움을 나타낼 수 있습니다. ",Amazing! ,,Fantastic! Incredible! 
