,학년,출판사,교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_KOR,SUB_EXPRESSION
184,중1,YBM(김),2022,5,"Love Yourself, Live Your Life",be good at ~ 를 활용해 능력 표현하기. ,She is good at drawing. ,그녀는 그림을 잘 그려. ,"A: I’m good at (). B: He is good at (). A: Are you good at ()? B: Yes, I’m great at (). "
185,중1,YBM(김),2022,6,A Smart Digital Life,I’m worried about ~ 를 활용해 걱정 표현하기. ,I’m worried about the test tomorrow. ,나는 내일 시험이 걱정돼. ,"A: I’m concerned about (). B: She is worried about (). A: Are you worried about ()? B: Yes, I am. "
186,중1,YBM(김),2022,7,Colorful Cultures Around the World,Where is/are ~ 를 활용해 위치 묻고 답하기. ,A: Where is the bank? B: The bank is next to the supermarket. ,A: 은행이 어디에 있나요? B: 은행은 슈퍼마켓 옆에 있어요. ,A: Where are the ()? B: They are () the (). A: Can you tell me where () is? B: It is () (). 
187,중1,YBM(김),2022,8,"Go Green, Save the Earth",Can you ~ 를 활용해 요청하기. ,A: Can you help me with my homework? B: Of course. ,A: 내 숙제 좀 도와줄 수 있어? B: 물론이지. ,"A: Could you ()? B: Sure, I can. A: Will you ()? B: No problem. "
188,중1,YBM(박),2015,1,Me and My World,How are you ~ 를 활용해 안부 묻고 답하기. ,A: How are you doing? B: Great. / Not good. ,A: 잘 지내고 있어? B: 좋아. / 별로야. ,"A: How’s it going? B: Fine, thanks. A: How's everything going? B: I’ve been (). "
189,중1,YBM(박),2015,2,Welcome to My School,Are you ~ 를 활용해 만족에 대해 묻기. ,Are you happy with your new job? How do you like your new school? ,네 새 직장이 만족스러워? 새 학교는 어때? ,"A: Are you happy with ()? B: Yes, it’s (). A: How do you feel about ()? B: I feel (). "
190,중1,YBM(박),2015,3,Enjoy Fun Activities!,Is/Are ~ interested in ~ 를 활용해 관심에 대해 묻기. ,"A: Are you interested in music? B: Yes, I’m interested in playing the piano. ","A: 너 음악에 관심 있어? B: 응, 나는 피아노 연주하는 것에 관심 있어. ",A: Is he interested in ()? A: Are they interested in ()? 
191,중1,YBM(박),2015,4,Save the Earth!,Why don’t you ~ 를 활용해 제안·권유하기. ,A: Why don’t you join the club? B: Sounds good. ,A: 동아리에 가입하는 게 어때? B: 좋아. ,A: How about ()? A: Would you like to ()? 
192,중1,YBM(박),2015,5,Food from Around the World,Would you like some ~ 를 활용해 음식 권하기. ,"A: Would you like some cake? B: Yes, please. ","A: 케이크 좀 드실래요? B: 네, 주세요. ",A: Do you want some ()? A: Can I offer you some ()? 
193,중1,YBM(박),2015,6,The Wonder of Animals,비교급 형용사를 활용해 비교하기. ,This bag is bigger than that one. ,이 가방이 저것보다 더 커. ,A: This is () than (). A: I am () than (). 
194,중1,YBM(박),2015,7,Korean Culture,What do you think about ~ 를 활용해 의견 묻고 답하기. ,A: What do you think about this movie? B: I think it’s really funny. ,A: 이 영화에 대해 어떻게 생각해? B: 나는 정말 재미있다고 생각해. ,"A: How do you feel about ()? B: I feel (). A: What is your opinion about ()? B: In my opinion, it’s (). "
195,중1,YBM(박),2015,8,I am Because We Are,be going to ~ 를 활용해 의도 표현하기. ,I am going to buy a new phone. ,나는 새 휴대전화를 살 거야. ,"A: I’m planning to (). B: That sounds great! A: Will you ()? B: Yes, I will. "
196,중2,YBM(박),2015,1,Manage Yourself!,"What’s the matter ~ 를 활용해 슬픔, 불만족, 실망의 원인 묻기. ",What’s the matter? What's going on? ,무슨 일 있어? 무슨 일이야? ,What’s wrong? Why are you sad/disappointed? 
197,중2,YBM(박),2015,2,All about Safety,Don’t forget to ~ 를 활용해 상기시켜 주기. ,Don’t forget to bring your homework. ,숙제를 가져오는 걸 잊지 마. ,Remember to (). Make sure you (). 
198,중2,YBM(박),2015,3,Living a Healthy Life,Do you know how to ~ 를 활용해 능력 여부 묻기. ,Do you know how to swim? ,너 수영할 줄 알아? ,Can you ()? Are you able to ()? 
199,중2,YBM(박),2015,4,To Be a Global Citizen!,Are you going to ~ 를 활용해 의도 묻기. ,Are you going to join the club? ,너 그 동아리에 가입할 거야? ,Are you planning to ()? Are you willing to ()? Will you ()? 
200,중2,YBM(박),2015,5,"Different Countries, Different Cultures",명령문과 수사를 활용하여 길을 묻고 안내하는 표현하기. ,"A: Go straight two blocks, then turn left. It’s next to the bank. ",A: 두 블록 직진한 후 왼쪽으로 도세요. 그것은 은행 옆에 있어요. ,"A: Where is ()? B: Head () for (), then you’ll see it (). A: How can I get to ()? B: First, walk () and turn (). It’s (). "
201,중2,YBM(박),2015,6,Wonders of Nature,I wonder ~ 를 활용해 궁금증 표현하기. ,I wonder why the sky is blue. ,나는 하늘이 왜 파란지 궁금해. ,I want to know (). Can you tell me ()? I'd like to know (). 
202,중2,YBM(박),2015,7,Work on Your Dreams,It’s important that ~ 를 활용해 강조하기. ,It’s important that you get enough sleep. ,충분한 수면을 취하는 것이 중요해. ,You must remember (). Don’t forget how crucial () is. 
203,중2,YBM(박),2015,8,Science Is Making Big Changes,I’m surprised that ~ 를 활용해 놀람 표현하기. ,I’m surprised that he won the competition. That's amazing! What a surprise! That's/It's surprising! I just can't believe this. ,그가 대회에서 우승했다니 놀라워! 정말 대단해! 완전 깜짝 놀랐어! 그게 사실이라니 믿을 수 없어! ,"A: Wow, I didn’t expect (). A: That’s incredible! I had no idea (). "
204,중3,YBM(박),2015,1,All About Me,Can you tell me about~ 를 활용해 궁금증 표현하기. ,Can you tell me about your experience? ,네 경험에 대해 이야기해 줄 수 있어? ,I’m curious to know more about (). I wonder (). 
205,중3,YBM(박),2015,2,Experience Different Cultures!,Can I get your advice on~ 을 활용해 조언 구하기. ,Can I get your advice on choosing a college? ,대학 선택에 대한 조언을 받을 수 있을까요? ,What do you suggest ()? Do you have any advice for ()? 
206,중3,YBM(박),2015,3,"Future Dreams, Future Jobs",I’m quite sure ~ 를 활용해 확실성 정도 표현하기. ,I’m quite sure he will come. ,나는 그가 올 거라고 확신해. ,I’m confident that you can (). I have no doubt that (). I'm not sure (). 
207,중3,YBM(박),2015,4,Are You a Digital Citizen?,If I were you ~ 를 활용해 충고하기. ,"A: If I were you, I would take a break. ",A: 내가 너라면 좀 쉴 거야. ,I think that you should (). You had better (). 
208,중3,YBM(박),2015,5,Love for My Country,부가의문문을 활용해 알고 있는지 묻기. ,"You know about climate change, don’t you? ",너 기후 변화에 대해 알고 있지? ,"You are aware of (), aren't you? You have heard about (), haven't you? "
209,중3,YBM(박),2015,6,Meet the World,Let’s talk about ~ 를 활용해 주제 소개하기. ,A: Let’s talk about our travel plans. ,A: 우리의 여행 계획에 대해 이야기해 보자. ,I’d like to say (). I want to talk about (). I'd like to tell (). 
210,중3,YBM(박),2015,7,How to Get Along with People,Do you mind ~ 를 활용해 요청하기. ,Do you mind turning down the music? ,음악 소리를 줄여도 괜찮을까요? ,Would you mind ()? Could I ask you to ()? 
211,중3,YBM(박),2015,8,Have Fun with Art!,I was fascinated by ~ 를 활용해 관심 표현하기. ,I was fascinated by the history of ancient civilizations. ,나는 고대 문명의 역사에 매료되었어. ,I was amazed by (). I found () incredibly interesting. I am interested in (). 
212,중3,YBM(박),2015,9,"You Can Do It, Too",Is it possible for ~ 를 활용해 가능성 정도 묻기. ,Is it possible for us to finish the project by Friday? ,우리가 금요일까지 프로젝트를 끝낼 수 있을까요? ,Do you think it’s feasible for ()? Is there a possibility of ()? 
213,중1,YBM(박),2022,1,All About Me,의문사를 활용해 개인 정보 묻고 답하기. ,A: What is your name? B: My name is Alice. ,A: 네 이름이 뭐야? B: 내 이름은 앨리스야. ,"A: What is your ()? B: It’s (). A: Can you tell me your ()? B: Sure, it’s (). "
214,중1,YBM(박),2022,2,Have Fun at School,현재진행형을 활용해 행동 묘사하기. ,A: What are you doing? B: I’m reading a book. ,A: 너 지금 뭐 하고 있어? B: 나는 책을 읽고 있어. ,A: What is he ()? B: He’s (). A: What are they ()? B: They are (). 
215,중1,YBM(박),2022,3,The Magic of Manners,May / Can I ~ 를 활용해 허가 여부 묻고 답하기. ,"A: May I use your phone? B: Yes, you may. / No, you may not. ","A: 내 전화기 써도 될까요? B: 네, 써도 돼요. / 아니요, 안 돼요. ","A: Can I ()? B: Sure, go ahead. / I’m afraid not. A: Is it okay if I ()? B: Yes, of course. / No, I'm afraid not. "
216,중1,YBM(박),2022,4,Home Sweet Home,Can you ~ 를 활용해 도움 요청하기. ,"A: Can you help me with my homework? B: Sure. / I’m sorry, but I can’t. ",A: 내 숙제 도와줄 수 있어? B: 물론이지. / 미안하지만 못 도와줘. ,Could you ()? Would you mind ()? 
217,중1,YBM(박),2022,5,Food Around the World,Why don’t you ~ / Let's ~ 를 활용해 제안·권유하고 답하기. ,"A: Why don’t you try this? B: Sounds good. / No, thank you. ","A: 이거 한 번 해보는 게 어때? B: 좋아. / 아니, 괜찮아. ",A: How about ()? A: Let’s try (). 
218,중1,YBM(박),2022,6,"Click, Connect, and Communicate",I am ~ / feel ~ 과 감정 형용사를 활용해 기분 · 상태 표현하기. ,I feel happy. I'm excited. ,나는 행복해. 나는 신이 나. ,I feel (). He is (). 
219,중1,YBM(박),2022,7,"Think Green, Live Green",I’d like to ~ / I want to ~를 활용해 바람 표현하기. ,I’d like to travel the world. ,나는 세계 여행을 하고 싶어. ,I want to (). I hope to (). 
220,중1,YBM(박),2022,8,A Journey with Arts,What do you think of ~ 를 활용해 의견 표현하기. ,A: What do you think of this book? B: I think it’s interesting. ,A: 이 책에 대해 어떻게 생각해? B: 나는 흥미롭다고 생각해. ,"A: How do you feel about ()? B: I feel (). A: What’s your opinion on ()? B: In my opinion, it’s (). "
221,중1,YBM(송),2015,1,"New School, New Friends",How are you ~ 를 활용해 안부 묻고 답하기. ,A: How are you doing? B: I’m fine. ,A: 잘 지내고 있어? B: 난 괜찮아. ,A: How’s it going? B: I’m good. A: How have you been? B: I’ve been great. 
222,중1,YBM(송),2015,2,I Love My Family,Can you ~ 를 활용해 요청하고 답하기. ,"A: Can you help me, please? B: Sure. No problem. ",A: 도와줄 수 있어? B: 물론이지. 문제없어. ,"A: Could you ()? B: Of course. / Sorry, I can’t. A: Will you ()? B: Yes, I will. "
223,중1,YBM(송),2015,3,"Different Places, Different Foods",favorite을 활용해 좋아하는 것 묻고 답하기. ,A: What’s your favorite color? B: It’s blue. / My favorite is blue. ,A: 네가 가장 좋아하는 색은 뭐야? B: 파란색이야. / 내가 가장 좋아하는 색은 파란색이야. ,"A: Which () do you like best? B: I like () the most. A: Do you have a favorite ()? B: Yes, it’s (). "
224,중1,YBM(송),2015,4,A Story of Wisdom,"What’s the matter ~ 를 활용해 슬픔, 불만족, 실망의 원인 묻고 답하기. ",A: What’s the matter? B: I have a headache. ,A: 무슨 일 있어? B: 머리가 아파. ,A: What’s wrong? B: (). A: Why are you upset? B: Because of (). 
225,중1,YBM(송),2015,5,We Are a Team,be동사와 전치사를 활용해 위치 묻고 답하기. ,A: Where are my books? B: They are on the table. ,A: 내 책들은 어디에 있어? B: 테이블 위에 있어. ,A: Where is ()? B: It is (). A: Can you tell me where () is? B: It’s (). 
226,중1,YBM(송),2015,6,"Save Energy, Save the Earth",Why don’t we ~ 를 활용해 제안하고 답하기. ,A: Why don’t we go to the park? B: That’s a good idea. ,A: 우리 공원에 가는 게 어때? B: 좋은 생각이야. ,"A: How about we ()? B: Sure, that sounds great. A: Let’s join (). B: I’d love to. "
227,중1,YBM(송),2015,7,My Future Dream,be interested in ~ 를 활용해 관심사 묻고 답하기. ,A: What are you interested in? B: I’m interested in music. ,A: 너는 무엇에 관심 있어? B: 나는 음악에 관심 있어. ,"A: Do you have any hobbies? B: Yes, I enjoy (). A: What do you like doing in your free time? B: I like (). "
228,중1,YBM(송),2015,8,Science All Around,Which ~ 를 활용해 선택 묻고 답하기. ,"A: Which is bigger, a cat or a dog? B: A dog is bigger than a cat. ",A: 고양이와 강아지 중 어떤 게 더 커? B: 강아지가 고양이보다 더 커. ,"A: Which one do you prefer, () or ()? B: I prefer (). A: What’s better, () or ()? B: I think () is better. "
229,중1,YBM(송),2015,9,A Walk into History,What a ~ / How ~ 를 활용해 감탄하기. ,A: Look at that painting. B: What a beautiful picture! / How amazing! ,A: 저 그림 좀 봐. B: 정말 아름다운 그림이야! / 정말 놀랍다! ,Isn’t () amazing? That’s so ()! 
230,중2,YBM(송),2015,1,My Bucket List,"I hope ~ 를 활용해 바람, 소망 말하기. ",I hope I can pass the test. ,나는 시험에 합격할 수 있길 바란다. ,A: I hope to (). A: I wish I could (). 
231,중2,YBM(송),2015,2,Let’s Be Smart Smartphone Users,You should ~ 를 활용해 충고하기. ,You should eat more vegetables. ,너는 채소를 더 먹어야 해. ,I think you should (). You’d better (). 
232,중2,YBM(송),2015,3,The School Club Activity Day,Do you know how to ~ 를 활용해 능력 여부 묻기. ,Do you know how to cook spaghetti? ,너 스파게티 만드는 방법 알아? ,Can you tell me how to ()? Are you able to ()? 
233,중2,YBM(송),2015,4,The Two Roads,I’m worried about ~ 를 활용해 걱정 표현하기와 안심시키기. ,A: I’m worried about my grades. B: Don’t worry. ,A: 나는 성적이 걱정돼. B: 걱정하지 마. ,A: I'm afraid about (). B: It’ll be okay. Don’t stress. A: I’m concerned about (). B: There's nothing to worry about. 
234,중2,YBM(송),2015,5,We Love Baseball,Which do you prefer ~ 를 활용해 선호하는 것 묻고 답하기. ,A: Which drink do you like? Coffee or tea? B: I like coffee. ,A: 어떤 음료를 더 좋아해? 커피 아니면 차? B: 나는 커피를 더 좋아해. ,"A: Do you prefer () or ()? B: I prefer () to (). A: Which one is better, () or ()? B: I think () is better. "
235,중2,YBM(송),2015,6,"New Places, New Experiences",Have you ever ~ 를 활용해 경험 묻기. ,A: Have you ever been to Japan? ,A: 너 일본에 가 본 적 있어? ,Have you ever experienced ()? Did you experience ()? 
236,중2,YBM(송),2015,7,Living in the AI World,That sounds like fun 등을 활용해 의견 표현하기. ,That sounds like fun. ,그거 재미있을 것 같아. ,That’s a great idea. Sounds interesting! 
237,중2,YBM(송),2015,8,The Unknown Hero,Do you know ~ 를 활용해 알고 있는지 묻기. ,"A: Do you know his phone number? B: No, I don’t. ","A: 너 그의 전화번호 알아? B: 아니, 몰라. ",Have you heard of ()? Are you familiar with ()? 
238,중2,YBM(송),2015,9,Manners Make the Man,How about ~ 를 활용해 약속 정하기. ,How about meeting at 3 p.m.? Can you make it? ,오후 3시에 만나는 거 어때? 시간 괜찮아? ,Can you make ()? Does () work for you? 
239,중3,YBM(송),2015,1,Passion for Life,How ~ be able to ~ 를 활용해 정보 묻고 답하기. ,A: How was she able to learn so quickly? ,A: 그녀는 어떻게 그렇게 빨리 배울 수 있었어? ,A: How did () manage to ()? A: What helped () to ()? 
240,중3,YBM(송),2015,2,Teens' Worries,I agree ~ 를 활용해 동의나 이의 여부 표현하기. ,I agree. ,나는 동의해. ,"A: Do you think () is true? B: Yes, I agree. A: I believe () is the best option. B: I disagree. Here’s why: (). "
241,중3,YBM(송),2015,3,"Healthy Living, a Happy Life",I think it’s important to ~ 를 활용해 강조하기. ,A: I think it’s important to be honest. ,A: 나는 정직한 것이 중요하다고 생각해. ,It’s crucial to (). Don’t you think () is important? 
242,중3,YBM(송),2015,4,Safety First,You have to ~ 를 활용해 의무 표현하기. ,You have to wear a seatbelt. ,너는 안전벨트를 착용해야 해. ,You must be careful of (). It’s necessary to (). 
243,중3,YBM(송),2015,5,Look Inside You,What does ~ mean? 를 활용해 설명 요청하기. ,"A: What does this word mean? B: It means ""to be successful."" ","A: 이 단어는 무슨 뜻이야? B: 그것은 ""성공하다""라는 의미야. ",A: Can you explain the meaning of ()? B: It means (). A: What do you mean by ()? B: I mean (). 
244,중3,YBM(송),2015,6,Buy and Sell Wisely,Do you mind if ~ 를 활용해 허가 여부 묻기. ,Do you mind if I sit here? ,여기 앉아도 괜찮을까요? ,May I ()? Is it okay if I ()? 
245,중3,YBM(송),2015,7,"Small Ideas, Big Differences",I wonder ~ 를 활용해 궁금증 표현하기. ,I wonder what time the meeting starts. ,나는 회의가 몇 시에 시작하는지 궁금해. ,Do you know () is? I’m curious about (). 
246,중3,YBM(송),2015,8,Healthy Food Around the World,Could you say that again ~ 를 활용해 반복 요청하기. ,Could you say that again? ,다시 말해 줄 수 있나요? ,Could you repeat that? Can you say it once more? 
247,중1,능률(김),2015,1,Welcome to My World,like와 favorite 단어를 활용해 좋아하는 것에 대해 묻고 답하기. ,A: What is your favorite sport? B: I like soccer. ,A: 네가 가장 좋아하는 스포츠는 뭐야? B: 나는 축구를 좋아해. ,A: What do you like the most? B: I enjoy (). A: What’s your favorite activity? B: My favorite is (). 
248,중1,능률(김),2015,2,Discover Your Culture,There is/are ()을 활용하여 장소 설명하기. ,There are many parks in my city. ,내 도시에 공원이 많이 있어. ,You can find () (). () has (). 
249,중1,능률(김),2015,3,"Spend Smart, Save Smart",Can I ()?를 활용해 허락을 요청하고 답하기. ,"A: Can I borrow your book? B: Yes, of course. / I’m sorry, but you can’t. ","A: 네 책을 빌릴 수 있을까? B: 네, 물론이야. / 미안하지만 안 돼. ","A: May I ()? B: Sure, go ahead. / Sorry, you can’t. A: Is it okay if I ()? B: Of course. / I’m afraid not. "
250,중1,능률(김),2015,4,The Power of Ideas,Why와 because를 활용해 이유 묻고 답하기. ,A: Why are you late? B: Because I missed the bus. ,A: 왜 늦었어? B: 버스를 놓쳤기 때문이야. ,A: What’s the reason for ()? B: It’s because (). A: Why ()? B: Since (). 
251,중1,능률(김),2015,5,Follow Your Dreams,긍정적인 말을 통해 격려하기. ,Don’t worry. You’ll do fine. ,걱정하지 마. 너는 잘할 거야. ,Everything will be okay. You can do it. Stay positive. You’ve got this. 
252,중1,능률(김),2015,6,The Joy of Art,must not ()를 활용해 금지 표현하기. ,You must not use your phone in class. ,수업 중에 휴대폰을 사용하면 안 돼. ,You are not allowed to (). It’s forbidden to (). 
253,중1,능률(김),2015,7,Time for Stories,부가의문문을 활용해 확인 요청하기. ,"A: It’s a beautiful day, isn’t it? B: No, it isn’t. It’s cloudy. ","A: 오늘 정말 아름다운 날씨지, 그렇지 않니? B: 아니야, 흐려. ","A: (), doesn't it? B: No, it (). A: Isn’t she ()? B: No, she’s (). "
254,중2,능률(김),2015,1,Express Yourself,조동사 may를 활용해 허락 요청하고 답하기. ,"A: May I leave early? B: Yes, you may. / No, you may not. ","A: 제가 일찍 가도 될까요? B: 네, 괜찮아요. / 아니요, 안 됩니다. ","A: Can I ()? B: Sure, you can. / No, you can’t. A: Is it okay if I ()? B: Yes, it is. / No, it isn’t. "
255,중2,능률(김),2015,2,"Eat Right, Be Happy",동사 recommend를 활용해 추천 요청하고 답하기. ,A: What do you recommend? B: I recommend this restaurant. ,A: 무엇을 추천해 줄래? B: 나는 이 식당을 추천해. ,A: What’s your suggestion? B: I suggest (). A: What should I try? B: You should try (). 
256,중2,능률(김),2015,3,Understand the World,What does () mean?를 활용해 의미 묻고 답하기. ,"A: What does ""sustainable"" mean? B: It means something that can last for a long time. ","A: ""지속 가능하다""는 무슨 뜻이야? B: 오래 지속될 수 있다는 뜻이야. ",A: What is the meaning of ()? B: It’s (). 
257,중2,능률(김),2015,4,Go Green Together,Can you tell me how to ()?를 활용해 방법 묻기. ,Can you tell me how to use this software? ,이 소프트웨어를 어떻게 사용하는지 알려줄 수 있어? ,How do you ()? Could you explain how to ()? 
258,중2,능률(김),2015,5,Give a Helping Hand,Why don’t we ()?를 활용해 제안하기. ,Why don’t we go hiking this weekend? ,이번 주말에 하이킹 가는 게 어때? ,How about ()? Let’s (). 
259,중2,능률(김),2015,6,The Best Trip of Your Life,How long does it take to ()?를 활용해 소요 시간 묻고 답하기. ,A: How long does it take from Seoul to Busan? B: It takes about three hours. ,A: 서울에서 부산까지 얼마나 걸려? B: 약 세 시간 걸려. ,A: How much time do you need to ()? B: I need () minutes/hours/days. A: How long will it take to ()? B: It will take () minutes/hours/days. 
260,중2,능률(김),2015,7,On My Way to the Future,need 동사를 활용해 조언 구하고 답하기. ,A: What do I need to do? B: You need to practice more. ,A: 나는 무엇을 해야 할까? B: 너는 연습을 더 해야 해. ,A: What should I do? B: You should (). A: Can you tell me what to do? B: You have to (). 
261,중3,능률(김),2015,1,A Life Full of Experiences,How do you like ()?를 활용해 만족이나 불만족에 대해 묻기. ,A: How do you like your new job? B: I love it! ,A: 너의 새 직장은 어때? B: 정말 좋아! ,A: Do you enjoy ()? A: Are you happy with ()? 
262,중3,능률(김),2015,2,Take Care of Yourself,be surprised ()를 활용해 놀람 표현하기. ,I'm surprised by how fast time flies. ,시간이 이렇게 빨리 가는 게 놀라워. ,I didn’t expect that (). It’s shocking that (). 
263,중3,능률(김),2015,3,"Always Aware, Always Prepared",Make sure ()를 활용해 경고하기·주의 주기. ,Make sure you lock the door before leaving. ,나가기 전에 문을 잠그는 걸 꼭 확인해. ,Be careful not to (). You should avoid (). 
264,중3,능률(김),2015,4,My Roles in Society,I have no doubt that ()를 활용해 확실성 정도 표현하기. ,I have no doubt that she will succeed. ,나는 그녀가 성공할 거라고 확신해. ,I’m certain that (). I’m confident that (). 
265,중3,능률(김),2015,5,Environmental Innovations,I can’t wait to ()를 활용해 희망·기대 표현하기. ,I can’t wait to see my family again. ,나는 가족을 다시 만나는 게 너무 기대돼. ,I’m looking forward to (). I’m excited to (). 
266,중3,능률(김),2015,6,Take Part in the Economy,Don’t forget to ()를 활용해 상기시키기. ,Don’t forget to bring your ID card. ,신분증을 가져오는 걸 잊지 마. ,Remember to (). Make sure to (). 
267,중3,능률(김),2015,7,Future Changes through Technology,likely를 활용해 가능성 정도 표현하기. ,It is likely that it will rain tomorrow. ,내일 비가 올 가능성이 높아. ,It’s possible that (). There’s a chance that (). 
268,중1,능률(양),2015,1,Meet My New Classmates,I enjoy ()를 활용해 좋아하는 것을 표현하기. ,I enjoy reading. ,나는 독서를 즐겨요. ,I like (). I’m fond of (). 
269,중1,능률(양),2015,2,Fun Plans for Happy Days,be interested in ()를 활용해 관심을 표현하기. # 주어 포함됨 ,She is interested in history. ,그녀는 역사에 관심이 있어요. ,() enjoy learning about (). () am/are/is fascinated by (). 
270,중1,능률(양),2015,3,"Thank You, My Family",Why don’t you ()?를 활용해 제안하기. ,Why don’t you try this? ,이걸 시도해 보는 게 어때요? ,How about ()? You should (). 
271,중1,능률(양),2015,4,"Get Healthy, Be Happy!",Would you like ()?를 활용해 음식을 권유하기. ,Would you like some tea? ,차 한 잔 드실래요? ,Do you want ()? How about some ()? 
272,중1,능률(양),2015,5,Why in the World?,몰랐던 정보를 듣고 놀라움을 표현하기. ,That’s surprising! ,그거 놀랍네요! ,I can’t believe it! That’s incredible! 
273,중1,능률(양),2015,6,For a Better World,Can you ()?를 활용해 요청 표현하기. ,Can you help me? ,저를 도와주실 수 있나요? ,Could you ()? Would you mind ()? 
274,중1,능률(양),2015,7,Let's Go Green,Now let’s ()를 활용해 주제를 소개하기. ,Now let’s talk about history. ,이제 역사에 대해 이야기해 보자. ,Let’s discuss (). Let’s start with (). 
275,중1,능률(양),2015,8,Wonderful Korea,How can I get to ()?를 활용해 길을 묻기. ,How can I get to the museum? ,박물관에 어떻게 가나요? ,Can you tell me how to get to ()? What’s the best way to get to ()? 
276,중2,능률(양),2015,1,What Is Your Color?,Which () do you prefer?를 활용해 선호에 대해 묻기. ,A: Which drink do you prefer? B: I prefer tea to coffee. ,A: 너는 어떤 음료를 더 좋아해? B: 나는 커피보다 차를 더 좋아해. ,A: What’s your favorite ()? B: My favorite is (). A: Do you like () or () better? B: I like () better. 
277,중2,능률(양),2015,2,"Old Things, New Art",You can say that again.를 활용해 동의하기. ,A: This restaurant serves the best pizza! B: You can say that again. ,A: 이 식당 피자가 최고야! B: 완전 동의해. ,"A: I totally agree with you. B: Yeah, me too. A: That’s so true. B: Absolutely! "
278,중2,능률(양),2015,3,"Go, Team!",It’s important to ()를 활용해 강조하기. ,A: It’s important to eat healthy food. B: That’s right. ,A: 건강한 음식을 먹는 것이 중요해. B: 맞아. ,"A: It’s crucial to (). B: I completely agree. A: It’s essential to (). B: Yes, it is. "
279,중2,능률(양),2015,4,Natural Weather Forecasters,Are you sure about ()?를 활용해 확실성 정도 표현하기. ,"A: Are you sure about your answer? B: Yes, I’m sure. / No, I’m not sure. ","A: 네 답이 확실해? B: 응, 확실해. / 아니, 확실하지 않아. ","A: Do you really think ()? B: Yes, I do. / No, I don’t. A: Are you certain about ()? B: Yes, I’m certain. / No, I’m not certain. "
280,중2,능률(양),2015,5,How Healthy Are Your Habits?,You'd better ()를 활용해 충고하기. ,A: You’d better take an umbrella. B: Thanks for the advice. ,A: 우산을 챙기는 게 좋겠어. B: 조언 고마워. ,A: You should (). B: I’ll do that. A: It’s a good idea to (). B: I’ll remember that. 
281,중2,능률(양),2015,6,Jobs Then and Now,Do you mind if I ()?를 활용해 허가 여부 묻기. ,"A: Do you mind if I open the window? B: No, I don’t mind. / Yes, I do. ",A: 창문을 열어도 될까요? B: 괜찮아요. / 죄송하지만 안 됩니다. ,"A: Is it okay if I ()? B: Sure, it’s okay. / I’d prefer if you didn’t. A: I was wondering if I ()? B: Yes, that’s fine. / No, I’m afraid not. "
282,중2,능률(양),2015,7,Korean Wave Around the World,조동사를 활용해 가능성 정도 표현하기. ,"A: It must be very difficult. B: Yes, it seems really hard. ","A: 그거 정말 어려울 것 같아. B: 응, 정말 어려워 보여. ",A: It is necessarily (). B: I think so too. A: It should be (). B: I agree. 
283,중2,능률(양),2015,8,"Beautiful Words, Better World",I can’t stand ()를 활용해 화냄 표현하기. ,A: I can’t stand loud noises. B: Me neither! ,A: 나는 시끄러운 소리를 정말 못 참아. B: 나도 그래! ,A: I can’t stand () anymore. B: I know how you feel. A: I’m fed up with (). B: I totally understand. 
284,중3,능률(양),2015,1,How Are You Getting Along?,I’m not happy about ()를 활용해 불평하기. ,A: I’m not happy about the service here. B: I understand your frustration. ,A: 여기 서비스가 마음에 안 들어. B: 네 기분 이해해. ,A: It’s not fair to (). B: I completely agree. A: I want to complain about (). B: I think you should. 
285,중3,능률(양),2015,2,Foods from Around the World,다양한 표현을 활용해 칭찬에 답하기. ,A: You did a great job! B: I’m glad you like it. ,A: 정말 잘했어! B: 네가 좋아하니 기뻐. ,A: I’m happy you like it. B: Thanks! A: I’m pleased you love it. B: That means a lot. 
286,중3,능률(양),2015,3,What Makes Us Shop?,Are you thinking of ()?를 활용해 의도 묻기. ,"A: Are you thinking of traveling this summer? B: Yes, I am. / No, I’m not. ","A: 이번 여름에 여행할 생각이야? B: 응, 맞아. / 아니, 아직 계획 없어. ","A: Will you ()? B: Yes, I will. / No, I won’t. A: Are you going to ()? B: Yes, I am. / No, I’m not. "
287,중3,능률(양),2015,4,We Are Global Villagers,be supposed to ()를 활용해 도덕적 의무 표현하기. ,A: We are supposed to recycle. B: That’s right! ,A: 우리는 재활용을 해야 해. B: 맞아! ,A: We must (). B: Absolutely. A: We should (). B: I totally agree. 
288,중3,능률(양),2015,5,Science in Sports,It isn’t clear to me ()를 활용해 이해 상태 나타내기. ,A: It isn’t clear to me how this works. B: Let’s figure it out together. ,A: 이게 어떻게 작동하는지 잘 모르겠어. B: 같이 알아보자. ,A: I don’t understand (). B: Let me explain. A: I don’t get (). B: I can help. 
289,중3,능률(양),2015,6,Make Your Ideas Blossom,Could you explain how to ()?를 활용해 설명 요청하기. ,"A: Could you explain how to solve this problem? B: Sure, let me show you. ","A: 이 문제 푸는 방법을 설명해 줄 수 있어? B: 물론이지, 보여줄게. ",A: Can you tell me how to ()? B: Of course. A: Would you mind explaining how to ()? B: Not at all. 
