학년,출판사,교육과정,단원 번호,단원 명,의사소통 기능,prompt 수정 사항,어휘,문화,소재,Function Material 1,Function Material 2,Function Material 3,Function Material 4,Phonics
초3,동아(윤),2022 개정 교육과정,4,How Many Carrots?,채소·과일의 개수 묻고 답하기 How many carrots? - Four carrots. 감사하고 이에 답하기 Thank you. - You’re welcome.,의문사 아님,"carrot, eight, good, how, kiwi, lemon, many, nine, no, orange, potato, seven, ten, tomato, welcome",세계 여러 나라의 숫자 세는 법,"가정생활, 민주시민, 일반교양","[DESCRIPTION]

How many ()를 활용해 채소나 과일의 개수 묻고 답하기.

[KEY_EXPRESSION]

A: How many apples?
B: Five apples.

[SUB_EXPRESSION_1]

A: How many oranges?
B: () oranges.

[SUB_EXPRESSION_2]

A: How many bananas?
B: () bananas.","[DESCRIPTION]

감사 표현과 이에 응답하는 표현 익히기.

[KEY_EXPRESSION]

Thank you.

[SUB_EXPRESSION_1]

Thanks.

[SUB_EXPRESSION_2]

Many thanks to you.",,,
초3,동아(윤),2022 개정 교육과정,5,I Like Salad,"좋아하는 음식 묻고 답하기 Do you like salad? - Yes, I do. / No, I don’t. 좋아하거나 싫어하는 음식 말하기 I like salad. / I don’t like salad.",,"about, and, banana, bread, chicken, chip, curry, do, fish, juice, like, milk, not, pizza, quiz, salad, steak, yes",세계 여러 나라의 대표 음식,"가정생활, 사회생활, 문화","[DESCRIPTION]

Do you like ()? 을 활용해 좋아하는 음식 묻고 답하기.

[KEY_EXPRESSION]

A: Do you like pizza?
B: Yes, I do.

[SUB_EXPRESSION_1]

A: Do you enjoy eating ()?
B: Yes, I do.

[SUB_EXPRESSION_2]

A: Are you fond of ()?
B: No, I don't.","[DESCRIPTION]

like, don't like 를 통해 좋아하거나 싫어하는 음식 말하기.

[KEY_EXPRESSION]

A: I like pizza./I don’t like broccoli.

[SUB_EXPRESSION_1]

A: I enjoy ()./I dislike ().

[SUB_EXPRESSION_2]

A: I’m fond of ()./I’m not a fan of ().",,,
초3,동아(윤),2022 개정 교육과정,6,What Color Is It?,색깔 묻고 답하기 What color is it? - It’s green. 사물을 가리키는 말 하기 Look at the flower.,"의문사 아님, what ~~는 의문사 태깅 제거 필요","at, black, blue, color, flower, for, green, now, red, umbrella, violin, white, yellow",세계 여러 나라의 무지개 색깔,"학교생활, 사회생활, 일반교양","[DESCRIPTION]

What color ()? -를 활용해 색깔을 묻고 답하기.

[KEY_EXPRESSION]

A: What color is this?
B: It's blue.

[SUB_EXPRESSION_1]

A: What shade is that?
B: It's ().

[SUB_EXPRESSION_2]

A: Can you tell me the color?
B: It is ().","[DESCRIPTION]

Look at ()를 활용해 사물을 가리키는 말 하기.

[KEY_EXPRESSION]

Look at the butterfly.

[SUB_EXPRESSION_1]

Observe the () carefully.

[SUB_EXPRESSION_2]

Look at the () attentively.",,,
초3,동아(윤),2022 개정 교육과정,7,I Have a Pencil,"물건을 가지고 있는지 묻고 답하기 Do you have a pencil? - Yes, I do. / No, I don’t. 가지고 있는 물건과 가지고 있지 않은 물건 말하기 I have a pencil. / I don’t have a pencil.",,"boat, crayon, eraser, have, pen, pencil, piano, ruler, tape",길이를 재는 단위,"학교생활, 사회생활, 민주시민, 생태전환","[DESCRIPTION]

Do you have ()? 를 활용해 물건을 가지고 있는지 묻고 답하기.

[KEY_EXPRESSION]

A: Do you have a marker?
B: Yes, I do.

[SUB_EXPRESSION_1]

A: Do you own a ()?
B: Yes, I do.

[SUB_EXPRESSION_2]

A: Have you got a ()?
B: No, I don’t.","[DESCRIPTION]

have를 활용해 소유 여부 말하기.

[KEY_EXPRESSION]

I have an eraser. / I don’t have an eraser.

[SUB_EXPRESSION_1]

I have a () item. / I don’t have a () one.

[SUB_EXPRESSION_2]

I own a (). / I don’t own a ().",,,
초3,동아(윤),2022 개정 교육과정,8,Can You Swim?,"할 수 있는 것 묻고 답하기 Can you swim? - Yes, I can. / No, I can’t. 할 수 있는 것과 할 수 없는 것 말하기 I can swim. / I can’t swim.",,"can, climb, dance, dive, go, jump, sing, skate, ski, swim, tennis",세계 여러 나라의 춤,"개인생활, 사회생활, 민주시민, 일반교양","[DESCRIPTION]

Can you ()?를 사용하여 할 수 있는 것 묻고 답하기.

[KEY_EXPRESSION]

A: Can you jump?
B: Yes, I can.

[SUB_EXPRESSION_1]

A: Are you able to ()?
B: Yes, I can.

[SUB_EXPRESSION_2]

A: Do you know how to ()?
B: Yes, I can.","[DESCRIPTION]

can 및 can’t를 활용해 할 수 있는 것과 할 수 없는 것 말하기.

[KEY_EXPRESSION]

A: Can you swim?
B: Yes, I can.

[SUB_EXPRESSION_1]

A: Are you able to ()?
B: Yes, I am.

[SUB_EXPRESSION_2]

A: Do you know how to ()?
B: Yes, I do.",,,
초3,동아(윤),2022 개정 교육과정,9,It’s Big!,"동물의 크기를 묘사하는 말 하기 It’s big. 어떤 동물인지 확인하고 이에 답하기 Is it a bear? - Yes, it is. / No, it isn’t.",,"baby, bear, big, cow, duck, game, kangaroo, lion, panda, pig, small, tiger, very",영어의 동물 울음소리,"개인생활, 사회생활, 생태전환, 디지털·AI, 일반교양","[DESCRIPTION]

'be + 형용사'를 활용해 동물의 크기를 묘사하는 말 하기.

[KEY_EXPRESSION]

It's large.

[SUB_EXPRESSION_1]

It's huge.

[SUB_EXPRESSION_2]

It's enormous.","[DESCRIPTION]

Is it ()?를 통해 특정 동물을 확인하고 이에 대해 응답하기.

[KEY_EXPRESSION]

A: Is it a lion?
B: Yes, it is.

[SUB_EXPRESSION_1]

A: Is it a bird?
B: No, it isn't.

[SUB_EXPRESSION_2]

A: Is it an elephant?
B: Yes, it is.",,,
초3,동아(윤),2022 개정 교육과정,10,Who Is He?,누구인지 묻고 답하기 Who is he/she? - He’s/She’s my dad/mom. 외모를 묘사하는 말 하기 He’s/She’s tall.,외모묘사에서 he/she가 아니라 형용사 다변화에 집중 요,"brother, dad, grandma, grandpa, he, kick, macaron, mom, pretty, she, sister, tall, who, zebra, zoo",세계 여러 나라의 전통 의상,"가정생활, 학교생활, 사회생활, 문화, 민주시민","[DESCRIPTION]

Who is ()?를 활용해 누구인지 묻고 답하기.

[KEY_EXPRESSION]

A: Who is she?
B: She's my teacher.

[SUB_EXPRESSION_1]

A: Who is that person?
B: They're my ()

[SUB_EXPRESSION_2]

A: Who are they?
B: They are my ()","[DESCRIPTION]

He’s/She’s ()을 활용해 외모를 묘사하는 말 하기.

[KEY_EXPRESSION]

He is tall.

[SUB_EXPRESSION_1]

She is short.

[SUB_EXPRESSION_2]

They are slim.",,,
초3,동아(윤),2022 개정 교육과정,11,How’s the Weather?,날씨 묻고 답하기 How’s the weather? - It’s sunny. 제안하고 이에 답하기 Let’s go outside. - Okay.,,"cloudy, let, outside, raining, snowing, snowman, sunny, there, weather, windy",세계 여러 도시의 12월의 날씨,"사회생활, 문화, 디지털·AI, 일반교양","[DESCRIPTION]

How's the ()?를 활용해 날씨 묻고 답하기.

[KEY_EXPRESSION]

A: How's the weather?
B: It's cloudy.

[SUB_EXPRESSION_1]

A: What's the weather like today?
B: It's ().

[SUB_EXPRESSION_2]

A: Is it sunny outside?
B: It's ().","[DESCRIPTION]

Let's ()을 활용해 제안하고 이에 답하기.

[KEY_EXPRESSION]

A: Let's visit the park.

[SUB_EXPRESSION_1]

A: Let's try ().

[SUB_EXPRESSION_2]

A: Shall we ()?",,,
초4,동아(윤),2022 개정 교육과정,1,My Name Is Sally,이름 묻고 답하기 What’s your name? - My name is Sally. 때에 맞는 인사하기 Good morning.,의문사 / good morning 없이 시간대에 맞는 인사 정도만 해도 좋음,"afternoon, bike, evening, jam, morning, name, ride, skateboard, together",세계 여러 나라의 아침 인사말,"학교생활, 사회생활, 민주시민","[DESCRIPTION]

'What’s your name?'이라는 표현을 통해 이름을 묻고 답하기.

[KEY_EXPRESSION]

A: What's your name?
B: My name is Jenny.

[SUB_EXPRESSION_1]

A: May I know your name?
B: I'm ().

[SUB_EXPRESSION_2]

A: Could you tell me your name?
B: I am ().","[DESCRIPTION]

하루의 시간대에 맞는 인사하기 .

[KEY_EXPRESSION]

Good morning!

[SUB_EXPRESSION_1]

Good afternoon!

[SUB_EXPRESSION_2]

Good evening!",,,
초4,동아(윤),2022 개정 교육과정,2,This Is My Friend,다른 사람을 소개하고 이에 답하기 This is my friend. - Nice to meet you. 안부 묻고 답하기 How are you? - I’m fine.,,"bag, father, fine, fly, friend, meet, mother, stop, teacher, to",영어권 나라에서 선생님을 부르는 말,"학교생활, 사회생활, 민주시민","[DESCRIPTION]

This is ()를 활용해 다른 사람을 소개하고 이에 답하기.

[KEY_EXPRESSION]

A: This is Alice.

[SUB_EXPRESSION_1]

A: This is ()'s friend.

[SUB_EXPRESSION_2]

A: Let me introduce ().","[DESCRIPTION]

How are you?를 활용해 상대방의 안부 묻고 답하기.

[KEY_EXPRESSION]

A: How are you?
B: I'm doing well.

[SUB_EXPRESSION_1]

A: How's it going?
B: I'm feeling good.

[SUB_EXPRESSION_2]

A: How have you been?
B: I'm alright.

",,,
초4,동아(윤),2022 개정 교육과정,3,Are You Happy?,"감정이나 상태 묻고 답하기 Are you happy? - Yes, I am. / No, I’m not. I’m sad. 상대방의 말에 동의하기 Me, too.",me too -> 다양한 표현,"angry, bird, bus, cup, happy, help, hungry, lunch, out, sad, thirsty, tired, watch",세계 여러 나라의 민요,"개인생활, 학교생활, 사회생활, 민주시민","[DESCRIPTION]

Are you ()?을 활용해 감정이나 상태 묻고 답하기.

[KEY_EXPRESSION]

A: Are you tired?
B: Yes, I am. / No, I'm not. I'm refreshed.

[SUB_EXPRESSION_1]

A: Are you excited?
B: Yes, I am. / No, I'm not. I'm calm.

[SUB_EXPRESSION_2]

A: Are you sleepy?
B: Yes, I am. / No, I'm not. I'm awake.","[DESCRIPTION]

간단한 표현을 활용해 상대방의 말에 동의하기.

[KEY_EXPRESSION]

Me too.

[SUB_EXPRESSION_1]

So do I.

[SUB_EXPRESSION_2]

Same here.",,,
초4,동아(윤),2022 개정 교육과정,4,Let’s Play Soccer,"제안하고 이에 답하기 Let’s play soccer. - Sounds good. / Sorry, I can’t. 위로하기 That’s too bad.",,"bad, badminton, baseball, basketball, cold, lesson, pink, play, soccer, sound, sure, well",세계 여러 나라의 인기 스포츠,"개인생활, 학교생활, 사회생활, 민주시민","[DESCRIPTION]

Let’s ()을 통해 제안하고 이에 대한 다양한 반응을 표현하기.

[KEY_EXPRESSION]

Let's go hiking.

[SUB_EXPRESSION_1]

Shall we try ()?

[SUB_EXPRESSION_2]

How about ()?","[DESCRIPTION]

위로하는 표현을 사용하여 상대방에게 공감과 격려 전달하기.

[KEY_EXPRESSION]

That's too unfortunate.

[SUB_EXPRESSION_1]

It seems quite unlucky.

[SUB_EXPRESSION_2]

That's so unfortunate.",,,
초4,동아(윤),2022 개정 교육과정,5,Don’t Run!,금지하고 이에 답하기 Don’t run. - Okay. / Sorry. 지시하고 이에 답하기 Put the can here. - Okay.,명령문 sub에 placeholder가 없음,"bottle, eat, enter, everyone, grass, line, paper, phone, pick, push, put, run, tent, touch, trash, use",세계 여러 나라의 다양한 표지판,"문화, 민주시민, 일반교양","[DESCRIPTION]

부정 명령문의 Don’t ()을 활용해 금지하고 이에 답하기.

[KEY_EXPRESSION]

A: Don't shout.
B: Okay.

[SUB_EXPRESSION_1]

A: Don’t touch ().
B: Sorry.

[SUB_EXPRESSION_2]

A: Don't open ().
B: Okay.","[DESCRIPTION]

지시하는 표현 및 이에 응답하기를 통해 기본적인 상호작용하기.

[KEY_EXPRESSION]

A: Place the book on the shelf.

[SUB_EXPRESSION_1]

A: Put the () on the ().

[SUB_EXPRESSION_2]

A: Arrange the () in the ().",,,
초4,동아(윤),2022 개정 교육과정,6,What Time Is It?,시각 묻고 답하기 What time is it? - It’s eleven twenty. 시각에 따른 일과 말하기 It’s time for school.,what time까지만 출력하도록 요,"bed, breakfast, dinner, eleven, fifty, forty, hurry, late, new, night, o’clock, school, show, thirty, time, twelve, twenty",세계 여러 나라의 아침 식사,"문화, 민주시민, 디지털·AI, 일반교양","[DESCRIPTION]

What time is it? 및 It's ()을 활용해 시각 묻고 답하기.

[KEY_EXPRESSION]

A: What time is it?
B: It's nine fifteen.

[SUB_EXPRESSION_1]

A: Can you tell me the time?
B: It's () ().

[SUB_EXPRESSION_2]

A: What's the current time?
B: It's () ().","[DESCRIPTION]

It’s time for ()를 활용해 시각에 따른 일과 말하기.

[KEY_EXPRESSION]

It's time for lunch.

[SUB_EXPRESSION_1]

It's time for bed.

[SUB_EXPRESSION_2]

It's time for play.",,,
초4,동아(윤),2022 개정 교육과정,7,Where Is My Shoe?,물건의 위치 묻고 답하기 Where is my shoe? - It’s under the table. 모르고 있음을 나타내는 말 하기 I don’t know.,,"basket, chair, cheese, desk, in, jacket, know, on, over, scarf, shoe, sofa, table, toy, under, we, where",세계 여러 나라의 전통 신발,"개인생활, 가정생활, 학교생활, 사회생활","[DESCRIPTION]  
Where is ()?를 사용해 물건의 위치를 묻고 답하기.  

[KEY_EXPRESSION]  
A: Where is my pencil?  
B: It’s under the table.  

[SUB_EXPRESSION]  
A: Where is my ()?  
B: It’s on the ().  

A: Do you see my ()?  
B: Yes, it’s ().  ","[DESCRIPTION]

I don’t know를 활용해 모르고 있음을 나타내는 말 하기.

[KEY_EXPRESSION]

I'm not sure.

[SUB_EXPRESSION_1]

I have no idea.

[SUB_EXPRESSION_2]

I am uncertain.",,,
초4,동아(윤),2022 개정 교육과정,8,It’s Sunday!,요일 묻고 답하기 What day is it today? - It’s Sunday. 방과 후 활동 말하기 I have a cooking class.,,"Monday, Tuesday, Wednesday, Thursday, Friday, Saturday, Sunday, birthday, class, cook, cookie, day, ground, house, make, read, really, today, water",세계 여러 나라의 요일과 관련된 특별한 날,"개인생활, 가정생활, 일반교양","[DESCRIPTION]

요일을 묻고 대답하는 연습을 통해 날짜 관련 표현 배우기.

[KEY_EXPRESSION]

A: What day is it today?
B: It’s Monday.

[SUB_EXPRESSION_1]

A: Do you know what day it is today?
B: It’s ().

[SUB_EXPRESSION_2]

A: Can you tell which day it is today?
B: Today is ().","[DESCRIPTION]

have ()를 활용해 방과 후 활동 말하기.

[KEY_EXPRESSION]

I have a painting class.

[SUB_EXPRESSION_1]

I have a () lesson.

[SUB_EXPRESSION_2]

I attend a () class.",,,
초4,동아(윤),2022 개정 교육과정,9,Is This Your Cap?,"물건의 주인인지 묻고 답하기 Is this your cap? - Yes, it is. / No, it isn’t. 물건 묘사하기 My cap is yellow.",,"bat, brush, cap, car, case, doll, find, robot, shirt, shop",세계 여러 나라의 인형,"개인생활, 학교생활, 민주시민, 일반교양","[DESCRIPTION]

소유를 묻고 답하는 표현을 통해 물건의 주인을 확인하기.

[KEY_EXPRESSION]

A: Is this your pencil?
B: Yes, it is / No, it isn't.

[SUB_EXPRESSION_1]

A: Is this your ()?
B: Yes, it is / No, it isn't.

[SUB_EXPRESSION_2]

A: Is this his/her ()?
B: Yes, it is / No, it isn't.","[DESCRIPTION]

색깔 등의 형용사를 활용해 물건 묘사하기.

[KEY_EXPRESSION]

A: My book is blue.

[SUB_EXPRESSION_1]

A: The chair is ().

[SUB_EXPRESSION_2]

A: That bag is ().

",,,
초4,동아(윤),2022 개정 교육과정,10,I’m Cooking,현재 무엇을 하고 있는지 묻고 답하기 What are you doing? - I’m cooking. What is he / she doing? - He’s / She’s cooking.,,"cake, card, clean, draw, drum, picture, room, sleep, tree",세계 여러 나라의 생활 풍습,"개인생활, 학교생활, 사회생활, 일반교양","[DESCRIPTION]

be ()ing를 활용해 현재 무엇을 하고 있는지 묻고 답하기.

[KEY_EXPRESSION]

A: What are you doing?
B: I'm painting.

[SUB_EXPRESSION_1]

A: What are you up to?
B: I am ().

[SUB_EXPRESSION_2]

A: What is going on?
B: I am ().",,,,
초4,동아(윤),2022 개정 교육과정,11,How Much Is It?,물건의 가격 묻고 답하기 How much is it? - It’s 700 won. 원하는 물건 말하기 I want this coat.,,"belt, chocolate, coat, hot, hundred, kite, much, party, ribbon, skirt, sweater, thousand, want",세계 여러 나라의 화폐 단위,"개인생활, 사회생활, 문화, 민주시민, 일반교양","[DESCRIPTION]

'How much ~?' 패턴을 활용해 물건의 가격 묻고 답하기.

[KEY_EXPRESSION]

How much does this cost?

[SUB_EXPRESSION_1]

How much is the ()?

[SUB_EXPRESSION_2]

What's the price of the ()?","[DESCRIPTION]

want ()을 활용해 원하는 물건 말하기.

[KEY_EXPRESSION]

I prefer this hat.

[SUB_EXPRESSION_1]

I like this ().

[SUB_EXPRESSION_2]

I choose that ().",,,
초3,동아(박),2015 개정 교육과정,1,"Hello, I'm Jimin","만나고 헤어질 때 인사하기Hello. / Hi. / Goodbye. / Bye. 자기소개하기I'm Jimin. 소개에 답하기Nice to meet you(, too).",,"am, bye, goodbye, hello, hi, I, meet, nice, to, too, you",세계 여러 나라의 인삿말,"학교생활, 교우 관계, 사회생활, 대인 관계","[DESCRIPTION]

간단한 인사말을 활용해 만나거나 헤어질 때 인사하기.

[KEY_EXPRESSION]

Hello there!

[SUB_EXPRESSION_1]

Hi!

[SUB_EXPRESSION_2]

Goodbye!","[DESCRIPTION]

be ()를 활용해 자기소개하기.

[KEY_EXPRESSION]

Hi, I'm Kim.

[SUB_EXPRESSION_1]

Hello, my name is ().

[SUB_EXPRESSION_2]

Hi there, I’m ().","[DESCRIPTION]

상대방의 소개에 대해 적절히 응답하는 표현 익히기.

[KEY_EXPRESSION]

A: Nice to meet you!
B: Nice to meet you, too.

[SUB_EXPRESSION_1]

A: It's a pleasure to meet you!
B: Likewise, nice to meet you.

[SUB_EXPRESSION_2]

A: I'm glad we met!
B: Same here, nice to meet you.",,
초3,동아(박),2015 개정 교육과정,2,What's This?,무엇인지 묻고 답하기What's this/that? - It's a pencil. 감사하기Thank you.,,"a(n), bag, book, boomerang, eraser, it, notebook, pen, pencil, ruler, thank, that, this, what",세계의 다양한 놀이 도구,"학교생활, 대인 관계, 배려","[DESCRIPTION]
'What's this/that?'를 활용해 사물의 이름을 묻고 답하기.

[KEY_EXPRESSION]

A: What's that?
B: It's a marker.

[SUB_EXPRESSION_1]

A: What is this?
B: It's a ().

[SUB_EXPRESSION_2]

A: What is that?
B: It's a ().","[DESCRIPTION]

감사의 표현을 통해 고마움을 전달하기.

[KEY_EXPRESSION]

Thanks a lot!

[SUB_EXPRESSION_1]

Many thanks!

[SUB_EXPRESSION_2]

Thank you very much!",,,
초3,동아(박),2015 개정 교육과정,3,"Sit Down, Please","지시하고 답하기Sit down(, please). - Okay. 사과하고 답하기I'm sorry. - That's okay.",,"cat, close, come, dad, dog, door, down, eye, here, okay, open, please, sit, sorry, stand, that, up",동물의 영어 울음 소리,"예절, 배려, 사회생활, 대인 관계","[DESCRIPTION]

명령문 표현을 활용해 지시하고 답하기.

[KEY_EXPRESSION]

A: Sit down, please.
B: Alright.

[SUB_EXPRESSION_1]

A: Stand up, please.
B: Sure.

[SUB_EXPRESSION_2]

A: Please wait.
B: Okay.","[DESCRIPTION]

'I'm sorry.'와 'That's okay.'를 활용해 사과하고 답하기.

[KEY_EXPRESSION]

A: I'm sorry.
B: That's alright.

[SUB_EXPRESSION_1]

A: Excuse me.
B: It's okay.

[SUB_EXPRESSION_2]

A: I apologize.
B: No problem.",,,
초3,동아(박),2015 개정 교육과정,4,Is It a Bear?,"무엇인지 확인하고 답하기Is it a bear? - Yes, it is. / No, it isn't. 크기 묘사하기It's big.",,"big, bear, elephant, kangaroo, look, monkey, no, not, panda, penguin, small, tiger, yes",나라 별 대표 동물,"자연 현상, 교우 관계, 여가 선용","[DESCRIPTION]

Is it ()?를 활용해 간단한 확인 및 답하기.

[KEY_EXPRESSION]

A: Is it a bird?
B: Yes, it is.

[SUB_EXPRESSION_1]

A: Is it ()?
B: Yes, it is.

[SUB_EXPRESSION_2]

A: Could that be ()?
B: Yes, it is.","[DESCRIPTION]

It's-을 활용해 사물의 크기 묘사하기.

[KEY_EXPRESSION]

It's enormous.

[SUB_EXPRESSION_1]

It's large.

[SUB_EXPRESSION_2]

It's huge.",,,
초3,동아(박),2015 개정 교육과정,5,I Like Pizza,"좋아하는 음식 묻고 답하기Do you like pizza? - Yes, I do. / No, I don't. 좋아하거나 싫어하는 음식 표현하기I (don't) like chicken.",,"cheese, chicken, cookie, do, fish, good, like, pizza, potato, tomato",세계의 다양한 음식 ,"의식주, 다양한 문화, 여가 선용","[DESCRIPTION]

Do you like ()?를 활용해 좋아하는 음식 묻고 답하기.

[KEY_EXPRESSION]

A: Do you like cookies?
B: Yes, I do.

[SUB_EXPRESSION_1]

A: Do you like ()?
B: Yes, I do.

[SUB_EXPRESSION_2]

A: Are you a fan of ()?
B: No, I’m not.","[DESCRIPTION]

I like/don't like ()를 통해 개인의 선호도를 표현하기.

[KEY_EXPRESSION]

A: I like cake.

[SUB_EXPRESSION_1]

A: I enjoy ().

[SUB_EXPRESSION_2]

A: I'm fond of ().",,,
초3,동아(박),2015 개정 교육과정,6,How Many Carrots?,개수 묻고 답하기How many carrots? - Two carrots. 감사에 답하기You're welcome.,,"apple, carrot, egg, how, kiwi, many, orange, starfruit, welcome, one, two, three, four, five, six, seven, eight, nine, ten",나라 별 숫자 세는방법 ,"가정생활, 의식주, 학교생활","[DESCRIPTION]

How many ()?를 활용해 개수 묻고 답하기.

[KEY_EXPRESSION]

A: How many apples do you have?
B: I have three apples.

[SUB_EXPRESSION_1]

A: How many books are there?
B: There are ().

[SUB_EXPRESSION_2]

A: How many candies did you eat?
B: I ate ().","[DESCRIPTION]

고마움에 대한 답변으로 사용되는 표현 익히기.

[KEY_EXPRESSION]

No problem!

[SUB_EXPRESSION_1]

It’s no big deal.

[SUB_EXPRESSION_2]

Don’t mention it.",,,
초3,동아(박),2015 개정 교육과정,7,I Can Swim,"할 수 있는지 묻고 답하기Can you swim? - Yes, I can. / No, I can't. 할 수 있는 것과 할 수 없는 것 표현하기I can('t) dance.",,"can, climb, dance, go, great, jump, run, skate, ski, swim",세계의 다양한 민속춤,"여가 선용, 교우 관계, 개인 생활","[DESCRIPTION]

Can ()를 활용해 할 수 있는지 묻고 답하기.

[KEY_EXPRESSION]

A: Can you draw?
B: Yes, I can.

[SUB_EXPRESSION_1]

A: Are you able to ()?
B: Yes, I am.

[SUB_EXPRESSION_2]

A: Do you know how to ()?
B: No, I don't.","[DESCRIPTION]

can / can't를 활용해 할 수 있는 것과 할 수 없는 것 표현하기.

[KEY_EXPRESSION]

A: I can dance.

[SUB_EXPRESSION_1]

A: I am able to ().

[SUB_EXPRESSION_2]

A: I know how to ().",,,
초3,동아(박),2015 개정 교육과정,8,Do You Have a Bike?,"물건을 가지고 있는지 묻고 답하기Do you have a bike? - Yes, I do. / No, I don't. 가지고 있는 물건과 가지고 있지 않은 물건 표현하기I (don't) have a glove.",,"ball, bat, bike, cap, glove, have, jump rope, umbrella",나라별 인기 스포츠,"여가 선용, 개인 생활, 교우 관계","[DESCRIPTION]

Do you have ()?를 활용해 물건을 가지고 있는지 묻고 답하기.

[KEY_EXPRESSION]

A: Do you have a pencil?
B: Yes, I do. / No, I don't.

[SUB_EXPRESSION_1]

A: Do you own a ()?
B: Yes, I do. / No, I don't.

[SUB_EXPRESSION_2]

A: Do you possess a ()?
B: Yes, I do. / No, I don't.","[DESCRIPTION]

have ()를 활용해 가지고 있는 물건과 가지고 있지 않은 물건 표현하기.

[KEY_EXPRESSION]

I have a bag.

[SUB_EXPRESSION_1]

I do not have ().

[SUB_EXPRESSION_2]

Do you have a ()?",,,
초3,동아(박),2015 개정 교육과정,9,I'm Happy,"감정이나 상태 묻고 답하기Are you happy? - Yes, I am. / No, I'm not. 생일 축하하기Happy birthday! 감정이나 상태 표현하기I'm sad.",,"angry, birthday, for, happy, hungry, sad, sleepy",세계의 다양한 생일 풍습,"개인 생활, 가정생활, 배려","[DESCRIPTION]

Are you ()?를 활용해 감정이나 상태 묻고 답하기.

[KEY_EXPRESSION]

Q: Are you excited? A: Yes, I am.

[SUB_EXPRESSION_1]

Q: Are you content? A: Yes, I am.

[SUB_EXPRESSION_2]

Q: Are you feeling well? A: No, I'm not.","[DESCRIPTION]

특정 상황에서 사용되는 축하 인사말 활용하기.

[KEY_EXPRESSION]

Happy birthday!

[SUB_EXPRESSION_1]

Congratulations on your birthday!

[SUB_EXPRESSION_2]

Wishing you a wonderful birthday!","[DESCRIPTION]

감정 표현을 위해 상태 형용사를 활용하기.

[KEY_EXPRESSION]

I'm tired.

[SUB_EXPRESSION_1]

I'm happy.

[SUB_EXPRESSION_2]

I'm excited.",,
초3,동아(박),2015 개정 교육과정,10,She's My Mom,누구인지 묻고 답하기Who's she/he? - She/He's my mom〔dad〕. 외모 나타내기She/He's tall.,,"brother, cute, doughnut, he, mom, pretty, she, sister, tall, who",영어로 형제자매를 가리키는 말,"가정생활, 사회생활, 대인 관계","[DESCRIPTION]

사용자를 소개하는 문장을 활용해 상대방이 누구인지 묻고 답하기.

[KEY_EXPRESSION]

A: Who's he?
B: He's my uncle.

[SUB_EXPRESSION_1]

A: Who is she?
B: She's my ()

[SUB_EXPRESSION_2]

A: Who might this be?
B: This is my ()","[DESCRIPTION]

형용사를 활용해 외모 나타내기.

[KEY_EXPRESSION]

She is tall.

[SUB_EXPRESSION_1]

He is handsome.

[SUB_EXPRESSION_2]

She is beautiful.",,,
초3,동아(박),2015 개정 교육과정,11,What Color Is It?,색깔 묻고 답하기What color is it? - It's green. 사물을 가리키는 말하기Look at the sky.,,"at, beautiful, blue, butterfly, color, flower, green, purple, red, sky, star, yellow",세계의 자연 현상,"자연 현상, 여가 선용, 심미적 심성","[DESCRIPTION]

What color is ()? - It's ()를 활용해 색깔을 묻고 답하기.

[KEY_EXPRESSION]

A: What color is the car?
B: It's red.

[SUB_EXPRESSION_1]

A: What color is this?
B: It’s ().

[SUB_EXPRESSION_2]

A: Can you tell me the color?
B: It is ().","[DESCRIPTION]

'Look at ()'을 활용하여 대상이나 사물을 가리키는 말하기.

[KEY_EXPRESSION]

Observe the tree.

[SUB_EXPRESSION_1]

Pay attention to the ()

[SUB_EXPRESSION_2]

Have a look at the ()",,,
초3,동아(박),2015 개정 교육과정,12,How's the Weather?,날씨 묻고 답하기How's the weather? - It's sunny. 제안하기Let's go outside.,,"cloudy, let, play, raining, sunny, snowing, we, weather, windy",세계의 현재 날씨,"자연 현상, 여가 선용, 교우 관계","[DESCRIPTION]

How's the weather?를 활용해 날씨 상태를 묻고 답하기.

[KEY_EXPRESSION]

A: How's the weather?
B: It's rainy.

[SUB_EXPRESSION_1]

A: What's the weather like?
B: It's ().

[SUB_EXPRESSION_2]

A: How is it outside?
B: It's ().","[DESCRIPTION]

Let's ()을 활용해 제안하기.

[KEY_EXPRESSION]

Let's play outside.

[SUB_EXPRESSION_1]

Shall we go outdoors?

[SUB_EXPRESSION_2]

Why don’t we play outside?",,,
