학습목표,Quiz 1,Korean 1,Option 1-1,Option 1-2,Option 1-3,Answer 1,Index 1,Quiz 2,Korean 2,Option 2-1,Option 2-2,Option 2-3,Answer 2,Index 2,샘플 스크립트 (영어),샘플 스크립트 (한국어)
"만나고 헤어질 때 적절한 인사 표현을 익힐 수 있어요.
Hi! / Hello! / Goodbye! 및 Good evening! See you soon!와 같이 다양한 인사 표현을 사용할 수 있어요.",___!,안녕하세요!,Goodbye!,Hello!,Hi!,Hello!,2,Good evening! ___ you soon!,좋은 저녁이에요! 곧 봐요!,See,Look,Meet,See,1,A: Hello! It's wonderful to see you tonight. B: Good evening! I hope you have a pleasant time. A: Goodbye! Take care and see you soon.,A: 안녕하세요! 오늘 밤 당신을 보게 되어 반가워요. B: 좋은 저녁이에요! 즐거운 시간 보내길 바래요. A: 잘 가요! 조만간 또 봐요.
"물건이 무엇인지 묻고 답하는 방법을 배울 수 있어요.
Learn how to ask and answer what an object is.",A: What’s ___? B: It’s a kite.,이 표현은 물건이 무엇인지 묻고 '연'이라고 응답하는 대화를 나타냅니다.,that,this,these,this,2,B: It’s a ___.,이 문장에서 답은 '연'이다.,balloon,kite,plane,kite,2,A: What’s this? B: It’s a book. A: What’s that? B: It’s a pen. A: Do you know what pen is? B: It’s a pen.,A: 이게 뭐야? B: 책이야. A: 저게 뭐야? B: 펜이야. A: 펜이 뭔지 알아? B: 펜이야.
"명령문을 사용하여 지시하는 방법을 배울 수 있어요.
명령문을 통해 지시하는 방법을 익힐 수 있어요.","A: ___, please. B: Okay.","A: 조용히 해줘, 제발. B: 알겠어.",Listen carefully,Be quiet,Be still,Be quiet,2,"A: ___, please. B: Sure.","A: 줄을 서, 제발. B: 알겠어.",Stand up,Line up,Sit down,Line up,2,"A: Lower your voice, please. B: Sure. A: Form a line, please. B: Alright.","A: 목소리를 낮춰줘, 제발. B: 알겠어. A: 줄을 서봐, 제발. B: 좋아."
"Learn to ask and answer questions about quantities using 'How many'.
How many ()?를 통해 개수를 묻고 답하는 방법을 배울 수 있어요.",A: How many ___? B: Three oranges.,A: 오렌지가 몇 개 있어요? B: 오렌지 세 개야.,apples,oranges,bananas,oranges,2,A: How many ___ do you have? B: I have oranges.,A: 오렌지를 몇 개 가지고 있어요? B: 오렌지를 가지고 있어요.,apples,oranges,grapes,oranges,2,"A: How many apples do you need? B: I need four apples. A: Are there any apples in the bag? B: Yes, there are.","A: 가방에 사과가 몇 개 필요한지 말해줄래? B: 사과 네 개 필요해. A: 가방에 사과가 있니? B: 응, 있어."
"물건을 가지고 있는지 묻고 답하는 방법을 배울 수 있어요.
Do you have ()?와 같은 표현을 사용해 필요한 물건이 있는지 확인할 수 있어요.","A: Do you have a ___? B: Yes, I do. / No, I don’t.","A: 자 있어요? B: 네, 있어요. / 아니요, 없어요.",pen,ruler,book,ruler,2,"A: Do you own a ___? B: Yes, I do. / No, I don’t. A: Have you got a ___? B: Yes, I have. / No, I haven’t.","A: 자를 가지고 있니? B: 네, 가지고 있어. / 아니, 없어. A: 자가 있니? B: 네, 있어. / 아니, 없어.",ruler,scissors,pencil,ruler,1,"A: Do you have a pen? B: Yes, I do. A: Have you got a pen? B: Yes, I have.","A: 펜 있어요? B: 네, 있어요. A: 펜 있니? B: 네, 있어요."
"색깔을 묻고 답하는 방법을 배울 수 있어요.
Learn how to ask about colors and respond.",A: What color is your backpack? B: It's ______.,A: 네 가방 색깔은 뭐야? B: 빨간색이야.,green,red,blue,red,2,"A: What's the color of your ______? B: It's red. A: Is it red? B: Yes, it is.","A: 네 물건의 색깔은 뭐야? B: 빨간색이야. A: 빨간색이니? B: 응, 맞아.",pencil,backpack,book,backpack,2,"A: What color is your jacket? B: It's blue. A: What's the color of your shoes? B: They're blue. A: Are they blue? B: Yes, they are.","A: 네 재킷 색깔은 뭐야? B: 파란색이야. A: 네 신발 색깔은 뭐야? B: 파란색이야. A: 파란색이니? B: 응, 맞아."
"좋아하거나 싫어하는 음식을 묻고 답하는 방법을 배울 수 있어요.
Learn to ask and answer whether you like or dislike foods using 'Do you like ()?'.","A: Do you like ___? B: Yes, I do. / No, I don't.","A: 바나나를 좋아하니? B: 응, 좋아해. / 아니, 싫어해.",oranges,bananas,grapes,bananas,2,"A: Do you enjoy eating ___? B: Yes, I do. / No, I don't.","A: 바나나를 먹는 것을 즐기니? B: 응, 좋아해. / 아니, 싫어해.",bananas,pasta,steak,bananas,1,"A: Do you like pasta? B: Yes, I do. A: How do you feel about eating pasta? B: I like it a lot.","A: 파스타를 좋아하니? B: 응, 좋아해. A: 파스타 먹는 것은 어때? B: 아주 좋아해."
"사물이나 동물을 묘사하는 표현을 배울 수 있어요.
You can describe objects or animals using expressions like 'It’s tall.'",It’s ______.,이것은 키가 크다.,short,tall,small,tall,2,It’s very ______.,이것은 아주 보송보송하다.,rough,heavy,fluffy,fluffy,3,"A: It’s towering. B: Wow, that is impressive! A: It’s very vibrant. B: It really catches the eye.","A: 그것은 우뚝 솟아 있어. B: 와, 정말 인상적이야! A: 그것은 아주 생기 있어 보여. B: 정말 눈에 띄네."
"능력 여부를 질문하고 대답하는 방법을 배울 수 있어요.
Can you ()? 표현을 통해 능력 여부를 묻고 답할 수 있어요.","A: Can you ___? B: Yes, I can.","A: 수영할 수 있니? B: 응, 할 수 있어.",sing,swim,dance,swim,2,"A: Are you able to ___? B: Yes, I am.","A: 너는 수영할 수 있니? B: 응, 할 수 있어.",read,swim,run,swim,2,"A: Can you run? B: Yes, I can. A: Do you know how to run? B: Yes, I do.","A: 달릴 수 있니? B: 응, 할 수 있어. A: 너 달릴 줄 알아? B: 응, 알아."
"사람에 대해 묻고 답하는 방법을 배울 수 있어요.
‘Who’s ()?’ 같은 표현을 사용하여 인물의 관계를 설명할 수 있어요.",He's my ___.,그는 내 삼촌이야.,father,uncle,cousin,uncle,2,She’s my ___.,그녀는 내 이모야.,mother,aunt,sister,aunt,2,A: Who’s he? B: He’s my neighbor. A: Who’s she? B: She’s my teacher.,A: 저 사람 누구야? B: 그는 내 이웃이야. A: 저 사람은 누구니? B: 그녀는 내 선생님이야.
"날씨에 대해 묻고 대답하는 방법을 배울 수 있어요.
You can ask and answer about the weather using 'How’s the weather today?'",A: ______ the weather today? B: It’s rainy.,"오늘 날씨 어때? 라고 물어보고, '비가 와요'라고 대답해요.",What's,How’s,When’s,How’s,2,A: Is it ______ outside?,밖이 비 오는가요?,sunny,rainy,windy,rainy,2,"A: How’s the weather today? B: It’s cloudy. A: What’s the weather like? B: It’s a bit overcast. A: Is it overcast outside? B: Yes, it is.","A: 오늘 날씨 어때? B: 흐리네요. A: 날씨가 어때? B: 약간 흐리게 보여요. A: 밖이 흐리니? B: 네, 맞아요."
"자신을 소개하는 표현을 익히고 답할 수 있어요.
Practice expressions for introducing yourself and responding.",A: ___ Eric.,A: 나는 에릭이다.,He is,I am,You are,I am,2,A: My name is Eric. A: ___ Eric!,A: 내 이름은 에릭이야. A: 나는 에릭이야!,I was,I'm,I will be,I'm,2,A: I am a teacher. B: It's a pleasure to meet you. A: My name is Linda. B: I'm excited to work with you.,A: 나는 선생님이야. B: 만나서 반가워. A: 내 이름은 린다야. B: 함께 일하게 되어 기뻐.
"감사의 표현을 사용할 수 있어요.
감사에 대한 응답을 할 수 있어요.",___.,감사합니다.,I appreciate it,Thank you,Thank you much,Thank you,2,___.,친절하게 감사합니다.,Thank you thankfully,Thank you kindly,Thank you very much,Thank you kindly,2,A: Thank you for your guidance. B: You're welcome! A: I truly appreciate your support. B: Anytime!,A: 지도해줘서 고마워. B: 천만에요! A: 네 도움이 정말 큰 힘이 되었어. B: 언제든지!
"주목을 요청하는 표현을 사용할 수 있어요.
You can use expressions to request attention.",___ over here!,여기 봐!,Watch,Look,Listen,Look,2,___ this! Pay attention!,이것 좀 봐! 집중해!,Read,See,Ignore,See,2,"A: Look over here! B: What do you need? A: See this and focus! B: Alright, I'm checking it out.","A: 여기 봐! B: 뭐가 필요해? A: 이것 좀 보고 집중해! B: 알겠어, 확인할게."
"음식에 대한 선호와 비선호를 표현할 수 있어요.
Do you like와 enjoy를 사용하여 좋아하거나 싫어하는 음식을 말할 수 있어요.","Do you ___ ice cream? B: Yes, I love it.","아이스크림을 좋아하니? 응, 난 정말 좋아해.",enjoy,like,hate,like,2,"A: Do you ___ ice cream? B: Yes, I enjoy it.","아이스크림을 즐기니? 응, 난 즐겨해.",like,enjoy,hate,enjoy,2,"A: Do you like pizza? B: Yes, I love it. A: Do you enjoy burgers? B: Yes, I enjoy them.","A: 피자를 좋아하니? B: 응, 정말 좋아해. A: 버거를 즐기니? B: 응, 즐겨 먹어."
"형용사를 사용하여 사물이나 대상의 크기를 나타낼 수 있어요.
You can describe the size of things by using adjectives.",It's ___.,그것은 커요.,small,big,tiny,big,2,It's ___.,그것은 큽니다.,tiny,large,short,large,2,"A: The package is huge. B: That's surprising; it's much larger than usual. A: Yes, its size is impressive.","A: 소포가 엄청 큽니다. B: 놀라워요, 평소보다 훨씬 큽니다. A: 네, 크기가 정말 인상적이에요."
"조동사 can과 can't를 활용하여 능력과 가능성을 표현할 수 있어요.
can과 can't를 사용해 할 수 있는 일과 불가능한 일을 말할 수 있어요.",I can ___ the piano.,나는 피아노를 칠 수 있어.,sing,play,jump,play,2,I can ___ well.,나는 잘 춤출 수 있어.,run,dance,read,dance,2,"A: I can play the guitar. B: Wow, that's impressive! A: I can dance well, but I cannot swim.","A: 나는 기타를 칠 수 있어. B: 와, 정말 인상적이야! A: 나는 춤을 잘 추지만 수영은 못해."
"부정 표현을 사용해 자신의 불확실함을 표현할 수 있어요.
모르는 상황에서 'I'm not sure.'와 'I have no idea.' 등의 표현을 사용할 수 있어요.","When you are uncertain about an answer, you can say, '___.'",답이 확실하지 않을 때 이렇게 말할 수 있어요.,I'm sure,I'm not sure,I don't know,I'm not sure,2,"If someone asks for your opinion and you truly have no answer, you might respond, '___.'","누군가의 의견을 물었을 때, 정말 모를 때 이렇게 답할 수 있어요.",I can't say.,I have no idea.,I'm not sure.,I have no idea.,2,"A: I'm not really sure about the schedule tonight. B: Honestly, I have no idea what time it starts. A: Maybe we should check online? B: Good idea, let's try that.","A: 오늘 밤 일정이 확실하지 않아요. B: 솔직히 언제 시작하는지 전혀 모르겠어요. A: 인터넷에서 확인해보는 게 어때요? B: 좋은 생각이에요, 그렇게 해요."
"건네는 상황에서 사용할 수 있는 표현을 익힐 수 있어요.
물건을 건네줄 때 자연스럽게 사용할 수 있는 표현이에요.","When handing over something, you say, '___'",물건을 건네줄 때 이렇게 말해요.,Thank you,Here you go.,Excuse me,Here you go.,2,"When passing an item, say, '___'",물건 건넬 때 이렇게 말해요.,There you are. Here it is.,There you are. There it is.,Here you go. There you go.,There you are. Here it is.,1,A: Here you go. B: Thanks a lot! A: There you are. Here it is. B: Wonderful!,A: 여기 있어요. B: 정말 고마워요! A: 저기 있어요. 여기 있습니다. B: 멋져요!
"다른 사람의 생일을 축하하는 말을 사용할 수 있어요.
Wishing you a very happy birthday! 와 같은 표현을 사용할 수 있어요.",______ you a very happy birthday!,너에게 아주 행복한 생일을 기원해!,Celebrating,Wishing,Hoping,Wishing,2,Have a ______ birthday!,멋진 생일 보내세요!,ordinary,fantastic,sad,fantastic,2,"A: Wishing you a very happy birthday! B: Thank you, I really appreciate it! A: Have a fantastic birthday! B: I'm looking forward to the celebration!","A: 너에게 아주 행복한 생일을 기원해! B: 정말 고마워, 진심으로 감사해! A: 멋진 생일 보내세요! B: 축하 파티가 기대돼!"
"기본적인 표현을 사용하여 잘한 일을 칭찬할 수 있어요.
You can use basic expressions to praise good work.",___ job!,정말 잘했어!,Good,Great,Well,Great,2,___ effort!,훌륭한 노력이다!,Mediocre,Excellent,Average,Excellent,2,A: Fantastic work on your presentation. B: Thank you! A: Your superb effort was evident in every detail. B: I appreciate your kind words.,A: 발표에서 환상적인 결과를 냈어. B: 고마워! A: 너의 훌륭한 노력이 모든 부분에 드러났어. B: 네 칭찬에 감사해.
"Let’s 구조를 활용해 제안하는 말을 할 수 있어요.
You can make suggestions using 'Let's' expressions.",Let's ___ some snacks.,간식 좀 먹자.,prepare,eat,drink,eat,2,Let's ___ a game.,게임하자.,make,stop,play,play,3,A: Let's bake a cake. B: Great idea! A: Let's play a board game. B: That sounds fun!,A: 케이크를 만들어 보자. B: 좋은 생각이야! A: 보드게임 하자. B: 재미있겠다!
"자기 자신을 소개하는 간단한 표현을 사용할 수 있어요.
You can use simple expressions to introduce yourself.","___, I'm Jina. What's your name?","안녕, 난 지나야. 이름이 뭐니?",Goodbye,Hello,Hey,Hello,2,"Hi, I'm Sara. ___ Tom.","안녕, 난 사라야. 내 이름은 톰이야.",I am,My name is,Hello,My name is,2,"A: Hello, I'm Lisa. What's your name? B: Hi, I'm David. My name is David. It's a pleasure meeting you.","A: 안녕, 난 리사야. 이름이 뭐니? B: 안녕, 난 데이비드야. 내 이름은 데이비드야. 만나서 반가워."
"간단한 형용사를 사용할 수 있어요.
사물의 크기와 상태를 정확하게 묘사할 수 있어요.",It is ____.,이것은 큽니다.,tiny,large,narrow,large,2,It is ____.,이것은 작습니다.,huge,old,small,small,3,"A: The painting is large in appearance. B: It really captures attention. A: However, the sculpture is small in scale. B: That mix creates a nice balance.",A: 그 그림은 크기가 큽니다. B: 정말 눈길을 사로잡네요. A: 하지만 그 조각은 작아요. B: 그런 조합이 균형을 잘 이루네요.
"금지하는 표현을 사용할 수 있어요.
You can use 'don't' expressions to prohibit actions.","Please don't ___, okay?","제발 뛰지 마, 알겠니?",run,dance,jump,jump,3,"Please don't ___ that, alright?","제발 그거 만지지 마, 알겠니?",push,touch,pick,touch,2,"A: Please don't jump, okay? B: I'll be careful. A: Please don't touch that, alright? B: I won't mess with it.","A: 제발 뛰지 마, 알겠니? B: 조심할게. A: 제발 그거 만지지 마, 알겠니? B: 손대지 않을게."
"간단한 표현을 사용해 상대방의 주의를 끌 수 있어요.
Use simple expressions to grab someone's attention.",___!,봐!,Listen!,Look!,Check!,Look!,2,"Hey, ___ this out! Wow! Come on and see this!","이봐, 이것 좀 봐! 와우! 어서 봐봐!",watch this,check this out,see that,check this out,2,"A: Look! I found a cool sculpture. B: Really? Hey, check this out! I saw another one nearby.","A: 봐! 멋진 조각품을 찾았어. B: 정말? 이봐, 이것 좀 봐! 근처에서 다른 걸 봤어."
"좋아하는 것과 싫어하는 것을 표현할 수 있어요.
You can express what you love or dislike using 'like' expressions.",I ___ apples.,나는 사과를 즐긴다.,dislike,enjoy,avoid,enjoy,2,I ___ oranges. I don't like oranges.,나는 오렌지를 사랑한다. 나는 오렌지를 싫어한다.,hate,see,love,love,3,"A: I enjoy jogging in the park. B: That's nice! I love sunny days. A: I don't like long meetings. B: I agree, they can be tiresome.","A: 나는 공원에서 조깅하는 것을 즐긴다. B: 멋지다! 나는 맑은 날씨를 사랑해. A: 나는 긴 회의를 싫어해. B: 동감이야, 정말 피곤해."
"격려의 표현을 사용할 수 있어요.
You can use supportive expressions to encourage others.",___ in yourself.,자신을 믿어.,Think,Believe,Trust,Believe,2,"Keep going, you can achieve ______. Don't give up, you're capable of ______.","계속 나아가, 성공을 이룰 수 있어. 포기하지 마, 넌 능력이 있어.",failure,success,delay,success,2,"A: Believe in yourself and keep pushing forward. B: Yes, I always remind myself to stay confident. A: Keep going, you can achieve success if you work hard. B: That's right, I won't give up!","A: 자신을 믿고 계속 전진해. B: 맞아, 난 항상 자신감을 잃지 않으려고 해. A: 계속 나아가, 열심히 하면 성공을 이룰 수 있어. B: 그래, 절대 포기하지 않을 거야!"
"have를 사용해 물건의 소유를 표현할 수 있어요.
Do you have? 등의 표현을 사용하여 소유를 표현하는 방법을 배워요.",Do you ___ a bag?,"A: 가방 있어요? B: 네, 가방 있어요.",get,have,own,have,2,Do you ___ a bag?,"A: 가방을 소유하고 있어요? B: 네, 가방 있어요.",own,have,get,own,1,"A: Do you have a pen? B: Yes, I have a pen. A: Do you own a notebook? B: No, I don't have one.","A: 펜 있어요? B: 네, 펜 있어요. A: 공책을 소유하고 있어요? B: 아니요, 공책은 없어요."
"상대방의 나이를 묻고 답할 수 있어요.
You can ask and answer questions about age using phrases like 'How old are you?'.",A: How _____ are you? B: I'm six years old.,A: 몇 살이에요? B: 저는 여섯 살이에요.,young,old,tall,old,2,A: Can you _____ me your age? B: I'm six years old.,A: 당신의 나이를 말해줄래요? B: 나는 여섯 살이야.,hide,tell,read,tell,2,A: How old are you? B: I'm nine years old. A: Could you share your age with me? B: I'm nine years old.,A: 몇 살이에요? B: 저는 아홉 살이에요. A: 나이를 알려주실래요? B: 저는 아홉 살이에요.
"상대방의 의견이나 말에 동의하는 표현을 사용할 수 있어요.
You can agree with others using expressions like 'Absolutely correct.' and 'Exactly. That's accurate.'",_____ correct.,전적으로 맞아요.,Possibly,Absolutely,Probably,Absolutely,2,___ . That's accurate.,정확해요. 정말 맞는 말이에요.,Maybe,Exactly,Never,Exactly,2,A: Absolutely correct. B: I completely agree with your opinion. A: Exactly. That's accurate. B: Your point is very clear.,A: 전적으로 맞아요. B: 당신의 의견에 전적으로 동의해요. A: 정확해요. 정말 맞는 말이에요. B: 당신의 요점이 아주 분명해요.
"‘Let's’를 활용해 활동을 제안하고 응답할 수 있어요.
활동 제안을 통해 상대방의 긍정적 반응을 유도할 수 있어요.",A: Let's ___ together. B: Sure.,A: 같이 ___하자. B: 좋아.,eat,play,read,play,2,A: Let's ___ a song. B: Great idea.,A: 노래를 ___하자. B: 좋은 생각이야.,draw,sing,dance,sing,2,A: Let's dance together. B: Of course! A: Let's read a book. B: That sounds fun.,A: 같이 춤추자. B: 물론이지! A: 책을 읽자. B: 재미있겠네.
"간단한 자기소개 및 이에 대한 답례 표현을 익힐 수 있어요.
자기소개와 답례 표현을 통해 인사하는 방법을 배울 수 있어요.","Hi, I'm ___. — Pleased to meet you.","안녕, 나는 알렉스야. — 만나서 반가워.",Alice,Alex,Ben,Alex,2,"Hello, I am ___. — How do you do?","안녕, 나는 알렉스야. — 처음 뵙겠습니다.",John,Alex,Mary,Alex,2,"A: Hi, I'm Jamie. — Pleased to meet you. B: Hello, I am Morgan. — How do you do?","A: 안녕, 나는 제이미야. — 만나서 반가워. B: 안녕, 나는 모건이야. — 처음 뵙겠습니다."
"사물의 크기를 나타내는 표현을 사용할 수 있어요.
It's ()를 활용해 크기를 묘사할 수 있어요.",It’s ____.,그것은 큽니다.,small,large,tiny,large,2,It’s ____.,그것은 거대합니다.,small,massive,little,massive,2,"A: The container is large. B: Wow, it's very impressive! A: Actually, it's massive in size. B: That really caught my eye.","A: 그 상자는 큽니다. B: 와, 정말 인상적이네요! A: 사실, 크기가 거대합니다. B: 정말 눈에 띄네요."
"간단한 표현으로 칭찬이나 긍정적인 반응을 표현할 수 있어요.
You can express compliments or positive reactions using simple phrases like Fantastic! and Amazing!.",___!,환상적이야.,Excellent!,Fantastic!,Wonderful!,Fantastic!,2,___!,굉장해.,Cool!,Amazing!,Super!,Amazing!,2,A: Fantastic! Your design is truly creative. B: Amazing! I admire your skill.,A: 환상적이야! 네 디자인이 정말 창의적이야. B: 굉장해! 네 실력이 돋보여.
"'enjoy'를 사용하여 좋아하는 음식을 표현할 수 있어요.
'like'를 사용해 음식을 좋아하는 표현과 싫어하는 표현을 구분할 수 있어요.",I ___ fruits.,나는 과일을 즐겨요.,like,enjoy,despise,enjoy,2,I ___ sushi.,나는 초밥을 좋아해.,despise,like,enjoy,like,2,"A: I enjoy ice cream. B: Really? I like broccoli, but I don't enjoy spinach.","A: 나는 아이스크림을 즐겨요. B: 정말? 나는 브로콜리를 좋아하지만, 시금치는 즐기지 않아요."
"하루의 시간대에 맞게 인사할 수 있어요.
You can greet people according to the time of day.",___ morning!,좋은 아침이에요!,Great,Good,Nice,Good,2,___!,안녕하세요!,Hey,Hello,Hi,Hello,2,"A: Good morning! B: Hi there! A: Ready for today's meeting? B: Yes, let's get started.","A: 좋은 아침이에요! B: 안녕하세요! A: 오늘 회의 준비되었나요? B: 네, 시작합시다."
"can/can't 표현을 통해 능력 여부를 나타낼 수 있어요.
can/can't 표현을 사용하여 누군가의 능력을 물어보고 대답할 수 있어요.","A: Can you ___? B: Yes, I can.","A: 너 요리할 수 있어? B: 응, 할 수 있어.",drive,cook,swim,cook,2,"A: Are you ___? B: Absolutely, I can do that.","A: 너 할 수 있니? B: 물론이지, 할 수 있어.",capable of,able to,willing to,able to,2,"A: Can you drive? B: Yes, I can. A: Are you able to drive? B: Absolutely, I can do that.","A: 너 운전할 수 있어? B: 응, 할 수 있어. A: 운전할 수 있니? B: 물론이지, 할 수 있어."
"사용자의 주의를 끌 수 있는 표현을 사용할 수 있어요.
Look over there!와 Take a look! 같은 표현을 사용해 사용자의 주의를 끌 수 있어요.",___ over there!,저기 봐!,Hear,Look,See,Look,2,Take a ___!,한번 봐!,glimpse,look,peek,look,2,"A: Look over there! B: Wow, that is incredible. A: Take a look! B: I can believe my eyes.","A: 저기 봐! B: 와, 정말 놀라워. A: 한번 봐! B: 눈을 의심할 정도야."
"감사의 표현을 사용할 수 있어요.
감사의 표현에 적절히 답할 수 있어요.",Thank ___ .,감사합니다.,yeah,you,u,you,2,___! You're welcome!,고마워! 천만에요!,Hello,Sorry,Thanks,Thanks,3,A: Thank you for your help. B: You're welcome. A: Thanks for everything! B: Always happy to help.,A: 도움을 주셔서 감사합니다. B: 천만에요. A: 모든 것에 고마워요! B: 언제든 기꺼이 도와드려요.
"상대방의 즐거움을 바라는 인사를 사용할 수 있어요.
상대방이 즐거운 시간을 보내도록 기원하는 표현을 사용할 수 있어요.",___ your day!,즐거운 하루 보내세요!,Have,Enjoy,Love,Enjoy,2,Wishing you ___! Make it a great time!,재미있게 보내세요! 멋진 시간을 보내길 바랄게요.,bored,fun,sad,fun,2,"A: Have a wonderful day! B: Thanks, I plan to relax. A: Hope you enjoy yourself! Have an awesome time! B: I really appreciate it.","A: 멋진 하루 되세요! B: 고마워요, 편안하게 보낼 거예요. A: 즐겁게 보내세요! 멋진 시간 보내세요! B: 정말 감사해요."
"상대방에게 물건을 건낼 때 'Here you go' 표현을 사용할 수 있어요.
'Take this. This is for you.'와 같은 표현을 활용하여 상대방에게 물건을 건넬 수 있어요.",___ you go.,여기 있습니다.,There,Here,Come,Here,2,___ this. This is for you.,이것 좀 가져가세요. 이건 당신을 위한 것입니다.,Give,Take,Hold,Take,2,A: Here you go. B: Thank you very much! A: Take this gift with my best wishes. B: I appreciate it so much.,A: 여기 있습니다. B: 정말 감사합니다! A: 이 선물을 받아주세요. B: 진심으로 고맙습니다.
"특정 상황에 맞는 인사를 통해 생일을 축하할 수 있어요.
You can use appropriate greetings to wish someone a happy birthday.","____, Alice!","생일 축하해, Alice!",Congratulations,Good morning,Happy birthday,Happy birthday,3,________ on your birthday! Many happy returns of the day!,생일 축하합니다! 오늘 하루도 행복하시길 바랍니다!,Congratulations,Appreciate,Celebrate,Congratulations,1,"A: Happy birthday, my friend! B: Thank you so much! A: Congratulations on your birthday! I hope your day is filled with joy.","A: 생일 축하해, 내 친구야! B: 정말 고마워! A: 생일 축하합니다! 오늘 하루가 기쁨으로 가득하길 바래."
"위험 상황에서 경고하는 표현을 사용할 수 있어요.
Be able to use warning expressions in dangerous situations.",___! A car is coming.,조심해! 차가 오고 있어.,Be careful,Watch out,Look out,Watch out,2,___! Be careful!,주의해! 조심하십시오.,Watch out,Look out,Hurry up,Look out,2,"A: Watch out! A truck is coming. B: Whoa, that's close! A: Look out! Stay alert.","A: 조심해! 트럭이 오고 있어. B: 와, 정말 위험했어! A: 주의해! 경계하자."
"헤어질 때 사용할 수 있는 간단한 인사 표현을 익힐 수 있어요.
작별 인사 상황에서 적절한 영어 표현을 선택할 수 있어요.",___ now.,이제 잘 가.,Good,Bye,Later,Bye,2,Good bye! ___!,잘 가! 잘 지내!,See you,Take care,Be well,Take care,2,A: Bye now! B: See you later. A: Good bye! Take care! B: You too!,A: 이제 잘 가! B: 나중에 봐. A: 잘 가! 잘 지내! B: 너도!
"이름을 묻는 표현을 정확히 사용할 수 있어요.
다양한 방식으로 이름을 물어보고 대답할 수 있어요.",___ is your name? My name is Liam.,너의 이름이 무엇이니? 내 이름은 Liam이야.,How,What,Why,What,2,Can you tell me ___? I am Liam.,이름을 말해 줄 수 있니? 나는 Liam이야.,your age,your name,your friend,your name,2,"A: What is your name? My name is Noah. B: Nice to meet you, Noah. A: Can you tell me your name? I am Noah.","A: 네 이름이 뭐니? 내 이름은 노아야. B: 노아야, 만나서 반가워. A: 너의 이름을 말해 줄 수 있니? 나는 노아야."
"특정 상황에서 주의를 요청하거나 집중을 끌 수 있어요.
You can use expressions like 'Look over here!' or 'Check this out!' in specific situations.",___ over here!,이리 봐!,Peek,Look,See,Look,2,___ this out!,이것 좀 확인해봐!,Watch,View,Check,Check,3,"A: Look over here, there's something happening. B: What do you mean? A: Check this out, it's really amazing! B: Wow, that's impressive!","A: 이리 봐, 뭔가가 일어나고 있어. B: 무슨 말이야? A: 이것 좀 확인해봐, 정말 대단해! B: 와, 정말 인상적이네!"
"감탄사를 사용하여 기분과 감정을 간단히 표현할 수 있어요.
다양한 감탄사 표현을 활용하여 기쁨이나 놀라움을 나타낼 수 있어요.","___, that was a wonderful performance!","대단해, 멋진 공연이었어!",Awesome!,Amazing!,Terrific!,Amazing!,2,"___, you aced the test!","환상적이야, 너 시험에서 만점을 받았어!",Mediocre!,Fantastic!,Poor!,Fantastic!,2,"A: Wow, that performance was amazing! B: I know, it left us speechless. A: And the ending was fantastic! B: Absolutely, it was unforgettable.","A: 와, 그 공연 정말 대단했어! B: 맞아, 우리 모두 말문이 막혔어. A: 그리고 결말은 환상적이었어! B: 응, 정말 잊을 수 없는 경험이었어."
"like 동사를 사용해 좋아하는 것을 표현할 수 있어요.
영어 문장으로 좋아하는 것을 표현하는 연습을 해봐요.",I ___ ice cream.,나는 아이스크림을 좋아해.,dislike,like,hate,like,2,I really ___ ice cream.,나는 정말 아이스크림을 좋아해.,hate,like,ignore,like,2,"A: I like pizza. B: I really like pizza too. A: Do you like pasta as well? B: No, I prefer pizza.","A: 나는 피자를 좋아해. B: 나도 정말 피자를 좋아해. A: 너 파스타도 좋아해? B: 아니, 나는 피자가 더 좋아."
"대상의 크기를 형용사로 표현할 수 있어요.
You can express the size of objects using adjectives.",It’s ____.,이것은 거대해.,tiny,small,huge,huge,3,It’s ____.,이것은 작아.,large,small,huge,small,2,A: This container is huge. B: Really? I think it looks massive. A: Yet the label on it appears small. B: That's quite interesting.,A: 이 용기는 거대해. B: 정말? 나는 그것이 매우 크게 보인다고 생각해. A: 그런데 라벨은 작아 보여. B: 정말 흥미롭네.
"do/does (not) have를 사용하여 소유 여부를 표현할 수 있어요.
do/does (not) have를 활용하여 부정문과 의문문을 만들 수 있어요.",I ___ a ruler.,나는 자를 가지고 있어요.,has,have,had,have,2,I ___ a ruler.,나는 자를 가지고 있지 않아요.,doesn't have,don't have,do have,don't have,2,A: I have a notebook. B: That's great! A: I don't have a calculator. B: Do you have a smartphone?,A: 나는 공책을 가지고 있어요. B: 멋지네요! A: 나는 계산기를 가지고 있지 않아요. B: 스마트폰은 있어요?
"can을 활용해 자신의 능력을 표현할 수 있어요.
can과 am able to를 활용하여 자신의 능력을 표현할 수 있어요.",I ___ jump.,나는 점프할 수 있어요.,will,can,am,can,2,I ___ jump.,나는 점프할 수 있어요.,do able to,am able to,have able to,am able to,2,"A: I can jump over the small fence. B: Wow, that's impressive! A: And I am able to run even faster.","A: 나는 작은 울타리를 뛰어넘을 수 있어요. B: 와, 대단하네요! A: 그리고 나는 훨씬 더 빠르게 달릴 수 있어요."
