제목,출판사,교육과정,Lesson,Title,Goal,Functions (의사소통기능),Structures (언어 형식),Functions Material 1,Functions Material 2,
영어Ⅱ,YBM(한),2015,6,"Lesson 6
 Culture and
 Heritage",N/A,"• 활동 제안하기 
  Would you like to go with me?
 • 불확실성 표현하기 
 That sounds really interesting, but I’m not sure I’ll be available on Saturday.","• 「the + 비교급 ..., the + 비교급 ~」
The more women chose to work in tourism, the faster the number of haenyeo decreased.
  
• 목적어로 동명사 / to부정사가 올 때 의미가 달라지는 동사
The haenyeo understand the marine life around them and try to live with it.","[DESCRIPTION]
Would you like to ()?를 활용해 상대방에게 활동을 함께 하자고 제안하기.

[KEY_EXPRESSION]
A: I’m going to visit the art exibition tomorrow.
B: Would you like to go with me?

[KEY_EXPRESSION_KOR]
A: 나 내일 미술 전시회에 갈 거야.
B: 같이 갈래?

[SUB_EXPRESSION]
A: Do you want to join me for ()?
B: That sounds fun!

A: How about () together?
B: I’d love to!","[DESCRIPTION]
다양한 표현을 활용해 확신이 없음을 나타내기.

[KEY_EXPRESSION]
A: There’s a music festival on Friday.
B: That sounds really interesting, but I’m not sure I’ll be available on Friday.

[KEY_EXPRESSION_KOR]
A: 금요일에 음악 축제가 있어.
B: 정말 흥미로울 것 같은데, 금요일에 시간이 될지 모르겠어.

[SUB_EXPRESSION]
A: I might not be able to ().
B: Let me check my schedule.

A: I’m not sure if ().
B: I’ll let you know later.",
영어,비상,2015,1,Envision,N/A,"• 좋아하는 것 표현하기
I enjoy walking up the mountain trails.
• 충고하기
I think you should talk to a career mentor.","• 동격의 of
He has a plan for his dream of becoming a magician.

• 전치사+관계대명사
Choose a career in which you’re interested.","[DESCRIPTION]
I enjoy ()를 활용해 좋아하는 것을 표현하기.

[KEY_EXPRESSION]
A: What do you like to do in your free time?
B: I enjoy walking up the mountain trails.

[KEY_EXPRESSION_KOR]
A: 자유 시간에 뭐 하는 걸 좋아해?
B: 나는 산길을 걷는 것을 좋아해.

[SUB_EXPRESSION]
A: I love ().
B: That sounds fun!

A: I’m really into ().
B: That’s great!

","[DESCRIPTION]
I think you should ()를 활용해 충고하기.

[KEY_EXPRESSION]
A: I don’t know what career to choose.
B: I think you should talk to a career mentor.

[KEY_EXPRESSION_KOR]
A: 어떤 직업을 선택해야 할지 모르겠어.
B: 나는 네가 진로 멘토와 상담해 보는 게 좋다고 생각해.

[SUB_EXPRESSION]
A: You should consider ().
B: I’ll think about it.

A: Why don’t you try ()?
B: That’s a good idea.",
영어,비상,2015,2,Express,N/A,"• 의견 묻기
What do you think of his style?
• 궁금증 표현하기
I wonder if you have a bigger one.","• one of the+최상급+복수명사
Combining analogous colors is one of the easiest ways of matching colors.

• 접속사 unless
Unless your signature style is to wear colors that clash, using the color wheel will help you.","[DESCRIPTION]
What do you think of ()?를 활용해 의견을 묻기.

[KEY_EXPRESSION]
A: What do you think of his style?
B: I think it’s unique.

[KEY_EXPRESSION_KOR]
A: 그의 스타일을 어떻게 생각해?
B: 나는 그게 독특하다고 생각해.

[SUB_EXPRESSION]
A: How do you feel about ()?
B: It looks great.

A: What’s your opinion on ()?
B: I think it’s interesting.

","[DESCRIPTION]
I wonder if ()를 활용해 궁금한 점을 표현하기.

[KEY_EXPRESSION]
A: Do you have a bigger size of this?
B: I wonder if you have a bigger one.

[KEY_EXPRESSION_KOR]
A: 이거 더 큰 사이즈 있어요?
B: 혹시 더 큰 사이즈가 있나 궁금해요.

[SUB_EXPRESSION]
A: I’d like to know if ().
B: Let me check.

A: Do you happen to know if ()?
B: I’m not sure, but I can ask.

",
영어,비상,2015,3,Contribute,N/A,"• 알고 있는지 묻기
Have you heard about “My Tree, Our Forest”?
• 강조하기
It’s important that you care about the planet.","• 완료분사구문
Having been founded to tackle the problem, the platform allows extra food to be distributed to neighbors.

• 동사+목적어+to부정사
The structure allows you to drink coffee without finding yourself holding a soaked mess.","[DESCRIPTION]
Have you heard about ()?를 활용해 알고 있는지 묻기.

[KEY_EXPRESSION]
A: Have you heard about “My Tree, Our Forest”?
B: No, what is it about?

[KEY_EXPRESSION_KOR]
A: “내 나무, 우리 숲”에 대해 들어본 적 있어?
B: 아니, 그게 뭐야?

[SUB_EXPRESSION]
A: Do you know anything about ()?
B: No, tell me!

A: Have you heard of ()?
B: Yes, I have!","[DESCRIPTION]
It’s important that ()를 활용해 중요한 점을 강조하기.

[KEY_EXPRESSION]
A: Why should we care about the environment?
B: It’s important that you care about the planet.

[KEY_EXPRESSION_KOR]
A: 왜 우리가 환경을 신경 써야 해?
B: 지구를 아끼는 것이 중요해.

[SUB_EXPRESSION]
A: It’s essential that ().
B: I totally agree.

A: We must remember that ().
B: That’s true.",
영어,비상,2015,4,Explore,N/A,"• 희망 · 기대 표현하기
I’m looking forward to my first visit to Tokyo.
• 요청하기
Could I ask you to recommend a good place to visit tonight?","• 관계부사
Many people lined up in front of a small store where green apple gelato was served.

• suggest+that+주어+(should)+동사원형
Suji suggested that I explore the city on my own for a few hours.","[DESCRIPTION]
I’m looking forward to ()를 활용해 희망이나 기대를 표현하기.

[KEY_EXPRESSION]
A: When are you going to Tokyo?
B: I’m looking forward to my first visit to Tokyo.

[KEY_EXPRESSION_KOR]
A: 언제 도쿄에 가?
B: 나는 도쿄를 처음 방문하는 게 기대돼.

[SUB_EXPRESSION]
A: I can’t wait to ().
B: That sounds exciting!

A: I’m excited about ().
B: Me too!","[DESCRIPTION]
Could I ask you to ()?를 활용해 정중하게 요청하기.

[KEY_EXPRESSION]
A: I want to explore the city tonight.
B: Could I ask you to recommend a good place to visit tonight?

[KEY_EXPRESSION_KOR]
A: 오늘 밤에 시내를 돌아보고 싶어.
B: 좋은 방문 장소를 추천해 줄 수 있어?

[SUB_EXPRESSION]
A: Would you mind ()?
B: Sure, no problem.

A: Can you help me ()?
B: Of course!",
영어,비상,2015,5,Collaborate,N/A,"• 불허하기
You’re not allowed to play loud music after 10 at night.
• 제안·권유하기
Why don’t you bring some items to donate?","• 부정어 도치
The miners did not give up in the dark, nor did their families surrender to despair.

• 과거완료 수동태
They had been trapped for so long that their first priority was to get medical attention.","[DESCRIPTION]
You’re not allowed to ()를 활용해 허용되지 않는 것을 표현하기.

[KEY_EXPRESSION]
A: Can we play music late at night?
B: You’re not allowed to play loud music after 10 at night.

[KEY_EXPRESSION_KOR]
A: 밤늦게 음악 틀어도 돼?
B: 밤 10시 이후에는 큰 소리로 음악을 틀면 안 돼.

[SUB_EXPRESSION]
A: You can’t ().
B: Oh, I didn’t know that.

A: It’s against the rules to ().
B: Thanks for letting me know.","[DESCRIPTION]
Why don’t you ()?를 활용해 상대방에게 제안하거나 권유하기.

[KEY_EXPRESSION]
A: I want to do something meaningful.
B: Why don’t you bring some items to donate?

[KEY_EXPRESSION_KOR]
A: 의미 있는 일을 하고 싶어.
B: 기부할 물건을 가져오는 게 어때?

[SUB_EXPRESSION]
A: How about ()?
B: That sounds like a good idea.

A: Would you like to ()?
B: Yes, I’d love to!",
영어,비상,2015,6,Decide,N/A,"• 만족이나 불만족에 대해 묻기
How do you like the headphones?
• 확실성 정도 묻기
Are you sure it fits correctly?","• Without 가정법
Without decisions to make, being a consumer would be easier but less interesting.

• seem to+완료부정사
Product placement seems to have been designed to give suggestions to consumers.","[DESCRIPTION]
How do you like ()?를 활용해 만족도를 묻기.

[KEY_EXPRESSION]
A: How do you like the headphones?
B: They sound great!

[KEY_EXPRESSION_KOR]
A: 그 헤드폰 어때?
B: 소리가 좋아!

[SUB_EXPRESSION]
A: Are you happy with ()?
B: Yes, I love it.

A: Do you like ()?
B: It’s okay, but I expected more.","[DESCRIPTION]
Are you sure ()?를 활용해 확실성을 확인하기.

[KEY_EXPRESSION]
A: I think this fits perfectly.
B: Are you sure it fits correctly?

[KEY_EXPRESSION_KOR]
A: 이게 완벽하게 맞는 것 같아.
B: 그게 제대로 맞는지 확실해?

[SUB_EXPRESSION]
A: Do you really think ()?
B: Yes, I’m sure.

A: Are you certain that ()?
B: Pretty much.",
영어,비상,2015,7,Observe,N/A,"• 설명 요청하기
Could you explain how that helps?
• 가능성 정도 표현하기
It’s likely that you’ll be able to find NFC in more things in the future.","• 동명사의 의미상 주어
Do you remember your mom taking you to a doctor’s office?

• 명사를 뒤에서 수식하는 분사구
A design developed naturally in the deep sea may soon be seen in deep space.","[DESCRIPTION]
Could you explain ()?를 활용해 설명을 요청하기.

[KEY_EXPRESSION]
A: This technique improves memory.
B: Could you explain how that helps?

[KEY_EXPRESSION_KOR]
A: 이 기술이 기억력을 향상시켜.
B: 그게 어떻게 도움이 되는지 설명해 줄 수 있어?

[SUB_EXPRESSION]
A: Can you tell me more about ()?
B: Sure!

A: What do you mean by ()?
B: Here’s an example.

","[DESCRIPTION]
It’s likely that ()를 활용해 가능성을 표현하기.

[KEY_EXPRESSION]
A: Will NFC be used more in the future?
B: It’s likely that you’ll be able to find NFC in more things in the future.

[KEY_EXPRESSION_KOR]
A: 앞으로 NFC가 더 많이 사용될까?
B: 앞으로 더 많은 곳에서 NFC를 찾을 수 있을 가능성이 높아.

[SUB_EXPRESSION]
A: There’s a good chance that ().
B: That makes sense.

A: It’s possible that ().
B: I think so too.",
영어,비상,2015,8,Appreciate,N/A,"• 기쁨 표현하기
I’m delighted to hear that you liked it.
• 정의하기
This means he borrowed artistic styles from prehistoric peoples.","• 동사의 생략
Yellow is linked with the sound of the trumpet and blue (is linked) with that of the cello.

• 조동사+have+p.p
Kandinsky might have intended to turn a series of musical notes into visual forms.","[DESCRIPTION]
I’m delighted to ()를 활용해 기쁨을 표현하기.

[KEY_EXPRESSION]
A: I really enjoyed the gift you gave me.
B: I’m delighted to hear that you liked it.

[KEY_EXPRESSION_KOR]
A: 네가 준 선물이 정말 마음에 들었어.
B: 네가 좋아했다니 기뻐.

[SUB_EXPRESSION]
A: I’m happy to ().
B: That’s wonderful to hear.

A: I’m glad that ().
B: That makes me so happy!","[DESCRIPTION]
This means ()를 활용해 개념이나 용어를 정의하기.

[KEY_EXPRESSION]
A: What does it mean when an artist mixes different styles?
B: This means he borrowed artistic styles from prehistoric peoples.

[KEY_EXPRESSION_KOR]
A: 예술가가 다양한 스타일을 섞는다는 건 무슨 뜻이야?
B: 이것은 그가 선사 시대 사람들의 예술적 스타일을 차용했다는 뜻이야.

[SUB_EXPRESSION]
A: In other words, it means ().
B: Oh, I see.

A: This refers to ().
B: That makes sense.",
영어Ⅰ,비상,2015,1,A Road to Happiness,N/A,"• 충고 구하기
What would you do if you were me?
• 의견 표현하기
It seems to me you won't have enough time.","• 관계대명사의 계속적 용법
My arm will cramp up, which will force me to drop the glass.

• 부사구 도치
Behind him were an elderly lady and a blind man.","[DESCRIPTION]
What would you do if you were me?를 활용해 충고를 요청하기.

[KEY_EXPRESSION]
A: I don’t know how to handle this situation.
B: What would you do if you were me?

[KEY_EXPRESSION_KOR]
A: 이 상황을 어떻게 해야 할지 모르겠어.
B: 네가 나라면 어떻게 할 거야?

[SUB_EXPRESSION]
A: What do you think I should do?
B: I’d suggest ().

A: If you were in my shoes, what would you do?
B: I would try ().

","[DESCRIPTION]
It seems to me ()를 활용해 자신의 의견을 표현하기.

[KEY_EXPRESSION]
A: I have to finish all these tasks today.
B: It seems to me you won’t have enough time.

[KEY_EXPRESSION_KOR]
A: 오늘 안에 이 모든 일을 끝내야 해.
B: 내 생각엔 네가 시간이 부족할 것 같아.

[SUB_EXPRESSION]
A: In my opinion, ().
B: That’s a good point.

A: I feel like ().
B: You may be right.",
영어Ⅰ,비상,2015,2,"Taste Culture, Understand Better",N/A,"• 놀람 표현하기
I’m surprised that side dishes are free in Korea.
• 경고하기
Make sure you don’t go shopping during siesta.","• 전치사+관계대명사
Coloring is the next step, after which a second drying takes place.

• 부사절에서 <주어+be동사>의 생략
Once dried, the licitars are decorated.","[DESCRIPTION]
다양한 표현을 활용해 놀람을 나타내기.

[KEY_EXPRESSION]
A: In Korea, side dishes are free in many restaurants.
B: I’m surprised that side dishes are free in Korea.

[KEY_EXPRESSION_KOR]
A: 한국에서는 많은 식당에서 반찬이 무료야.
B: 한국에서 반찬이 무료라는 게 놀라워.

[SUB_EXPRESSION]
A: That’s unbelievable!
B: I know, right?

A: No way!
B: It’s true!","[DESCRIPTION]
Make sure you don’t ()를 활용해 주의나 경고하기.

[KEY_EXPRESSION]
A: I plan to go shopping in the afternoon.
B: Make sure you don’t go shopping during siesta.

[KEY_EXPRESSION_KOR]
A: 오후에 쇼핑하러 갈 계획이야.
B: 시에스타 시간에는 쇼핑 가지 않도록 해.

[SUB_EXPRESSION]
A: Be careful not to ().
B: Thanks for the warning.

A: Watch out for ().
B: I’ll keep that in mind.",
영어Ⅰ,비상,2015,3,Sports and Science Get Along,N/A,"• 진술하기
There are many bicycle rental shops along the river.
• 확인 요청하기
Do you mean figure skaters can skate to music with lyrics?","• 원급을 이용한 배수 표현
Adult cheetahs can take twice as many steps as we do.

• 관계부사
This is why players have to direct the stone's path carefully.","[DESCRIPTION]
There are ()를 활용해 사실을 진술하기.

[KEY_EXPRESSION]
A: Where can I rent a bicycle?
B: There are many bicycle rental shops along the river.

[KEY_EXPRESSION_KOR]
A: 어디서 자전거를 빌릴 수 있어?
B: 강을 따라 자전거 대여점이 많이 있어.

[SUB_EXPRESSION]
A: You can find () in many places.
B: That’s good to know.

A: () is available near here.
B: I’ll check it out.","[DESCRIPTION]
Do you mean ()?를 활용해 상대방의 말을 확인하기.

[KEY_EXPRESSION]
A: Figure skaters now perform routines with songs that have lyrics.
B: Do you mean figure skaters can skate to music with lyrics?

[KEY_EXPRESSION_KOR]
A: 피겨스케이터들이 가사가 있는 노래에 맞춰 연기를 할 수 있어.
B: 그러니까 피겨스케이터들이 가사가 있는 음악에 맞춰 스케이트를 탈 수 있다는 거야?

[SUB_EXPRESSION]
A: Are you saying that ()?
B: Yes, exactly!

A: Do you mean ()?
B: That’s right.",
영어Ⅰ,비상,2015,4,"Together, We Can Do Better!",N/A,"• 의도 표현하기
I’m thinking of using a translation program.
• 알고 있음 표현하기
I heard that Kim Mandeok was respected a lot.","• as if 가정법 과거
Mary’s mother cared for wounded soldiers as if they were her own family members.

• to one's 감정명사
To their surprise, thousands of contributors gathered.","[DESCRIPTION]
I’m thinking of ()를 활용해 의도를 표현하기.

[KEY_EXPRESSION]
A: I have trouble understanding some languages.
B: I’m thinking of using a translation program.

[KEY_EXPRESSION_KOR]
A: 나는 어떤 언어를 이해하는 데 어려움이 있어.
B: 번역 프로그램을 사용할까 생각 중이야.

[SUB_EXPRESSION]
A: I plan to ().
B: That sounds like a good idea.

A: I’m considering ().
B: That could be helpful.","[DESCRIPTION]
I heard that ()를 활용해 알고 있는 정보를 표현하기.

[KEY_EXPRESSION]
A: Do you know who Kim Mandeok was?
B: I heard that Kim Mandeok was respected a lot.

[KEY_EXPRESSION_KOR]
A: 김만덕이 누구인지 알아?
B: 김만덕이 많은 존경을 받았다고 들었어.

[SUB_EXPRESSION]
A: I read that ().
B: That’s interesting.

A: Someone told me that ().
B: I didn’t know that.",
영어Ⅰ,비상,2015,5,Creativity in Action,N/A,"• 관심 표현하기
How interesting!
• 정체 확인하기
The one with a handle and brushes inside.","• 복합관계대명사
He carved whatever he could think of at the very tip of a pencil.

• 수사의문문
Who would have thought of using train tracks as a music sheet?","[DESCRIPTION]
다양한 표현을 활용해 관심을 표현하기.

[KEY_EXPRESSION]
A: This painting was created in the 16th century.
B: How interesting!

[KEY_EXPRESSION_KOR]
A: 이 그림은 16세기에 그려졌어.
B: 정말 흥미롭네!

[SUB_EXPRESSION]
A: That’s fascinating!
B: I didn’t know that.

A: How amazing!
B: Right? It’s so cool.

","[DESCRIPTION]
다양한 표현을 활용해 특정 사물이나 사람의 정체를 확인하기.

[KEY_EXPRESSION]
A: Which toothbrush is yours?
B: The one with a handle and brushes inside.

[KEY_EXPRESSION_KOR]
A: 네 칫솔이 어느 거야?
B: 손잡이가 있고 안에 솔이 있는 거야.

[SUB_EXPRESSION]
A: The one that’s ().
B: Oh, I see.

A: The one with ().
B: Thanks, I got it.

",
영어Ⅰ,비상,2015,6,My Promise with Mother Nature,N/A,"• 유감 표현하기
That’s a pity!
• 능력 여부 묻기
Do you know how to take care of earthworms?","• <부분사+of+명사>
About one third of the world’s fresh water is used for meat production.

• <be said(predicted)+동사원형>
Livestock is said to produce 130 times as much manure as humans.","[DESCRIPTION]
다양한 표현을 활용해 유감을 표현하기.

[KEY_EXPRESSION]
A: I couldn’t get the last ticket to the concert.
B: That’s a pity!

[KEY_EXPRESSION_KOR]
A: 마지막 콘서트 티켓을 못 샀어.
B: 안타깝다!

[SUB_EXPRESSION]
A: That’s too bad.
B: I hope you get another chance.

A: What a shame!
B: I feel sorry for you.","[DESCRIPTION]
Do you know how to ()?를 활용해 능력 여부 묻기.

[KEY_EXPRESSION]
A: I want to start a worm farm.
B: Do you know how to take care of earthworms?

[KEY_EXPRESSION_KOR]
A: 나는 지렁이 농장을 시작하고 싶어.
B: 지렁이를 어떻게 돌보는지 알아?

[SUB_EXPRESSION]
A: Can you ()?
B: I’m not sure.

A: Are you able to ()?
B: Yes, I’ve done it before.",
영어Ⅱ,비상,2015,1,The Path Ahead,N/A,"• 바람, 소원 표현하기
I wish I could draw all the time.
• 선호 표현하기
I prefer to spend time with my friends.","• I wish 가정법 과거완료
I wish I had done more to help people.

• 미래완료 시제
By the time I finish that, I will have learned the basics of genetic engineering.","[DESCRIPTION]
I wish I could ()를 활용해 바람이나 소원을 표현하기.

[KEY_EXPRESSION]
A: You draw so well!
B: I wish I could draw all the time.

[KEY_EXPRESSION_KOR]
A: 너 그림 정말 잘 그린다!
B: 나는 항상 그림을 그리고 싶어.

[SUB_EXPRESSION]
A: I hope I can ().
B: That would be amazing!

A: I dream of ().
B: I hope your dream comes true.","[DESCRIPTION]
I prefer to ()를 활용해 선호하는 것을 표현하기.

[KEY_EXPRESSION]
A: Do you like spending time alone?
B: I prefer to spend time with my friends.

[KEY_EXPRESSION_KOR]
A: 너 혼자 시간 보내는 걸 좋아해?
B: 나는 친구들과 함께 시간을 보내는 걸 더 좋아해.

[SUB_EXPRESSION]
A: I’d rather ().
B: That makes sense.

A: I like () better than ().
B: I agree!

",
영어Ⅱ,비상,2015,2,Tasty History,N/A,"• 제안·권유하기
I suggest you do some more research on it.
• 이해 점검하기
Do you see what I mean?","• 내포절 관계사 구문
There are a few crops that archaeologists believe sparked the Agricultural Revolution.

• with+목적어+분사(부대상황)
With demand for spices growing, many European explorers began long sea voyages.","[DESCRIPTION]
I suggest you ()를 활용해 상대방에게 제안하기.

[KEY_EXPRESSION]
A: I’m struggling to understand this topic.
B: I suggest you do some more research on it.

[KEY_EXPRESSION_KOR]
A: 나는 이 주제를 이해하는 데 어려움을 겪고 있어.
B: 더 연구해 보는 게 좋을 것 같아.

[SUB_EXPRESSION]
A: You should try ().
B: That’s a good idea.

A: It might be helpful to ().
B: I’ll consider that.","[DESCRIPTION]
Do you see what I mean?를 활용해 상대방이 이해했는지 확인하기.

[KEY_EXPRESSION]
A: So, the formula works like this.
B: Do you see what I mean?

[KEY_EXPRESSION_KOR]
A: 그래서 이 공식은 이렇게 작동해.
B: 내 말 이해돼?

[SUB_EXPRESSION]
A: Do you understand what I’m saying?
B: Yes, I get it.

A: Does that make sense?
B: Yes, thanks for explaining.",
영어Ⅱ,비상,2015,3,Our Blue Planet,N/A,"• 보고하기
It said that mint has a lot of health benefits.
• 생각할 시간 요청하기
Let me see.","• what 강조 구문
What is needed is something to supplement their diet.

• 상관접속사 not A but B
The victim doesn’t act like an ant but like a zombie.","[DESCRIPTION]
It said that ()를 활용해 정보를 보고하기.

[KEY_EXPRESSION]
A: What did the article say about mint?
B: It said that mint has a lot of health benefits.

[KEY_EXPRESSION_KOR]
A: 그 기사에서 민트에 대해 뭐라고 했어?
B: 민트가 건강에 많은 이점이 있다고 했어.

[SUB_EXPRESSION]
A: The news mentioned that ().
B: That’s interesting.

A: I read that ().
B: That makes sense.

","[DESCRIPTION]
다양한 표현을 활용해 생각할 시간을 요청하기.

[KEY_EXPRESSION]
A: What do you think about this idea?
B: Let me see.

[KEY_EXPRESSION_KOR]
A: 이 아이디어에 대해 어떻게 생각해?
B: 잠깐 생각해 볼게.

[SUB_EXPRESSION]
A: Let me think.
B: Take your time.

A: I need a moment.
B: Sure, no rush.",
영어Ⅱ,비상,2015,4,"One World, Many Ways",N/A,"• 화냄 표현하기
It’s annoying that he doesn’t take my needs into consideration.
• 표현 제안하기
In Hindi, they call it a lehenga.","• 비인칭 독립분사 구문
Putting it in other words, do you value efficiency or thoroughness?

• 현재진행형(일시적 상태)
Nika is not being honest while Manfred is being genuine.","[DESCRIPTION]
다양한 표현을 활용해 화남을 표현하기.

[KEY_EXPRESSION]
A: He always ignores my opinions.
B: It’s annoying that he doesn’t take my needs into consideration.

[KEY_EXPRESSION_KOR]
A: 그는 항상 내 의견을 무시해.
B: 그가 내 필요를 고려하지 않는 게 짜증 나.

[SUB_EXPRESSION]
A: That’s so frustrating!
B: I completely understand.

A: This really bothers me.
B: I can see why.

","[DESCRIPTION]
In () they call it ()를 활용해 특정 표현을 제안하기.

[KEY_EXPRESSION]
A: What do they call this in Hindi?
B: In Hindi, they call it a lehenga.

[KEY_EXPRESSION_KOR]
A: 이걸 힌디어로 뭐라고 불러?
B: 힌디어로 lehenga라고 불러.

[SUB_EXPRESSION]
A: In () it’s called ().
B: That’s interesting!

A: People refer to it as ().
B: I didn’t know that.",
영어Ⅱ,비상,2015,5,How Far Will Technology Go?,N/A,"• 기억 여부 묻기
I wonder if you remember Rebecca Jackson.
• 이해 상태 나타내기
It isn’t clear to me how it recognizes the song.","• 전치사 to와 to부정사의 구분
Biologists are accustomed to analyzing huge datasets with the help of supercomputers.

• 미래 진행시제
More complex analyses of Big Data will be changing the way health is assessed.","[DESCRIPTION]
I wonder if you remember ()를 활용해 기억 여부를 묻기.

[KEY_EXPRESSION]
A: Do you remember our old classmate?
B: I wonder if you remember Rebecca Jackson.

[KEY_EXPRESSION_KOR]
A: 우리 예전 반 친구 기억나?
B: 너 Rebecca Jackson 기억해?

[SUB_EXPRESSION]
A: Do you recall ()?
B: Yes, I do.

A: Can you remember ()?
B: Not really.","[DESCRIPTION]
It isn’t clear to me ()를 활용해 이해 상태를 나타내기.

[KEY_EXPRESSION]
A: This app can recognize any song.
B: It isn’t clear to me how it recognizes the song.

[KEY_EXPRESSION_KOR]
A: 이 앱은 어떤 노래든 인식할 수 있어.
B: 그게 어떻게 노래를 인식하는지 잘 모르겠어.

[SUB_EXPRESSION]
A: I don’t quite understand ().
B: Let me explain.

A: I’m confused about ().
B: I can clarify it.",
영어Ⅱ,비상,2015,6,The Landscape of Stories,N/A,"• 동의 여부 묻기
Wouldn’t you agree?
• 관심에 대해 묻기
Are you interested in his poetry?","• 사역동사 make의수동태
He was made to wear the handicap radio at all times.

• 간접/직접 화법(명령문과 일반 의문문의 화법)
He asked her if she could read it for him.","[DESCRIPTION]
Wouldn’t you agree?를 활용해 상대방의 동의 여부를 묻기.

[KEY_EXPRESSION]
A: This new policy seems very effective.
B: Wouldn’t you agree?

[KEY_EXPRESSION_KOR]
A: 이 새로운 정책이 효과적인 것 같아.
B: 너도 그렇게 생각하지 않아?

[SUB_EXPRESSION]
A: Don’t you think ()?
B: Yes, I do.

A: Would you say that ()?
B: I suppose so.","[DESCRIPTION]
Are you interested in ()?를 활용해 상대방의 관심을 묻기.

[KEY_EXPRESSION]
A: He writes beautiful poetry.
B: Are you interested in his poetry?

[KEY_EXPRESSION_KOR]
A: 그는 정말 아름다운 시를 써.
B: 너는 그의 시에 관심 있어?

[SUB_EXPRESSION]
A: Do you have an interest in ()?
B: Yes, I do.

A: Are you into ()?
B: Not really.",
영어,동아(이),2015,1,"Hi, High School!",N/A,"
계획 말하기
I’m planning to learn to play the guitar.
관심 말하기I’m interested in drawing and painting.
","• 관계대명사 what
A fear of failure is what stops them from trying new things.  

• 동명사의 관용적 표현
There is no use worrying about failing.  ","[DESCRIPTION]

be planning to ()를 활용해 계획에 대해 말하기.

[KEY_EXPRESSION]

I’m planning to read a new book this weekend.

[KEY_EXPRESSION_KOR]

나는 이번 주말에 새로운 책을 읽을 계획이야.

[SUB_EXPRESSION_1]

I’m thinking about () soon.

[SUB_EXPRESSION_2]

I’ve decided to () sometime later.","[DESCRIPTION]

be interested in ()를 활용해 관심을 표현하기.

[KEY_EXPRESSION]

I’m interested in learning new languages.

[KEY_EXPRESSION_KOR]

나는 새로운 언어를 배우는 것에 관심이 있어.

[SUB_EXPRESSION_1]

I have a keen interest in ().

[SUB_EXPRESSION_2]

() really captures my attention.",
영어,동아(이),2015,2,Delicious World,N/A,"만족이나 불만족 묻기
 How did you like the food there?
 설명 요청하기
 What do you mean by that?","• <가주어-진주어> 구문
It was common practice to display a big wheel of cheese.  

• 독립부정사 구문
To be honest, she had egg on her face.  ","[DESCRIPTION]  

How did ()를 활용해 만족이나 불만족 묻기.  

[KEY_EXPRESSION]  

What did you think about the experience?  

[KEY_EXPRESSION_KOR]  

그 경험에 대해 어떻게 생각했어?  

[SUB_EXPRESSION_1]  

What are your thoughts on ()?  

[SUB_EXPRESSION_2]  

How would you rate ()?  ","[DESCRIPTION]

의문문을 활용해 상대방에게 설명 요청하기.

[KEY_EXPRESSION]

What do you mean by this concept?

[KEY_EXPRESSION_KOR]

이 개념이 무슨 의미야?

[SUB_EXPRESSION_1]

Could you clarify what you mean by ()?

[SUB_EXPRESSION_2]

Can you elaborate on ()?",
영어,동아(이),2015,3,Helping Hands,N/A,"능력 표현하기
 I’m good at typing.
 제안, 권유하기
 Why don’ you donate your clothes?","• 동격의 of
The simple practice of washing hands could save a lot of lives.  

• 분사구문
Having dinner with my family, I heard my phone ring. ","[DESCRIPTION]  

be good at ()를 활용해 능력 표현하기.  

[KEY_EXPRESSION]  

I’m good at organizing tasks.  

[KEY_EXPRESSION_KOR]  

나는 업무를 정리하는 데 능숙해.  

[SUB_EXPRESSION_1]  

I excel in ().  

[SUB_EXPRESSION_2]  

I have a talent for ().  ","[DESCRIPTION]  

Why don’t you ()를 활용하여 제안하거나 권유하기.  

[KEY_EXPRESSION]  

Why don’t you bring your ideas to the meeting?  

[KEY_EXPRESSION_KOR]  

회의에 너의 아이디어를 가져오는 게 어때?  

[SUB_EXPRESSION_1]  

How about you try ()?  

[SUB_EXPRESSION_2]  

Would you consider ()?  ",
영어,동아(이),2015,4,Be Nature Smart,N/A,"방법 묻기
 What can we do to slow down global warming?
 의도 표현하기
 I’m thinking of making bags.","• 현재완료 수동태,
There is another type of pollution that has been ignored by many.  

• that절에서 should의 생략
Governments recommend that we join hands to reduce light pollution.  
","[DESCRIPTION]

What can we do to ()?을 활용해 방법 묻기.

[KEY_EXPRESSION]

What can we do to reduce plastic waste?

[KEY_EXPRESSION_KOR]

우리는 플라스틱 쓰레기를 줄이기 위해 무엇을 할 수 있을까?

[SUB_EXPRESSION_1]

How can we work on ()?

[SUB_EXPRESSION_2]

What steps can we take to ()?","[DESCRIPTION]  

I’m thinking of ()을 활용해 의도 표현하기.  

[KEY_EXPRESSION]  

I’m thinking of creating a new design.  

[KEY_EXPRESSION_KOR]  

나는 새로운 디자인을 만들 생각이야.  

[SUB_EXPRESSION_1]  

I plan on ().  

[SUB_EXPRESSION_2]  

I have an idea for ().  ",
