제목,출판사(저자),교육과정,Lesson,Title,DESCRIPTION,KEY_EXPRESSION,KEY_EXPRESSION_Kor,SUB_EXPRESSION,SUB_EXPRESSION_Kor
영어,천재(김),2015,7,Beyond Earth,미래진행형,I will be exploring new planets next week.,나는 다음 주에 새로운 행성을 탐험할 거예요.,I will be observing distant galaxies by telescope tonight. The crew will be preparing for a long space journey next month.,나는 오늘 밤 망원경으로 먼 은하들을 관찰하고 있을 거예요. 승무원들은 다음 달에 긴 우주 여행을 준비하고 있을 거예요.
영어,천재(김),2015,8,Korean Culture Rediscovered,도치를 만드는 부사(구),Only after the traditional performance ended did the audience applaud warmly.,전통 공연이 끝난 후에야 관객들이 따뜻하게 박수를 쳤어요.,Only when the lantern festival began did the streets glow brightly. Only after the tea ceremony finished did the visitors smile.,등불 축제가 시작되었을 때에야 거리가 밝게 빛났어요. 다도회가 끝난 후에야 방문자들이 미소 지었어요.
영어Ⅰ,천재(이),2015,1,"My Journey, My Life",전치사+동명사,We are excited about starting new adventures.,우리는 새로운 모험을 시작하는 것에 신나요.,He is interested in exploring unique cultures. They talked about discovering ancient histories.,그는 독특한 문화를 탐험하는 것에 관심이 있어요. 그들은 고대 역사를 발견하는 것에 대해 이야기했어요.
영어Ⅰ,천재(이),2015,2,Art Around Us,「one of the+최상급 +복수 명사」,The Starry Night is one of the most captivating artworks in the gallery.,별이 빛나는 밤은 갤러리에서 가장 매혹적인 예술 작품 중 하나예요.,This sculpture is one of the most unique creations in the city. That mural is one of the most colorful displays in the neighborhood.,이 조각상은 도시에서 가장 독특한 창작물 중 하나예요. 저 벽화는 동네에서 가장 다채로운 전시 중 하나예요.
영어Ⅰ,천재(이),2015,3,Toward a Better Environment,접속사 as,"As you see, it is energy-saving, efficient, and innovative.","너희들이 보듯이, 그것은 에너지 절약이 되고, 효율적이며 혁신적이에요.","As they say, the design is sleek and modern. As we expect, the material is durable and eco-friendly.","사람들이 말하듯이, 디자인은 세련되고 현대적이에요. 우리가 예상하듯이, 그 재료는 내구성이 강하고 친환경적이에요."
영어Ⅰ,천재(이),2015,4,Living Together,to부정사 목적격 보어,My teacher inspired me to work together on the project.,선생님은 나에게 그 프로젝트에서 함께 일하도록 영감을 주셨어요.,My friend convinced me to volunteer at the community center. Our coach encouraged us to cooperate every day.,내 친구는 나에게 그 커뮤니티 센터에서 자원봉사하라고 설득했어요. 우리 코치는 우리가 매일 함께 협력하라고 격려했어요.
영어Ⅰ,천재(이),2015,5,Culture as a Mirror of Our Lives,분사 후치 수식,The writer published a poem inspired by the autumn breeze.,그 작가는 가을 바람에 영감을 받아 시를 발표했어요.,The director screened the film edited for dramatic effect. The musician composed a song arranged by an expert.,그 감독은 극적인 효과를 위해 편집된 영화를 상영했어요. 그 음악가는 전문가가 편곡한 노래를 작곡했어요.
영어Ⅰ,천재(이),2015,6,"Technology, What Defines Us as Humans",5형식 수동태,My laptop is considered a gateway to endless knowledge.,내 노트북은 무한한 지식으로 가는 관문으로 여겨져요.,The computer is regarded as a reliable work partner. The smartphone is seen as a creative tool.,컴퓨터는 믿을 수 있는 업무 동반자로 여겨져요. 스마트폰은 창의적인 도구로 보여요.
영어 II,천재(이),2015,1,My School Days,감각동사+형용사,"When I walked into the library, I felt inspired by the quiet space.","도서관에 들어갔을 때, 조용한 공간에 감동 받았어요.",She heard gentle whispers in the art room. He felt delighted by the vibrant school garden.,그녀는 미술실에서 부드러운 속삭임을 들었어요. 그는 활기찬 학교 정원에 기뻐했어요.
영어 II,천재(이),2015,2,Discover Cultures Around the World,동명사구 주어,Traveling around the world broadens young minds.,전 세계를 여행하는 것이 젊은 마음을 넓혀줘요.,Reading about history inspires curiosity. Exploring ancient ruins attracts many tourists.,역사에 대해 읽는 것이 호기심을 불러일으켜요. 고대 유적지를 탐험하는 것이 많은 관광객을 끌어들여요.
영어 II,천재(이),2015,3,Future of Money,원급 비교,Using credit cards is not as fast as using mobile payment.,신용카드 사용이 모바일 결제만큼 빠르지 않아요.,Learning online banking is not as simple as handling cash. Transferring money is not as quick as tapping your phone.,온라인 은행 이용이 현금 다루기만큼 간단하지 않아요. 돈을 이체하는 것이 휴대폰 터치만큼 빠르지 않아요.
영어 II,천재(이),2015,4,Bring Literature into Your Life,이어동사,"With a gentle smile, she offered the book to the reader.","상냥한 미소로, 그녀는 그 책을 독자에게 내밀었어요.","With enthusiasm, she read a passage aloud. With joy, he embraced the story.","열정적으로, 그녀는 한 구절을 큰 소리로 읽었어요. 기쁘게, 그는 이야기의 감동을 안았어요."
영어 II,천재(이),2015,5,ICT in Our Lives,진행 수동태,The smart device is being used by many students for online learning.,많은 학생들이 온라인 학습을 위해 스마트 기기를 사용하고 있어요.,The computer is being repaired by the technician. The classroom is being upgraded with new technology.,기술자가 컴퓨터를 수리하고 있어요. 새로운 기술로 교실이 업그레이드 되고 있어요.
영어 II,천재(이),2015,6,Reach Beyond Ourselves,「주장/제안/명령/요구 동사+that+주어+(should) 동사원형」,I recommend that you explore new ideas.,나는 네가 새로운 아이디어를 탐구했으면 좋겠어요.,He demanded that they arrive early. She insisted that his team perform well.,그는 그들이 일찍 도착했으면 좋겠다고 요구했어요. 그녀는 그의 팀이 잘 수행했으면 좋겠다고 주장했어요.
영어,능률(김),2015,1,The Part You Play,진주어 to부정사와 의미상의 주어,It is easy for her to study even when it rains.,비가 와도 그녀가 공부하기는 쉬워요.,It is challenging for them to keep up with the class. It is fun for us to learn new words.,그들이 수업을 따라가기 어렵대요. 우리에게 새로운 단어를 배우는 것은 즐거워요.
영어,능률(김),2015,2,The Power of Creativity,주격 관계대명사,The museum that hosts modern art inspires creativity.,현대 미술을 전시하는 박물관이 창의력을 불러일으켜요.,The artist who lives next door paints extraordinary murals. This cafe that serves unique drinks attracts many people.,옆에 사는 예술가가 특별한 벽화를 그려요. 특별한 음료를 제공하는 이 카페가 많은 사람들을 끌어당겨요.
영어,능률(김),2015,3,Sound Life,관계대명사 what,This is what pushes me to achieve my dreams.,이것이 내 꿈을 이루도록 밀어줘요.,This is what challenges me every day. This is what keeps my life exciting.,이것이 매일 나에게 도전을 주어요. 이것이 내 삶을 흥미롭게 만들어줘요.
영어,능률(김),2015,4,Toward a Better World,형용사/부사+enough+to-v,He is skilled enough to design renewable energy systems.,그는 재생 에너지 시스템을 설계할 만큼 능숙해요.,They are creative enough to build eco-friendly houses. I am wise enough to support sustainable living.,그들은 환경 친화적인 집을 지을 만큼 창의적이에요. 나는 지속 가능한 삶을 지원할 만큼 현명해요.
영어,능률(김),2015,5,What Matters Most,가정법 과거완료,"If you hadn't reminded me, I wouldn't have remembered the meeting.","만약 네가 나에게 상기시켜주지 않았다면, 나는 회의를 기억하지 못했을 거예요.","If we hadn't lost the tickets, we would have enjoyed the concert. If he hadn't missed the bus, he would have arrived on time.","만약 티켓을 잃어버리지 않았다면, 우리는 콘서트를 즐겼을 거예요. 만약 그가 버스를 놓치지 않았다면, 제시간에 도착했을 거예요."
영어,능률(김),2015,6,Beyond the Limits,부정어로 인한 도치,"Not only did she overcome her fears, but she also reached a level that exceeded her own expectations.",그녀는 두려움을 극복한 것뿐만 아니라 자신의 한계를 뛰어넘는 수준에 도달했어요.,"Not only did we train hard, but we also set new records. Not only did they aim high, but they also accomplished what seemed unattainable.",우리는 열심히 훈련한 것뿐만 아니라 새로운 기록을 세웠어요. 그들은 높은 목표를 세운 것뿐만 아니라 이루기 어려워 보였던 일도 달성했어요.
영어,능률(김),2015,7,Finding Out the Wonders,동격절을 이끄는 접속사 that,The idea that hard work leads to success motivates many students.,열심히 노력하면 성공할 거라는 생각이 많은 학생들에게 동기를 부여해요.,Her belief that every challenge is an opportunity shines brightly. His hope that small steps lead to big dreams guides him.,모든 도전이 기회라는 그녀의 믿음이 빛나고 있어요. 작은 발걸음이 큰 꿈으로 이어진다는 그의 희망이 그를 이끌어요.
영어,능률(김),2015,8,It’s Up to You!,"not A but B
Therefore, adolescence is not a stage to simply get through, but an important stage in people’s lives.",She is not tired but energetic.,그녀는 피곤하지 않고 에너지가 넘쳐요.,The movie is not boring but exciting. He is not quiet but expressive.,그 영화는 지루하지 않고 흥미로워요. 그는 조용하지 않고 표현력이 풍부해요.
영어,능률(양),2015,1,Where Should I Begin?,주격 관계대명사+be동사 생략,Seize every chance that is offered to you.,당신에게 주어지는 모든 기회를 잡아요.,Embrace each moment that waits for you. Discover every possibility that shines through.,당신을 기다리는 모든 순간을 포용해요. 빛나는 모든 가능성을 발견해요.
영어,능률(양),2015,2,"Be Smart, Be Healthy",조동사 should의 생,I suggest that you should choose fresh fruits instead of candy.,나는 당신이 사탕 대신 신선한 과일을 선택해야 한다고 제안해요.,We should reduce our intake of salty snacks. You should try to incorporate more vegetables into your meals.,우리는 짠 과자 섭취를 줄여야 해요. 당신은 식사에 더 많은 채소를 포함시켜야 해요.
영어,능률(양),2015,3,"Take Action, Make a Difference",주어로 활용된 관계대명사 what,What motivates me is that we all can support each other.,나를 동기부여하는 것은 우리 모두가 서로 도울 수 있다는 거예요.,What surprises me is how quickly time flies. What excites us is seeing new ideas come to life.,시간이 얼마나 빨리 가는지 나를 놀라게 해요. 새로운 아이디어가 살아나는 것을 보는 게 우리를 신나게 해요.
영어,능률(양),2015,4,"Some Like It Cold, Some Like It Hot",동격의 전치사구 'of ~',The aroma of fresh coffee lifted my mood.,신선한 커피의 향이 내 기분을 올려줬어요.,The sound of rain on the roof is calming. The taste of homemade soup feels comforting.,지붕에 내리는 빗소리가 마음을 진정시켜줘요. 집에서 만든 국물의 맛이 위로가 돼요.
영어,능률(양),2015,5,We Are What We Do,전치사+관계대명사,I am surrounded by many chances in which I can learn.,나는 배울 수 있는 많은 기회에 둘러싸여 있어요.,They are influenced by mentors in whom they trust. She is supported by ideas in which creativity blossoms.,그들은 신뢰하는 멘토들에게 영향을 받아요. 그녀는 창의력이 피어나는 아이디어들에 의해 지지를 받아요.
영어,능률(양),2015,6,When Myths Meet Science,계속적 용법의 관계대명사 which,"I built a simple model, which helped me understand the concept.","저는 간단한 모형을 만들었어요, 그것이 개념을 이해하는데 도움이 됐어요.","The engineer designed a gadget, which simplified the process. The artist painted a mural, which brightened the room.","그 엔지니어는 기기를 설계했어요, 그것이 과정을 단순하게 했어요. 그 예술가는 벽화를 그렸어요, 그것이 방을 밝게 했어요."
영어,능률(양),2015,7,Venice Diary,This is why ~,This is why I have been looking forward to exploring hidden alleys.,그래서 나는 숨겨진 골목을 탐험하기를 기대해요.,This is why I always write down my travel thoughts. This is why I capture every moment in my diary.,그래서 나는 항상 여행 생각을 적어놓아요. 그래서 나는 내 일기에 모든 순간을 기록해요.
영어,능률(양),2015,8,The Solution Is in Nature,완료 부정사,The scientist is believed to have discovered a rare tree.,과학자는 희귀한 나무를 발견한 것으로 믿어져요.,The explorer is considered to have uncovered a hidden valley. The botanist is reported to have identified a secret forest.,탐험가는 숨겨진 계곡을 발견한 것으로 여겨져요. 식물학자는 비밀 숲을 확인한 것으로 전해져요.
영어1,능률(김),2015,1,A Spark in You,목적격 관계대명사의 생략,"Today, Chris is not the average student we believed.",오늘 크리스는 우리가 믿었던 평범한 학생이 아니었어요.,"Last week, Mina was not the silent artist we guessed. This morning, Alex was not the bored learner we thought.",지난 주 미나는 우리가 추측했던 조용한 예술가가 아니었어요. 오늘 아침 알렉스는 우리가 생각했던 지루한 학습자가 아니었어요.
영어1,능률(김),2015,2,Embracing Our Differences,It is[was] ~ that ... 강조 구문,It was her unique style that attracted everyone's attention.,그녀의 독특한 스타일이 모든 사람의 관심을 끌었어요.,It is his quiet nature that makes him a great listener. It was their diverse backgrounds that led them to creative ideas.,그의 조용한 성격이 그를 훌륭한 청취자로 만들어요. 그들의 다양한 배경이 그들에게 창의적인 아이디어를 가져다줬어요.
영어1,능률(김),2015,3,We Are All Connected,as if＋가정법 과거,They dance as if they were stars.,그들은 마치 별인 것처럼 춤췄어요.,She speaks as if she knew every word. He drives as if he were a race car driver.,그녀는 마치 모든 단어를 아는 것처럼 말했어요. 그는 마치 경주차 운전사인 것처럼 운전했어요.
영어1,능률(김),2015,4,Build a Better World,if절 대신 without구가 쓰인 가정법 과거완료,"Without hard work, our dreams would have faded away.","노력 없었더라면, 우리의 꿈은 사라졌을 거예요.","Without support, her project would have failed. Without creativity, his story would have lost its charm.","지원이 없었더라면, 그녀의 프로젝트는 실패했을 거예요. 창의성이 없었더라면, 그의 이야기는 매력을 잃었을 거예요."
영어1,능률(김),2015,5,"Look, Think, and Create!",관계대명사 which의 계속적 용법,"The library opens early, which gives students more time to study.",도서관이 일찍 열려서 학생들이 공부할 시간이 더 많아요.,The museum offers guided tours which entertain visitors. The park has a fountain which attracts many tourists.,박물관은 방문객들을 즐겁게 하는 가이드 투어를 제공해요. 공원에는 많은 관광객들을 끄는 분수가 있어요.
영어 2,능률(김),2015,1,Treasure in My Life,목적을 나타내는 접속사 so that,I saved money so that I could buy a new guitar.,새 기타를 사기 위해 돈을 모았어요.,He studied hard so that he could travel abroad. They organized the event so that everyone could participate.,해외여행을 하기 위해 그는 열심히 공부했어요. 모두가 참여할 수 있도록 그들은 행사를 준비했어요.
영어 2,능률(김),2015,2,In Someone Else’s Shoes,가목적어 it,I find it inspiring to listen to others' experiences.,나는 다른 사람들의 경험을 듣는 것이 감동적이라고 느껴요.,We consider it important to understand different lives. He felt it necessary to support his friends.,우리는 다양한 삶을 이해하는 것이 중요하다고 생각해요. 그는 친구들을 돕는 것이 필요하다고 느꼈어요.
영어 2,능률(김),2015,3,Be a Critical Thinker,명사절을 이끄는 접속사 whether,I wonder whether the report is accurate.,나는 그 보고서가 정확한지 궁금해요.,They examined whether the data was reliable. She questioned whether the theory would work.,그들은 데이터가 믿을 만한지 조사했어요. 그녀는 그 이론이 효과가 있는지 의문을 가졌어요.
영어 2,능률(김),2015,4,Find and Do What You Love,with+목적어+현재분사,He exercises with music playing.,그는 음악이 틀어지는 채로 운동해요.,He writes poems with inspiration striking. They paint murals with colors blending.,그는 영감이 떠오르는 채로 시를 써요. 그들은 색이 어우러지는 채로 큰 그림을 그려요.
영어 2,능률(김),2015,5,Technology: An Engine for Change,현재완료 수동태 have[has] been p.p,The efficiency of online services has been remarkably improved.,온라인 서비스의 효율성이 크게 향상되었어요.,The report has been written by an expert. Our program has been supported by many users.,전문가에 의해 보고서가 작성되었어요. 많은 사용자들에 의해 우리 프로그램이 지원되었어요.
공통영어 1,YBM(김),2022,1,Believe That You Can Do Better,동격의 that,She embraces the idea that hard work pays off.,그녀는 열심히 일하면 결실을 맺는다는 생각을 받아들여요.,They maintain the belief that every effort counts. He trusts the notion that continuous practice makes perfect.,그들은 모든 노력이 중요하다는 믿음을 유지해요. 그는 꾸준한 연습이 완벽을 만든다는 생각을 믿어요.
공통영어 1,YBM(김),2022,2,Art and the City,현재완료 수동태,A famous mural has been painted on the wall.,유명한 벽화가 벽에 그려져 있어요.,Several sculptures have been admired by locals. Many photographs have been displayed in the gallery.,몇몇 조각상이 지역 주민들에게 감탄받았어요. 많은 사진이 갤러리에 전시되어 있어요.
공통영어 1,YBM(김),2022,3,Living Green: A Guide to Sustainable Choices,조건 부사절에서의 시제,"If people reduce plastic use, the ocean will become cleaner.","사람들이 플라스틱 사용을 줄이면, 바다가 더 깨끗해질 거예요.","If the community recycles more, the city will become greener. If we choose eco-friendly products, our planet will thrive.","지역 사회가 더 많이 재활용하면, 도시가 더 푸르게 변할 거예요. 우리가 친환경 제품을 선택하면, 지구가 번창할 거예요."
공통영어 1,YBM(김),2022,4,Be Smart in the Digital World,가정법 과거완료,"If I had updated my software, I would have avoided the error.","내가 소프트웨어를 업데이트했다면, 오류를 피했을 거예요.","If she had saved her project, she would not have lost her work. If we had backed up the files, we would have recovered them.","그녀가 프로젝트를 저장했다면, 작업물을 잃지 않았을 거예요. 우리가 파일을 백업했다면, 그것들을 복구했을 거예요."
공통영어 2,YBM(김),2022,1,Make Your World a Better Place,분사구문,"Receiving support from neighbors, I set up a book exchange booth.","이웃의 응원을 받으며, 나는 도서 교환 부스를 설치했어요.","Hearing inspiring stories, the team organized a community clean-up. Observing local needs, she volunteered at the shelter.","영감을 주는 이야기를 들으며, 팀이 동네 청소 행사를 조직했어요. 지역의 필요를 관찰하며, 그녀는 쉼터에서 자원봉사를 했어요."
공통영어 2,YBM(김),2022,2,From Tradition to Trend,so + 형용사/부사 + that ...,They celebrated the success so joyfully that the event lasted all night.,그들은 성공을 너무 기쁘게 축하해서 행사가 밤새 지속됐어요.,The speaker spoke so clearly that everyone understood the message. The coach trained the athletes so hard that they broke records.,연설자는 너무 명확하게 말해서 모두가 메시지를 이해했어요. 코치는 선수들을 너무 열심히 훈련시켜서 그들이 기록을 깼어요.
공통영어 2,YBM(김),2022,3,Beyond Barriers,관계대명사의 계속적 용법,"I received a letter from a friend, who visited Seoul last summer.",나는 작년에 서울을 방문한 친구로부터 편지를 받았어요.,"She met a teacher, who encouraged her to study hard. They enjoyed a festival, which celebrated local traditions.",그녀는 공부 열심히 하라고 격려해준 선생님을 만났어요. 그들은 지역 전통을 기념하는 축제를 즐겼어요.
공통영어 2,YBM(김),2022,4,The Essence of Being Human,주어 + request that + 주어 + (should) 동사원형,Ms. Lee requested that her friend remain honest.,이 리는 친구에게 정직하라고 요청했어요.,The teacher requested that the students practice mindfulness. The manager requested that the staff maintain respect for everyone.,선생님은 학생들에게 마음 챙김을 실천하라고 요청했어요. 매니저는 직원들에게 모든 사람을 존중하라고 요청했어요.
공통영어 1,YBM(박),2022,1,Enrich Your Life,동명사,Writing in a journal calmed my thoughts.,일기를 쓰면서 제 생각이 차분해졌어요.,Painting my emotions made me feel lighter. Listening to soft music eased my mind.,감정을 그림으로 표현하니까 마음이 가벼워졌어요. 부드러운 음악을 들으면서 마음이 편해졌어요.
공통영어 1,YBM(박),2022,2,Explore Wildlife Wonders,명사를 수식하는 과거분사구,I saw a mysterious animal in the forest.,나는 숲에서 신비로운 동물을 봤어요.,She photographed a rare bird near the river. They discovered an ancient tree in the park.,그녀는 강 근처에서 희귀한 새를 사진 찍었어요. 그들은 공원에서 고대 나무를 발견했어요.
공통영어 1,YBM(박),2022,3,"Embrace Diversity, Broaden Your Horizons",현재완료 수동태,The book has been read by many students.,많은 학생들에 의해 그 책이 읽혀졌어요.,The movie has been watched by countless people. The article has been written by an expert journalist.,수많은 사람들에 의해 그 영화가 관람되었어요. 전문가 기자에 의해 그 기사가 작성되었어요.
공통영어 1,YBM(박),2022,4,When Art Meets Technology,계속적 용법의 관계대명사 which,"The painting inspires creativity, which lifts everyone's mood.","그 그림은 창의력을 불러일으켜서, 모두의 기분을 좋게 해요.","The sculpture tells a story, which fascinated many visitors. The digital installation changes colors, which surprises the audience.","그 조각상은 이야기를 전해서, 많은 방문객들을 매료시켰어요. 그 디지털 설치물은 색이 바뀌어서, 관객들을 놀라게 해요."
공통영어 2,YBM(박),2022,1,Be Digitally Smart!,so ~ that ...,The ad was so eye-catching that I shared it with my friends.,광고가 너무 눈에 띄어서 친구들과 공유했어요.,The website is so user-friendly that even beginners can navigate it easily. The video was so informative that I learned a new skill.,웹사이트가 너무 사용하기 쉬워서 초보자도 쉽게 이용할 수 있어요. 그 영상이 너무 유익해서 새로운 기술을 배웠어요.
공통영어 2,YBM(박),2022,2,Urgent Call From Earth,조건의 접속사,"As long as distress signals are heard, our team is on alert.","긴급 구조 신호가 들리는 한, 우리 팀은 경계해요.","If the message is clear, we start the rescue operation. Provided that the system works, the base remains powered.","메시지가 명확한 만약, 우리는 구조 작전을 시작해요. 시스템이 작동하는 한, 기지는 전력을 유지해요."
공통영어 2,YBM(박),2022,3,Rise Above Challenges,상관접속사,They reached new heights not due to luck but with steady perseverance.,그들은 행운이 아니라 꾸준한 인내로 새로운 경지에 올랐어요.,He conquered his fears not by avoiding problems but by facing them head on. She grew stronger not from a lack of challenges but through overcoming each one.,그는 문제를 회피하지 않고 정면으로 맞서며 두려움을 극복했어요. 그녀는 도전이 없어서가 아니라 하나하나 극복하면서 더 강해졌어요.
공통영어 2,YBM(박),2022,4,Creative Ideas for a Better World,It ~ that 강조 구문,It was a brilliant plan that opened new opportunities.,새로운 기회를 열어준 훌륭한 계획이었어요.,It was a clever design that solved the issues. It was an innovative idea that changed the perspective.,문제들을 해결한 영리한 설계였어요. 관점을 바꾼 혁신적인 아이디어였어요.
영어,YBM(박),2015,1,Dream It and Achieve It,"동명사
Recording your dreams is not enough.",Writing down my goals boosts my determination.,내 목표를 적는 것이 내 결단력을 높여요.,Believing in yourself shapes your future. Setting clear goals inspires action.,자신을 믿는 것이 미래를 만드어요. 명확한 목표를 세우는 것이 행동을 불러일으켜요.
영어,YBM(박),2015,2,Color Your Language,동격의 that,I know the fact that music changes our mood.,나는 음악이 우리의 감정을 바꾼다는 사실을 알아요.,She remembers the moment that changed her life. He shared the story that made everyone happy.,그녀는 인생을 바꾼 순간이라는 것을 기억해요. 그는 모두를 행복하게 만든 이야기라는 것을 나눴어요.
영어,YBM(박),2015,3,Enjoy the Tasty World,one of the 최상급+복수명사,It is one of the most vibrant food exhibitions in the country.,그것은 나라에서 가장 활기찬 음식 전시회 중 하나예요.,They offer the most scrumptious street foods during the event. The fair showcases the most diverse culinary delights.,그들은 행사 기간에 가장 맛있는 길거리 음식을 제공해요. 그 박람회는 가장 다양한 요리의 즐거움을 보여줘요.
영어,YBM(박),2015,4,Preparing for Weather,관계부사 where,I visited a beach resort where the sky was always clear.,나는 하늘이 항상 맑은 해변 리조트를 방문했어요.,They enjoyed a picnic in a park where the weather was perfect. He took a walk in a village where the seasons change gently.,그들은 날씨가 완벽한 공원에서 소풍을 즐겼어요. 그는 계절이 부드럽게 바뀌는 마을에서 산책했어요.
영어,YBM(박),2015,5,The Joy of Appreciating Art,조동사 + have p.p,The sculptor must have carved the statue to evoke deep emotions.,조각가는 깊은 감정을 불러일으키기 위해 그 동상을 조각했을 거예요.,The designer must have crafted a beautiful piece that tells a story. The curator must have arranged the exhibit to spark inspiration.,디자이너는 이야기를 전하기 위해 아름다운 작품을 만들었을 거예요. 전시관 관리자는 영감을 불러일으키기 위해 전시회를 구성했을 거예요.
영어,YBM(박),2015,6,Traveling for Volunteer Work,명사를 수식하는 분사구,"We joined a community clean-up, an initiative organized by local residents.",우리는 지역 주민이 주최한 커뮤니티 청소 활동에 참여했어요.,"We served meals, a gesture showing our care for the homeless. We painted murals, a project enhancing community spirit.",우리는 노숙자들에게 식사를 제공했어요. 우리는 커뮤니티 분위기를 높이기 위해 벽화를 그렸어요.
영어,YBM(박),2015,7,Bringing Creativity into Our Lives,계속적 용법의 관계대명사 which,"A unique idea was shared by the teacher, which motivated us to explore art in new ways.","선생님께서 독특한 아이디어를 공유해 주셨어요, 그 아이디어가 우리를 새로운 방식으로 예술을 탐구하게 만들었어요.","The innovative project caught attention quickly, which boosted student confidence. A creative solution was offered during class, which encouraged everyone to participate.","그 혁신적인 프로젝트가 금방 주목을 받았어요, 그것이 학생들의 자신감을 높였어요. 수업 중에 창의적인 해결책이 제시되었어요, 그것이 모두가 참여하도록 격려했어요."
영어,YBM(박),2015,8,"Green Life, Green Earth",가정법 과거,"If it weren't for green parks, our environment would suffer.","녹색 공원이 없었다면, 우리 환경은 어려움을 겪었을 거예요.","If it weren't for clean rivers, the city would be less welcoming. If it weren't for recycling efforts, waste management would be a nightmare.","깨끗한 강이 없었다면, 도시는 덜 매력적이었을 거예요. 재활용 노력이 없었다면, 쓰레기 처리가 끔찍했을 거예요."
영어,YBM(박),2015,9,What Makes Sports More Exciting,as if 가정법,The players celebrated as if they had just won the championship.,선수들이 마치 챔피언십에서 이긴 것처럼 축하했어요.,The referee acted as if he knew every trick in the play. The coach shouted as if his team was losing the match.,심판은 마치 모든 전술을 알고 있는 것처럼 행동했어요. 코치는 마치 팀이 경기를 지고 있는 것처럼 소리쳤어요.
영어,YBM(박),2015,10,Feel What Others Feel,복합관계대명사,I will do everything to assist someone in need.,어려움에 처한 사람을 돕기 위해 모든 것을 할 거예요.,She knows what he really wants. They understand what makes us happy.,그녀는 그가 진짜 원하는 것을 알아요. 그들은 우리를 행복하게 만드는 것이 무엇인지 이해해요.
영어,YBM(한),2015,1,A Fresh New Start,시간․조건의 부사절에서의 시제,I will celebrate when I reach my goal.,"내 목표에 도달하면, 나는 축하할 거예요.",She feels relieved when she finishes her project. He gains confidence when he practices daily.,그녀는 프로젝트를 마치면 안심해요. 그는 매일 연습하면 자신감을 얻어요.
영어,YBM(한),2015,2,Working Together,조동사+have p.p.,It might have been a productive day at school.,학교에서 생산적인 하루였을지도 몰라요.,They may have solved the difficult problem. We might have completed the team project.,그들은 어려운 문제를 해결했을지도 몰라요. 우리는 팀 프로젝트를 끝냈을지도 몰라요.
영어,YBM(한),2015,3,"Eat Right, Be Healthy",생략,I often choose a nutritious snack instead of junk food.,저는 정크푸드 대신 건강한 간식을 자주 선택해요.,My friends enjoy a balanced diet every day. They avoid sugary drinks often.,제 친구들은 매일 균형 잡힌 식사를 즐겨요. 그들은 단 음료를 자주 피해요.
영어,YBM(한),2015,4,Invention for the Rainforests,목적의 접속사 so that,They created a sensor so that experts can track climate changes.,전문가들이 기후 변화를 추적할 수 있도록 센서를 만들었어요.,He built a system so that communities can receive early warnings. She installed new technology so that researchers can study wildlife.,지역사회가 조기 경보를 받을 수 있도록 시스템을 구축했어요. 연구자들이 야생동물을 연구할 수 있도록 새로운 기술을 설치했어요.
영어,YBM(한),2015,5,How to Win Over Someone's Mind,분사구문,"Worried about the upcoming match, he trained every day to improve his skills.","다가오는 경기가 걱정되어서, 그는 매일 자신의 실력을 향상시키기 위해 훈련했어요.","Feeling excited about the opportunity, she practiced hard at the gym. Suffering from self-doubt, he sought advice from his coach.","기회에 신이 나서, 그녀는 체육관에서 열심히 연습했어요. 자신감이 없어 고생하며, 그는 코치에게 조언을 구했어요."
영어,YBM(한),2015,6,"The Most
 Efficient Job in
the World",to부정사의 의미상의 주어,It may become important for you to choose a new path.,너에게 새로운 길을 선택하는 것이 중요해질 수도 있어요.,It seems necessary for her to learn advanced skills. It appears beneficial for us to take extra lessons.,그녀에게 고급 기술을 배우는 것이 필요해 보여요. 우리에게 추가 수업을 듣는 것이 유익해 보여요.
영어,YBM(한),2015,7,Amazing Architecture,that 절이 목적어인 문장의 수동태,It is rumored that the library was built in 1900.,1900년에 그 도서관이 건축되었다고 소문이 있어요.,It is predicted that the school will open a new wing next year. It is assumed that the park was redesigned last summer.,내년에 그 학교가 새로운 건물을 열 것이라고 예측해요. 지난 여름에 그 공원이 재설계되었다고 가정해요.
영어,YBM(한),2015,8,Living with Robots,목적격 보어로 쓰인 to부정사,The unexpected error prompted the system to shut down.,예상치 못한 오류가 시스템을 종료시키게 했어요.,The heavy rain forced the outdoor event to be canceled. The loud announcement encouraged everyone to check the schedule.,많은 비 때문에 야외 행사가 취소되게 했어요. 큰 안내 방송이 모두가 일정을 확인하게 했어요.
영어Ⅰ,YBM(박),2015,1,"Healthy Living, Happy Life",대동사 do,I do my best to eat nutritious foods every day.,나는 매일 영양가 있는 음식을 먹기 위해 최선을 다해요.,She does morning exercises to feel energized. He does meditation regularly to stay calm.,그녀는 활력을 얻기 위해 아침 운동을 해요. 그는 침착함을 유지하기 위해 규칙적으로 명상을 해요.
영어Ⅰ,YBM(박),2015,2,Origins of Everyday Things,분사구문 (being 생략),I found a rare coin while exploring the old town.,나는 옛 도시를 탐험하면서 희귀한 동전을 찾았어요.,She discovered ancient artifacts in the market. They enjoyed the local delicacies during their trip.,그녀는 시장에서 고대 유물을 발견했어요. 그들은 여행 중에 현지 진미를 즐겼어요.
