example_english,example_korean
The museum exhibition used a subtle subject	which captivated visitors at the modern art gallery.,박물관 전시회는 섬세한 소재를 사용하여	모던 아트 갤러리에서 방문객들을 매료시켰어요.
"During a vibrant sunset, the photographer skillfully captured the exquisite subject, highlighting its vivid details.","활기찬 석양 아래서, 사진가는 섬세한 피사체를 정교하게 촬영하며 그 생동감 있는 세부를 강조했어요."
"During the innovative research study, every volunteer was chosen as an essential subject for testing.",혁신적인 연구에서 모든 자원봉사자가 중요한 실험 대상으로 선택되었어요.
Every devoted subject faithfully supported the wise king to maintain lasting stability and peaceful harmony.,모든 충실한 신하들은 현명한 왕을 지원하여 영원한 안정과 평화로운 조화를 유지했어요.
The fragile ancient building was subject to decay due to constant exposure to harsh weather.,그 연약한 고대 건물은 끊임없이 혹독한 날씨에 노출되어 부패될 수 있었어요.
"Achieving remarkable success in business often demands perseverance, determination, and impeccable strategy for continuous improvement.","비즈니스에서 뛰어난 성공을 이루기 위해서는 끈기, 결단력, 그리고 완벽한 전략이 종종 필요해요."
"The athlete demonstrated super skills in the challenging competition, leaving both fans and judges impressed.",그 운동선수는 도전적인 경기에서 대단한 실력을 발휘하여 관중과 심판 모두를 감탄하게 했어요.
"After a long day of hard work, I enjoy having a delicious and peaceful supper.","하루 종일 힘든 일을 마치고 나면, 맛있고 평온한 저녁밥을 즐겨요."
"During the heavy storm,	the massive, reinforced pillars continuously support the entire building structure with strength.","폭풍우가 몰아칠 때,	견고한 기둥들이 건물 전체 구조를 꾸준히 받치고 있어요."
"In difficult times, I always try to support my colleagues through compassionate advice and guidance.",어려운 시기에는 항상 따뜻한 조언과 지침으로 동료들을 지지하려고 노력해요.
"She provided unwavering and heartfelt support to her struggling community, motivating them during turbulent times.",그녀는 힘든 시기를 겪는 지역 사회에게 진심 어린 지지와 부양을 제공하며 그들을 독려했어요.
The unexpected visitor may surprise all attendees with a thoughtful gift during the lively party.,예상치 못한 방문객이 생동감 넘치는 파티에서 모든 참석자들을 뜻깊은 선물로 놀라게 했어요.
She opened the gift and experienced a pleasant surprise that filled her heart with joy.,그녀는 선물을 열었을 때 뜻밖의 놀라움에 감탄하며 마음이 따뜻해졌어요.
The unexpected surprise completely caught everyone off guard during the lively family reunion celebration yesterday.,뜻밖의 소식이 어제 활기찬 가족 모임에서 모두를 당황하게 만들었어요.
I bought a cozy sweater from a shop because the cold weather required warm clothing.,나는 추운 날씨 때문에 따뜻한 옷이 필요해서 상점에서 아늑한 스웨터를 샀어요.
"Her sweet smile and gentle nature illuminated every room she entered, making life more beautiful.",그녀의 아름다운 미소와 상냥한 성격은 들어서는 모든 방을 빛내줘서 삶을 더 아름답게 했어요.
"The sweet, kind-hearted woman generously offered kind words to every lonely stranger on the street.",그 다정하고 친절한 여성은 거리의 외로운 사람들에게 따뜻한 말을 건넸어요.
The intricate computer system has been designed to streamline business operations and maintain reliable communication.,복잡한 컴퓨터 시스템은 업무 효율을 높이고 안정적인 소통을 유지하기 위해 설계되었어요.
The company’s newly established system successfully helped create a more efficient organizational structure for everyone.,회사가 새로 구축한 시스템이 모든 구성원에게 보다 효율적인 조직 운영을 가능하게 해 주었어요.
Our school invented a new system that integrates technology into every classroom and enhances learning.,우리 학교는 모든 교실에 기술을 통합하여 학습을 향상시키는 새로운 체계를 발명했어요.
I carefully tap on the sleek touchscreen of my smartphone to wake it up quickly.,나는 조심스럽게 깔끔한 스마트폰 터치스크린을 가볍게 두드려 빠르게 깨워요.
Every musician must tap their foot carefully to maintain the precise beat during the performance.,모든 음악가는 공연 중에 정확한 박자를 유지하기 위해 발을 조심스럽게 탭해요.
I quickly turned the tap to get water for making a delicious cup of tea.,나는 빨리 수도 꼭지를 돌려서 맛있는 차를 만들기 위해 물을 받았어요.
I enjoyed a warm cup of tea while reading my favorite book in the afternoon.,나는 오후에 좋아하는 책을 읽으며 따뜻한 차 한 잔을 즐겼어요.
Be careful not to tear the delicate fabric when you remove it from the package.,포장에서 꺼낼 때 섬세한 천을 찢지 않도록 조심해야해요.
"During the busy morning, I accidentally tear my favorite shirt right before heading to work.",바쁜 아침에 제가 좋아하는 셔츠를 일하러 가기 바로 전에 실수로 찢었어요.
"The temperature in the room dropped suddenly during the chilly night, causing discomfort among everyone.","방 안의 온도가 갑자기 떨어져서, 추운 밤에 모두가 불편함을 느꼈어요."
The horror film was absolutely terrible and featured a spooky plot that frightened many viewers.,"그 공포 영화는 정말 무시무시했고, 무시무시한 줄거리가 많은 관객들을 놀라게 했어요."
The new restaurant offered a terrible menu	which ruined our dinner plans for the evening.,새로운 식당은 형편없는 메뉴를 제공해서 우리 저녁 식사 계획을 망쳐버렸어요.
I felt absolutely terrible after eating too much spicy food at the newly opened restaurant.,새로 오픈한 식당에서 너무 많은 매운 음식을 먹은 후 몸이 정말 안 좋아졌어요.
"The dish was terrible indeed, and many customers complained that its flavor was unexpectedly bland.",그 요리는 정말 맛없었고 많은 손님들이 예상치 못하게 밋밋한 맛에 불평했어요.
The professor reviewed the original text carefully to highlight significant details and nuance for analysis.,교수님은 원문을 주의 깊게 검토하여 분석을 위해 중요한 세부 사항과 뉘앙스를 강조했어요.
"I finished reading the novel,	then I decided to write an honest review about it.","나는 소설을 다 읽은 후,	그때 솔직한 후기를 작성하기로 결심했어요."
"After completing my assignments, then I decided to take a refreshing walk around the park.","숙제를 마친 후에, 그렇다면 저는 공원에서 상쾌한 산책을 하기로 결정했어요."
"I finished my homework quickly, then I calmly relaxed with my favorite comedy television show.","나는 숙제를 빠르게 끝낸 뒤, 가장 좋아하는 코미디 텔레비전 프로그램을 차분히 보았어요."
"The thick fog enveloped the quiet town, making the streets look mystical and strangely enchanting.","두꺼운 안개가 조용한 마을을 감싸, 거리들이 신비롭고 이상하게 매력적으로 보였어요."
"The stew was thick and flavorful, with each spoonful offering the taste of hearty ingredients.","스튜는 걸쭉하고 진한 맛이 있어서, 한 숟갈마다 푸짐한 재료의 맛이 느껴졌어요."
"The delicious chocolate milkshake was incredibly thick and very creamy, making it delightfully satisfying to drink.",맛있는 초콜릿 밀크쉐이크는 믿을 수 없을 정도로 탁하고 걸쭉하며 마시기에 만족스러웠어요.
"The thin paper gracefully fluttered in the gentle wind, making it seem surprisingly fragile and timeless.","얇은 종이가 부드러운 바람에 우아하게 날려, 그 모습이 놀랍도록 연약하고 영원해 보였어요."
The thin branches of the old tree swayed gently in the cool autumn breeze today.,오래된 나무의 마른 가지들이 시원한 가을 바람 속에서 오늘 부드럽게 흔들렸어요.
"The air in the high mountain valley was thin, making it difficult for most travelers.",높은 산 계곡의 공기가 희박하여 대부분의 여행자들이 호흡하기 어려웠어요.
"During the chilly winter morning, I coughed and cleared my throat before starting a conversation.",쌀쌀한 겨울 아침에 대화를 시작하기 전에 저는 목구멍을 가다듬으며 기침했어요.
"I walked briskly through the busy market, observing various vendors selling fresh fruits and vegetables.",나는 바쁜 시장을 빠르게 지나가며 다양한 상인들이 신선한 과일과 야채를 판매하는 것을 관찰했어요.
"During her busy morning, she had to tie her messy hair neatly to look presentable.",바쁜 아침에 그녀는 깔끔해 보이기 위해 지저분한 머리를 단정하게 매었어요.
"I wore a stylish tie	to the formal event, which added a touch of sophistication.","저는 정식 모임에 스타일리시한 넥타이를 입었고, 그것이 세련된 멋을 더해줬어요."
"Our recent family reunion helped build a strong tie between distant relatives, strengthening our bond.",최근 우리 가족 모임이 먼 친척들 사이의 유대를 단단히 구축하는 데 큰 도움이 되었어요.
"The final match between the rival teams ended in a tie, leaving every spectator amazed.",라이벌 팀들이 치열하게 경쟁한 마지막 경기에서 무승부가 나와서 모든 관중이 감탄했어요.
"To water the garden without harming the plants, you must tip the watering can slowly.",정원의 식물에 해를 끼치지 않도록 물을 주기 위해서는 물뿌리개를 천천히 기울여야 해요.
"He offered a valuable tip regarding the best study methods, which helped many students succeed.","그는 최고의 공부법에 관한 소중한 조언을 주었고, 많은 학생들이 성공하는 데 큰 도움이 되었어요."
The tip of the knife is so sharp that it easily cuts through tough vegetables.,칼의 뾰족한 끝 부분이 너무 날카로워서 단단한 야채도 쉽게 잘라졌어요.
Many satisfied customers often leave a generous tip after enjoying a delicious meal at restaurants.,많은 만족한 고객들이 맛있는 식사를 즐긴 후에 아낌없이 사례금을 남겼어요.
The author decided to title his memoir with an evocative phrase capturing life's dramatic twists.,작가는 인생의 극적인 변화를 포착하는 감각적인 구절로 회고록에 제목을 붙였어요.
"After years of hard work and dedication, she finally	earned the prestigious title of CEO.","수년간의 노력과 헌신 끝에, 그녀는 마침내	명망 높은 직함인 CEO를 받게 되었어요."
The talented chef explained that his tongue was burning after tasting the extremely spicy curry.,재능 있는 요리사는 극도로 매운 카레를 맛본 후 자신의 혀가 타오르고 있다고 설명했어요.
The carpenter skillfully used a specialized tool	to accurately measure and mark the important wood pieces.,목수는 중요한 목재를 정확하게 측정하고	표시하기 위해 특수한 도구를 능숙하게 사용했어요.
This innovative tool served as an essential means to manage and complete our home projects.,이 혁신적인 도구는 우리 집안의 프로젝트를 관리하고 완수하는데 중요한 수단이 되었어요.
"In today's lecture, the professor skillfully introduced a fascinating topic that engaged all curious students.",오늘 강의에서 교수님께서 모든 호기심 많은 학생들의 관심을 사로잡는 매력적인 주제를 능숙하게 소개하셨어요.
"The band embarked on a nationwide tour, performing live in each major city with excitement.",밴드는 전국을 순회 공연하면서 각 도시에서 열정적인 라이브 무대를 펼쳤어요.
"I always make sure to pack a clean, soft towel before my morning gym session.",나는 아침 체육관 운동 전에 깨끗하고 부드러운 수건을 꼭 챙겨요.
"The ancient stone tower majestically stood proudly on the hilltop, overlooking the bustling medieval village.",옛 돌탑이 언덕 꼭대기에 위풍당당하게 서서 분주한 중세 마을을 내려다보았어요.
"In our family, preserving tradition remains essential because every celebration reconnects us with our roots.",우리 가족에게 전통을 지키는 일은 모든 축제마다 뿌리를 다시 연결해 주는 중요한 행사예요.
The triangle instrument produced a resonant tone that perfectly complemented the orchestra's lively rhythmic performance.,"트라이앵글 악기는 음악회에서 맑은 소리를 내어, 오케스트라의 생동감 넘치는 리듬을 완벽하게 보완했어요."
The mathematician carefully used a triangle to skillfully demonstrate the importance of angles in geometry.,수학자는 각도의 중요성을 명확히 보여주기 위해 신중하게 삼각형을 사용했어요.
He deliberately tried to trick his friend by telling a completely fabricated yet convincing story.,그는 친구를 속이기 위해 완전히 꾸며낸 믿을 만한 이야기를 하려고 했어요.
"During the magic show, the clever performer executed a trick that completely baffled the audience.",마술 공연 중에 그 영리한 공연자는 관객들을 완전히 혼란시킨 속임수를 사용했어요.
"The skilled street magician effortlessly executed a mind-blowing trick, leaving the entire amazed audience speechless.",숙련된 거리 마술사는 놀라운 묘기를 선보여 전체 관중을 감탄하게 만들었어요.
She learned an ingenious trick that quickly improved her cooking skills and boosted her confidence.,그녀는 요리 실력을 빠르게 향상시키고 자신감을 높이는 묘책을 배웠어요.
My constant inquiries often trouble the extremely busy manager who is struggling with many tasks.,저의 끊임없는 질문들이 너무 바쁜 매니저를 귀찮게 해서 많은 업무를 처리하기 어려워졌어요.
"When the unexpected breakdown occurred yesterday, we faced serious trouble, considerably delaying our scheduled meeting.","갑작스러운 고장이 어제 발생했을 때 우리는 심각한 문제가 있었고, 예정된 회의가 상당히 지연되었어요."
"After the sudden accident, the doctor carefully examined the patient's trunk to detect internal injuries.",갑작스러운 사고 후에 의사가 내부 부상을 확인하기 위해 환자의 몸통을 신중하게 검사했어요.
"During the exciting safari, the elephant used its long trunk to pick up tasty fruit.",신나는 사파리 도중에 코끼리는 긴 코를 사용하여 맛있는 과일을 집어 올렸어요.
"At the zoo today, the majestic elephant gracefully waved its long trunk at excited visitors.",오늘 동물원에서 그 웅장한 코끼리가 기쁜 관람객들에게 긴 코를 우아하게 흔들었어요.
"Building strong relationships requires unwavering mutual trust, relying on honesty and consistency for lasting confidence.",튼튼한 관계를 쌓으려면 흔들림 없는 상호 신용을 바탕으로 정직과 일관성에 의존하여 지속적인 신뢰를 쌓아야 해요.
"After high school, I eagerly enrolled in the university to fervently pursue my academic dreams.","고등학교 졸업 후, 저는 대학교에 열정적으로 입학하여 제 학업 꿈을 추구했어요."
Her thoughtless remark unexpectedly upset nearly every attending team member during our crucial annual meeting.,그녀의 경솔한 발언은 우리 중요한 연례 회의에서 거의 모든 참석 팀원의 마음을 속상하게 만들었어요.
"I felt deeply upset after hearing disappointing news, and I could not hide my frustration.","실망스러운 소식을 들은 후 나는 깊이 속이 상했고, 좌절감을 숨길 수 없었어요."
"The upset customer returned the faulty product, demanding a refund rather than a replacement.",화난 고객은 결함 있는 제품을 반품하고 환불을 요구했어요.
I often view extraordinary ancient paintings at the museum to appreciate the artist's creative ingenuity.,저는 박물관에서 놀라운 고대 회화를 자주 감상하며 예술가의 창의적 재능에 감탄해요.
"She went to view the vibrant art exhibition, thoroughly exploring every decorative detail with curiosity.",그녀는 생동감 넘치는 미술 전시회를 보러 가서 모든 장식적인 세부사항들을 철저히 살펴보았어요.
"From the hilltop, we admired the panoramic view that stretched elegantly across the city skyline.",언덕 꼭대기에서 우리는 도시 전경이 아름답게 펼쳐진 조망을 감상했어요.
"During our hike, I truly appreciated the stunning view of the valley and blue mountains.","우리 하이킹 도중, 계곡과 푸른 산들이 보이는 멋진 경치를 진심으로 감상하였어요."
Her insightful view on the ever-changing global trends always reliably helped clarify important social issues.,그녀의 통찰력 있는 관점은 끊임없이 변화하는 글로벌 경향을 항상 신뢰할 수 있게 이해시키는 데 도움을 줬어요.
"The peaceful village lay amidst rolling hills and was known for its friendly, warm residents.","평화로운 마을은 구릉 사이에 자리 잡고 있었고, 주민들이 친절하여 유명했어요."
I decided to volunteer enthusiastically at the local shelter to help many needy families daily.,나는 지역 보호소에서 많은 어려운 이웃 가족들을 돕기 위해 자원하기로 결심했어요.
"Every weekend, I consistently volunteer at the local food bank to help many struggling families.",매주 주말마다 저는 지역 푸드뱅크에서 자원봉사하여 많은 어려운 가정을 돕고 있어요.
"During the community clean-up event, the dedicated volunteer generously distributed essential supplies to every attendee.",지역 청소 행사에서 열정적인 자원봉사자가 모든 참석자에게 필수 용품을 넉넉하게 나눠줬어요.
The dedicated volunteer team enthusiastically arranged a meaningful community service project at the local shelter.,자발적인 팀은 지역 쉘터에서 의미 있는 봉사 활동 프로젝트를 열정적으로 준비했어요.
The excessive waste produced by the large factory polluted natural rivers and wasted valuable resources.,"그 큰 공장에서 발생한 과도한 낭비가 자연의 강들을 오염시켰고, 소중한 자원을 허비했어요."
The community organized an annual cleanup event to efficiently remove excessive waste from local parks.,지역 공원에 쌓인 지나친 쓰레기를 효율적으로 제거하기 위해 커뮤니티가 매년 청소 행사를 조직했어요.
"Every morning at the beach, the graceful flag will slowly wave in the gentle wind.",매일 아침 해변에서 우아한 깃발이 부드러운 바람에 천천히 흔들려요.
"The gentle wave on the shore glistened under the strong sunlight, creating a peaceful scene.",부드러운 물결이 해안에서 강한 햇빛 아래 반짝이며 평화로운 풍경을 만들었어요.
The delicate sound produced a beautiful	wave of vibrations that gently echoed across the hall.,"섬세한 소리가 아름다운	파동을 만들어내어, 그 진동이 홀 전체에 부드럽게 퍼졌어요."
"After a long illness, she felt extremely weak and needed daily rest and warm soup.",장기간의 병으로 인해 그녀는 매우 약해져서 매일 충분한 휴식과 따뜻한 국물이 필요했어요.
"At the market stall, I weigh the various fruits carefully before selecting the ripest ones.",시장 앞에서 저는 가장 신선한 과일을 고르기 전에 다양한 과일의 무게를 재어요.
"Every morning, I rigorously weigh each package of produce to ensure accurate store inventory management.","매일 아침, 나는 정확한 재고 관리를 위해 각 상품의 무게를 꼼꼼히 재요."
"Before making the decision, the candidate had to weigh all the pros and cons carefully.","결정을 내리기 전에, 후보자는 모든 장단점을 따져 보았어요."
"We need to weigh all the available factors carefully before reaching any decisive, important conclusion.",우리는 결정적인 중요한 결론에 도달하기 전에 모든 가능한 요소들을 신중하게 평가해야 해요.
"During our ocean expedition,	we spotted a massive whale gracefully swimming beneath the shimmering surface.","우리의 해양 탐험 중에,	반짝이는 수면 아래서 거대한 고래가 우아하게 헤엄치는 것을 관찰했어요."
Which impressive skyscraper built in the 1990s offers an extraordinary view of the vibrant downtown?,어느 인상적인 초고층 빌딩이 1990년대에 건설되어 활기찬 도심의 특별한 전망을 제공하나요?
I admired the whole masterpiece because it looked flawless and perfectly designed in every way.,"나는 그 완전한 걸작을 감탄하며, 모든 면에서 흠이 없고 완벽하게 디자인된 것을 보았어요."
I spent the entire afternoon organizing the whole set of ancient books on the shelf.,저는 오후 내내 선반 위에 있는 고대 책 전체 세트를 정리하는 데 많은 시간을 보냈어요.
The garden was really wide that it comfortably accommodated a variety of colorful flower beds.,정원이 정말 넓어서 다양한 화려한 꽃밭들을 편안하게 둘 수 있었어요.
"The new road designed recently is remarkably wide, thereby ensuring safe travel for many vehicles.",새로 설계된 이 도로는 놀랄 만큼 폭이 넓어서 많은 차량이 안전하게 다닐 수 있도록 하고 있어요.
He spread his arms wide to completely embrace the beautiful view of the vast valley.,그는 넓게 벌린 팔로 그 거대한 계곡의 아름다운 전망을 완전히 포용했어요.
"Despite facing many challenging obstacles, she ultimately became able to achieve her long sought dreams.","많은 도전적인 장애물에 직면했음에도 불구하고,	그녀는 결국 할 수 있게 되어 오랫동안 바랬던 꿈들을 이뤘어요."
The determined prosecutor finally decided to accuse the crafty suspect after carefully gathering undeniable evidence.,단호한 검사는 부인할 수 없는 증거를 신중하게 모은 후에 교활한 용의자를 기소하기로 결정했어요.
I worked diligently and steadily for years long to finally achieve all my challenging long-term goals.,나는 수년간 꾸준히 노력하여 모든 도전적인 장기 목표를 성취할 수 있었어요.
"When moving to a bustling new city, I must adapt quickly to unfamiliar cultural environments.","번화한 새 도시에 이사할 때, 나는 낯선 문화 환경에 신속하게 적응해야 했어요."
The artist chose to adapt the classical sculpture	by applying modern techniques to create masterpiece.,그 화가는 고전 조각을 변형하기 위해 현대 기술을 적용하여 걸작을 만들었어요.
"When moving to a new culture, it is absolutely essential to adapt quickly and thoughtfully.","새로운 문화로 이주할 때, 빠르고 신중하게 적응하는 것이 절대적으로 중요해요."
"After thorough research, the company decided to adopt an innovative strategy for significant market growth.",면밀한 조사를 진행한 후에 이 회사는 상당한 시장 성장을 위해 혁신적인 전략을 채택했어요.
"The dedicated research team worked diligently to advance modern healthcare practices, continuously improving patient outcomes.",그 헌신적인 연구팀은 현대 의료 관행을 개선하며 환자 치료 결과를 꾸준히 향상시켰어요.
Ambitious employees continuously work extra hours to advance their positions and ultimately achieve professional success.,야망 있는 직원들이 지속적으로 추가 근무를 하여 직위에서 출세하고 궁극적으로 전문적인 성공을 이루어요.
I plan to advance steadily through several challenging obstacles toward finally achieving my long-awaited goal.,저는 몇 가지 도전적인 장애물들을 차근차근 넘어서 마침내 오랫동안 기다려온 목표를 이루려고 해요.
His innovative research marked a significant advance in the field of renewable energy over years.,그의 혁신적인 연구는 재생 에너지 분야에서 상당한 발전을 이루었어요.
The army made a significant advance during battle that ultimately altered the outcome of war.,군대는 전투 중에 중요한 전진을 이루어 전쟁의 결과를 궁극적으로 바꾸었어요.
I advise all my team members to carefully review each document before finalizing the contract.,저는 모든 팀원들에게 계약서를 확정하기 전에 각 문서를 신중하게 검토하라고 충고해요.
The mysterious affair at the busy corporate office triggered a complex investigation that surprised everyone.,바쁜 기업 사무실에서 발생한 신비로운 사건은 모두를 놀라게 한 복잡한 조사를 촉발시켰어요.
"The forest is filled with countless creatures, both wild and domestic, yet all remain alive.",숲은 무수한 야생과 가축의 생명체로 가득 차 있지만 모두 살아있는 상태로 남아있어요.
"During the lively outdoor concert, the cheerful audience created an atmosphere that felt vividly alive.",야외 콘서트 동안 즐거운 관중들이 모여 분위기를 아주 활기 넘치게 만들었어요.
The dedicated teacher will allow all hardworking students extra time to carefully complete their exam.,헌신적인 선생님은 모든 열심히 노력하는 학생들에게 시험을 꼼꼼하게 마칠 수 있는 추가 시간을 허락해 주실 거예요.
The careful manager decided to allow extra time for the hardworking team	so they could finalize important details.,세심한 매니저는 팀이 중요한 세부사항을 마무리할 수 있도록 추가 시간을 허용했어요.
"In the end, he reluctantly allowed that his original first idea might actually be incorrect.",결국 그는 자신의 첫 번째 아이디어가 실제로 틀렸음을 인정했어요.
"Although the storm approached rapidly, the brave explorers continued hiking through the challenging mountain pass.","비록 폭풍이 급하게 다가왔지만, 용감한 탐험가들은 어려운 산길을 계속 걸어갔어요."
The total amount of money on the invoice was much larger than we initially expected.,계산서에 적힌 총 금액은 처음 예상보다 훨씬 컸어요.
The total amount of expenses for our recent architecture project greatly surprised our entire team.,최근 건축 프로젝트의 총 비용이 우리 팀 전체를 크게 놀라게 했어요.
The sudden unfair decision served only to anger the protesting citizens in the town hall.,갑작스러운 불공정한 결정은 시청에서 항의하는 시민들을 화나게 했어요.
"His anger overwhelmed him like a raging storm, causing him to lash out at everyone.",그의 화가 마치 거센 폭풍처럼 그를 압도하여 모든 사람에게 화풀이하게 만들었어요.
"I always feel unusually anxious when visiting a large, unfamiliar event where many people mingle.",저는 많은 사람들이 어울리는 큰 낯선 행사에 참석할 때마다 항상 불안해요.
She felt anxious and excited at the same time as she eagerly awaited her dream opportunity.,그녀는 꿈꾸던 기회를 간절히 기다리면서 동시에 열망하고 흥분하는 마음을 느꼈어요.
I decided to apply for the position at the technology company that impresses me greatly.,나는 깊은 감동을 주는 그 기술 회사에 지원하기로 결정했어요.
I decided to apply my new skills effectively in a real-world project to improve efficiency.,나는 새로운 기술을 실제 프로젝트에 효과적으로 적용하여 효율성을 향상시켰어요.
"Before going out, I always carefully apply sunscreen cream evenly on my face and arms.","밖에 나가기 전에, 저는 항상 얼굴과 팔에 자외선 차단제를 골고루 발라요."
"These new guidelines will apply to every employee, ensuring standards are maintained in every department.","이 새로운 지침은 모든 직원에게 해당되며, 모든 부서에서 기준이 유지되도록 보장해요."
"I slowly approach the new museum entrance, carefully studying every fascinating detail around the building.",저는 새로운 박물관 입구에 천천히 접근하여 건물 주위의 모든 매혹적인 세부 사항을 자세히 살펴보아요.
The innovative approach to solving complex mathematical problems showed impressive results by the research team.,연구팀이 복잡한 수학 문제를 해결하기 위해 사용한 혁신적인 접근법은 인상적인 결과를 보여줬어요.
The university appropriately appropriated sufficient funds to enhance and modernize the research laboratories on campus.,대학교는 캠퍼스 내 최첨단 연구실을 개선하고 현대화하기 위해 충분한 자금을 충당했어요.
Foreign companies sometimes appropriate cultural heritage sites without the legal permission of the local government.,외국 기업들이 때때로 지역 정부의 합법적인 허가 없이 문화 유산지를 사유화해요.
"During the important team meeting, she offered an appropriate solution to resolve the difficult conflict.",중요한 팀 미팅에서 그녀는 어려운 갈등을 해결하기 위해 적절한 해결책을 제시했어요.
The disciplined army marched bravely forward as resolute soldiers united during the annual military demonstration.,규율있는 육군이 결연한 병사들과 함께 매년 실시되는 군사 시범행진에 당당하게 전진했어요.
The determined police quickly aimed to arrest the dangerous suspect following his extremely suspicious activity.,결연한 경찰은 그의 극도로 수상한 행동 이후 위험한 용의자를 즉시 체포하려고 움직였어요.
The newspaper article about local events was carefully written with accurate details and thorough research.,신문에 실린 지역 소식 기사는 정확한 정보와 철저한 연구를 바탕으로 신중하게 작성되었어요.
The article catalog provided a detailed description of every quality item available in the store.,그 품목 목록 기사는 매장에 있는 모든 우수 물품에 대해 자세히 설명했어요.
The scientific article detailed the experimental findings that support the new theory on climate change.,그 과학 논문은 기후 변화에 관한 새로운 이론을 뒷받침하는 실험적 발견들을 자세하게 설명했어요.
"In English, an article is important because it helps clarify the meaning of a noun.",영어에서 관사는 명사의 의미를 명확하게 하는데 중요한 역할을 해요.
He placed his keys aside the door to avoid losing track during his busy morning.,그는 바쁜 아침에 열쇠를 잃어버리지 않도록 문 옆에 두었어요.
"When the enemy unexpectedly decided to attack the camp, the soldiers immediately prepared for defense.",적의 갑작스러운 공격으로 인해 병사들이 캠프를 방어하기 위해 즉시 준비를 했어요.
"The severe infection unexpectedly began to attack many healthy individuals, rapidly triggering a widespread outbreak.",심각한 감염이 갑자기 많은 건강한 사람들에게 침범하기 시작하여 빠르게 전염병이 확산되었어요.
"The energetic musician captivated the large, thrilled audience with his soul-stirring performance tonight on stage.",에너지 넘치는 음악가가 오늘 밤 무대에서 감동적인 공연으로 큰 청중을 사로잡았어요.
Most people consider the average restaurant to serve meals that are consistently tasty and affordable.,대부분의 사람들은 보통의 식당에서 언제나 맛있고 합리적인 가격의 식사가 제공된다고 생각해요.
"When learning to skateboard seriously, you must balance carefully to prevent yourself from falling abruptly.","스케이트보드를 진지하게 배울 때, 넘어지지 않도록 신중하게 균형을 유지해야 해요."
"Maintaining a healthy balance between work, exercise, and leisure is crucial for sustaining overall well-being.","일, 운동, 여가 사이의 건강한 균형을 유지하는 것은 전반적인 웰빙을 유지하는 데 매우 중요해요."
The economic advisor carefully examined the balance between imports and exports during the fiscal quarter.,경제 자문가는 회계 분기 동안 수출과 수입 사이에 무역 수지를 신중하게 검토했어요.
He carefully calibrated his balance to measure the ingredients required for his famous cake recipe.,그는 자신의 유명한 케이크 레시피에 필요한 재료를 측정하기 위해 저울을 정교하게 조절했어요.
I constantly review my savings account balance and watch my expenses to maintain perfect equilibrium.,나는 내 저축 계좌의 잔액을 끊임없이 확인하며 지출을 주시해서 완벽한 균형을 유지하고 있어요.
The recently passed city ordinance will bar unauthorized street vendors from operating in downtown areas.,최근 통과된 도시 조례는 다운타운 지역에서 무단 노점상의 영업을 금지할 거예요.
"The shiny metal bar hung across the entrance, elegantly supporting a bright neon sign firmly.",빛나는 금속 막대기가 입구에 걸려 있어 밝은 네온 간판을 우아하게 받치고 있어요.
"After years of hard study, she passed the bar exam and started her legal career.","여러 해 동안 열심히 공부한 후, 그녀는 변호사 시험에 합격하고 변호사직을 시작했어요."
I visited the small local bar after work to relax and chat with friendly strangers.,나는 퇴근 후 친근한 사람들과 함께 즐거운 시간을 보내기 위해 작은 술집을 찾았어요.
"Every time we walked by the house, the large dog would bark loudly at strangers.",집 옆을 지날 때마다 큰 개가 낯선 사람들에게 크게 짖어요.
The rough bark of the old oak tree provided essential protection from extreme weather conditions.,오래된 참나무의 거친 나무껍질은 극심한 기상 변화로부터 중요한 보호 역할을 해줬어요.
I replaced the old battery in my phone to significantly boost its performance and longevity.,나는 오래된 배터리를 내 휴대폰에 교체하여 성능과 수명을 크게 향상시켰어요.
The desperate homeless man continued to beg politely for food on the cold rainy street.,그 절실한 집 없는 남자는 추운 비 오는 거리에서 공손하게 음식을 구걸했어요.
I had to beg the teacher to give me an extra day for my assignment.,저는 제 과제를 제출할 추가 시간을 받기 위해 선생님께 간청했어요.
I decided to bet all my savings on the final match outcome after careful consideration.,나는 신중하게 생각한 후 최종 경기 결과에 내 모든 저축을 걸었어요.
"I bet that even after facing many setbacks, she remains completely certain of her success.",난 수많은 좌절을 겪은 후에도 그녀가 자신의 성공에 대해 확신을 갖고 있다고 생각해요.
The chef added a bit of extra salt to significantly improve the meal's overall flavor.,그 요리사는 식사의 전반적인 풍미를 크게 향상시키기 위하여 조금의 추가 소금을 넣었어요.
People often blame each other for various unexpected problems without first considering their own mistakes.,"사람들은 종종 다양한 예기치 못한 문제들에 대해 서로를 탓하는데, 먼저 자신의 실수를 고려하지 않아요."
"New entrepreneurs bloom in the bustling economic zone, as the market increases and expands daily.","새로운 기업가들이 활기찬 경제 지역에서 번영하며, 시장이 매일 증가하고 확장되고 있어요."
I often bother about minor mistakes that can easily turn into huge worries over time.,저는 작은 실수들이 시간이 지나면서 큰 걱정으로 발전할까봐 자주 신경 쓰고 있어요.
I try not to bother my neighbors when I have noisy activities during the night.,나는 밤에 시끄러운 활동을 할 때 이웃들을 귀찮게 하지 않으려고 노력해요.
