example_english,example_korean
I host a fun party for my friends.,나는 친구들을 위해 즐거운 파티를 주최해요.
We always host a fun party every Sunday.,우리 모두 항상 재미있는 파티를 매주 일요일에 주최해요.
The TV host is friendly and charming today.,TV 진행자는 오늘 친절하고 매력적이에요.
The soup in the bowl is very hot.,그릇 안의 수프는 아주 뜨거워요.
The day is hot but fun for everyone.,오늘은 날씨가 더워도 모두 즐거워요.
My hot chili pepper tastes very spicy today.,내 매운 고추는 오늘 정말 너무 아주 매워요.
This lively song has a very hot rhythm.,이 생동감 있는 노래는 매우 강렬한 리듬이 있어요.
My friend often drinks hot chocolate every winter.,내 친구는 겨울마다 핫초코를 자주 마셔요.
My brother always enjoys his hot dog lunch.,내 동생은 항상 핫도그 점심을 즐겨요.
We waited one long hour for the bus.,우리는 버스를 기다리는 데 한 시간이 걸렸어요.
The shelter houses many stray kittens every day.,보호소는 매일 길 잃은 새끼 고양이들을 수용해요.
The kind charity will house many needy people.,친절한 자선단체가 많은 도움이 필요한 사람들을 수용해요.
A new library houses many interesting old books.,새 도서관은 많은 흥미로운 오래된 책들을 보관해요.
My house has a beautiful red door today.,내 집은 오늘 아름다운 빨간 문이 있어요.
The big house organizes many very fun events.,큰 기관은 많은 아주 재미있는 행사를 준비해요.
I always help with housework every weekend morning.,저는 항상 매주 주말 아침에 집안일을 도와요.
He often asks how the weather is today.,그는 자주 오늘 날씨가 어떠한지 물어봐요.
She asked how many flowers bloom each spring.,그녀는 매 봄 얼마나 많은 꽃이 피는지 물었어요.
She quickly asked how to bake a cake.,그녀는 케이크를 어떻게 구울지 물어봤어요.
How truly nice is our small park today.,우리의 작은 공원은 오늘 정말 멋져요.
"I want to play, however it rains today.","나는 놀고 싶어요, 그렇지만 오늘 비가 와요."
"I like ice cream, however, it melted quickly.","아이스크림을 좋아해요, 그러나 금방 녹았어요."
I love to quickly spin the hula hoop.,나는 훌라후프를 빨리 돌리는 걸 좋아해요.
Every human being should love each other always.,모든 인간은 서로를 사랑해야 해요.
The human nature makes our world feel kind.,인간적인 본성이 우리 세상을 따뜻하게 만들어요.
Each human being deserves love and gentle care.,각 인간은 사랑과 부드러운 보살핌을 받아요.
The humorous movie makes all kids feel happy.,재미있는 영화는 모든 아이들을 행복하게 해요.
I saw a hundred birds flying in park.,나는 공원에서 백마리 새를 봤어요.
The clever fox hunts quietly in the forest.,영리한 여우는 조용히 숲에서 사냥해요.
The treasure hunt is very exciting for kids.,보물 찾기는 아이들에게 매우 신나요.
The young hunter tracks animals in the forest.,젊은 사냥꾼이 숲에서 동물을 추적해요.
A huge hurricane hit the little coastal town.,큰 허리케인이 작은 해안 마을을 강타했어요.
They hurry now to catch the school bus.,그들은 지금 학교 버스를 잡으려고 서둘러요.
Please hurry up to finish all our homework.,우리 숙제를 모두 끝내기 위해 빨리 서두르세요.
My husband always cooks dinner calmly every night.,저의 남편은 항상 매일 밤 저녁을 차분하게 요리해요.
A hyena quietly laughs in the dark jungle.,하이에나는 어두운 정글에서 조용히 웃어요.
I play soccer with my best friend today.,나는 오늘 제일 친한 친구와 축구를 해요.
The ice in my drink is very cold.,내 음료 속 얼음은 아주 차가워요.
I like to eat ice cream every day.,나는 매일 아이스크림을 먹어요.
My friends always love to play ice hockey.,내 친구들은 아이스 하키를 항상 즐겨요.
I love eating a yummy ice pop daily.,나는 매일 맛있는 얼음과자를 먹어요.
I like a simple idea for class today.,저는 오늘 수업을 위한 간단한 생각을 좋아해요.
My favorite boy singer is my true idol.,내가 좋아하는 보이 가수는 내 우상이에요.
I do not know if he can come.,나는 그가 올 수 있는지 아닌지 몰라요.
"If you work hard, you always get rewards.","만일 네가 열심히 일하면, 항상 보상을 받아요."
The talented artist painted a lovely image today.,재능 있는 화가가 오늘 아름다운 초상을 그렸어요.
A beautiful future is imaginable with your effort.,너의 노력으로 아름다운 미래를 상상할 수 있어요.
The little girl always enjoys her big imagination.,작은 소녀는 언제나 큰 상상력을 즐겨요.
She is imaginative and dreams about magic castles.,그녀는 상상력이 풍부하며 마법 성을 꿈꿔요.
Kids like to imitate their favorite cartoon characters.,아이들은 좋아하는 만화 캐릭터를 흉내 내요.
She always imitates her favorite singer in class.,그녀는 수업 시간에 좋아하는 가수를 항상 모방해요.
He immediately left his school after the bell.,그는 종이 울리자 즉시 학교를 떠났어요.
My younger brother is very impatient with waiting.,제 동생은 기다림에 매우 인내심이 없어요.
My teacher clearly explained the importance of studying.,선생님이 공부의 중요성을 명확하게 설명해요.
Studying English daily is important for your future.,영어를 매일 공부하는 것이 미래를 위해 중요해요.
Climbing the tall hill is impossible for me.,높은 언덕 오르기는 저에게 불가능해요.
The new art gallery show is very impressive.,새로운 미술관 전시는 아주 인상적이에요.
The cat is sitting in the red box.,고양이가 앉아 붉은 상자 안에 있어요.
The cat is hiding in the small box.,고양이는 작은 상자 안에 숨어 있어요.
I am in a hurry to go school.,저는 서둘러 학교에 가요.
Tom studies math and in addition studies English.,톰은 수학을 공부하고 게다가 영어도 공부해요.
She plays piano well in addition to guitar.,그녀는 기타뿐만 아니라 피아노도 잘 연주해요.
"In addition to apples, she eats oranges daily.","사과에 덧붙여, 그녀는 매일 오렌지를 먹어요."
"I choose tea, in contrast to hot coffee.",나는 뜨거운 커피에 그에 반해서 차를 선택해요.
My little cat is in danger this evening.,내 작은 고양이가 오늘 저녁에 위험에 빠져요.
New toys are in demand by many kids.,새로운 장난감은 많은 아이들에게 수요가 있어요.
My smart teacher explained the lesson in detail.,똑똑한 선생님이 수업을 상세히 설명해요.
He always holds an apple in each hand.,그는 항상 양손에 사과를 들고 있어요.
"He loves soccer, in fact he wins often.","그는 축구를 사랑해요, 사실은 자주 이겨요."
We are in favor of our class trip.,우리 반 소풍에 찬성해요.
Tom always voted in favor of the idea.,톰은 항상 그 아이디어를 위하여 투표했어요.
The car is in front of our school.,우리 학교 앞에 차가 있어요.
The birds always sing in harmony every morning.,새들은 항상 아침마다 조화롭게 노래해요.
The painting hangs in harmony with the wall.,그림이 벽과 조화를 이루어 걸려 있어요.
Many shoes are in high demand this week.,많은 신발은 이번 주에 수요가 많아요.
Kind people always help others when in need.,친절한 사람들은 곤궁할 때 다른 사람들을 도와요.
She helps children in need every school day.,그녀는 매일 학교에서 도움이 필요한 아이들을 도와요.
He explained the simple story in other words.,그는 쉬운 이야기를 다른 말로 하면 설명했어요.
"Study hard, in other words success comes today.","열심히 공부하세요, 다시 말해서 오늘 성공해요."
"I really love fruits, in particular, red apples.","나는 과일을 정말 좋아해요, 특히 빨간 사과를요."
My friend helped me in return I smiled.,내 친구가 내게 도움을 줬어요 보답으로 나는 웃었어요.
She whispered in secret during our quiet class.,그녀는 우리의 조용한 반에서 몰래 속삭였어요.
My friend always dresses in style for school.,내 친구는 학교에 유행하는 옷을 입어요.
I jumped in surprise when I saw birds.,놀라서 나는 새들을 봤어요.
Kites are flying high in the air today.,연이 공중에 높이 날고 있어요.
"In the beginning, we learn fun new words.",처음에는 우리는 재미있는 새 단어를 배워요.
He left in the blink of an eye.,그는 눈 깜박할 사이에 떠났어요.
We study hard in the end we win.,우리는 열심히 공부해요 결국에 우리는 이겨요.
My good friends will visit in the future.,내 좋은 친구들은 앞으로 방문할 거예요.
We are in the middle of our game.,우리 게임 한가운데에 있어요.
He slept in the middle of the movie.,그는 영화 중에 잠들었어요.
She is really in trouble for being late.,그녀는 지각해서 정말 곤경에 빠졌어요.
A strange incident suddenly happened at our school.,우리 학교에서 이상한 사건이 갑자기 일어났어요.
I like many fruits including apples and oranges.,나는 사과와 오렌지를 포함하여 많은 과일을 좋아해요.
My answer was really incorrect during the exam.,내 답변은 정말 부정확해요.
The little kitten is incredibly soft and playful.,작은 아기 고양이는 믿을 수 없을 만큼 부드럽고 장난스러워요.
Students learn independence to grow strong and kind.,학생들은 강하고 착해지기 위해 독립을 배워요.
Point with your index finger at the picture.,사진을 가리킬 때 검지 손가락을 사용해요.
The Indian boy reads many books every day.,인도인 소년은 매일 많은 책을 읽어요.
Our indoor soccer match was very exciting today.,오늘 우리 실내 축구 경기가 정말 아주 신나요.
Kids happily play indoors when it is raining.,아이들이 실내에서 즐겁게 놀 때 비가 와요.
We quickly ran indoors when the rain started.,비가 시작되자 우리는 빠르게 안으로 달렸어요.
Stars shine brightly in an infinite dark sky.,별들이 무한한 어두운 하늘에서 빛나요.
"Every day, the website gives us important information.","매일,  웹사이트가 우리에게 중요한 정보를 줘요."
Our school information desk always helps all visitors.,우리 학교 안내 데스크는 항상 모든 방문자를 도와요.
The injured bird carefully flew across the sky.,부상을 입은 새가 조심스럽게 하늘을 날았어요.
He suffered an injury in the football match.,그는 축구 경기 중에 상해를 당했어요.
He got an injury by accident during game.,그는 게임 중에 우연히 피해를 입었어요.
Our school uses innovation in many new projects.,우리 학교는 많은 새로운 프로젝트에서 혁신을 사용해요.
A small insect happily flies around the garden.,작은 곤충이 기쁘게 정원을 날아다녀요.
We looked inside and found a secret toy.,우리는 안쪽에서 비밀 장난감을 찾았어요.
The book is safely inside the blue box.,책은 파란 상자 안에 안전하게 있어요.
A new insight always helps us learn more.,새로운 통찰력이 항상 우리가 더 많이 배우게 해요.
A kind song always gives me great inspiration.,친절한 노래는 항상 나에게 큰 영감을 줘요.
Good books always offer sweet inspiration every day.,좋은 책은 항상 달콤한 감화와 고무를 줘요.
A kind teacher can always inspire many students.,친절한 선생님은 항상 많은 학생들에게 영감을 주어요.
Parents always inspire us with many kind words.,부모님은 우리를 많은 친절한 말로 격려해요.
My kind teacher can inspire us to study.,내 친절한 선생님은 우리를 공부하도록 고무해요.
The board will install the new manager tomorrow.,이사회가 내일 새 관리자를 취임시키실 거예요.
I install a game on my computer today.,나는 오늘 컴퓨터에 게임을 설치해요.
The teacher instantly helped the confused student today.,선생님이 혼란스러운 학생을 즉시 도와주셨어요.
I ate a red apple instead of candy.,나는 사탕 대신에 빨간 사과를 먹었어요.
Her strong intelligence helps her solve problems quickly.,그녀의 강한 지능은 문제를 빨리 해결하는데 도움을 줘요.
The intelligent student reads books in the library.,이해력 있는 학생이 도서관에서 책을 읽어요.
The intelligent student quickly solves simple math problems.,총명한 학생은 간단한 수학 문제를 빠르게 풀어요.
My friend solved the problem intelligently in class.,내 친구가 교실에서 문제를 총명하게 풀었어요.
My friend solved puzzles intelligently in class today.,제 친구가 오늘 수업에서 똑똑하게 퍼즐을 풀었어요.
My brother is very interested in drawing cartoons.,내 동생은 만화 그리기에 매우 흥미를 가진요.
I am interested in a cool science class.,저는 멋진 과학 수업과 관련 있어요.
This museum is very interesting for all visitors.,이 박물관은 모든 방문객에게 매우 흥미로워요.
Our students visit an international school every year.,우리 학생들은 매년 국제적인 학교를 방문해요.
She gave a short interview at the school.,그녀는 학교에서 짧은 인터뷰를 했어요.
She carefully walked into the small room today.,그녀는 오늘 작은 방 안으로 조심스럽게 걸어갔어요.
Please kindly introduce your cute pet to everyone.,부디 당신의 귀여운 반려동물을 모두에게 소개해요.
I introduce a cool new game to friends.,나는 친구들에게 멋진 새 게임을 도입해요.
Soldiers quickly invade the town with loud noise.,병사들이 빠르게 마을에 큰 소리로 침입해요.
The new invention is very useful for children.,새로운 발명품은 아이들에게 매우 유용해요.
This new invention makes life easier for everyone.,이 새로운 발명품은 모두의 삶을 쉽게 만들어줘요.
The invisible cat quickly hides behind the curtain.,보이지 않는 고양이가 빨리 커튼 뒤에 숨어요.
I received an invitation to my birthday party.,내 생일 파티에 초대를 받았어요~요.
I invite you to my fun birthday party.,내 재미있는 생일 파티에 초대해요.
Heavy rain invites floods in our small town.,많은 비가 우리 작은 마을에 홍수를 초래해요.
The school will issue the new magazine today.,학교가 오늘 새 잡지를 발행해요.
The school politely issues new books every week.,학교에서 정중하게 새 책을 발행해요.
The lively class debate is about important issue.,활발한 반 토론이 중요한 쟁점이에요.
The new issue arrives with many exciting stories.,새로운 호는 많은 재미있는 이야기가 함께 도착했어요.
It is in the red box on table.,그것은 탁자 위의 빨간 박스 안에 있어요.
I learn Italian every single morning at school.,나는 매일 아침 학교에서 이탈리아어를 배워요.
I love eating delicious Italian pizza in summer.,저는 여름에 맛있는 이탈리아 피자를 먹어요.
I quickly open the jack-in-the-box and it pops.,나는 빨리 잭인더박스를 열면 인형이 튀어나와요.
I wear my blue jacket on cold days.,나는 추운 날에 파란 재킷을 입어요.
The friendly janitor cleans our school every morning.,친절한 관리인이 우리 학교를 매일 아침 청소해요.
The school janitor cleans the hall every day.,학교 문지기가 매일 복도를 청소해요.
My friend happily studies Japanese in our class.,내 친구는 우리 반에서 일본어를 공부해요.
My friend enjoys delicious Japanese food at school.,내 친구는 학교에서 맛있는 일본의 음식을 즐겨요.
My mom bought a new jar this morning.,엄마가 오늘 아침 새 항아리를 샀어요.
A colorful jar holds cookies on the table.,알록달록한 항아리에 쿠키가 있어요.
I feel jealous when my friend always wins.,친구가 항상 이길 때 저는 질투심이 많아요.
I really like our tasty jelly on toast.,나는 우리 맛있는 젤리를 토스트에 올려 먹어요~요
The pretty red jewel is in the box.,예쁜 빨간 보석은 상자 안에 있어요.
A jeweler makes pretty rings for happy customers.,보석 세공인은 예쁜 반지를 만들어요.
Anna wears beautiful jewelry on her festive day.,안나는 아름다운 보석류를 그녀의 축제 날에 착용해요.
My sister got a part time job today.,우리 여동생은 오늘 파트타임 일을 얻었어요~요.
My dad's job is always simple and fun.,아빠의 직업은 언제나 간단하고 재미있어요.
I always jog in the park every day.,저는 매일 공원에서 조깅해요.
I join the club with my friend today.,나는 오늘 친구와 함께 클럽에 합류해요.
David will join our friendly sports team today.,데이비드는 우리 친근한 스포츠 팀에 오늘 가입할 거예요.
I write in my nice journal every day.,나는 매일 내 좋은 일지를 써요.
The scientist uses a journal to learn facts.,과학자가 학술지를 사용해 사실을 배워요.
I always write in my journal every day.,나는 언제나 내 일기를 매일 써요.
The journal news report is very clear today.,오늘 언론의 뉴스 보도는 아주 명확해요.
My cat can jump over the small wall.,내 고양이는 작은 벽을 뛰어요.
The cat can jump very high over fences.,고양이가 울타리를 넘어 아주 높이 점프해요.
Kids happily play jump rope during recess time.,아이들이 쉬는 시간에 줄넘기를 즐겁게 뛰어요.
I like to jump rope daily with friends.,저는 친구와 매일 줄넘기를 해요.
Many animals roam freely in the dense jungle.,많은 동물들이 울창한 정글에서 자유롭게 돌아다녀요.
A junior student helped me complete the project.,하급 학생이 저를 도와 과제를 끝냈어요.
The boy collects junk in his blue bag.,소년은 파란 가방에 쓰레기를 모아요.
This old book is really junk and useless.,이 오래된 책은 정말 가치 없고 쓸모 없어요.
I enjoy playing soccer just on school days.,나는 학교 날에 단지 축구를 즐겨요.
The judge made a just and fair call.,판사가 정당하고 공정한 판결을 내렸어요.
I just ate a very tasty apple today.,나는 바로 오늘 매우 맛있는 사과를 먹었어요.
Many K-pop songs make teenagers dance every weekend.,많은 한국대중가요 노래들이 십대들을 매주말에 춤추게 해요.
My kangaroo happily jumps high in the zoo.,내 캥거루는 동물원에서 행복하게 점프해요.
My friend drives a fast kart during races.,내 친구는 빠른 소형 경주용 자동차를 몰어요.
I always keep my keys in my bag.,나는 항상 내 열쇠를 가방에 지니고 있어요.
I keep my little pet bunny at home.,나는 집에서 귀여운 애완 토끼를 기르어요.
I keep my secret letter in a box.,나는 비밀 편지를 상자에 간직해요.
I always keep my promise to my friend.,나는 친구에게 항상 약속을 지켜요.
We always keep our garden neat every day.,우리는 항상 정원을 깨끗하게 유지해요.
Please always keep the rules in mind today.,오늘은 규칙을 항상 명심해 주세요.
I keep reading books every day at school.,나는 매일 학교에서 책을 계속 읽어요.
My teacher kept me from using my phone.,선생님이 제가 핸드폰 사용하지 못하게 했어요.
I usually keep a journal every single day.,나는 보통 매일 일기를 적어요.
I always keep a promise to my friends.,나는 항상 내 친구들에게 약속을 지켜요.
I always keep a secret for my friend.,내 친구의 비밀을 항상 지켜요.
"When things go wrong, keep calm and smile.","문제가 생기면, 평정을 유지하고 웃어 보세요."
Please always keep off the wet kitchen floor.,항상 젖은 부엌 바닥은 멀리하세요.
I use a broom to keep off dust.,나는 빗자루를 사용하여 먼지를 제거해요.
The coach keeps his team on their toes.,코치는 팀을 정신 바짝 차리게 해요.
Always keep one's eyes on the teacher's words.,항상 선생님의 말씀에 유의하세요.
I always keep track of my homework assignments.,저는 항상 제 숙제를 추적해요.
I always keep track of my daily tasks.,나는 매일 아침 내 모든 일과를 꼼꼼히 기록해요.
I always add tasty ketchup to my fries.,나는 항상 감자튀김에 맛있는 케찹을 넣어요.
I lost my little key at my school.,나는 학교에서 작은 열쇠를 잃어버렸어요.
The piano key creates a soft sweet tune.,피아노 건반은 부드럽고 달콤한 음을 만들어요.
Proper sleep is the key to good health.,충분한 잠은 좋은 건강의 비결이에요.
The piano is a type of small keyboard.,피아노는 작은 건반악기의 한 종류에요.
I use a keyboard to type many words.,나는 많은 단어를 타이핑할 때 자판을 사용해요.
He will kick the red ball during soccer.,그는 축구 중 빨간 공을 찰 거예요.
He always kids his little brother in school.,그는 학교에서 동생을 놀려요.
The kid happily loves playing in the park.,그 아이는 공원에서 즐겁게 놀아요.
The hungry lion will kill a small animal.,배고픈 사자가 작은 동물을 죽일 거예요.
The hunter showed his kill to friends.,사냥꾼은 친구들에게 사냥한 동물을 보여줬어요.
My teacher is always really kind to everyone.,선생님은 항상 모든 사람에게 정말 친절해요.
I am kind of happy after school today.,오늘 방과 후에 나는 약간 행복해요.
I like that kind of chocolate ice cream.,나는 저런 종류의 초콜릿 아이스크림을 좋아해요.
Our kind king happily rules his vast kingdom.,우리의 착한 왕이 행복하게 큰 왕국을 정말 다스려요.
My art class tool kit contains useful tools.,미술 수업 도구 세트는 유용한 도구를 포함해요.
My mom cooks dinner in the kitchen.,엄마가 부엌에서 저녁을 요리해요.
My kite flies very high on windy days.,내 연이 바람이 부는 날 매우 높이 날아요.
A New Zealander eats a kiwi every morning.,뉴질랜드인은 매일 아침에 키위를 먹어요.
I use a small knife to cut bread.,나는 빵을 자르기 위해 작은 칼을 사용해요.
I know my friend's favorite color very well.,나는 친구의 가장 좋아하는 색깔을 아주 잘 알아요.
I study Korean every day at my school.,나는 매일 나의 학교에서 한국어를 공부해요.
My new best friend is a Korean student.,제 새로운 가장 친한 친구는 한국 학생이에요.
The boy used a ladder to reach apples.,소년이 사다리를 사용해 사과에 닿았어요.
The kind lady gently helped a lost child.,친절한 숙녀가 잃어버린 아이를 도왔어요.
The lake is calm on a sunny day.,호수는 맑은 날이에요.
The airplane will land on the soft field.,비행기가 부드러운 들판에 착륙해요.
The farmer sold fresh produce on his land.,농부는 자신의 토지에서 신선한 농산물을 팔았어요.
A landfill is located near our busy town.,우리 바쁜 마을 옆에 쓰레기 매립지가 있어요.
This tall tree serves as a natural landmark.,이 큰 나무는 자연 경계표로 사용돼요.
The old castle is seen as a landmark.,오래된 성은 상징물로 여겨져요.
This event is a landmark for our school.,이 행사는 우리 학교에 획기적인 사건이에요.
The beautiful landscape always makes us feel happy.,아름다운 풍경은 항상 우리를 행복하게 해요.
We use a small lantern for evening walks.,우리는 저녁 산책할 때 작은 랜턴을 사용해요.
The small boy sat on his dad's lap.,작은 소년은 아빠 무릎에 앉았어요.
The fast car raced around the lap track.,빠른 차가 경주로에서 달렸어요.
I ran one full lap on the track.,나는 트랙에서 한 바퀴 돌았어요.
I use my laptop for my school work.,저는 노트북으로 학교 공부를 해요.
The large bird flies high in the sky.,그 큰 새는 하늘 높이 날아요.
I last long when school is very hard.,학교가 매우 힘들 때 나는 오래 버티어요.
The class will last for a long time.,수업은 오래 계속될 거예요.
I visited my dear grandma last Sunday morning.,나는 지난 일요일 아침에 사랑하는 할머니를 방문했어요.
She found the last book in the library.,그녀는 도서관에서 마지막 책을 찾았어요.
We finish our work lastly before our dinner.,우리는 일을 마치고 마지막으로 저녁을 먹어요.
My best friend is always late for school.,내 가장 친한 친구는 항상 학교에 늦어요.
I like my late phone with new updates.,저는 최신의 폰을 좋아해요.
The late kind teacher always inspired bright minds.,고인이 된 착한 선생님은 항상 밝은 마음을 불러일으켰어요.
We read a short late-night story before sleeping.,우리는 짧은 심야의 이야기를 자기 전에 읽어요.
I will play soccer later after my class.,나는 내 수업 후에 축구를 할 거예요.
She reads the latest comic book every week.,그녀는 매주 최신 만화책을 읽어요.
Smart kids usually laugh off teasing around school.,똑똑한 아이들은 학교에서 놀림을 웃어넘기어요.
The sound of laughter made the party lively.,웃음 소리가 파티를 신나게 만들었어요.
Mom always takes the laundry to the shop.,엄마는 항상 세탁물을 세탁소에 가져가요.
The small hen will lay eggs every morning.,작은 암탉이 매일 아침 알을 낳아요.
Please lay the baby gently on the bed.,아기를 침대에 조심스럽게 눕혀 주세요요.
Every small hen will lay eggs every morning.,작은 닭이 매일 아침 알을 낳아요.
Many chickens lay an egg every single day.,많은 닭들이 매일 알을 낳아요.
Regular practice each day can lead to success.,규칙적인 연습은 매일 성공에 이를 수 있어요.
Our kind teacher will lead our class today.,우리 친절한 선생님이 오늘 우리 반을 안내해요.
Alice always plays the lead in school play.,앨리스는 항상 학교 연극에서 주연을 맡아요.
The colorful lead in our book is exciting.,우리 책의 머리글이 정말 신나요~요.
Young students learn about lead in science class.,어린 학생들은 과학 수업에서 납에 대해 배워요.
The kind teacher leads by example every day.,친절한 선생님은 매일 솔선수범해요.
Unhealthy food choices can lead to health issues.,불건강한 음식 선택은 건강 문제를 발생시킬 수 있어요.
Regular exercise may lead to a healthy life.,정기적인 운동은 건강한 삶으로 이어질 수 있어요.
Good daily study habits always lead to success.,매일 공부 습관이 항상 성공으로 이끌어요.
A leader shows group direction with kind care.,우리 지도자는 그룹에게 따뜻한 길을 보여요.
She always shows bright leadership in her class.,그녀는 항상 반에서 밝은 지도력을 보여줘요.
I really want to learn fun new words.,나는 정말 재미있는 새로운 단어를 배우고 싶어요.
I leash my dog before our park walk.,나는 공원에 가기 전에 개에게 가죽 끈을 매요.
I walk my dog with a leather leash.,나는 내 개를 가죽 끈으로 산책해요.
My new jacket is made from soft leather.,내 새 재킷은 부드러운 가죽으로 만들어졌어요.
Please do not leave your homework behind today.,숙제를 오늘 뒤에 남기지 마세요.
They always leave for work every busy morning.,그들은 바쁜 아침마다 일터로 떠나요.
My left shoe is lying near the door.,내 왼쪽 신발이 문 옆에 놓여 있어요.
We always share our leftover food every day.,우리는 매일 남은 음식을 항상 나눠 먹어요.
The leftover food stays safely in my fridge.,남은 음식은 내 냉장고에 안전하게 있어요.
My mom always saves extra leftovers for dinner.,우리 엄마는 저녁을 위해 남은 음식을 항상 아껴요.
I use my leg to jump really high.,나는 다리로 정말 높이 뛰어요.
I hurt my leg in a soccer game.,나는 축구 경기에서 다리를 다쳤어요.
I drank a very cold lemonade after school.,나는 학교 후에 매우 차가운 레모네이드를 마셨어요.
The rope length is measured in two meters.,밧줄의 길이는 두 미터로 재어요.
My friend has less juice than his brother.,내 친구는 형보다 주스가 적어요.
The lesson shows us how to be kind.,교훈은 우리가 친절해지는 법을 보여줘요.
Our lesson today was really fun and easy.,오늘 우리의 수업은 정말 재미있고 쉬워요.
Dad let me ride his red bike safely.,아빠가 내게 빨간 자전거를 안전하게 타도록 허락해요.
My mom let my brother help cook dinner.,엄마가 동생에게 저녁 요리를 시켰어요.
My kind friend did not let me down.,내 착한 친구는 나를 실망시키지 않았어요.
Sometimes we have to let it go completely.,때때로 우리는 그것을 완전히 내버려 두어야 해요.
"After school, we all let our hair down.",방과 후 우리 모두 느긋하게 즐기세요.
Let's go to the zoo and have fun.,우리 동물원에 가서 재미있게 놀아요.
I like to letter my name every day.,저는 매일 제 이름을 글씨로 써요.
I always write a letter to my friend.,나는 항상 친구에게 편지를 써요.
Anna writes one letter to her friend today.,안나는 오늘 친구에게 문자를 써요.
My mom buys fresh lettuce at the market.,우리 엄마는 신선한 상추를 시장에서 사요.
The kind librarian always helps kids find books.,친절한 사서가 항상 아이들이 책을 찾도록 도와줘요.
"Today, we visit the small library after school.",오늘 방과 후에 작은 도서관에 가요.
I lie down on my comfortable bed daily.,나는 매일 편안한 침대에 눕어요.
The blue ball lies on the wooden floor.,파란 공이 나무 바닥에 놓여 있어요.
