*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업,,,,,,,,,,,
voca NO,grade ID,grade NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol,example_english,example_korean
1439,중1,6,produce,"생산하다,만들어내다",1,동사,1793,2991,[prədú:s],,
1440,중1,6,produce,제작하다,1,동사,12709,25763,[prədú:s],,
1441,중1,6,produce,생산물,2,명사,1765,18685,[prάdu:s],,
1442,중1,6,produce,농산물,2,명사,1995,30947,[prədjúːs],,
1443,중1,6,protect,"보호하다,지키다",1,동사,10663,2446,[prətékt],,
1444,중1,6,proud,"거만한,자랑하는",3,형용사,9709,4738,[práud],,
1445,중1,6,proud,"자랑스러워하는,자랑스러운",3,형용사,9709,18693,[práud],,
1446,중1,6,pull,"(근육 등을) 삐다,접지르다",1,동사,1673,24924,[púl],,
1447,중1,6,pull,잡아당기다,1,동사,2920,4828,[púl],,
1448,중1,6,pull,끌다,1,동사,10782,25764,[púl],,
1449,중1,6,punch,주먹으로 치다,1,동사,12951,18697,[pʌnʧ],,
1450,중1,6,punch,구멍 뚫는 기구,2,명사,10467,14144,[pʌ́nʧ],,
1451,중1,6,purple,"자주색,보라색",2,명사,2884,4778,[pə́:rpl],,
1452,중1,6,puzzle,생각해내다,1,동사,9413,23616,[pʌ́zl],,
1453,중1,6,puzzle,혼란스럽게 하다,1,동사,10108,17310,[pʌ̀zl],,
1454,중1,6,puzzle,"수수께끼,퍼즐",2,명사,8207,3252,[pʌ́zl],,
1455,중1,6,puzzle,곤란,2,명사,9917,23615,[pʌ́zl],,
1456,중1,6,quit,그만두다,1,동사,545,850,[kwít],,
1457,중1,6,rainbow,무지개,2,명사,5291,9747,[réinbòu],,
1458,중1,6,raise,"올리다,일으키다",1,동사,1034,4059,[réiz],,
1459,중1,6,raise,일으키다,1,동사,1034,31014,[reiz],,
1460,중1,6,raise,모금하다,1,동사,1191,31005,[reiz],,
1461,중1,6,raise,"기르다,재배하다",1,동사,5378,25312,[réiz],,
1462,중1,6,raise,돈을 모으다,1,동사,7952,18707,[réiz],,
1463,중1,6,raise,(의문/문제 등을) 제기하다,1,동사,9471,22202,[réiz],,
1464,중1,6,raise,키우다,1,동사,9603,18708,[réiz],,
1465,중1,6,raise,(물가/급여 등의) 인상,2,명사,15132,25487,[réiz],,
1466,중1,6,reach,내밀다,1,동사,1933,19732,[ri:ʧ],,
1467,중1,6,reach,~에 이르다,1,동사,7225,1513,[rí:ʧ],,
1468,중1,6,reach,연락하다,1,동사,13741,17643,[rí:ʧ],,
1469,중1,6,real,"진짜의,실제의",3,형용사,3861,25768,[rí:əl],,
1470,중1,6,real,진실의,3,형용사,8162,5524,[rí:əl],,
1471,중1,6,reason,추론하다,1,동사,3468,27330,[ríːzn],,
1472,중1,6,reason,결론을 내리다,1,동사,9383,21091,[rí:zn],,
1473,중1,6,reason,이유,2,명사,2754,4567,[rí:zn],,
1474,중1,6,reason,"이성,판단력",2,명사,8356,18713,[rí:zn],,
1475,중1,6,receive,"받다,받아들이다",1,동사,5440,2201,[risí:v],,
1476,중1,6,receive,접견하다,1,동사,6660,23638,[risíːv],,
1477,중1,6,recommend,"추천하다,권장하다",1,동사,3465,5755,[rèkəménd],,
1478,중1,6,record,"기록하다,기록",1,동사,9356,27223,[rikɔ́ːrd],,
1479,중1,6,record,음반,2,명사,2675,25770,[rέkərd; rikɔ́:rd],,
1480,중1,6,record,"경력,이력",2,명사,3303,22216,[rέkərd],,
1481,중1,6,relax,"휴식을 취하다,긴장을 풀다",1,동사,5502,1304,[rilǽks],,
1482,중1,6,relax,"긴장을 풀다,편하게 쉬다",1,동사,9894,21608,[rilǽks],,
1483,중1,6,reply,"답장,대답",2,명사,5366,25944,[riplái],,
1484,중1,6,report,보고하다,1,동사,1473,2392,[ripɔ́:rt],,
1485,중1,6,report,"발표하다,보도하다",1,동사,1473,25943,[ripɔ́:rt],,
1486,중1,6,report,보고서,2,명사,14308,17534,[ripɔ́:rt],,
1487,중1,6,respond,반응하다,1,동사,2679,19044,[rispánd],,
1488,중1,6,respond,대답하다,1,동사,8320,1409,[rispánd],,
1489,중1,6,responsible,책임이 있는,3,형용사,8339,5652,[rispánsəbl],,
1490,중1,6,result,결과,2,명사,7843,382,[rizʌ́lt],,
1491,중1,6,review,검토하다,1,동사,2948,18735,[rivjú:],,
1492,중1,6,review,다시 조사하다,1,동사,3143,18736,[rivjú:],,
1493,중1,6,review,후기,2,명사,12628,17538,[rivjú:],,
1494,중1,6,review,서평,2,명사,16177,25776,[rivjú:],,
1495,중1,6,rice,쌀,2,명사,2129,3505,[ráis],,
1496,중1,6,ride,놀이기구,2,명사,11455,19741,[ráid],,
1497,중1,6,rise,증가,2,명사,3257,19046,[ráiz],,
1498,중1,6,role,역할,2,명사,9620,3884,[róul],,
1499,중1,6,root,뿌리,2,명사,1671,2772,[rú:t],,
1500,중1,6,rope,밧줄,2,명사,1378,2235,[róup],,
1501,중1,6,rough,"거친,거센",2,명사,4228,23707,[rʌ́f],,
1502,중1,6,rough,"힘든,고된",3,형용사,4010,21612,[rʌ́f],,
1503,중1,6,rough,힘든,3,형용사,4010,30971,[rʌf],,
1504,중1,6,rough,거친,3,형용사,4228,27250,[rʌf],,
1505,중1,6,rough,대충한,3,형용사,10766,313,[rʌ́f],,
1506,중1,6,round,둥근,2,명사,1018,1618,[ráund],,
1507,중1,6,round,(일의) 한 차례,2,명사,12664,27331,[raund],,
1508,중1,6,royal,왕실의,3,형용사,2475,4100,[rɔ́iəl],,
1509,중1,6,rude,"무례한,거친",3,형용사,8058,2004,[rú:d],,
1510,중1,6,sauce,(요리) 소스,2,명사,11853,16105,[sɔ́:s],,
1511,중1,6,scene,장면,2,명사,2932,4845,[sí:n],,
1512,중1,6,scene,경관,2,명사,3722,18752,[sí:n],,
1513,중1,6,scene,현장,2,명사,14846,31082,[siːn],,
1514,중1,6,schedule,일정을 잡다,1,동사,7394,25786,[skédʒu(:)l],,
1515,중1,6,schedule,일정(표),2,명사,10998,4018,[skédʒu(:)l],,
1516,중1,6,screen,(영화로) 상영되다,1,동사,2413,23730,[skríːn],,
1517,중1,6,screen,심사하다,1,동사,15296,22251,[skrí:n],,
1518,중1,6,screen,"스크린,칸막이",2,명사,2116,3487,[skrí:n],,
1519,중1,6,screen,화면,2,명사,5465,19049,[skri:n],,
1520,중1,6,search,찾다,1,동사,9805,18011,[sə́:rʧ],,
1521,중1,6,seat,앉히다,1,동사,2191,28931,[siːt],,
1522,중1,6,seat,좌석,2,명사,3181,5267,[sí:t],,
1523,중1,6,seat,"소재지,중심지",2,명사,3244,30808,[siːt],,
1524,중1,6,secret,"비밀,비결,신비",2,명사,7912,2691,[sí:krit],,
1525,중1,6,secret,"비결,비법",2,명사,13205,29141,[sí:krit],,
1526,중1,6,seed,"씨,씨앗",2,명사,2141,3530,[sí:d],,
1527,중1,6,sense,알아채다,1,동사,9386,17353,[séns],,
1528,중1,6,sense,"감각,느낌",2,명사,7812,170,[séns],,
1529,중1,6,sentence,판결을 내리다,1,동사,11051,20595,[séntəns],,
1530,중1,6,sentence,판결을 내리다,1,동사,11051,21138,[séntəns],,
1531,중1,6,sentence,문장,2,명사,1273,2055,[séntəns],,
1532,중1,6,sentence,선고,2,명사,11051,30644,[séntəns],,
1533,중1,6,sentence,형벌,2,명사,15376,25003,[séntəns],,
1534,중1,6,series,"연속(물),시리즈",2,명사,2376,3906,[síəri:z],,
1535,중1,6,serious,진지한,3,형용사,3325,5538,[síəriəs],,
1536,중1,6,serious,"심각한,진지한",3,형용사,6933,19381,[síəriəs],,
1537,중1,6,sew,꿰매다,1,동사,3849,1060,[sóu],,
1538,중1,6,sew,바느질 하다,1,동사,5718,18760,[sou],,
1539,중1,6,shake,악수하다,1,동사,2178,17556,[ʃéik],,
1540,중1,6,shake,떨리다,1,동사,10757,30591,[ʃeik],,
1541,중1,6,shape,형성하다,1,동사,3639,20602,[ʃéip],,
1542,중1,6,shape,~모양으로 만들다,1,동사,8046,28723,[ʃeip],,
1543,중1,6,shape,상태,2,명사,3428,31000,[ʃeip],,
1544,중1,6,shape,"모양,상태",2,명사,8046,1932,[ʃéip],,
1545,중1,6,share,"나누다,지분",1,동사,678,1086,[ʃέər],,
1546,중1,6,share,"공유하다,나누다",1,동사,678,19748,[ʃέər],,
1547,중1,6,share,(남에게) 말하다,1,동사,9995,31391,[ʃέər],,
1548,중1,6,share,점유율,2,명사,15267,31246,[ʃεər],,
1549,중1,6,sharp,정각,2,명사,9564,31056,[ʃaːrp],,
1550,중1,6,sharp,날카로운,3,형용사,713,1136,[ʃá:rp],,
1551,중1,6,sharp,"영리한,약삭빠른",3,형용사,8201,20158,[ʃá:rp],,
1552,중1,6,sharp,급격히,4,부사,566,22268,[ʃá:rp],,
1553,중1,6,sheet,시트,2,명사,2066,3390,[ʃí:t],,
1554,중1,6,sheet,얇은 층,2,명사,6525,31016,[ʃiːt],,
1555,중1,6,shelf,"책꽂이,선반",2,명사,1821,3032,[ʃélf],,
1556,중1,6,shine,윤을 내다,1,동사,2632,20604,[ʃáin],,
1557,중1,6,shine,빛나다,1,동사,3448,2749,[ʃáin],,
1558,중1,6,shoot,사격하다,1,동사,1676,2780,[ʃú:t],,
1559,중1,6,shoot,촬영하다,1,동사,12709,18767,[ʃú:t],,
1560,중1,6,shoot,(공을) 차다,1,동사,14016,21621,[ʃú:t],,
1561,중1,6,shout,"외치다,소리치다",1,동사,2489,4123,[ʃáut],,
1562,중1,6,shower,"쏟아 붓다,~ 세례를 퍼붓다",1,동사,4149,30602,[ʃáuər],,
1563,중1,6,shower,소나기,2,명사,1889,3142,[ʃáuər],,
1564,중1,6,shower,샤워,2,명사,5636,17358,[ʃáuər],,
1565,중1,6,sign,서명하다,1,동사,303,19386,[sáin],,
1566,중1,6,sign,징조,2,명사,3350,18769,[sáin],,
1567,중1,6,sign,손짓,2,명사,5859,19750,[sáin],,
1568,중1,6,sign,표시판,2,명사,6781,31153,[sain],,
1569,중1,6,sign,"기호,표시(판)",2,명사,8324,992,[sáin],,
1570,중1,6,sign,신호,2,명사,8324,31112,[sain],,
1571,중1,6,sign,"표시(판),징조",2,명사,12635,17561,[sáin],,
1572,중1,6,silly,어리석은,3,형용사,8251,3746,[síli],,
1573,중1,6,simple,"간단한,소박한",3,형용사,7805,146,[símpl],,
1574,중1,6,single,싱글 앨범,2,명사,16181,25798,[síŋgl],,
1575,중1,6,single,단 하나의,3,형용사,10855,1369,[síŋgl],,
1576,중1,6,site,"현장,부지",2,명사,215,2553,[sáit],,
1577,중1,6,site,(인터넷) 사이트,2,명사,2564,25929,[sáit],,
1578,중1,6,site,"사이트,장소",2,명사,2564,28398,[sait],,
1579,중1,6,skill,"솜씨,기술",2,명사,1997,3219,[skíl],,
1580,중1,6,skill,"기술,기량",2,명사,7921,19388,[skíl],,
1581,중1,6,slide,미끄러지다,1,동사,1296,2090,[sláid],,
1582,중1,6,slide,미끄럼틀,2,명사,10096,13692,[sláid],,
1583,중1,6,smart,똑똑한,3,형용사,3272,1875,[smá:rt],,
1584,중1,6,snack,"간단한 식사,간식",2,명사,5612,14930,[snǽk],,
1585,중1,6,snake,구불구불 가다,1,동사,4551,26029,[snéik],,
1586,중1,6,snake,뱀,2,명사,1424,2305,[snéik],,
1587,중1,6,social,"사회의,사회적인",3,형용사,9538,2856,[sóuʃəl],,
1588,중1,6,solid,단단한,3,형용사,848,21627,[sálid],,
1589,중1,6,solid,확고한,3,형용사,6474,20174,[sálid],,
1590,중1,6,solve,풀다,1,동사,3719,6154,[sɔ́:lv],,
1591,중1,6,solve,(문제/곤경을) 해결하다,1,동사,6240,19058,[sɔ́:lv],,
1592,중1,6,soon,곧,4,부사,352,562,[sú:n],,
1593,중1,6,sour,(음식이) 상한,3,형용사,1769,26101,[sáuər],,
1594,중1,6,sour,신맛이 나는,3,형용사,2087,3422,[sáuər],,
1595,중1,6,special,특별한,3,형용사,8459,6011,[spéʃəl],,
1596,중1,6,speech,연설,2,명사,10977,1801,[spí:ʧ],,
1597,중1,6,spend,"(시간을) 보내다,소비하다",1,동사,5342,17647,[spénd],,
1598,중1,6,spend,들이다,1,동사,7501,28325,[spend],,
1599,중1,6,spend,소비하다,1,동사,8196,3159,[spénd],,
1600,중1,6,spin,돌리다,1,동사,972,1534,[spín],,
1601,중1,6,spin,"(거미가) 실을 내다,거미집을 짓다",1,동사,11948,26047,[spín],,
1602,중1,6,spin,실을 만들다,1,동사,11948,30950,[spin],,
1603,중1,6,spirit,혼령,2,명사,2597,21173,[spírit],,
1604,중1,6,spirit,"정신,영혼",2,명사,3074,5088,[spírit],,
1605,중1,6,spirit,"의지,정신",2,명사,7845,25036,[spírit],,
1606,중1,6,spot,발견하다,1,동사,9486,18051,[spát],,
1607,중1,6,spot,(지저분한) 얼룩,2,명사,1892,4854,[spát],,
1608,중1,6,spot,"(특정한)곳,지점,부위",2,명사,2940,17364,[spát],,
1609,중1,6,spot,"위치,자리",2,명사,2940,27289,[spat],,
1610,중1,6,spot,점,2,명사,3044,19399,[spát],,
1611,중1,6,stage,공연하다,1,동사,378,20184,[stéidʒ],,
1612,중1,6,stage,단계,2,명사,845,1346,[stéidʒ],,
1613,중1,6,stage,무대,2,명사,7901,16976,[stéidʒ],,
1614,중1,6,stairs,계단,2,명사,7857,9755,[stέərs],,
1615,중1,6,station,배치하다,1,동사,1416,18795,[stéiʃən],,
1616,중1,6,station,"역,정거장",2,명사,2357,3877,[stéiʃən],,
1617,중1,6,station,(사회적) 지위,2,명사,6577,23803,[stéiʃən],,
1618,중1,6,station,"방송국,방송(프로)",2,명사,6581,22296,[stéiʃən],,
1619,중1,6,steal,훔치다,1,동사,3972,6601,[stí:l],,
1620,중1,6,steal,(야구) 도루,2,명사,13342,20628,[stí:l],,
1621,중1,6,step,"움직이다,걷다",1,동사,224,25807,[stép],,
1622,중1,6,step,밟다,1,동사,5351,21640,[stép],,
1623,중1,6,step,"걸음,단계",2,명사,224,337,[stép],,
1624,중1,6,step,계단,2,명사,296,21639,[stép],,
1625,중1,6,step,단계,2,명사,845,17371,[stép],,
1626,중1,6,stick,붙이다,1,동사,1609,18061,[stík],,
1627,중1,6,stick,찌르다,1,동사,3362,17374,[stík],,
1628,중1,6,stick,집어넣다,1,동사,7939,25808,[stík],,
1629,중1,6,stick,꼼짝하지 않다,1,동사,9644,25863,[stík],,
1630,중1,6,stick,(몸의 일부를) 내밀다,1,동사,13059,28977,[stik],,
1631,중1,6,stick,"막대기,나뭇가지",2,명사,62,1763,[stík],,
1632,중1,6,stick,(문구용) 풀,2,명사,3055,27389,[stik],,
1633,중1,6,stick,지팡이,2,명사,8973,27378,[stik],,
1634,중1,6,still,"아직도,여전히",4,부사,7061,16981,[stíl],,
1635,중1,6,still,그런데도,4,부사,7061,25809,[stíl],,
1636,중1,6,stomach,"위,복부",2,명사,1924,4265,[stʌ́mək],,
1637,중1,6,stomach,배,2,명사,13868,21714,[stʌ́mək],,
1638,중1,6,storm,돌진하다,1,동사,975,20630,[stɔ́:rm],,
1639,중1,6,storm,폭풍(우),2,명사,3707,6136,[stɔ́:rm],,
1640,중1,6,straight,똑바른,3,형용사,1069,1699,[stréit],,
1641,중1,6,straight,사실된,3,형용사,3319,20192,[stréit],,
1642,중1,6,straight,곧바로,4,부사,3329,16596,[stréit],,
1643,중1,6,straight,잇달아,4,부사,7501,18801,[stréit],,
1644,중1,6,strange,낯선,3,형용사,729,25811,[stréindʒ],,
1645,중1,6,strange,이상한,3,형용사,2739,4551,[stréindʒ],,
1646,중1,6,strawberry,딸기,2,명사,5297,9756,[strɔ́:bèri],,
1647,중1,6,stream,"시내,흐름",2,명사,2044,6621,[strí:m],,
1648,중1,6,stream,"흐름,연속",2,명사,2044,30745,[striːm],,
1649,중1,6,stream,(빛 등의) 줄기,2,명사,13081,27290,[striːm],,
1650,중1,6,string,"끈,줄,(악기의) 현",2,명사,670,1063,[stríŋ],,
1651,중1,6,studio,사진촬영소,2,명사,1714,2850,[stjú:diòu],,
1652,중1,6,studio,방송실,2,명사,6581,18069,[stjú:diòu],,
1653,중1,6,studio,작업실,2,명사,12238,18808,[stjú:diòu],,
1654,중1,6,subject,"주제,과목",2,명사,3209,19069,[sʌ́bdʒikt],,
1655,중1,6,subject,(다뤄지고 있는)문제,2,명사,3209,25812,[sʌ́bdʒikt],,
1656,중1,6,subject,과목,2,명사,3761,6235,[sʌ́bdʒikt],,
1657,중1,6,subject,소재,2,명사,6329,18812,[sʌ́bdʒikt],,
1658,중1,6,subject,피사체,2,명사,6329,30685,[sΛbdʒikt],,
1659,중1,6,subject,실험 대상,2,명사,6593,18071,[sʌ́bdʒikt],,
1660,중1,6,subject,"신하,백성",2,명사,8606,21188,[sʌ́bdʒikt],,
1661,중1,6,subject,~될 수 있는,3,형용사,12801,18070,[sʌ́bdʒekt],,
1662,중1,6,success,"성공,성과",2,명사,1851,3082,[səksés],,
1663,중1,6,super,"대단한,최고의",3,형용사,3451,14982,[sú:pər],,
1664,중1,6,supper,저녁밥,2,명사,2976,4909,[sʌ́pər],,
1665,중1,6,support,"받치다,지탱하다",1,동사,1430,25815,[səpɔ́:rt],,
1666,중1,6,support,지지하다,1,동사,8281,17382,[səpɔ́:rt],,
1667,중1,6,support,"부양하다,지지하다",1,동사,13477,21418,[səpɔ́:rt],,
1668,중1,6,surprise,놀라게 하다,1,동사,775,1235,[sərpráiz],,
1669,중1,6,surprise,놀라움,2,명사,775,21715,[sərpráiz],,
1670,중1,6,surprise,뜻밖의 일(소식),2,명사,775,25947,[sərpráiz],,
1671,중1,6,sweater,스웨터,2,명사,5306,9766,[swétər],,
1672,중1,6,sweet,"아름다운,상냥한",3,형용사,1744,18078,[swí:t],,
1673,중1,6,sweet,"다정한,친절한",3,형용사,10433,25817,[swí:t],,
1674,중1,6,system,"시스템,체계,장치",2,명사,578,25818,[sístəm],,
1675,중1,6,system,조직,2,명사,1521,5227,[sístəm],,
1676,중1,6,system,체계,2,명사,8106,17579,[sístəm],,
1677,중1,6,tap,가볍게 치다,1,동사,10408,14066,[tǽp],,
1678,중1,6,tap,박자를 맞추다,1,동사,13204,27192,[tæp],,
1679,중1,6,tap,수도 꼭지,2,명사,1962,17654,[tǽp],,
1680,중1,6,tea,차,2,명사,3366,5603,[tí:],,
1681,중1,6,tear,"찢다,뜯다",1,동사,3364,30738,[tiər],,
1682,중1,6,tear,찢다,1,동사,4352,20648,[tέər],,
1683,중1,6,temperature,온도,2,명사,2454,4054,[témpərəʧər],,
1684,중1,6,terrible,무시무시한,3,형용사,1250,2020,[térəbl],,
1685,중1,6,terrible,형편없는,3,형용사,6177,21651,[térəbl],,
1686,중1,6,terrible,(기분/몸이) 안 좋은,3,형용사,8250,20649,[térəbl],,
1687,중1,6,terrible,맛없는,3,형용사,10294,20650,[térəbl],,
1688,중1,6,text,원문,2,명사,4402,7261,[tékst],,
1689,중1,6,then,그때,4,부사,530,828,[ðén],,
1690,중1,6,then,"그러면,그렇다면",4,부사,1083,25385,[ðén],,
1691,중1,6,then,그런 뒤,4,부사,11679,16605,[ðén],,
1692,중1,6,thick,"두꺼운,빽빽한",3,형용사,1009,1600,[θík],,
1693,중1,6,thick,"걸쭉한,진한",3,형용사,6777,25931,[θík],,
1694,중1,6,thick,"(액체가)진한,걸쭉한,탁한",3,형용사,6777,27249,[θik],,
1695,중1,6,thin,"얇은,마른",3,형용사,2244,3692,[θín],,
1696,중1,6,thin,마른,3,형용사,3737,19774,[θín],,
1697,중1,6,thin,(기체가) 희박한,3,형용사,16483,27293,[θin],,
1698,중1,6,throat,목구멍,2,명사,1209,1954,[θróut],,
1699,중1,6,through,사이로,6,전치사,2668,25831,[θrú],,
1700,중1,6,tie,"매다,묶다",1,동사,10650,1834,[tái],,
1701,중1,6,tie,넥타이,2,명사,1142,27377,[tai],,
1702,중1,6,tie,유대(관계),2,명사,8643,25832,[tái],,
1703,중1,6,tie,무승부,2,명사,10962,17585,[tái],,
1704,중1,6,tip,기울이다,1,동사,5137,23872,[típ],,
1705,중1,6,tip,조언,2,명사,2711,16995,[típ],,
1706,중1,6,tip,(뾰족한) 끝 부분,2,명사,8749,18850,[típ],,
1707,중1,6,tip,"팁,사례금",2,명사,10670,2807,[típ],,
1708,중1,6,title,제목을 붙이다,1,동사,6872,18853,[táitl],,
1709,중1,6,title,직함,2,명사,15308,22328,[táitl],,
1710,중1,6,tongue,혀,2,명사,2303,6384,[tʌ́ŋ],,
1711,중1,6,tool,"연장,도구",2,명사,2935,1483,[tú:l],,
1712,중1,6,tool,(목적) 수단,2,명사,13170,19429,[tú:l],,
1713,중1,6,topic,주제,2,명사,3209,5316,[tápik],,
1714,중1,6,tour,순회 공연,2,명사,15913,25519,[túər],,
1715,중1,6,towel,수건,2,명사,1956,3230,[táuəl],,
1716,중1,6,tower,탑,2,명사,3568,5930,[táuər],,
1717,중1,6,tradition,전통,2,명사,3025,5008,[trədíʃən],,
1718,중1,6,triangle,(악기) 트라이앵글,2,명사,10272,13901,[tráiæŋgl],,
1719,중1,6,triangle,삼각형,2,명사,12183,25387,[tráiæŋgl],,
1720,중1,6,trick,속이다,1,동사,1931,21652,[trík],,
1721,중1,6,trick,속임수,2,명사,8319,3195,[trík],,
1722,중1,6,trick,"묘기,재주",2,명사,8319,31404,[trík],,
1723,중1,6,trick,"비결,요령,묘책",2,명사,13205,30576,[trik],,
1724,중1,6,trouble,귀찮게 하다,1,동사,4531,20661,[trʌ́bl],,
1725,중1,6,trouble,"문제,곤란",2,명사,4206,529,[trʌ́bl],,
1726,중1,6,trunk,몸통,2,명사,2630,20226,[trʌ́ŋk],,
1727,중1,6,trunk,코끼리 코,2,명사,8479,18873,[trʌ́ŋk],,
1728,중1,6,trunk,"(나무의) 몸통,줄기,코끼리 코",2,명사,15919,5336,[trʌ́ŋk],,
1729,중1,6,trust,신용,2,명사,2086,3440,[trʌ́st],,
1730,중1,6,university,대학교,2,명사,915,1456,[jù:nəvə́:rsəti],,
1731,중1,6,upset,속상하게 만들다,1,동사,10859,1627,[ʌ̀psét],,
1732,중1,6,upset,"속이 상한,화난",3,형용사,7552,21718,[ʌ̀psét],,
1733,중1,6,upset,화난,3,형용사,9342,17594,[ʌ̀psét],,
1734,중1,6,view,"보다,감상하다",1,동사,4926,31174,[vjuː],,
1735,중1,6,view,보다,1,동사,10396,17409,[vju:],,
1736,중1,6,view,"조망,시야",2,명사,1439,18900,[vju:],,
1737,중1,6,view,경치,2,명사,8375,465,[vjú:],,
1738,중1,6,view,"관점,견해",2,명사,9824,17410,[vju:],,
1739,중1,6,village,마을,2,명사,1100,1747,[vílidʒ],,
1740,중1,6,volunteer,자원하다,1,동사,2879,21658,[vɑləntíər],,
1741,중1,6,volunteer,자원봉사하다,1,동사,7908,28372,[vὰləntíər],,
1742,중1,6,volunteer,"자원자,자원봉사자",2,명사,2879,4768,[vɑləntíər],,
1743,중1,6,volunteer,"자원의,자발적인",3,형용사,2879,31279,[vɑləntíər],,
1744,중1,6,waste,낭비,2,명사,726,30672,[weist],,
1745,중1,6,waste,"쓰레기,낭비",2,명사,8230,17657,[wéist],,
1746,중1,6,wave,흔들리다,1,동사,3991,26133,[wéiv],,
1747,중1,6,wave,물결,2,명사,1284,2073,[wéiv],,
1748,중1,6,wave,(열/소리 등의) 파동,2,명사,13176,19451,[wéiv],,
1749,중1,6,weak,약한,3,형용사,61,3689,[wí:k],,
1750,중1,6,weigh,무게를 재다,1,동사,1230,1988,[wéi],,
1751,중1,6,weigh,(무게가) ~이다,1,동사,1230,25938,[wéi],,
1752,중1,6,weigh,"따져 보다,저울질하다",1,동사,1230,30951,[wei],,
1753,중1,6,weigh,평가하다,1,동사,8467,20256,[wéi],,
1754,중1,6,whale,고래,2,명사,6067,15110,[hwéil],,
1755,중1,6,which,(의문문에서) 어느,5,대명사,2269,3722,[wíʧ],,
1756,중1,6,whole,"완전한,흠이 없는",3,형용사,4226,25432,[hóul],,
1757,중1,6,whole,"전체의,완전한",3,형용사,8455,5004,[hóul],,
1758,중1,6,wide,넓은,3,형용사,747,1187,[wáid],,
1759,중1,6,wide,폭이 ~인,3,형용사,3701,26043,[wáid],,
1760,중1,6,wide,완전히,4,부사,7364,21664,[wáid],,
1761,중2,7,able,할 수 있는,3,형용사,10748,6270,[éibl],,
1762,중2,7,accuse,"기소하다,고발하다",1,동사,8198,526,[əkjú:z],,
1763,중2,7,achieve,성취하다,1,동사,8192,3106,[əʧí:v],,
1764,중2,7,adapt,적응하다,1,동사,8317,4939,[ədǽpt],,
1765,중2,7,adapt,변형하다,1,동사,9481,18135,[ədǽpt],,
1766,중2,7,adapt,"맞추다,조정하다",1,동사,13258,18134,[ədǽpt],,
1767,중2,7,adopt,"채택하다,입양하다",1,동사,2257,3710,[ədápt],,
1768,중2,7,advance,"개선하다,진보하다",1,동사,8361,21739,[ædvǽns],,
1769,중2,7,advance,출세하다,1,동사,9551,20273,[ædvǽns],,
1770,중2,7,advance,나아가다,1,동사,13073,19106,[ædvǽns],,
1771,중2,7,advance,발전,2,명사,9723,20274,[ædvǽns],,
1772,중2,7,advance,전진,2,명사,10828,5001,[ædvǽns],,
1773,중2,7,advise,충고하다,1,동사,3486,5795,[ædváiz],,
1774,중2,7,affair,"사건,일",2,명사,10872,2779,[əfέər],,
1775,중2,7,alive,살아있는,3,형용사,1732,2882,[əláiv],,
1776,중2,7,alive,활기 넘치는,3,형용사,3928,25543,[əláiv],,
1777,중2,7,allow,"허락하다,허용하다",1,동사,8405,6366,[əláu],,
1778,중2,7,allow,허용하다,1,동사,9764,18935,[əláu],,
1779,중2,7,allow,인정하다,1,동사,10759,22420,[əláu],,
1780,중2,7,although,비록 ~일지라도,7,접속사,1625,2689,[ɔ:lðóu],,
1781,중2,7,amount,"양,금액",2,명사,2247,3698,[əmáunt],,
1782,중2,7,amount,"비용,총계",2,명사,3450,25547,[əmáunt],,
1783,중2,7,anger,화나게 하다,1,동사,3896,6468,[ǽŋgər],,
1784,중2,7,anger,화,2,명사,3896,19110,[ǽŋgər],,
1785,중2,7,anxious,"불안해하는,염려하는",3,형용사,7833,318,[ǽŋkʃəs],,
1786,중2,7,anxious,"열망하는,흥분하는",3,형용사,9901,31074,[ǽŋkʃəs],,
1787,중2,7,apply,"지원하다,신청하다",1,동사,2098,3445,[əplái],,
1788,중2,7,apply,"적용하다,가하다",1,동사,9727,17675,[əplái],,
1789,중2,7,apply,바르다,1,동사,12671,17676,[əplái],,
1790,중2,7,apply,해당되다,1,동사,14873,18151,[əplái],,
1791,중2,7,approach,접근하다,1,동사,3050,5050,[əpróuʧ],,
1792,중2,7,approach,접근(법),2,명사,57,19114,[əpróuʧ],,
1793,중2,7,appropriate,"(특정한 목적에) 충당하다,마련하다",1,동사,4991,22458,[əpróuprièit],,
1794,중2,7,appropriate,(허가 없이) 사유화하다,1,동사,15338,22459,[əpróuprièit],,
1795,중2,7,appropriate,적절한,3,형용사,2989,4925,[əpróupriət],,
1796,중2,7,army,육군,2,명사,2626,4368,[á:rmi],,
1797,중2,7,arrest,체포하다,1,동사,3432,5703,[ərést],,
1798,중2,7,article,(신문/잡지의) 기사,2,명사,608,958,[á:rtikl],,
1799,중2,7,article,"품목,물품",2,명사,2814,20718,[á:rtikl],,
1800,중2,7,article,논문,2,명사,4403,18156,[á:rtikl],,
1801,중2,7,article,관사,2,명사,16724,30993,[άːrtikl],,
1802,중2,7,aside,옆에,6,전치사,2415,3983,[əsáid],,
1803,중2,7,attack,공격하다,1,동사,359,573,[ətǽk],,
1804,중2,7,attack,(병이 사람을) 침범하다,1,동사,427,24084,[ətǽk],,
