example_english,example_korean
Art reveals the connection between color and shape.,예술은 색과 모양의 관련성을 보여줘요.
The large container safely holds our old tools.,큰 컨테이너는 우리 낡은 도구를 안전하게 보관해요.
The blue container always keeps my toys safe.,파란 용기가 항상 내 장난감을 안전하게 보관해요.
The small package holds different contents for fun.,작은 상자는 다양한 내용물을 담고 있어요.
Asia is the largest continent in the world.,아시아는 세계에서 가장 큰 대륙이에요.
Too much sun can contribute to skin burn.,너무 많은 햇빛은 피부 화상의 원인이 될 수 있어요.
Volunteers always contribute to a better school environment.,자원봉사자들이 항상 우리 멋진 학교에 큰 힘이 돼요.
Caring actions always contribute to our happy lives.,배려하는 행동은 우리의 행복한 삶에 기여해요.
I can control the bright lights at school.,나는 학교에서 밝은 불을 제어할 수 있어요.
She can control her emotions with calm effort.,그녀는 침착한 노력으로 감정을 조절할 수 있어요.
My remote has full control of my TV.,내 리모컨은 내 TV를 완벽하게 조절해요.
The king uses strict control over his people.,왕은 엄격한 지배로 백성을 다스려요.
This gadget brings convenience in our daily lives.,이 기기는 우리 일상에 편리함을 가져다 줘요.
The library is a convenient place to study.,도서관은 공부하기에 편리한 장소예요.
My mom can cook tasty food for us.,우리 엄마가 우리를 위해 맛있는 음식을 요리해요.
The cook makes tasty food every day.,요리사는 매일 맛있는 음식을 만들어요.
I really enjoy a yummy cookie after lunch.,나는 정말 맛있는 쿠키를 점심 후에 먹어요.
Cooking dinner with mom is fun for everyone.,엄마와 함께 요리하는 것은 모두에게 즐거워요.
She always loves cooking delicious food for everyone.,그녀는 항상 모두를 위해 맛있는 음식을 요리해요.
I carefully cool my tea with ice water.,나는 아이스 워터로 차를 조심스럽게 식혀요.
My new bike is really cool to ride.,내 새 자전거는 타기 정말 훌륭해요.
The water is cool on a hot day.,뜨거운 날에 물이 시원해요.
My friend always wears a cool blue jacket.,내 친구는 항상 멋진 파란 재킷을 입어요.
She stayed cool during the noisy bus ride.,그녀는 시끄러운 버스에서 침착했어요.
Your friend can cool down with a hug.,너의 친구는 포옹으로 진정시킬 수 있어요.
We always cool down when it gets hot.,더울 때 우리는 항상 시원해져요.
We always eat corn at our family's dinner.,우리 가족은 저녁에 항상 곡물을 먹어요.
Kids enjoy eating warm corn by the farm.,아이들은 농장 옆에서 따뜻한 옥수수를 즐겨 먹어요.
A corn cob can be used as fuel.,옥수수 속대는 연료로 쓰일 수 있어요.
We enjoyed a corn dog at school today.,우리는 오늘 학교에서 콘도그를 즐겼어요.
I placed my small chair in the corner.,작은 의자를 구석에 두었어요.
The small cat quietly sat on the corner.,작은 고양이가 모퉁이에 조용히 앉았어요.
This delicious chocolate cake cost only six dollars.,이 맛있는 초콜릿 케이크는 단지 6달러에요.
The cost of a small toy is low.,작은 장난감의 비용이 낮아요.
My friend always eats cotton candy at school.,내 친구는 학교에서 항상 솜사탕을 먹어요.
We relax on the new couch every day.,우리는 매일 새 소파에서 쉬어요.
Yesterday I could run very fast at school.,어제 학교에서 아주 빠르게 달릴 수 있었어요.
The teacher will counsel the troubled student today.,선생님께서 오늘 힘든 학생을 상담해요.
My teacher always gave me wise counsel today.,선생님께서 항상 현명한 조언을 주셨어요.
My friend attended counseling after his difficult exam.,내 친구는 어려운 시험 후 상담 받았어요.
Our friendly school counselor helps students with problems.,우리 친절한 학교 상담가는 학생들이 문제를 해결하도록 도와줘요.
I see countless stars in the night sky.,나는 밤하늘에 셀 수 없는 별들을 봐요.
I love my country with many kind people.,저는 착한 사람들이 많은 제 나라를 사랑해요.
I live in the country near big trees.,저는 큰 나무 근처의 시골에 살아요.
The cute couple walked slowly in the park.,귀여운 두 사람이 공원에서 천천히 걸었어요.
I have one coupon for a free pizza.,나는 무료 피자를 위해 쿠폰을 가지고 있어요.
They always showed courage in every hard situation.,그들은 모든 어려운 상황에서 항상 용기를 보였어요.
My cousin and I play soccer every day.,내 사촌과 나는 매일 축구를 해요.
Cover the table completely with a red cloth.,테이블을 빨간 천으로 완전히 덮어 주세요.
The journalist will cover the school event today.,기자가 오늘 학교 행사를 보도할 거예요.
Our schedule always covers many fun school activities.,우리 일정은 항상 많은 즐거운 학교 활동들을 포함시켜요.
I always cover for my friend at school.,나는 학교에서 친구를 대신 맡아요.
Our teacher will cover one fun lesson today.,우리 선생님은 오늘 한 재미있는 수업을 다루실 거예요.
My new book has a colorful cover today.,내 새 책은 화려한 커버를 가지고 있어요.
Please put the small cover on the box.,상자에 작은 덮개를 올려 놓으세요.
I see a pretty cover on this book.,나는 이 책의 예쁜 표지를 봐요.
The cat is covered with a soft blanket.,고양이는 부드러운 담요로 덮개를 씌워요.
The small book is covered in red paper.,작은 책은 빨간 종이로 덮여 있어요.
The big dog may cow the little kids.,큰 개가 어린 아이들을 겁줄 수 있어요.
The brown cow eats grass in the field.,갈색 암소가 들판에서 풀을 먹어요.
The small living room is very cozy now.,작은 거실은 정말 아늑해요.
The little crab crawls slowly on the sand.,작은 게가 모래 위를 천천히 기어가요.
I craft my own perfect and small gift.,나는 정성 들여 내 완벽하고 작은 선물을 만들어요.
They enjoyed making a unique craft in class.,그들은 교실에서 독특한 기술을 만드는 것을 즐겼어요.
She studies craft to create her own art.,그녀는 자신의 예술을 만들기 위해 공예를 공부해요.
The blue craft sailed slowly upon calm water.,파란 배가 잔잔한 물 위를 천천히 떠나요.
The crane lifts heavy boxes at the site.,기중기가 현장에서 무거운 상자를 들어올려요.
The white crane gracefully flies over the lake.,하얀 학이 호수 위를 우아하게 날아요.
The crane lifts heavy boxes on the site.,기중기가 현장에서 무거운 상자들을 들어요.
The crazy dog happily runs in the park.,미친 강아지가 공원에서 행복하게 달려요.
Tom drew a crazy picture in art class.,톰은 미술 수업에서 말도 안 되는 그림을 그렸어요.
The young artist made a cool new creation.,어린 예술가가 멋진 새 창작물을 만들었어요.
The amazing creation of art is very beautiful.,놀라운 창조 예술은 매우 아름다워요.
My friend is truly creative with new ideas.,제 친구는 새로운 아이디어로 정말 창조적이에요.
She paints creatively and designs a bright poster.,그녀는 창의적으로 그림 그리고 밝은 포스터를 디자인해요.
Her amazing creativity shines in every classroom project.,그녀의 놀라운 창의력이 모든 학급 프로젝트에서 빛나요.
The creator makes pretty art for happy kids.,창조자는 행복한 아이들을 위해 예쁜 그림을 만들어요.
The crew works well together as a team.,그 팀은 함께 잘 일해요.
The crew assists the pilot every single day.,승무원은 매일 조종사를 도와요.
Cricket is played as a fun outdoor game.,크리켓은 재미있는 야외 경기로 진행돼요.
The cricket chirps loudly in our small yard.,우리 작은 마당에서 귀뚜라미가 크게 울어요.
I eat crispy bread with honey every day.,나는 매일 꿀과 함께 바삭바삭한 빵을 먹어요.
The old building is in a critical condition.,오래된 건물이 위태로운 상태에 있어요.
The scientist made a critical observation in class.,과학자가 교실에서 비판적인 관찰을 했어요.
It is critical to solve problems every day.,매일 문제를 해결하는 것이 중요해요.
The student spoke critically during class discussion today.,학생은 오늘 수업 토론에서 혹평하여 말했어요.
He critically checks his math homework before class.,그는 수업 전에 수학 숙제를 대단히 확인해요.
The teacher spoke very critically about our exam.,선생님께서 우리 시험에 대해 매우 심각하게 말씀하셨어요.
Please do not criticize your classmate in class.,제발 수업에서 반 친구를 비난하지 마세요.
Parents do not criticize children for small mistakes.,부모님은 작은 실수에 대해 아이들을 비평하지 않아요.
I enjoy eating a croissant with hot coffee.,나는 따뜻한 커피와 함께 크루아상을 먹어요.
Farmers crop rice in their very big fields.,농부들은 그들의 아주 큰 밭에서 쌀을 수확해요.
Happy farmers harvest crop during autumn every year.,행복한 농부들이 매년 가을에 농작물을 수확해요.
Farmers always produce crop for a high yield.,농부들은 항상 높은 산출량을 위해 작물을 생산해요.
I gently cross the busy road with friends.,나는 친구들과 바쁜 길을 부드럽게 건너요.
I often cross the park on sunny days.,나는 종종 맑은 날에 공원을 가로지르어요.
Kids often cross their legs during art class.,아이들은 미술 수업에서 다리를 꼬는 경우가 많아요.
The church shows a big red cross daily.,교회는 매일 큰 빨간 십자가를 보여요.
I always use the crosswalk when crossing roads.,저는 항상 도로 건널 때 횡단보도를 사용해요.
The small rooster will crow every bright morning.,작은 수탉이 매일 아침 밝게 울어요.
The black crow lands on our garden fence.,까만 까마귀가 우리 정원의 울타리에 내려요.
This subway train is crowded in the morning.,이 지하철은 아침에 붐비는 곳이에요.
I carefully crush the ice with my hand.,나는 꼭 조심히 큰 얼음을 내 손으로 으스러뜨려요.
I suddenly have a crush on my friend.,저는 친구에게 홀딱 반했어요.
The baby will cry when she is hungry.,아기는 배고플 때 소리 내어 울어요.
The baby will cry loudly when hungry today.,아기는 배고플 때 크게 울어요~요.
Our little cub runs fast in the park.,우리 새끼짐승은 공원에서 뛰어요.
We happily celebrate our diverse culture in school.,우리는 학교에서 다양한 문화를 기쁘게 축하해요.
I drink warm milk from my favorite cup.,나는 따뜻한 우유를 내 예쁜 잔으로 마셔요.
My new cupboard holds books and snacks daily.,내 새로운 찬장에 책과 간식이 있어요.
She always eats a small cupcake every day.,그녀는 항상 작은 컵케이크를 매일 먹어요.
My curly hair shines so bright in sunlight.,내 곱슬곱슬한 머리카락이 햇빛 아래서 반짝여요.
I curry the horse to keep it neat.,나는 말을 빗질해 털을 정리해요.
My mom always cooks a tasty curry dish.,우리 엄마는 항상 맛있는 카레를 요리해요.
I like to eat tasty curry and rice.,저는 맛있는 카레라이스를 먹는 것을 좋아해요.
I draw a nice curve on my paper.,나는 내 종이에 예쁜 곡선을 그려요.
Teachers sometimes use a curve for relative evaluation.,선생님들은 때때로 상대 평가를 위해 커브를 사용해요.
The famous pitcher threw a curve ball quickly.,유명한 투수가 커브 공을 빠르게 던졌어요.
The long road was curved near the park.,긴 길이 공원 근처에서 구부러져 있어요.
My bike ride is on a curvy road.,나의 자전거 타기는 구불구불한 길에서 이루어져요.
The soft cushion is on my comfy chair.,부드러운 쿠션이 내 편안한 의자 위에 있어요.
Our kind customer happily visits our friendly shop.,우리의 친절한 고객이 기쁘게 우리 상점을 방문해요.
Please call the customer service center for help.,고객센터로 전화해 주세요.
I cut the thick paper with bright scissors.,나는 두꺼운 종이를 밝은 가위로 잘라요.
The school may cut excessive playtime during recess.,학교는 쉬는 시간 동안 과도한 놀이시간을 삭감할 수 있어요.
I got a small cut on my hand.,내 손에 작은 상처가 생겼어요.
I want to cut down on junk food.,나는 정크 푸드를 줄이고 싶어요.
Little Tom sometimes cuts in line at lunchtime.,어린 톰은 때때로 점심시간에 새치기를 해요.
She carefully cut off the long branch today.,그녀는 긴 가지를 조심스럽게 잘랐어요.
The heavy storm cut off the village road.,강한 폭풍이 마을 길을 차단했어요.
Cyberbullying online makes many young kids feel sad.,사이버 폭력은 많은 어린이들을 슬프게 해요.
My kind dad always helps me every day.,제 착한 아빠는 매일 저를 잘 도와주세요.
I always check my daily schedule every morning.,나는 매일의 일정표를 항상 확인해요.
They dance happily at the school music festival.,그들은 학교 음악 축제에서 행복하게 춤춰요.
Playing near water can really lead to danger.,물가에서 노는 것은 정말 위험으로 이어질 수 있어요.
My little brother thinks the river is dangerous.,내 남동생은 강이 위험하다고 생각해요.
Darkness slowly surrounds the quiet room at night.,조용한 방에 암흑이 천천히 몰려와요.
My phone always stores many fun data files.,내 휴대폰은 항상 많은 재미있는 자료를 저장해요.
They always store many records in the database.,그들은 항상 데이터베이스에 많은 기록을 저장해요.
Scientists carefully date old rocks using special tools.,과학자들은 특별한 도구로 오래된 암석의 연대를 추정해요.
We mark today's date on our new calendar.,우리는 새로운 달력에 오늘 날짜를 기록해요.
I love eating the fresh date every day.,저는 매일 신선한 대추를 먹어요.
My dear daughter plays at the park today.,내 사랑스런 딸이 오늘 공원에서 놀아요.
We always play outdoors during the bright day.,우리는 항상 밝은 낮에 밖에서 놀아요.
I enjoy a very sunny day every morning.,나는 매일 아침 매우 화창한 날을 즐겨요.
Monday is always a happy day for school.,월요일은 항상 학교에서 행복한 날이에요.
I practice English day after day with friends.,나는 매일같이 친구들과 영어를 연습해요.
I enjoy my day off at home today.,저는 오늘 집에서 쉬는 날을 즐겨요.
My old computer is dead due to age.,내 낡은 컴퓨터는 작동을 안 해요.
My old battery is totally dead and useless.,내 오래된 배터리는 완전히 죽었고 쓸모없어요.
The deaf child loves to learn sign language.,그 귀머거리 아이는 수화를 배우는 것을 좋아해요.
She can deal with her difficult homework problems.,그녀는 어려운 숙제를 잘 처리해요.
The dealer always helps people find good cars.,그 중개인은 항상 사람들에게 좋은 차를 찾아줘요.
My dear best friend visits me every Sunday.,나의 친애하는 가장 친한 친구가 매주 와요.
"Dear friend, I send many hugs to you.","친애하는 친구에게, 나는 많은 포옹을 보내요."
"Oh dear, I suddenly forgot my homework today.","오 이런, 나는 갑자기 숙제를 잊어버렸어요."
Stories show that death is a sad truth.,이야기는 죽음이 슬픈 진실이라는 것을 보여줘요.
I decide the best plan for our trip.,나는 우리 여행을 위한 가장 좋은 계획을 결정해요.
I made a decision for my new toy.,나는 내 새로운 장난감을 위해 결정했어요.
Fresh decoration makes our birthday party very fun.,신선한 장식이 우리 생일 파티를 아주 즐겁게 해요.
The deep lake is calm on sunny days.,맑은 날에 깊은 호수는 조용해요.
My shirt is deep red and very bright.,내 셔츠는 짙은 빨강색이고 아주 밝아요.
Brave knights defend the large castle with shields.,용감한 기사들이 큰 성을 방패로 방어해요.
I definitely want to try that new meal.,나는 분명 그 새로운 음식을 먹어보고 싶어요.
I definitely will join the upcoming school trip.,저는 반드시 다가오는 학교 여행에 참여할 거예요.
I quickly delete old photos from my computer.,나는 컴퓨터에서 오래된 사진을 삭제해요.
The delicate glass easily breaks when it falls.,섬세한 유리는 떨어지면 쉽게 깨져요.
My flower is very delicate in the garden.,내 꽃은 정원에서 매우 연약해요.
My mom made a delicious apple pie today.,우리 엄마가 맛있는 사과파이를 만들었어요.
The quick delivery comes safely by our door.,오늘 빠른 배달이 우리 집앞으로 조심스럽게 안전하게 도착해요.
His delivery in the speech was very smooth.,그의 연설 전달 태도가 매우 부드러웠어요.
The density of water is usually very high.,물의 밀도는 보통 아주 높아요.
My small dog is always dependent on water.,제 작은 강아지는 항상 물에 의존해요.
I wear my hat depending on the weather.,날씨에 따라 모자를 써요.
Tom felt very depressed without his favorite toy.,톰은 좋아하는 장난감 없이 매우 우울했어요.
They visited a deserted island for a picnic.,그들은 소풍을 위해 무인도를 방문했어요.
They always design a nice park every day.,그들은 항상 매일 멋진 공원을 설계해요.
The young designer makes a very cool poster.,젊은 디자이너가 매우 멋진 포스터를 만들어요.
The little red desk is near the window.,작은 빨간 책상은 창문 근처에 있어요.
I always enjoy dessert after dinner with friends.,저녁 후 친구들과 항상 후식을 즐겨요.
The clever detective solved the small case today.,영리한 탐정이 오늘 그 작은 사건을 해결했어요.
The detective quickly finds clues in every case.,형사가 모든 사건에서 단서를 빨리 찾았어요.
Drinking natural water can detox your tired body.,자연수를 마시면 피곤한 몸을 해독할 수 있어요.
The smart developer writes code for fun projects.,똑똑한 개발자는 재미있는 코드를 작성해요.
The new device makes our home very safe.,새로운 장치가 우리 집을 매우 안전하게 만들어요.
The diamond shines brightly under the sun rays.,다이아몬드가 태양빛 아래서 반짝여요.
Many small plants die quickly without enough water.,많은 작은 식물들이 충분한 물 없이 빨리 죽어요.
The car engine might suddenly die during travel.,자동차 엔진은 여행 중에 갑자기 멎을 수 있어요.
Plants may easily die from too little water.,식물은 너무 적은 물로 쉽게 죽어요.
Our simple viewpoints often differ from one another.,우리의 간단한 의견은 종종 서로 달라요.
The difference between cats and dogs is clear.,고양이와 개의 차이는 분명해요.
My friends always wear different shoes every day.,내 친구들은 항상 다른 신발을 신어요.
My friend works differently on every math problem.,내 친구는 모든 수학 문제를 다르게 풀어요.
My math test was really difficult for me.,내 수학 시험은 정말 어려웠어요.
They sometimes encounter difficulty solving simple math problems.,때때로 그들은 간단한 수학 문제를 풀 때 어려움을 겪어요.
Her stomach can digest a small meal quickly.,그녀의 배는 작은 식사를 빨리 소화할 수 있어요.
My new digital clock shows the right time.,내 새 디지털 시계가 정확한 시간을 보여줘요.
I use a digital clock every school day.,나는 매일 학교에서 디지털 시계를 사용해요.
My mom served  tasty dim sum for lunch.,엄마가 점심에 맛있는 만두를 내주셨어요.
We enjoy eating delicious dim sum at lunch.,우리는 점심에 맛있는 딤섬을 먹어요.
We enjoy our dinner together on cold nights.,우리는 추운 밤에 저녁식사를 함께 즐겨요.
I dip cookie in a cup of milk.,나는 쿠키를 우유 한 컵에 담가요.
I really like a tasty dip for fries.,저는 감자튀김에 맛있는 소스를 정말 좋아해요.
My coach direct us to run very fast.,우리 코치가 우리에게 아주 빨리 뛰라고 명령해요.
We direct our little steps towards the garden.,우리는 작은 발걸음을 정원으로 향해요.
Please direct my friend to the bus stop.,제 친구를 버스 정류장으로 안내해요.
My friend will direct us safely to school.,내 친구가 우리를 안전하게 안내해요.
He will direct the small school play tonight.,그는 작은 학교 연극을 감독해요.
He always gives a direct answer in class.,그는 언제나 직접적인 대답을 해요.
Our team follows a fun new direction today.,우리 팀은 오늘 재미있는 새 경향을 따라요.
The arrow shows the direction to the park.,화살표는 공원에 가는 방향을 보여줘요.
The teacher gave clear direction for our class.,선생님께서 우리 반에게 명확한 지시를 주셨어요.
The director always guides actors with good direction.,그 감독은 항상 좋은 연출로 배우들을 이끌어요.
Walk directly to the classroom after lunch today.,오늘 점심 후 교실로 직접 걸어가요.
She answered my question directly during math class.,그녀는 내 질문에 즉각 대답했어요.
He directly responded to the teacher this morning.,그는 오늘 아침 선생님께 단적으로 대답했어요.
The director works with the company to succeed.,임원은 회사와 함께 성공하기 위해 일해요.
Our kind director directs our fun school play.,우리 친절한 감독은 우리 재미있는 학교 연극을 지도해요.
The school director helps our class learn lessons.,학교 책임자는 우리 반이 수업을 배우도록 도와줘요.
I disagree with your simple idea about homework.,나는 숙제에 대한 너의 단순한 생각에 동의하지 않아요.
I disagree with your plan for school picnic.,나는 네 학교 소풍 계획에 동의하지 않아요.
I always disagree with my friend on sports.,나는 항상 친구와 스포츠에 대해 반대해요.
He felt very disappointed after his team lost.,그는 팀이 졌을 때 매우 실망했어요.
A sudden flood can become a terrible disaster.,갑작스런 홍수가 끔찍한 재난이 될 수 있어요.
The school event was really a complete disaster.,학교 행사가 정말 완전한 실패였어요.
I want to discover new animals in nature.,나는 자연 속에서 새로운 동물을 발견하고 싶어요.
The amazing discovery helped brave scientists understand nature.,놀라운 발견이 용감한 과학자들을 도와 자연을 이해했어요.
They discuss the story ideas during lunch break.,그들은 점심 시간에 이야기 아이디어를 토론해요.
We have a fun discussion about our homework.,우리 숙제에 대해 즐겁게 토의해요.
Friendly volunteers distribute fresh food to hungry people.,친절한 자원봉사자들은 신선한 음식을 굶주린 사람들에게 배급해요.
I do my chores at home every weekend.,나는 매주말 집에서 집안일을 해요.
Loud music can do harm to young ears.,시끄러운 음악은 어린 귀에 해를 끼칠 수 있어요.
"When I study, I always do one's best.","공부할 때, 나는 항상 최선을 다해요."
I always do the dishes every single evening.,나는 항상 매일 설거지를 해요.
I can do without my phone at school.,나는 학교에서 핸드폰 없이 지낼 수 있어요.
They doctor the report to change some facts.,그들은 몇 가지 사실을 바꾸기 위해 보고서를 조작해요.
People should not doctor food with toxic material.,사람들은 음식에 유독 물질을 섞으면 안돼요.
The kind doctor helps many patients every day.,친절한 의사는 많은 환자를 매일 도와줘요.
My dog loves to play with his friends.,내 개는 친구들과 놀기를 좋아해요.
Lucy likes to play with her pretty doll.,루시는 예쁜 인형과 놀아요.
She always makes a generous donation to charity.,그녀는 항상 자선 단체에 기부해요.
The little donkey happily walked near the barn.,작은 당나귀는 즐겁게 헛간 옆을 걸었어요.
I see a big blue door in town.,나는 마을에 큰 파란 문이 있어요.
I always hear the doorbell when someone knocks.,나는 누군가 문을 두드리면 초인종이 울려요.
I see a tiny dot on my paper.,내 종이에 작은 점이 보여요.
Your score can double if you work hard.,네 점수는 열심히 하면 두 배가 될 수 있어요.
My sandwich has a double slice of cheese.,내 샌드위치는 두 배의 치즈 조각이 있어요.
I enjoy eating a yummy doughnut every morning.,나는 매일 아침 맛있는 도넛을 먹어요.
I feel really down when it rains often.,비가 자주 올 때 나는 정말 침울해요.
John felt down after he lost his ball.,존은 공을 잃은 후에 우울했어요.
The ball rolled down the red slide slowly.,공이 빨간 미끄럼틀 아래로 천천히 굴러갔어요.
She always enjoys downtime after long school days.,그녀는 긴 학교 수업 후에 항상 휴식 시간을 즐겨요.
The downtown restaurant serves pizza and tasty pasta.,도심의 식당이 피자와 맛있는 파스타를 제공해요.
A brave dragon flies over the green forest.,용감한 용이 초록 숲 위로 날아가요.
We draw a clear conclusion from each test.,우리는 각 시험에서 명확한 결론을 얻어요.
I like to draw cute animals every day.,저는 매일 귀여운 동물을 그려요.
I draw the rope to open the door.,나는 밧줄을 당겨서 문을 열어요.
I use a pump to draw the water.,나는 펌프로 물을 퍼 올려요.
The park dog show is a big draw.,공원 강아지 쇼는 큰 인기예요.
"Today, we held a fun lucky draw event.","오늘, 우리는 재미있는 추첨 행사를 했어요."
She draws the toy away from the table.,그녀가 장난감을 탁자에서 떼어놓아요.
The strong magnet draws on metal pieces quickly.,강한 자석은 금속 조각들을 빠르게 끌어당겨요.
Smart teachers draw on many useful ideas daily.,똑똑한 선생님들은 많은 유용한 아이디어를 이용해요.
The small drawer keeps my art supplies safe.,작은 서랍에 내 미술 도구가 안전하게 있어요.
The drawer always writes a check on time.,수표발행인은 항상 제때에 수표를 써요.
I carefully made a drawing of my cat.,나는 내 고양이의 그림을 조심스럽게 그렸어요.
The dried flowers sit on the window sill.,건조된 꽃들이 창턱에 놓여 있어요.
Our class did a fun drill in school.,우리 반은 학교에서 재미있는 훈련을 했어요.
My friend and I drink cool water now.,제 친구와 저는 시원한 물을 마셔요.
I drink a cool drink on sunny days.,나는 맑은 날에 시원한 음료를 마셔요.
Pure water is drinkable and good for all.,순수한 물은 마실 수 있는 것이 모두에게 좋아요.
Smart teachers drive learning with fun daily plans.,똑똑한 선생님들이 재미있는 계획으로 수업을 추진해요.
Delicious food drives children to smile with joy.,맛있는 음식은 아이들을 웃게 만들어요.
My mother drives the red car to work.,내 어머니는 빨간 차를 운전해요.
Our club started a drive for school supplies.,우리 동아리는 학교 용품을 위한 캠페인을 시작했어요.
Messy toys in my room drive me crazy.,내 방의 지저분한 장난감들이 나를 미치게 해요.
"Every old machine drones a soft, dull tune.",모든 오래된 기계가 부드럽고 단조로운 소리를 내요.
Tom is a drone who never really works.,톰은 결코 일하지 않는 게으름뱅이에요.
The small drone flies over the quiet park.,작은 드론이 조용한 공원을 날아요.
The red leaves slowly drop from the tree.,빨간 잎들이 나무에서 천천히 떨어져요.
Sometimes I drop my bad habits very quickly.,가끔 나는 나쁜 습관을 반드시 아주 빨리 그만둬요.
Do not drop your pencil on the floor.,연필을 바닥에 떨어뜨리지 마세요.
Kids quickly drop to avoid the falling ball.,아이들이 떨어지는 공을 피하려고 재빨리 자세를 낮춰요.
A drop of water fell on the flower.,물방울 하나가 꽃 위에 떨어졌어요.
Please drop by my house after school today.,오늘 방과 후 우리 집에 들르세요~요.
I usually go to the drugstore on weekends.,나는 보통 주말에 약국에 가요.
My band plays the drum every single day.,내 밴드는 매일 드럼을 연주해요.
I hold the drumstick and play happily today.,나는 드럼 채를 잡고 즐겁게 연주해요.
My dry towel feels warm under the sun.,내 건조한 수건은 햇볕 아래서 따뜻해요.
The dry wind blows strongly across the field.,마른 바람이 들판을 강하게 불어요.
His talk is very dry and quite dull.,그의 말은 매우 무미건조하고 꽤 지루해요.
The little duck swims in the calm pond.,작은 오리가 고요한 연못에서 헤엄쳐요.
He missed school due to the heavy rain.,그는 폭우 때문에 학교에 결석했어요.
The horse dropped dung near the old barn.,말이 오래된 헛간 근처에서 배설물을 떨어뜨렸어요.
We happily played games during the summer break.,우리는 여름 방학 동안 게임을 즐겁게 했어요.
I love eating Dutch cheese on sunny days.,나는 맑은 날 네덜란드 치즈를 즐겨 먹어요.
The brave little dwarf sings a happy song.,용감한 작은 난쟁이가 행복한 노래를 불러요.
The dynasty lasted more than one hundred years.,왕조는 100년 이상 지속되었어요.
My friends always support each other in school.,내 친구들은 학교에서 서로를 항상 지원해요.
The student is very eager to learn English.,그 학생은 영어 배우기를 열렬히 원해요.
The eagle flies happily above the green trees.,독수리가 기분 좋게 하늘 위를 날아요.
My dog always uses its ear to listen.,내 개는 항상 귀로 들어요.
I leave early to catch the morning bus.,나는 아침 버스를 잡으려고 일찍 출발해요.
Tom is an early adopter of new phones.,탐은 신제품을 먼저 사서 써 봐요.
