textbook ID,레슨,단어,품사,PoS,뜻,예문,예문 해석
720,5,menu,명사,2,n. 메뉴,The menu had many delicious options.,메뉴에 맛있는 선택지가 많았다.
720,6,message,명사,2,n. 메시지,He left a message on my phone.,그는 내 전화기에 메시지를 남겼다.
720,4,mirror,명사,2,n. 거울,Jenny looked at herself in the mirror.,Jenny는 거울 속의 자신을 바라보았다.
720,8,mix A with B,"동사,숙어/관용어",#N/A,A와 B를 섞다 (혼합하다),Mix the flour with the water.,밀가루를 물과 섞어라.
720,5,mushroom,명사,2,n. 버섯,He added mushrooms to the pizza.,그는 피자에 버섯을 추가했다.
720,1,nervous,형용사,3,a. 불안해하는,He felt nervous before the test.,그는시험전에불안해했다.
720,1,nickname,명사,2,n. 별명,Her nickname is Liz.,그녀의별명은리즈다.
720,3,noise,명사,2,n. 소음,The noise is from the cars outside.,그 소음은 밖에 있는 차에서 오는 것이다.
720,3,noisy,형용사,3,a. 시끄러운,The classroom was too noisy for studying.,교실은 공부하기에 너무 시끄러웠다.
720,5,noodle,명사,2,n. 국수,He cooked spicy noodles for lunch.,그는 점심으로 매운 국수를 요리했다.
720,2,online,형용사,3,a. 온라인의,He took an online class this semester.,그는 이번 학기에 온라인 수업을 들었다.
720,2,orchestra,명사,2,n. 오케스트라,She plays the violin in the school orchestra.,그녀는 학교 오케스트라에서 바이올린을 연주한다.
720,5,order,명사,2,n. 주문 [주문한 음식/음료],She took my order at the restaurant.,그녀는 음식점에서 내 주문을 받았다.
720,8,over,부사,4,"ad. 끝나서, 지나서",The game is over.,게임이 끝났다.
720,4,own,형용사,3,a. 자신의,She brought her own lunch today.,그녀는 오늘 자신의 점심을 가져왔다.
720,7,pair,명사,2,"n. 한 쌍 [켤레, 벌]",I need a new pair of shoes.,나는 새 신발 한 켤레가 필요하다.
720,8,peaceful,형용사,3,a. 평화로운,The village was very peaceful.,그 마을은 매우 평화로웠다.
720,8,peacock,명사,2,n. (수컷) 공작,The peacock displayed its fine tail feathers.,그 공작은 고운 꼬리 깃을 드러냈다.
720,1,person,명사,2,n. 사람,He is a kind person.,그는친절한사람이다.
720,1,pet,명사,2,n. 반려동물,She has a pet cat named Snowball.,그녀는스노우볼이라는이름을가진반려고양이가 있다.
720,6,photo,명사,2,n. 사진,They took a photo at the beach.,그들은 해변에서 사진을 찍었다.
720,5,pie,명사,2,n. (과일로 만든) 파이,We baked an apple pie for dessert.,우리는 디저트로 애플파이를 구웠다.
720,4,piece,명사,2,"n. (보드게임, 체스 등의) 말",I need to move my piece to capture the king.,나는 왕을 잡기 위해 내 말을 옮겨야 한다.
720,2,plane,명사,2,n. 비행기,They took a plane to Paris.,그들은 비행기를 타고 파리로 향했다.
720,6,planet,명사,2,n. 행성,Earth is the third planet from the sun.,지구는 태양에서 세 번째 행성이다.
720,7,plant,동사,1,"v. (나무, 씨앗 등을) 심다",They plant flowers in the garden.,그들은 정원에 꽃을 심는다.
720,5,plate,명사,2,"n. 접시, 그릇",She served the meal on a large plate.,그녀는 큰 접시에 음식을 제공했다.
720,7,plogging,명사,2,n. 플로깅,Plogging is good for health and nature.,플로깅은 건강과 자연에 좋다.
720,2,poem,명사,2,n. 시,I often write poems about love.,나는 종종 사랑에 관한 시를 쓴다.
720,8,poke,동사,1,v. 쿡 찌르다,He poked the balloon with a pin.,그는 핀으로 풍선을 쿡 찔렀다.
720,1,polar bear,명사,2,n. 북극곰,Polar bears live in cold places.,북극곰은추운곳에산다.
720,4,polite,형용사,3,"a. 예의 바른, 공손한, 정중한",It's important to be polite to everyone.,모든 사람에게 예의를 지키는 것이 중요하다.
720,1,pop music,명사,2,n. 팝 음악,She loves listening to pop music.,그녀는팝음악듣는것을사랑한다.
720,5,popsicle,명사,2,n. 막대 아이스크림,The kids enjoyed popsicles on the hot day.,아이들은 더운 날에 막대 아이스크림을 즐겼다.
720,5,popular,형용사,3,a. 인기 있는,This song is very popular right now.,이 노래는 지금 매우 인기가 있다.
720,1,post,명사,2,n. 게시글 v. 게시하다,He posts pictures on the school website for his science project.,그는과학과제를위해학교홈페이지에사진을 게시한다.
720,4,powder,명사,2,"n. 가루, 파우더",She mixed the sugar and cocoa powder in a bowl.,그녀는 그릇에 설탕과 코코아 가루를 섞었다.
720,1,practice,동사,1,v. 연습하다,I practice the piano every day.,나는매일피아노를연습한다.
720,5,prepare,동사,1,v. 준비하다,I need to prepare for my exam tomorrow.,나는 내일 시험을 준비해야 한다.
720,5,pretzel,명사,2,n. 프레츨,The bakery sells fresh pretzels every morning.,그 빵집은 매일 아침 신선한 프레츨을 판다.
720,5,price,명사,2,n. 가격,The price of the shirt is $20.,그 셔츠의 가격은 20 달러다.
720,8,protect,동사,1,v. 보호하다,She protects her eyes with sunglasses.,그녀는 선글라스로 눈을 보호한다.
720,7,purse,명사,2,n. 지갑,She puts money in her purse.,그녀는 지갑에 돈을 넣는다.
720,1,puzzle,명사,2,n. 퍼즐,He enjoys solving puzzles in his free time.,그는여가시간에퍼즐푸는것을즐긴다.
720,2,race,명사,2,"n. 경주, 레이스, 달리기",My brother finished the race in second place.,나의 남동생은 2등으로 경주를 마쳤다.
720,1,rainbow,명사,2,n. 무지개,We saw a beautiful rainbow after the rain.,우리는비온뒤아름다운무지개를보았다.
720,3,real,형용사,3,"a. 진짜의, 진정한",This painting looks like a real person.,이 그림은 진짜 사람처럼 보인다.
720,2,really,부사,4,"ad. 아주, 정말로",The new student really likes English.,그 새로운 학생은 정말로 영어를 좋아한다.
720,2,reason,명사,2,n. 이유,The reason for the delay was the heavy rain.,지연의 이유는 폭우였다.
720,1,record,동사,1,v. 기록하다,He records his daily activities in a journal.,그는일지에자신의일과를기록한다.
720,7,recycle,동사,1,"v. 재활용하다, 다시 이용하다",They recycle bottles and cans.,그들은 병과 캔을 재활용한다.
720,7,reduce,동사,1,v. 줄이다,We reduce waste to help the Earth.,우리는 지구를 돕기 위해 쓰레기를 줄인다.
720,4,repair,명사,2,"n. 수리, 수선, 보수",I took my bike in for repair.,나는 자전거를 수리하려고 안에 들여놓았다.
720,6,reply,동사,1,"v. 대답하다, 회신하다",She will reply to your email soon.,그녀는 곧 당신의 이메일에 답장할 것이다.
720,6,rest,명사,2,"n. 휴식, 수면","After a long walk, he needed some rest.",긴 산책 후에 그는 휴식이 필요했다.
720,1,ride,동사,1,v. ~을 타다,They ride their bikes to school every day.,그들은매일자전거를타고학교에간다.
720,5,risotto,명사,2,n. 리소토 (이탈리아식 볶음밥),She made mushroom risotto for dinner.,그녀는 저녁으로 버섯 리소토를 만들었다.
720,3,roller coaster,명사,2,n. 롤러코스터,The roller coaster was very fast.,롤러코스터가 매우 빨랐다.
720,7,root,명사,2,n. 뿌리,The root of the plant is deep.,그 식물의 뿌리는 깊다.
720,7,round,형용사,3,a. 둥근,The table in the kitchen is round.,부엌에 있는 테이블은 둥글다.
720,6,rude,형용사,3,"a. 무례한, 예의 없는",The customer was rude to the waiter.,고객은 웨이터에게 무례하게 굴었다.
720,3,rude,형용사,3,a. 무례한,Don't be rude to other people.,다른 사람들에게 무례하게 굴지 마.
720,5,sauce,명사,2,n. 소스,Can you pass me the tomato sauce?,나에게 토마토소스를 건네줄 수 있니?
720,5,sausage,명사,2,n. 소시지,He grilled sausages for the barbecue.,그는 바비큐를 위해 소시지를 구웠다.
720,6,scared,형용사,3,"a. 무서워하는, 겁먹은",The cat is scared of the noise.,고양이는 그 소음을 무서워한다.
720,3,scream,동사,1,"v. 소리치다, 비명을 지르다",She screamed when she saw the spider.,그녀는 거미를 보았을 때 비명을 질렀다.
720,3,seat,명사,2,"n. 좌석, 자리",Please find a seat and sit down.,자리를 찾아 앉으세요.
720,7,serious,형용사,3,a. 심각한,This is a serious problem.,이것은 심각한 문제다.
720,3,server,명사,2,"n. 서빙하는 사람, 웨이터, 웨이터리스",The server brought us our food quickly.,서빙하는 사람이 우리에게 음식을 빨리 가져다주었다.
720,4,set the table,숙어/관용어,9,밥상을 차리다,Dad set the table before dinner.,아빠는 저녁 식사 전에 상을 차리셨다.
720,2,shake,동사,1,v. 흔들다,The chef shook the bottle of sauce before using it.,요리사는 소스를 사용하기 전에 병을 흔들었다.
720,7,shampoo,명사,2,n. 샴푸,She bought a new bottle of shampoo.,그녀는 새 샴푸 한 병을 샀다.
720,7,shape,명사,2,"n. 모양, 형태",The cookie has a star shape.,그 쿠키는 별 모양이다.
720,6,share,동사,1,"v. 함께 쓰다, 공유하다",Can we share this book?,우리 이 책을 공유할 수 있을까?
720,3,shout,동사,1,"v. 소리치다, 소리 지르다",He shouted for help when he saw the fire.,그는 불을 보았을 때 도움을 요청하기 위해 소리쳤다.
720,8,sign,동사,1,v. 서명하다,Please sign the form here.,여기에 서명해 주세요.
720,6,simple,형용사,3,"a. 간단한, 단순한",The recipe is very simple.,그 요리법은 매우 간단하다.
720,6,situation,명사,2,n. 상황,The situation at work is very stressful right now.,현재 직장에서의 상황이 매우 스트레스다.
720,6,smart,형용사,3,"a. 영리한, 약삭빠른",The fox is very smart.,여우는 매우 똑똑하다.
720,2,smartphone,명사,2,n. 스마트폰,He uses his smartphone to check emails.,그는 이메일을 확인하기 위해 스마트폰을 사용한다.
720,1,snack,명사,2,n. 간식,She had a healthy snack of fruits and nuts.,그녀는과일과견과류같은건강한간식을먹었다.
720,3,snore,동사,1,v. 코를 골다,Dad always snores loudly at night.,아빠는 밤에 항상 크게 코를 곤다.
720,8,snowstorm,명사,2,n. 눈보라,The snowstorm blocked the roads.,눈보라가 도로를 막았다.
720,7,soap,명사,2,n. 비누,He washed his hands with soap and water.,그는 비누와 물로 손을 씻었다.
720,1,social media,명사,2,n. 소셜 미디어,My friends share funny jokes on social media.,내친구들은소셜미디어에재미있는농담을 공유한다.
720,8,somewhere,부사,4,ad. 어딘가에,He is somewhere in the park.,그는 공원 어딘가에 있다.
720,2,soon,부사,4,ad. 곧,She will come home soon.,그녀는 곧 집에 올 것이다.
720,5,sour,형용사,3,"a. (맛이) 신, 시큼한",The lemonade tasted very sour.,레모네이드는 매우 시큼했다.
720,4,special,형용사,3,"a. 특수한, 특별한",I have a special plan for the weekend.,나는 주말에 특별한 계획이 있다.
720,2,speech,명사,2,n. 연설,The president gave a short speech at the event.,대통령은 그 행사에서 짧은 연설을 했다.
720,6,spend,동사,1,"v. 보내다, 소비하다",I spend time reading books.,나는 책을 읽으며 시간을 보낸다.
720,5,spicy,형용사,3,a. 매운,The soup was too spicy for me.,그 수프는 나에게 너무 매웠다.
720,7,spot,명사,2,"n. (작은) 점, 반점",There are spots on the shirt.,셔츠에 점이 있다.
720,3,stage,명사,2,n. 무대,The actors stood on the stage and began their play.,배우들은 무대에 서서 연극을 시작했다.
720,3,station,명사,2,"n. 역, 정거장",They waited for the train at the station.,그들은 역에서 기차를 기다렸다.
720,1,step,명사,2,n. 걸음,The cat takes little steps in the garden.,고양이가정원에서작은걸음을내디딘다.
720,5,sticky,형용사,3,a. 끈적끈적한,The honey made my hands sticky.,꿀이 내 손을 끈적이게 했다.
720,6,still,부사,4,"ad. 아직도, 여전히",He is still waiting outside.,그는 여전히 밖에서 기다리고 있다.
720,4,stop by,숙어/관용어,9,~에 들르다,Can you stop by the store on your way home?,집에 가는 길에 가게에 들러 줄 수 있어?
720,8,stormy,형용사,3,a. 폭풍우가 몰아치는,The weather was stormy last night.,어젯밤에 폭풍우가 몰아쳤다.
720,7,straight,형용사,3,"a. 곧은, 똑바른",The line is straight.,그 선은 똑바르다.
720,6,strange,형용사,3,"a. 이상한, 괴상한",That noise is very strange.,그 소음은 매우 이상하다.
720,3,strawberry,명사,2,n. 딸기,She picked fresh strawberries from the garden.,그녀는 정원에서 신선한 딸기를 땄다.
720,6,stressful,형용사,3,"a. 스트레스가 많은, 스트레스를 주는",Moving to a new house is stressful.,새집으로 이사하는 것은 스트레스다.
720,4,stretch,동사,1,"v. 늘이다, 늘어나다",She likes to stretch before exercising.,그녀는 운동하기 전에 스트레칭하는 것을 좋아한다.
720,5,stretchy,형용사,3,"a. 늘어나는, 탄력성 있는",These pants are made of stretchy material.,이 바지는 신축성 있는 재질로 만들어졌다.
720,1,subject,명사,2,n. 과목,My favorite subject in school is science.,학교에서내가가장좋아하는과목은과학이다.
720,8,success,명사,2,n. 성공,His project was a success.,그의 프로젝트는 성공이었다.
720,3,suddenly,부사,4,ad. 갑자기,"Suddenly, the lights went out.",갑자기 불이 꺼졌다.
720,7,supermarket,명사,2,n. 슈퍼마켓,They went to the supermarket to buy groceries.,그들은 식료품을 사기 위해 슈퍼마켓에 갔다.
720,5,surprise,명사,2,"n. 뜻밖의[놀라운] 일[소식], 놀라움",The gift was a nice surprise to me.,그 선물은 나에게 멋진 놀라운 것이었다.
720,4,sweater,명사,2,n. 스웨터,She wore a warm sweater on the cold day.,그녀는 추운 날 따뜻한 스웨터를 입었다.
720,4,sweet,형용사,3,"a. 다정한, 상냥한, 달콤한",Jack is very sweet and funny.,Jack은 매우 상냥하고 재미있다.
720,2,T-ball,명사,2,n. 티볼,The kids played T-ball at the park.,아이들은 공원에서 티볼을 했다.
720,6,tablet,명사,2,n. 태블릿,She uses a tablet for drawing.,그녀는 그림을 그리려고 태블릿을 사용한다.
720,5,taco,명사,2,n. 타코,I had a beef taco for lunch.,나는 점심으로 쇠고기 타코를 먹었다.
720,1,take a picture of,숙어/관용어,9,~의 사진을찍다,Mom sometimes takes a picture of the sunset.,엄마는가끔노을을사진찍으신다.
720,5,take back,숙어/관용어,9,도로 가져가다,I will take back the book to the library.,나는 그 책을 도서관에 돌려줄 것이다.
720,3,take off,숙어/관용어,9,"(옷, 신발 등을) 벗다",Please take off your shoes before entering.,들어가기 전에 신발을 벗어 주세요.
720,4,take out,숙어/관용어,9,밖으로 가져가다,Did you take out the garbage this morning?,너 오늘 아침에 쓰레기를 내다 놨니?
720,8,take place,숙어/관용어,9,"v. 개최하다, 일어나다",The party will take place at 6 p.m.,파티는 오후 6시에 열릴 것이다.
720,7,tasteless,형용사,3,a. (아무런) 맛이 없는,The soup was tasteless.,그 수프는 맛이 없었다.
720,6,text,"명사, 동사",#N/A,"n. 문자, 문자를 보내다",He will text his friend later.,그는 나중에 친구에게 문자를 보낼 것이다.
720,1,then,부사,4,ad. 그 다음에,"Finish your homework, then you can play video games.","너의숙제를마쳐라, 그다음에게임을할수있다."
720,1,these days,숙어/관용어,9,요즘에는,Apples are expensive these days.,요즘에는사과가비싸다.
720,5,thin,형용사,3,"a. 얇은, 가는",She sliced the bread into thin pieces.,그녀는 빵을 얇은 조각들로 잘랐다.
720,3,throw,동사,1,v. 던지다,He threw the ball to his friend.,그는 그의 친구에게 공을 던졌다.
720,4,tip,명사,2,n. 조언,This book gives useful tips on traveling.,이 책은 여행에 대한 유용한 팁을 알려준다.
720,2,topic,명사,2,n. 주제,The topic of the discussion was climate change.,토론의 주제는 기후 변화였다.
720,3,toward,전치사,6,"prep. ~쪽으로, ~을 향하여",They walked toward the park entrance.,그들은 공원 입구로 걸어갔다.
720,7,towel,명사,2,n. 수건,She dried her hair with a towel.,그녀는 수건으로 머리를 말렸다.
720,4,tradition,명사,2,n. 전통,Our family has a tradition of eating dinner together on Sundays.,우리 가족은 일요일마다 함께 저녁을 먹는 전통이 있다.
720,4,traditional,형용사,3,a. 전통적인,I like Korean traditional clothes.,나는 한국의 전통 의상을 좋아한다.
720,3,trash,명사,2,n. 쓰레기,Please put your trash in the bin.,쓰레기를 쓰레기통에 넣어 주세요.
720,8,trick,명사,2,"n. 속임수, 장난",The magician showed a card trick.,그 마술사는 카드 속임수를 보여 주었다.
720,8,trust,동사,1,"v. 믿다, 신뢰하다",They trust their teacher.,그들은 그들의 선생님을 믿는다.
720,3,turn around,숙어/관용어,9,"몸을 돌리다, 방향을 바꾸다",She turned around to look behind her.,그녀는 뒤를 보려고 몸을 돌렸다.
720,4,turn off,숙어/관용어,9,~을 끄다,Don't forget to turn off the lights.,불 끄는 거 잊지 마.
720,5,turtle,명사,2,n. 거북,We saw a turtle swimming in the sea.,우리는 바다에서 헤엄치는 거북을 보았다.
720,1,uniform,명사,2,"n. 유니폼, 교복",All students must wear a uniform at school.,모든학생들은학교에서교복을입어야한다.
720,6,until,접속사,7,conj. ~할 때까지,We will wait until you come.,우리는 당신이 올 때까지 기다릴 것이다.
720,7,unusual,형용사,3,"a. 특이한, 색다른",He wore an unusual hat to the party.,그는 파티에 특이한 모자를 썼다.
720,3,upset,형용사,3,"a. 속상한, 화가 난, (마음이) 불편한",She was upset when she heard the news.,그녀는 그 소식을 듣고 속상했다.
720,7,useless,형용사,3,"a. 소용없는, 쓸모없는",The broken pen is useless.,그 부러진 펜은 쓸모없다.
720,5,view,명사,2,n. 경치,We enjoyed the view of the sunset from the beach.,우리는 해변에서 석양의 경치를 즐겼다.
720,5,vlog,명사,2,n. 비디오 웹로그,She started a vlog about her travels.,그녀는 여행에 관한 브이로그를 시작했다.
720,7,waste,명사,2,n. 쓰레기,We should reduce waste to protect the environment.,우리는 환경을 보호하기 위해 쓰레기를 줄여야 한다.
720,8,watercolor,명사,2,n. 수채화 그림물감,She paints with watercolors.,그녀는 수채화 그림물감으로 그린다.
720,7,which,대명사,5,pron. 어느 [어떤],Which color do you like?,어떤 색깔을 좋아하나요?
720,8,while,접속사,7,conj. ~ 하는 동안,He read a book while waiting.,그는 기다리는 동안 책을 읽었다.
720,8,whole,형용사,3,"a. 전체의, 모든",They ate the whole pizza.,그들은 피자를 모두 먹었다.
720,5,wing,명사,2,n. 날개,The butterfly's wings were colorful.,나비의 날개는 색깔이 화려했다.
720,8,without,전치사,6,prep. ~ 없이,He went out without his hat.,그는 모자 없이 나갔다.
720,7,wolf,명사,2,n. 늑대,The wolf runs in the forest.,그 늑대는 숲에서 달린다.
720,4,wonderful,형용사,3,"a. 훌륭한, 놀라운",We had a wonderful time at the park.,우리는 공원에서 멋진 시간을 보냈다.
720,4,wrap,동사,1,"v. 포장하다, 사다",I need to wrap the gift before the party.,나는 파티 전에 선물을 포장해야 한다.
720,2,yoga,명사,2,n. 요가,My mother practices yoga to stay fit.,우리 엄마는 건강을 유지하기 위해 요가를 한다.
720,4,yummy,형용사,3,a. 맛있는,The cookies she baked were so yummy!,그녀가 구운 쿠키는 정말 맛있었다!
720,7,zero,명사,2,n. 영 (0),The answer is zero.,답은 0이다.
801,6,a variety of,형용사,3,"여러 가지의, 다양한",This restaurant features a variety of desserts.,그 식당은 다양한 후식이 특징적이다.
801,5,accident,명사,2,사고,I broke my leg in the car accident.,나는 그 자동차 사고로 다리가 부러졌다.
801,1,advice,명사,2,"조언, 충고",He took his father's advice.,그는 아버지의 충고를 받아들였다.
801,5,alive,형용사,3,살아있는,I hope that he is still alive.,나는 그가 아직 살아 있기를 바란다.
801,4,amount,명사,2,양,I need a small amount of sugar.,나는 적은 양의 설탕이 필요하다.
801,6,amusement park,명사,2,놀이공원,They are having fun in the amusement park.,그들은 놀이공원에서 재미있게 놀고 있다.
801,7,analyze,동사,1,분석하다,We need to analyze the cause of the failure.,우리는 실패의 원인을 분석할 필요가 있다.
801,8,anywhere,부사,4,"어느 곳이나, 어디든","Nowadays, you can go anywhere and still find internet.",요즘에는 당신이 어디를 가든 여전히 인터넷을 찾을 수 있다.
801,7,appear,동사,1,나타나다,The sun appeared in the sky.,해가 하늘에 나타났다.
801,2,appetizer,명사,2,식전 음식,The dinner starts off with a sweet cranberry appetizer.,저녁은 달콤한 크랜베리 전채 요리로 시작됩니다.
801,4,application,명사,2,응용프로그램,You don't have to pay to use this application.,이 어플리케이션을 이용할 때 돈을 지불할 필요는 없습니다.
801,7,apply,동사,1,"지원하다, 신청하다",She applied for the job.,그녀는 그 일자리에 지원했다.
801,1,appropriate,형용사,3,"적절한, 알맞은",Where is the appropriate place to fly kites?,어디가 연을 날리기에 적합할까?
801,7,artificial,형용사,3,"인공적인, 인조의",This food contains no artificial colors.,이 음식에는 인공 색소가 들어있지 않다.
801,6,at the same time,숙어/관용어,9,"동시에, 한꺼번에",I'm excited and nervous at the same time.,나는 흥분과 동시에 긴장된다.
801,6,autumn,명사,2,가을,The leaves turn red in autumn.,가을에 잎은 빨갛게 변한다.
801,2,award,명사,2,"상, 수상",The actor won a lot of awards.,그 배우는 많은 상을 받았다.
801,1,awesome,형용사,3,"경탄할 만한, 기막히게 좋은, 굉장한",Turn up the awesome music.,굉장한 음악 좀 틀어봐.
801,4,bacteria,명사,2,"박테리아, 세균",Some bacteria can cause diseases.,어떤 박테리아는 질병을 일으킬 수 있다.
801,2,balanced,형용사,3,균형 잡힌,You need to have a more balanced diet.,너는 좀 더 균형잡힌 식사를 할 필요가 있어.
801,6,be able to,숙어/관용어,9,~을 할 수 있다,You'll be able to do anything you want.,너는 네가 원하는 건 뭐든지 할 수 있을 거야.
801,8,be free to,숙어/관용어,9,자유롭게 ~하다,I want to be free to come and go at anytime.,나는 언제든 오고 가는 자유를 원한다.
801,3,be full of,숙어/관용어,9,~으로 가득 차다,The closet is full of clothes.,그 벽장은 옷으로 가득 차 있다.
801,8,be proud of,숙어/관용어,9,~을 자랑으로 여기다,I am really proud of you.,난 네가 정말 자랑스러워.
801,8,be stuck in,숙어/관용어,9,~에 (갇혀) 있다,The dogs were stuck in the house all day.,강아지들은 하루종일 집에 갇혀 있었다.
801,5,blind,형용사,3,"눈 먼, 장님의",Guide dogs help blind people.,안내견은 시각장애인들을 돕는다.
801,1,borrow,동사,1,빌리다,I borrowed the book from the library.,나는 그 책을 도서관에서 빌렸다.
801,2,both A and B,숙어/관용어,9,A와 B 둘 다,Both her family and her friends will be there.,그녀의 가족과 친구들 모두 그곳에 있을 것이다.
801,1,bother,동사,1,"신경 쓰이게 하다, 귀찮게 하다",Don’t bother about my dinner.,제 저녁식사는 신경 쓰지 마세요.
801,3,bow,동사,1,"(인사를 위해) 머리를 숙이다, 절하다",I bowed to my teacher.,나는 선생님께 고개 숙여 인사했다.
801,8,brightly,부사,4,밝게,The star was twinkling brightly.,별은 밝게 빛나고 있었다.
801,8,cage,명사,2,"우리, 새장",I put the bird in the cage.,나는 그 새를 새장에 넣었다.
801,7,career,명사,2,직업,The man chose acting as a career.,그 남자는 연기를 직업으로 선택했다.
801,2,celebrate,동사,1,"기념하다, 축하하다","In many countries, people celebrate New Year’s Day with their families.",많은 나라에서는 사람들이 새해를 가족과 함께 축하한다.
801,8,chase ~ away,숙어/관용어,9,~을 쫓아내다,I chased away all the mosquitoes.,나는 모든 모기들을 쫓아냈다.
801,4,chemical,명사,2,"화학 물질, 화학제품",Many countries are trying to reduce the use of harmful chemicals.,많은 국가들이 유해한 화학 물질의 사용을 줄이기 위해 노력하고 있다.
801,5,collect,동사,1,"모으다, 수집하다",My hobby is collecting stamps.,내 취미는 우표를 수집하는 것이다.
801,1,comment,명사,2,"논평, 의견",She refused to make a comment on the problem.,그녀는 그 문제에 대해 논평하기를 거절했다.
801,2,common,형용사,3,"흔한, 공통의",Snow is common in this town.,이 마을에서는 눈이 흔하다.
801,6,condition,명사,2,상태,The car is in good condition.,그 차는 상태가 좋다.
801,4,connect,동사,1,연결하다,I connected the printer to my computer.,나는 그 프린터를 내 컴퓨터에 연결했다.
801,4,consume,동사,1,"소비하다, 소모하다",The car consumes a lot of fuel.,그 차는 많은 연료를 소비한다.
801,2,contest,명사,2,"대회, 경기",He won the fishing contest.,그는 그 낚시 대회에서 우승했다.
801,7,counseling,명사,2,상담,I received some counseling from my homeroom teacher.,나는 나의 담임 선생님께 상담을 받았다.
801,7,creativity,명사,2,"창의력, 독창력",Creativity is the key to success.,창의력은 성공의 비결이다.
801,3,crow,동사,1,(닭이) 울다,The rooster crows about once an hour.,수탉은 약 한 시간에 한 번씩 운다.
801,3,darkness,명사,2,"어둠, 암흑",Tony got lost in the darkness.,토니는 어둠 속으로 사라졌다.
801,4,destroy,동사,1,파괴하다,A fire destroyed the whole town.,화재가 마을 전체를 파괴했다.
801,7,develop,동사,1,"발달시키다, 발전하다",How can I develop my writing skills?,어떻게 내 작문 실력을 발달시킬 수 있을까?
801,8,director,명사,2,감독,James is the musical director of the show.,제임스가 그 쇼의 음악 감독이다.
801,4,disappear,동사,1,"사라지다, 없어지다",She disappeared into the dark.,그녀는 어둠 속으로 사라졌다.
801,2,discount,명사,2,할인,"Join our store's membership, and you'll get 20% discount.","우리 가게 회원으로 가입하시면, 20% 할인을 받으실 수 있어요."
801,5,donate,동사,1,기부하다,It's a good idea to donate old clothes to charity.,자선 단체에 낡은 옷을 기부하는 것은 좋은 생각이다.
801,2,Eastern,형용사,3,"동양의, 동쪽에 위치한",Here are some maps of Eastern countries.,여기 동양 국가들의 지도가 있어.
801,8,edit,동사,1,편집하다,This article needs to be edited.,이 기사는 편집될 필요가 있다.
801,5,elderly,형용사,3,"나이가 지긋한, 연세가 드신",He lives with his elderly mother.,그는 연세가 드신 어머니와 함께 산다.
801,7,emotion,명사,2,감정,You need to control your emotions.,너는 감정을 조절할 필요가 있다.
801,4,enough,형용사,3,충분한,Enough sleep is important for your health.,충분한 수면은 건강에 중요하다.
801,4,environment,명사,2,"자연환경, (주변의) 환경",We should protect the environment.,우리는 자연환경을 보호해야 한다.
801,2,especially,부사,4,특히,"I enjoy all sports, especially tennis.","나는 많은 스포츠들, 그 중 특히 테니스를 즐긴다."
801,1,etiquette,명사,2,"(사회ㆍ특정직종 구성원 사이의) 예의, 예절",I think Hara needs to learn smartphone etiquette.,나는 하라가 스마트폰 예절을 배워야 한다고 생각해.
801,3,evil,형용사,3,"사악한, 악마의",The evil witch put a curse on a cat.,그 사악한 마녀가 고양이에게 저주를 내렸다.
801,2,exercise,동사,1,운동하다,From now on I’m going to exercise every day.,이제부터 나는 매일 운동할 것이다.
801,8,explain,동사,1,설명하다,Can you explain the rules of the game?,그 경기의 규칙을 설명해 주시겠어요?
801,8,express,동사,1,"표현하다, 나타내다",We need to express our feelings.,우리는 감정을 표현할 필요가 있다.
801,3,face,명사,2,~을 향하다,Does the room face the beach?,그 방은 해변을 향해 있나요?
801,5,fall down,숙어/관용어,9,넘어지다,I lost my balance and fell down.,나는 균형을 잃고 넘어졌다.
801,5,fame,명사,2,명성,He gained both wealth and fame.,그는 부와 명예 모두를 얻었다.
801,8,feather,명사,2,"(새의) 털, 깃털",All birds have feathers.,모든 새는 깃털이 있다.
801,6,field trip,명사,2,"견학 여행, 현장 학습",Where do you want to go on a field trip?,현장 학습으로 어디에 가고 싶니?
801,7,fill out,동사,1,"(정보를) 기입하다, 채우다",Please fill out this form.,이 양식에 기입해 주세요.
801,1,filter,명사,2,"필터, 여과기",I can recommend some useful filters for your digital photos.,너의 디지털 사진에 유용한 필터를 추천해 줄 수 있어.
801,4,fix,동사,1,고정하다; 수리하다,The carpenter fixed the panel into place with some nails.,그 목수는 판을 못으로 고정했다.
801,7,float,동사,1,(물 위에) 뜨다,I can’t float in the water.,나는 물에 뜨지 못한다.
801,6,focus on,숙어/관용어,9,초점을 맞추다,You have to focus on your studies.,너는 공부에 집중해야 한다.
801,6,foreign,형용사,3,외국의,I visited a foreign country last month.,나는 지난달에 외국을 방문했다.
801,2,get a cold,숙어/관용어,9,감기에 걸리다,"When the seasons change, it is easy to get a cold.",계절이 바뀌면 감기에 걸리기 쉽다.
801,3,go away,숙어/관용어,9,"사라지다, 떠나가다",Please go away at once.,당장 가 주세요.
801,6,goods,명사,2,"상품, 제품",Our store sells a variety of goods.,저희 상점은 여러 가지 상품을 판매합니다.
801,8,gorgeous,형용사,3,"매력적인, 멋진",The park has some gorgeous scenery.,그 공원은 풍경이 매력적이다.
801,3,greet,동사,1,"맞이하다, 환영하다",She greeted us with a kind smile.,그녀는 다정한 미소로 우리를 맞았다.
