*중고등1200 교육부 지정 영단어의 영어 데이터 > 워드P에서 해당 단어의 모든 다의어 리스트업,,,,,,,
voca NO,WordText,WordMeaning,PoS,품사,image ID,WordID(SoundID),WordSymbol
873,serve,"도움이 되다,기여하다",1,동사,3956,25791,[sə̀:rv]
874,serve,"대접하다,시중들다",1,동사,5842,31085,[səːrv]
875,serve,어떠한 수단으로 쓰이다,1,동사,13170,21141,[sə́:rv]
876,serve,(테니스 등의) 서브( 넣기),2,명사,3581,28964,[səːrv]
877,shift,옮기다,1,동사,2462,4065,[ʃíft]
878,shift,방향을 바꾸다,1,동사,7989,18765,[ʃíft]
879,shift,(입장 등의) 변화,2,명사,6190,18766,[ʃíft]
880,shift,교대 근무,2,명사,7204,21149,[ʃíft]
881,sink,가라앉다,1,동사,67,76,[síŋk]
882,sink,(공을) 구멍에 넣다,1,동사,778,20612,[síŋk]
883,sink,"줄어들다,약해지다",1,동사,1194,31261,[siŋk]
884,sink,세면대,2,명사,10035,16586,[síŋk]
885,sink,흡수대,2,명사,13425,21156,[síŋk]
886,situation,상황,2,명사,10755,4287,[sìʧuéiʃən]
887,spoil,(음식이) 상하다,1,동사,1768,28897,[spɔil]
888,spoil,망치다,1,동사,9436,1826,[spɔ́il]
889,spoil,"전리품,약탈",2,명사,5129,23782,[spɔ́il]
890,spread,뿌리다,1,동사,3666,18052,[spréd]
891,spread,"펴다,펼치다",1,동사,3671,6073,[spréd]
892,spread,퍼트리다,1,동사,8523,31165,[spred]
893,spread,"퍼지다,번지다",1,동사,12582,17365,[spréd]
894,spread,펴 바르다,1,동사,16344,25974,[spréd]
895,spread,"전파,확산",2,명사,12582,25802,[spréd]
896,spread,빵에 발라 먹는 식품,2,명사,13474,21413,[spréd]
897,spy,염탐하다,1,동사,1710,21174,[spái]
898,spy,"첩자,스파이",2,명사,1710,14957,[spái]
899,state,명시하다,1,동사,1187,17368,[stéit]
900,state,진술하다,1,동사,5081,17570,[stéit]
901,state,"서술하다,상태,형편",1,동사,11028,27229,[steit]
902,state,국가,2,명사,480,29161,[stéit]
903,state,상태,2,명사,2091,2938,[stéit]
904,state,(미국의) 주,2,명사,13341,20627,[stéit]
905,stock,재고(품),2,명사,2950,4870,[sták]
906,stock,주식,2,명사,10216,21180,[sták]
907,stock,가축,2,명사,12149,19067,[sták]
908,stretch,뻗어나가다,1,동사,612,20195,[stréʧ]
909,stretch,잡아 늘이다,1,동사,2919,4827,[stréʧ]
910,stretch,몸을 쭉 뻗다,1,동사,12585,17377,[stréʧ]
911,stretch,스트레칭을 하다,1,동사,12585,28386,[streʧ]
912,stretch,"길게 뻗은 지역,해협",2,명사,2919,31145,[streʧ]
913,stretch,"과장,확대해석",2,명사,4530,20194,[stréʧ]
914,suit,적합하다,1,동사,2995,18073,[sú:t]
915,suit,"맞다,적합하다",1,동사,8374,17380,[sú:t]
916,suit,어울리다,1,동사,9621,27191,[suːt]
917,suit,소송,2,명사,1906,23834,[súːt]
918,suit,정장 한 벌,2,명사,3778,6254,[sú:t]
919,supply,(군대) 보급품,2,명사,14866,583,[səplái]
920,suspect,"생각하다,추측하다",1,동사,2510,31233,[səspékt]
921,tend,~하는 경향이 있다,1,동사,10744,6221,[ténd]
922,throw,행사를 열다,1,동사,5338,18845,[θróu]
923,throw,던지다,1,동사,9377,1475,[θróu]
924,tin,양철,2,명사,2259,3712,[tín]
925,tin,깡통,2,명사,6446,18848,[tín]
926,treat,치료하다,1,동사,725,16999,[trí:t]
927,treat,"대우하다,다루다",1,동사,826,1318,[trí:t]
928,treat,"대접하다,대접",1,동사,5842,19781,[trí:t]
929,treat,특별 선물,2,명사,139,18870,[trí:t]
930,uniform,"제복,교복",2,명사,3115,5150,[jú:nəfɔ̀:rm]
931,uniform,교복,2,명사,11464,18891,[jú:nəfɔ̀:rm]
932,uniform,"균일한,획일적인",3,형용사,509,30546,[júːnəfɔ̀ːrm]
933,unit,개체,2,명사,466,17405,[jú:nit]
934,unit,단위,2,명사,852,1362,[jú:nit]
935,various,여러 가지의,3,형용사,7960,3853,[vέəriəs]
936,background,배경,2,명사,1399,2272,[bǽkgràund]
937,balloon,풍선,2,명사,3725,6168,[bəlú:n]
938,band,밴드,2,명사,378,16741,[bǽnd]
939,band,띠,2,명사,1081,1720,[bǽnd]
940,band,팔찌,2,명사,8986,30579,[bænd]
941,band,무리,2,명사,14407,17039,[bǽnd]
942,bean,콩,2,명사,3539,5884,[bí:n]
943,beat,"(심장/맥박이) 뛰다,때리다",1,동사,321,21770,[bí:t]
944,beat,때리다,1,동사,1052,1674,[bí:t]
945,beat,이기다,1,동사,2027,16745,[bí:t]
946,beat,휘젓다,1,동사,3974,18185,[bí:t]
947,beat,"이기다,치다,두드리다",1,동사,12370,25984,[bí:t]
948,beat,"순찰,관할",2,명사,2004,19839,[bí:t]
949,beat,박자,2,명사,12463,17048,[bí:t]
950,bend,"구부리다,굽히다",1,동사,461,736,[bénd]
951,bend,(의지를) 굽히다,1,동사,15353,22529,[bénd]
952,bite,물다,1,동사,1286,2075,[báit]
953,bite,물린 상처,2,명사,12729,30677,[bait]
954,bite,한 입,2,명사,12831,18195,[báit]
955,bite,"음식,간단한 식사",2,명사,13752,24136,[báit]
956,blank,공백의,3,형용사,371,590,[blǽŋk]
957,blanket,"숨기다,덮다",1,동사,870,31133,[blǽŋkit]
958,blanket,담요,2,명사,870,1388,[blǽŋkit]
959,blind,(창문에 치는)블라인드,2,명사,16496,28896,[blaind]
960,blind,"눈이 먼,시각 장애인의",3,형용사,804,1277,[bláind]
961,blind,맹목적인,3,형용사,5195,25579,[bláind]
962,block,"막다,차단하다",1,동사,10644,1477,[blák]
963,block,"단위,덩어리",2,명사,852,31114,[blak]
964,block,"(도로의) 구역,(장난감) 블록",2,명사,1033,16501,[blák]
965,block,(장난감) 블록,2,명사,12244,17053,[blák]
966,blonde,"금발의,금발 머리 여자",3,형용사,12120,16372,[blάnd]
967,blow,"(입으로) 불다,바람이 불다",1,동사,1333,2623,[blóu]
968,blow,바람이 불다,1,동사,1333,21468,[blóu]
969,blow,치명적인 강타,2,명사,3504,20759,[blóu]
970,boil,끓다,1,동사,677,1079,[bɔ́il]
971,boil,삶다.끓이다,1,동사,677,30746,[bɔil]
972,bounce,튀다,1,동사,3626,6007,[báuns]
973,bounce,위아래로 흔들거리다,1,동사,7731,31257,[bauns]
974,bounce,(빛/소리가) 산란하다,1,동사,13081,19135,[báuns]
975,bounce,(수표 등이) 부도가 나 되돌아오다,1,동사,15215,21779,[báuns]
976,bounce,"활기,활력",2,명사,4012,22563,[báuns]
977,bowl,사발,2,명사,1576,2817,[bóul]
978,bowl,"(우묵한) 그릇,통",2,명사,1576,30739,[boul]
979,brain,"뇌,의식",2,명사,789,1260,[bréin]
980,branch,가지,2,명사,104,126,[brǽnʧ]
981,branch,"지사,분점",2,명사,5874,20767,[brǽnʧ]
982,cage,"새장,(짐승의) 우리",2,명사,1780,2968,[kéidʒ]
983,calm,진정시키다,1,동사,9905,17706,[ká:m]
984,calm,고요한,3,형용사,338,538,[ká:m]
985,calm,침착한,3,형용사,7851,16757,[ká:m]
986,capital,수도,2,명사,1960,3234,[kǽpɪtl]
987,capital,자본,2,명사,2962,19864,[kǽpɪtl]
988,capital,대문자,2,명사,12471,25591,[kǽpɪtl]
989,capital,사형의,3,형용사,8684,24189,[kǽpɪtl]
990,captain,"대위,대령",2,명사,10515,21679,[kǽptən]
991,captain,"선장,우두머리",2,명사,10697,4171,[kǽptən]
992,career,"경력,직업",2,명사,3303,18949,[kəríər]
993,career,직업,2,명사,3304,5499,[kəríər]
994,career,진로,2,명사,3304,31096,[kəríər]
995,carpet,카펫,2,명사,2634,5869,[ká:rpit]
996,castle,성,2,명사,1847,3075,[kǽsl]
997,cause,야기시키다,1,동사,2555,18239,[kɔ́:z]
998,cause,"야기하다,초래하다",1,동사,9658,25596,[kɔ́:z]
999,cause,(정치적/사회적) 대의명분,2,명사,10437,20319,[kɔ́:z]
1000,channel,(방송) 채널,2,명사,7407,25983,[ʧǽnl]
1001,channel,해협,2,명사,10787,1533,[ʧǽnl]
1002,channel,(의사/감정표현) 수단,2,명사,13089,19156,[ʧǽnl]
1003,chase,"쫓다,추격하다",1,동사,3361,5596,[ʧéis]
1004,chase,추구하다,1,동사,9816,31528,[ʧéis]
1005,cheek,뺨,2,명사,1667,2767,[ʧí:k]
1006,cheer,힘을 복돋우다,1,동사,240,25601,[ʧíər]
1007,cheer,"응원(하다),힘을 북돋우다,환호",1,동사,3925,17072,[ʧíər]
1008,cheer,환호,2,명사,3925,6529,[ʧíər]
1009,chew,씹다,1,동사,4095,6791,[ʧú:]
1010,chip,"조각,(컴퓨터)칩",2,명사,4484,14406,[ʧíp]
1011,chip,얇게 썬 과자,2,명사,11445,19522,[ʧíp]
1012,choice,"선택,선택된 것",2,명사,7865,3048,[ʧɔ́is]
1013,cinema,영화(관),2,명사,9634,3981,[sínəmə]
1014,citizen,시민,2,명사,2049,3365,[sítəzən]
1015,click,클릭하다,1,동사,12603,17449,[klík]
1016,click,딸깍하는 소리,2,명사,10399,14055,[klík]
1017,cliff,"절벽,낭떠러지",2,명사,3037,5029,[klíf]
1018,clue,실마리,2,명사,2103,3453,[klú:]
1019,clue,"단서,힌트",2,명사,2103,30695,[kluː]
1020,coach,사륜마차,2,명사,1108,2808,[kóuʧ]
1021,coach,코치,2,명사,12473,17075,[kóuʧ]
1022,coal,석탄,2,명사,1813,3020,[kóul]
1023,coast,해안,2,명사,2380,6329,[kóust]
1024,code,(조직/국가의) 법규,2,명사,1442,24226,[kóud]
1025,code,암호,2,명사,2207,3633,[kóud]
1026,code,"규범,관례",2,명사,3222,21807,[kóud]
1027,comedy,희극,2,명사,4001,6646,[kámədi]
1028,command,명령하다,1,동사,9444,29098,[kəmǽnd]
1029,command,"지식,능력(구사력)",2,명사,3011,30662,[kəmǽnd]
1030,command,명령,2,명사,9444,1896,[kəmǽnd]
1031,command,지휘(권),2,명사,9444,30660,[kəmǽnd]
1032,command,(언어) 구사력,2,명사,15652,24239,[kəmǽnd]
1033,comment,"논평하다,견해를 밝히다",1,동사,772,30574,[kάment]
1034,comment,"논평,비평",2,명사,772,1233,[káment]
1035,comment,의견,2,명사,772,20335,[káment]
1036,comment,언급,2,명사,772,20796,[káment]
1037,communicate,의사 소통하다,1,동사,3003,17083,[kəmjú:nəkèit]
1038,communicate,전달하다,1,동사,4398,4960,[kəmjú:nəkèit]
1039,communicate,연락하다,1,동사,13741,19528,[kəmjú:nəkèit]
1040,complain,불평하다,1,동사,8136,2650,[kəmpléin]
1041,complete,완전한,3,형용사,2468,17085,[kəmplí:t]
1042,concert,콘서트,2,명사,378,4453,[kάnsəːrt]
1043,concert,"협력,협조",2,명사,8496,22650,[kάnsəːrt]
1044,concert,연주회,2,명사,10266,17087,[kάnsəːrt]
1045,contest,"경연대회,시합",2,명사,6557,16779,[kάntest]
1046,contest,"경쟁,경연대회,시합",2,명사,7854,453,[kάntest]
1047,copy,"베끼다,복사하다",1,동사,1506,21500,[kápi]
1048,copy,따라 하다,1,동사,8514,21319,[kápi]
1049,copy,"복사(본),(책 등의) 한 부",2,명사,1695,2818,[kápi]
1050,correct,고치다,1,동사,1984,18287,[kərékt]
1051,correct,올바른,3,형용사,2459,4062,[kərékt]
1052,cottage,오두막집,2,명사,2438,4029,[kátidʒ]
1053,cotton,솜,2,명사,1949,3218,[kátn]
1054,cotton,면,2,명사,13020,18961,[kátn]
1055,cough,기침하다,1,동사,626,30571,[kɔːf]
1056,cough,기침,2,명사,626,989,[kɔ́:f]
1057,count,세다,1,동사,1868,3118,[káunt]
1058,count,중요하다,1,동사,9542,18289,[káunt]
1059,count,"계산,총계",2,명사,3450,22698,[káunt]
1060,create,창조하다,1,동사,5567,5634,[kriéit]
1061,create,"창조하다,만들다",1,동사,5567,28367,[kriéit]
1062,crime,범죄,2,명사,1440,2334,[kráim]
1063,criminal,"범죄의,범죄자",2,명사,4111,6813,[krímənl]
1064,cure,치료하다,1,동사,3501,5823,[kjúər]
1065,cure,"치료법,치료제",2,명사,8452,25915,[kjúər]
1066,curious,"호기심이 강한,궁금한",3,형용사,3875,6435,[kjʊriəs]
1067,cute,귀여운,3,형용사,5146,14448,[kjú:t]
1068,decorate,"장식하다,꾸미다",1,동사,2941,4857,[dékərèit]
1069,decorate,수여하다,1,동사,10835,22743,[dékərèit]
1070,degree,(각도 단위) ~도,2,명사,115,16788,[digrí:]
1071,degree,(온도 단위) 도,2,명사,932,1480,[digrí:]
1072,degree,정도,2,명사,3062,18313,[digrí:]
1073,degree,학위,2,명사,4403,17107,[digrí:]
1074,degree,등급,2,명사,15238,21861,[digrí:]
1075,dentist,치과의사,2,명사,3498,5816,[déntist]
1076,desert,한산하다,1,동사,8528,19917,[dɪzə́rt]
1077,desert,버리다,1,동사,16118,16790,[dɪzə́rt]
1078,desert,사막,2,명사,2356,2811,[dézərt]
1079,destroy,파괴하다,1,동사,8111,6031,[distrɔ́i]
1080,detail,상세히 알리다,1,동사,1874,30875,"[ditéil, díːteil]"
1081,detail,세부 사항,2,명사,1873,3125,[dí:teil]
1082,detail,자세한,3,형용사,1873,17112,[dí:teil]
1083,diary,일기,2,명사,10714,4650,[dáiəri]
1084,dictionary,사전,2,명사,14796,2843,[díkʃənèri]
1085,dirty,더러운,3,형용사,7976,1462,[də́:rti]
1086,disappear,사라지다,1,동사,1687,2795,[dìsəpíər]
1087,dish,"음식,요리",2,명사,2672,16793,[díʃ]
1088,dish,요리,2,명사,2672,28328,[diʃ]
1089,dish,접시,2,명사,3054,5054,[díʃ]
1090,dive,"잠수하다,뛰어들다,하강하다",1,동사,1076,1713,[dáiv]
1091,dive,"다이빙,잠수",2,명사,6383,28678,[daiv]
1092,dolphin,돌고래,2,명사,5298,9757,[dálfin]
1093,donate,"헌혈하다,(장기를) 기증하다",1,동사,6235,26131,[dóuneit]
1094,donate,기부하다,1,동사,9964,951,[dóuneit]
1095,dust,(가루를) 흩뿌리다,1,동사,1159,27383,[dʌst]
1096,dust,먼지,2,명사,1159,1867,[dʌ́st]
1097,each,각각의,5,대명사,114,138,[í:ʧ]
1098,earn,"(자격을) 얻다,받다",1,동사,4025,21895,[ə́:rn]
1099,earn,벌다,1,동사,8254,2325,[ə́:rn]
1100,easy,쉬운,3,형용사,2011,3314,[í:zi]
1101,easy,편한,3,형용사,8466,21506,[í:zi]
1102,edit,편집하다,1,동사,3676,6085,[édit]
1103,effect,영향을 미치다,1,동사,8352,17128,[ifékt]
1104,effect,"영향,효과",2,명사,3954,6574,[ifékt]
1105,effect,"결과,영향",2,명사,7843,25992,[ifékt]
1106,effect,느낌,2,명사,15000,22872,[ifékt]
1107,either,역시,4,부사,938,18362,[í:ðər]
1108,either,(부정문에서)~도(또한/역시),4,부사,2270,25640,[í:ðər]
1109,either,어느 한쪽의,5,대명사,793,3725,[í:ðər]
1110,else,그밖에,4,부사,10619,853,[éls]
1111,enemy,적,2,명사,2987,4922,[énəmi]
1112,engineer,"기사,공학자",2,명사,609,959,[èndʒiníər]
1113,enjoy,즐기다,1,동사,8413,5398,[indʒɔ́i]
1114,envelope,봉투,2,명사,1519,2480,[énvəlòup]
1115,even,평평한,3,형용사,3686,6104,[í:vən]
1116,even,짝수의,3,형용사,6470,25243,[íːvən]
1117,even,"~조차도,심지어 ~하기까지도",4,부사,6743,5230,[í:vən]
1118,even,심지어,4,부사,6743,31092,[íːvən]
1119,even,훨씬,4,부사,7763,17136,[í:vən]
1120,event,행사,2,명사,1674,2778,[ivént]
1121,event,"대회,경기",2,명사,12979,19556,[ivént]
1122,except,제외하고는,6,전치사,2664,4434,[iksépt]
1123,excuse,용서하다,1,동사,8292,16808,[ikskjú:z]
1124,excuse,양해를 구하다,1,동사,16158,25645,[ikskjú:s]
1125,excuse,"변명,이유",2,명사,7329,4165,[ikskjú:s]
1126,expect,"기대하다,예상하다",1,동사,592,930,[ikspékt]
1127,expect,기다리다,1,동사,9354,25451,[ikspékt]
1128,expensive,비싼,3,형용사,1632,2701,[ikspénsiv]
1129,experience,경험하다,1,동사,248,19214,[ikspíəriəns]
1130,explain,설명하다,1,동사,8217,3062,[ikspléin]
1131,fair,시장,2,명사,2058,18382,[fέər]
1132,fair,전시회,2,명사,8378,17467,[fέər]
1133,fair,"축제 마당,풍물 장터",2,명사,13361,28734,[fεər]
1134,fair,아름다운,3,형용사,3722,17782,[fέər]
1135,fair,화창한,3,형용사,4100,19563,[fέər]
1136,fair,분별 있는,3,형용사,8122,30656,[fεər]
1137,fair,공평한,3,형용사,8173,614,[fέər]
1138,fair,"공정한,공평한",3,형용사,8173,17144,[fέər]
1139,fashion,"만들다,만들어내다",1,동사,8181,25650,[fǽʃən]
1140,fashion,유행,2,명사,8312,4358,[fǽʃən]
1141,fashion,패션,2,명사,12372,16811,[fǽʃən]
1142,fashion,방식,2,명사,14325,17145,[fǽʃən]
1143,fault,결점,2,명사,259,402,[fɔ́:lt]
1144,fault,단층,2,명사,16481,27284,[fɔːlt]
1145,fault,잘못,3,형용사,9694,17146,[fɔ́:lt]
1146,feed,먹이다,1,동사,1156,1864,[fí:d]
1147,feed,음식을 주다,1,동사,1156,25655,[fí:d]
1148,feed,먹이다,1,동사,4818,20867,[fí:d]
1149,feed,(가족을) 부양하다,1,동사,9676,22972,[fíːd]
1150,feed,넣다,1,동사,9725,20866,[fí:d]
1151,feed,송신하다,1,동사,10102,19969,[fí:d]
1152,fever,"열,열병",2,명사,2387,3925,[fí:vər]
1153,final,결승전,2,명사,6217,21514,[fáinl]
1154,final,기말시험,2,명사,15862,25658,[fáinl]
1155,final,최종의,3,형용사,3458,5738,[fáinl]
1156,fit,적합하다,1,동사,2995,17799,[fít]
1157,fit,(의복 등이) 꼭 맞다,1,동사,8374,3620,[fít]
1158,fit,발작,2,명사,4777,22987,[fít]
1159,fit,"적합한,알맞은",3,형용사,2607,26119,[fít]
1160,fit,건강한,3,형용사,3428,18400,[fít]
1161,flash,"뽐내다,과시하다",1,동사,8157,21332,[flǽʃ]
1162,flash,반짝이다,1,동사,14799,21517,[flǽʃ]
1163,flash,번쩍임,2,명사,1657,2322,[flǽʃ]
1164,flash,(카메라) 플래시,2,명사,12254,16528,[flǽʃ]
1165,flat,아파트식 주거지,2,명사,2173,28863,[flæt]
1166,flat,"평지,평야",2,명사,6795,31189,[flæt]
1167,flat,냉담한,3,형용사,1231,22990,[flǽt]
1168,flat,평평한,3,형용사,3686,6103,[flǽt]
1169,flat,바람이 빠진,3,형용사,4490,19574,[flǽt]
1170,flat,단조로운,3,형용사,4544,18403,[flǽt]
1171,flat,맛없는,3,형용사,5662,22991,[flǽt]
1172,flat,싱거운,3,형용사,12833,27248,[flæt]
1173,flat,(요금이) 균일한,3,형용사,15248,21925,[flǽt]
1174,float,"뜨다,떠가다",1,동사,1078,1716,[flóut]
1175,flood,범람하다,1,동사,3894,18409,[flʌ́d]
1176,flood,(감정/생각이)밀려든다,1,동사,13138,28855,[flʌd]
1177,flood,홍수,2,명사,3894,6465,[flʌ́d]
1178,fold,접다,1,동사,3051,5051,[fóuld]
1179,fold,주름,2,명사,2014,20882,[fóuld]
1180,folk,사람들,2,명사,1689,2801,[fóuk]
1181,folk,민속의,3,형용사,5836,16827,[fóuk]
1182,follow,"따르다,(사회관계망 서비스 등에)팔로하다",1,동사,1044,1660,[fálou]
1183,follow,(분명히) 이해하다,1,동사,14102,21932,[fάlou]
1184,foreign,"외국의,타국의",3,형용사,2486,4116,[fɔ́:rən; fárən]
1185,forever,영원히,4,부사,2408,3971,[fɔ:révər]
1186,forgive,용서하다,1,동사,8292,4166,[fərgív]
1187,frame,(거짓 증거로) 죄[누명]를 뒤집어씌우다,1,동사,4314,31647,[fréim]
1188,frame,틀을 만들다,1,동사,16721,30686,[freim]
1189,frame,"구조,틀",2,명사,3638,6027,[fréim]
1190,frame,안경테,2,명사,5556,18416,[fréim]
1191,freeze,얼다,1,동사,2297,3788,[frí:z]
1192,freeze,작동이 멈추다,1,동사,5551,17807,[frí:z]
1193,fry,기름에 튀기다,1,동사,598,939,[frái]
1194,gate,문,2,명사,1265,2045,[géit]
1195,gather,모이다,1,동사,1201,21523,[gǽðər]
1196,gather,"모으다,모이다",1,동사,9455,1938,[gǽðər]
1197,gesture,몸짓,2,명사,1222,1977,[dʒésʧər]
1198,ghost,유령,2,명사,8309,4317,[góust]
1199,gift,선물,2,명사,1820,3031,[gift]
1200,gift,재능,2,명사,9724,17171,[gíft]
1201,glove,장갑,2,명사,2927,4836,[glʌ́v]
1202,glove,글러브,2,명사,12259,16536,[glʌ́v]
1203,grade,채점하다,1,동사,5337,30923,[greid]
1204,grade,등급,2,명사,1038,1649,[gréid]
1205,grade,"성적,등급",2,명사,5896,16855,[gréid]
1206,grade,"학년,성적",2,명사,11692,16540,[gréid]
1207,graph,"도표,그래프",2,명사,543,14594,[grǽf]
1208,greet,인사하다,1,동사,2783,4616,[grí:t]
1209,greet,환영하다,1,동사,8498,17177,[grí:t]
1210,guard,지키다,1,동사,3296,5484,[gá:rd]
1211,guard,경비 요원,2,명사,279,18992,[gá:rd]
1212,guest,손님,2,명사,1935,3200,[gést]
1213,guide,안내서,2,명사,1704,17822,[gáid]
1214,guide,안내인,2,명사,10878,17823,[gáid]
1215,half,절반,2,명사,3035,5027,[hǽf]
1216,half,30분,2,명사,15855,25380,[hǽf]
1217,hall,복도,2,명사,1505,17180,[hɔ́:l]
1218,hall,현관,2,명사,3854,17483,[hɔ́:l]
1219,hall,회관,2,명사,3939,6550,[hɔ́:l]
1220,handle,다루다,1,동사,7046,17183,[hǽndl]
1221,handle,손잡이,2,명사,1946,3211,[hǽndl]
1222,handsome,잘생긴,3,형용사,2908,4813,[hǽnsəm]
1223,handsome,"(양이) 많은,큰",3,형용사,10635,24524,[hǽnsəm]
1224,happen,"(일,사건등이) 일어나다,생기다",1,동사,7185,4663,[hǽpən]
1225,health,건강,2,명사,212,323,[hélθ]
1226,healthy,"건강한,건강에 좋은",3,형용사,7835,324,[hélθi]
1227,hear,듣다,1,동사,1029,1636,[híər]
1228,heaven,"천국,하늘나라",2,명사,10745,6224,[hévən]
1229,height,"최고조,절정",2,명사,3040,20436,[háit]
1230,height,높이,2,명사,3072,5085,[háit]
1231,height,키,2,명사,7339,16867,[háit]
1232,hide,"숨다,숨기다",1,동사,150,3308,[háid]
1233,hide,숨기다,1,동사,150,28815,[haid]
1234,hide,가죽,2,명사,10126,31110,[haid]
1235,hole,구멍,2,명사,456,727,[hóul]
1236,honey,꿀,2,명사,8848,14626,[hʌ́ni]
1237,honey,"여보,얘",2,명사,16163,25685,[hʌ́ni]
1238,hug,꼭 껴안다,1,동사,3697,14630,[hʌ́g]
1239,huge,거대한,3,형용사,8019,282,[hjú:dʒ]
1240,hungry,배고픈,3,형용사,9337,2274,[hʌ́ŋgri]
1241,hurt,"상처를 입히다,(감정을) 상하게 하다",1,동사,2327,2935,[hə́:rt]
1242,hurt,다치다,1,동사,14808,21542,[hə́:rt]
1243,imagine,상상하다,1,동사,314,2913,[imǽdʒin]
1244,include,포함하다,1,동사,8469,6121,[inklú:d]
1245,instead,대신에,4,부사,10850,824,[instéd]
1246,interest,관심을 끌다,1,동사,3997,16881,[íntərəst]
1247,interest,흥미롭게 하다,1,동사,11030,30570,"[íntərəst, -tərèst]"
1248,interest,"관심,흥미",2,명사,3997,6637,[íntərəst]
1249,interest,이익,2,명사,7581,21990,[íntərəst]
1250,interest,(금융) 이자,2,명사,13316,20470,[íntərəst]
1251,interview,"인터뷰,회견",2,명사,5864,25981,[íntərvjù:]
1252,invent,발명하다,1,동사,8302,2218,[invént]
1253,island,섬,2,명사,1842,3069,[áilənd]
1254,item,"물품,항목",2,명사,3807,6300,[áitəm]
1255,joke,"농담,장난",2,명사,779,1247,[dʒóuk]
1256,journey,"여행,이동",2,명사,9617,3871,[dʒə́:rni]
1257,joy,기쁨,2,명사,7920,956,[dʒɔ́i]
1258,knee,무릎,2,명사,1243,2007,[ní:]
1259,lamp,등불,2,명사,5296,9754,[lǽmp]
1260,language,언어,2,명사,2301,3774,[lǽŋgwidʒ]
1261,laugh,웃다,1,동사,8299,4235,[lǽf]
1262,law,(과학/철학상의) 법칙,2,명사,507,31042,[lɔː]
1263,law,법,2,명사,1441,2337,[lɔ́:]
1264,lawyer,변호사,2,명사,1466,2378,[lɔ́:jər; lɔ́iər]
1265,leaf,나뭇잎,2,명사,683,1098,[lí:f]
1266,leaf,"(책의)낱장,책장",2,명사,3391,31071,[liːf]
1267,lean,기대다,1,동사,591,929,[lí:n]
1268,lean,기울어지다,1,동사,3322,20485,[lí:n]
1269,lean,"(몸을) 숙이다,굽히다",1,동사,13076,31457,[lí:n]
1270,lean,군살이 없는,3,형용사,710,30874,[liːn]
1271,lean,기름기가 없는,3,형용사,16734,30865,[liːn]
1272,leap,뛰어오르다,1,동사,1074,1706,[lí:p]
1273,leave,"~한 상태로 두다,떠나다",1,동사,4360,30676,[liːv]
1274,leave,"두고 오다,남기다",1,동사,7637,16888,[lí:v]
1275,leave,떠나다,1,동사,9891,6608,[lí:v]
1276,let,"(~하게)놓아두다,(~을 하도록)허락하다",1,동사,8405,21556,[lét]
1277,let,시키다,1,동사,10681,3389,[lét]
1278,level,수준,2,명사,1985,3273,[lévəl]
1279,level,(수평면의)높이,2,명사,3072,25704,[lévəl]
1280,level,평평한,3,형용사,3686,30913,[lévəl]
1281,lift,(기분/사기를) 북돋우다,1,동사,240,26095,[líft]
1282,lift,들어올리다,1,동사,1034,1645,[líft]
1283,lift,"(상태/지위 등을) 높이다,향상시키다",1,동사,9871,26102,[líft]
1284,lift,양력(들어올리는 힘),2,명사,1034,26064,[líft]
1285,list,열거하다,1,동사,5171,17877,[líst]
1286,list,목록을 작성하다,1,동사,10651,18539,[líst]
1287,list,목록에 언급하다,1,동사,12923,18540,[líst]
1288,list,"표,리스트",2,명사,10651,1908,[líst]
1289,lose,"잃다,경기에 지다",1,동사,2826,4686,[lú:z]
1290,lose,경기에 지다,1,동사,3665,19657,[lú:z]
1291,lot,"구획,부지,추첨",2,명사,2059,31146,[lat]
1292,lot,많음,2,명사,3723,1798,[lát]
1293,loud,큰소리의,3,형용사,3547,5895,[láud]
1294,machine,기계,2,명사,578,910,[məʃí:n]
1295,magazine,잡지,2,명사,2924,4832,[mægəzí:n]
1296,magic,"마법,마술",2,명사,10764,1741,[mǽdʒik]
1297,main,"주요한,중요한",3,형용사,3198,5294,[méin]
1298,manner,"방법,예법",2,명사,1384,2243,[mǽnər]
1299,manner,"태도,방식",2,명사,5841,22049,[mǽnər]
1300,manner,예의범절,2,명사,9868,19666,[mǽnər]
1301,manner,"(미술 작품 등의) 형식,양식",2,명사,13418,24720,[mǽnər]
1302,mask,"가면,탈",2,명사,76,92,[mǽsk]
1303,master,완전히 익히다,1,동사,2379,18570,[mǽstər]
1304,master,주인,2,명사,3203,5307,[mǽstər]
1305,master,거장,2,명사,4427,17251,[mǽstər]
1306,master,사범,2,명사,5447,25935,[mǽstər]
1307,master,석사,2,명사,6102,22055,[mǽstər]
1308,master,"달인,명수",2,명사,8425,30883,[mǽstər]
1309,master,"뛰어난 기술의,일류의",3,형용사,8425,30894,[mǽstər]
1310,mate,짝짓기 하다,1,동사,12151,21377,[méit]
1311,mate,"동료,친구",2,명사,11766,16018,[méit]
1312,matter,중요하다,1,동사,9542,18573,[mǽtər]
1313,matter,"중요하다,문제가 되다",1,동사,9542,30901,[mǽtər]
1314,matter,(일반적인) 물질,2,명사,1294,24729,[mǽtər]
1315,matter,"문제,상황",2,명사,10824,4645,[mǽtər]
1316,maybe,아마,4,부사,2152,3544,[méibi]
