fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
The cookie is ___.,쿠키가 [[바삭바삭한]]이에요.,crisp,Rearrange these letters!: R C S I P,다음 글자들을 재배열 해보세요!: R C S I P
They ___ with problems at work.,그들은 직장에서 문제를 [[다루]]어요.,deal,You use this when you handle or manage problems.,문제나 일을 처리할 때 쓰는 단어예요.
I made a ___ with him.,나는 그와 [[일]]을 했어요.,deal,"When you agree on something with someone, you make an agreement.","누군가와 무언가에 동의할 때, 이 약속을 해요."
Please ___ your pet.,제 강아지를 [[묘사]]해 주세요.,describe,It means to give details about something.,어떤 것에 대해 자세히 말하는 뜻이에요.
She wrote a ______ of the park.,그녀는 공원에 대해 [[묘사]] 했어요.,description,It explains what something is like.,어떤 것이 어떤지 설명해요.
She follows a strict ___ every day.,그녀는 엄격한 [[식습관]]을 따라요.,diet,It is a plan for healthy eating.,건강한 식사를 위한 계획이에요.
Everyone needs a healthy ___.,모두는 건강한 [[음식]]이 필요해요.,diet,It is a plan for the food you choose.,당신이 먹을 음식을 선택하는 계획이에요.
The garden has lots of ___.,정원에는 많은 [[흙]]이 있어요.,dirt,It is the ground you walk on.,밖에서 걸을 때 밟는 땅이에요.
There is a ___ in that plan.,그 계획에는 [[불리한 점]]이 있어요.,disadvantage,It shows a bad side.,나쁜 면을 나타내요.
The doctor treated her ___.,의사는 그녀의 [[병]]을 치료했어요.,disease,It is a sickness that makes people feel ill.,사람들이 아플 때 느끼는 상태예요.
His anger ___ in his tone.,그의 목소리에서 분노가 [[나타나]]요.,display,It means something appears clearly.,무엇인가 분명하게 보인다는 뜻이에요.
The ___ was on the screen.,화면에 [[표시]]가 있었어요.,display,You see this on a TV or computer.,TV나 컴퓨터에서 볼 수 있어요.
Their ___ reveals true emotions.,그들의 [[감정 표현]]은 진짜 감정을 보여줘요.,display,It means to show your feelings so others can see.,다른 사람이 볼 수 있게 감정을 드러내는 거예요.
I measured the ___ from my home.,나는 집에서 [[거리]]를 측정했어요.,distance,It tells you how far apart two places are.,두 장소의 거리를 알려줘요.
The ___ improves citizens' future.,나라의 [[경제]]가 시민들을 도와요.,economy,It is how a country manages its money and jobs.,나라가 돈과 일자리를 관리하는 방법이에요.
They ___ many students.,선생님이 학생들을 [[교육]]해요.,educate,A teacher helps you learn new things.,선생님이 새로운 것을 배울 수 있도록 도와줘요.
This plan is ______.,이 계획은 [[효과적인]] 이에요.,effective,It means it works very well.,잘 작동한다는 뜻이에요.
The teacher is ___ and kind.,선생님은 [[유능한]] 분이에요.,effective,It means something works well.,어떤 것이 잘 작동함을 뜻해요.
They found ___ in the room.,그들은 방에서 [[증거]]를 찾았어요.,evidence,It shows that something really happened.,어떤 일이 실제로 일어났음을 보여줘요.
The king ___ loyalty from his knights.,왕은 기사들에게 [[요구]]했어요.,exact,It means to force someone to do something.,누군가에게 어떤 일을 하도록 강요하는 뜻이에요.
She gave an ____ reply.,그녀는 [[정확한]] 대답을 했어요.,exact,"It means completely right, without any mistake.",오류 없이 완벽하게 맞는 것을 말해요.
Her ___ never wavered.,그녀의 [[믿음]]은 변치 않았어요.,faith,It means strong trust without needing proof.,증거 없이 강한 신뢰를 가진 것을 말해요.
She has strong ___ in God.,그녀는 하나님을 향한 [[종교]]가 있어요.,faith,It means trust and belief in something.,어떤 것을 믿고 신뢰하는 뜻이에요.
The plant will ___ soon.,식물이 곧 [[시들]]어요.,flag,It is used when something slowly loses strength or energy.,뭔가 서서히 힘이나 에너지를 잃을 때 쓰여요.
The ___ was red and white.,저기 [[깃발]]이 보였어요.,flag,It is a symbol seen at many events.,많은 행사에서 보이는 상징이에요.
The ___ waved at the parade.,행진에서 [[국기]]가 흔들렸어요.,flag,It is a symbol of a country.,한 나라를 대표하는 상징이에요.
I see ___ in the air.,나는 공기 중에 [[안개]]를 봐요.,fog,It is like a low cloud near the ground.,마치 땅 가까이에 있는 낮은 구름 같아요.
She felt ____ to be alive.,그녀는 [[운이 좋은]] 사람이에요.,fortunate,You feel lucky when something good happens.,행운이 찾아오면 기분이 좋아져요.
Please ___ the email quickly.,이메일을 빠르게 [[전달]]하세요.,forward,It means to send something to someone.,누군가에게 무언가를 보내는 것을 뜻해요.
They walked ___ to the park.,그들은 공원으로 [[앞으로]] 걸어갔어요.,forward,It means to move to a place in front of you.,앞에 있는 곳으로 이동하는 것을 뜻해요.
The store sells ___.,가게에서 [[가구]]를 팔아요.,furniture,"It is something you use in a home, like a table or chair.","집에서 사용하는, 탁자나 의자 같은 것이에요."
My car is parked in the ______.,내 차는 [[차고]]에 주차되어 있어요.,garage,It is a building where you keep your car.,차를 보관하는 건물이예요.
The ______ led the soldiers.,그 [[장군]]이 군인을 이끌었어요.,general,A high-ranking officer in the army.,군대에서 높은 계급의 장교예요.
This view is very ______.,이 견해는 [[포괄적]]이에요.,general,It describes something that covers many parts.,여러 부분을 포함하는 것을 설명해요.
The instructions were ___.,지시 사항은 [[일반적인]]이에요.,general,It describes something not special.,특별하지 않은 것을 표현해요.
She ___ at making her choice.,그녀는 선택할 때 [[망설이다]]했어요.,hesitate,"When you are unsure, you pause before acting.",어떤 일을 할 때 확신이 없으면 잠시 멈춰요.
We ____ employees for our store.,우리는 우리 가게에 새 직원을 [[고용]]해요.,hire,A company picks a person to work.,회사가 일을 할 사람을 선택해요.
Help me ___ this item.,이것을 [[확인]]해요.,identify,You check something to know its name.,무엇의 이름을 알기 위해 확인해요.
Please ___ the object.,물건을 [[밝혀내다]] 하세요.,identify,You check details to know who it is.,누군지 알기 위해 자세히 봐요.
Can you ___ the correct picture?,너는 올바른 그림을 [[찾다]]할 수 있니?,identify,It means to recognize and name something.,무언가를 보고 그것의 이름을 아는 것을 말해요.
Don't ___ bad advice.,나쁜 조언을 [[무시]]해요.,ignore,It means not paying attention to something.,주의를 기울이지 않는다는 뜻이에요.
She is ___ today.,그녀는 오늘 [[병든]] 상태에요.,ill,How do you feel when you are sick?,아플 때 기분이 어때요?
She will ___ you with her art.,그녀는 예술로 당신에게 [[깊은 인상]] 주었어요.,impress,It means to make people admire you.,사람들이 당신을 멋지다고 느끼게 하는 뜻이에요.
The singer ___ed the crowd.,가수는 관객들을 [[감동시키]]었어요.,impress,It means to make people admire something.,사람들이 멋지다고 생각하게 만드는 뜻이에요.
I earn ___ from work.,나는 직장에서 [[소득]] 받아요.,income,Money you earn from work.,일을 해서 버는 돈이에요.
It is ___ true.,그것은 [[정말로]] 사실이에요.,indeed,It is used to show something is very true.,무언가가 정말 사실임을 나타내요.
My friend is ________ and kind.,내 친구는 [[독립]]적인 사람이고 친절해요.,independent,It means you do things by yourself without help.,도움 없이 혼자서 하는 것을 말해요.
You can ___ your arm in sports.,운동 중에 네 팔에 [[상처를 입히]] 수 있어요.,injure,It means to cause harm to a person’s body.,누군가의 몸에 해를 끼치는 뜻이에요.
A fall can ___ you.,넘어지면 [[부상]]을 입을 수 있어요.,injure,It means to get hurt in an accident.,사고로 다치는 것을 말해요.
I ___ to travel tomorrow.,나는 내일 여행을 [[작정]]했어요.,intend,It means you plan to do something.,어떤 일을 하려고 계획하는 것을 말해요.
Detectives ___ the case.,형사들이 사건을 [[조사]]해요.,investigate,What do detectives do to get clues?,형사들이 단서를 찾기 위해 하는 행동은 무엇일까요?
The detective will ______ the case.,탐정은 사건을 [[조사]]해요.,investigate,You search for clues to reveal the truth.,진실을 밝히기 위해 단서를 찾아요.
The game ___ fun activities.,게임은 재미있는 활동들을 [[포함]]해요.,involve,This word means to include items inside something.,어떤 것에 여러 요소를 포함하는 것을 말해요.
They _____ us in tasks.,그들은 우리를 업무에 [[참여시키다]]해요.,involve,It means to make someone join an activity.,누군가를 활동에 참여하게 만드는 거예요.
The court needs ___ today.,법정은 오늘 [[사법]]을 원해요.,justice,A court makes sure people are treated fairly.,법정은 사람들이 공평하게 대우받도록 해요.
The judge seeks ___ in every case.,판사는 모든 사건에 대해 [[정의]]를 구해요.,justice,It means fairness in the law.,법에서 모두를 공평하게 대우함을 뜻해요.
The children played on the ___.,아이들이 [[잔디]] 위에서 놀았어요.,lawn,It is the green part of a yard.,집 근처의 초록 부분이에요.
The ___ of people liked it.,사람들의 [[대부분]]이 그것을 좋아했어요.,majority,It means more than half.,절반보다 많다는 뜻이에요.
The ___ agreed on the plan.,계획에 찬성한 사람들의 [[다수]]가 있어요.,majority,It means more than half of the people.,사람들 중 절반보다 많은 수를 의미해요.
The ___ protects our land.,그들은 우리 나라를 지키는 [[군대]]예요.,military,It is the group that defends a country.,한 나라를 지키는 사람들의 모임이에요.
They saw a ___ parade.,그들은 [[군대의]] 행진을 봤어요.,military,It describes things related to soldiers.,병사들과 관련된 것을 나타내요.
She has a ___ today.,그녀는 오늘 [[기분]]이 좋아요.,mood,It is the feeling you experience.,당신이 느끼는 감정이에요.
"He is kind; ___, he works hard.",그는 착해요; [[게다가]] 열심히 일해요.,moreover,It is used to add another idea.,또 다른 생각을 연결할 때 쓰여요.
Dancers show beautiful ___ on stage.,무용수들은 무대 위에서 아름다운 [[움직임]]을 보여요.,motion,It is how things move.,물건이나 사람이 움직이는 것을 뜻해요.
The council approved the ____.,위원회는 [[제안]]을 승인했어요.,motion,This is a proposal made in a meeting.,회의에서 제안을 내는 것을 말해요.
He is ___ of this country.,그는 이 나라의 [[원주민]]입니다.,native,It is used for someone born in a place.,어떤 나라에서 태어난 사람을 나타내요.
They are _____ to this area.,그들은 이 지역의 [[원주민]]입니다.,native,"It means you are from this place, not from somewhere else.",다른 곳이 아니라 이곳 출신이라는 뜻이에요.
Bad news can ___ sadness.,나쁜 소식은 슬픔을 [[야기]]해요.,occasion,This verb means to cause something to happen.,이 동사는 어떤 일이 발생하도록 만드는 뜻이에요.
Today is a special ______.,오늘은 특별한 [[때]]예요.,occasion,It means a special time or event.,이것은 특별한 시간이나 행사예요.
It is a rare ___.,이것은 드문 [[경우]]예요.,occasion,It means a special time or event.,특별한 시간이나 행사를 뜻해요.
We attend an ___ every year.,우리는 매년 [[행사]]에 참석해요.,occasion,How is a planned event called?,미리 계획된 행사를 어떻게 부를까요?
This event happened due to ___.,이 사건은 [[원인]] 때문에 발생했어요.,occasion,It is why something happens.,무언가가 일어나는 이유예요.
The ___ works in the police.,그 [[장교]]는 경찰에서 일해요.,officer,This person works for the police or the army.,이 사람은 경찰이나 군대에서 일해요.
Critics ___ the film.,비평가들이 영화를 [[혹평]]했어요.,pan,It means to criticize harshly in reviews.,영화나 공연에 대해 매우 부정적으로 평가할 때 쓰는 말이에요.
I use a ___ to cook.,나는 음식을 요리할 때 [[냄비]] 써요.,pan,It is used for frying and boiling food.,계란 후라이하거나 끓일 때 쓰는 거예요.
They ___ during the storm.,그들은 폭풍 속에서 [[겁먹]]했어요.,panic,"When you face danger, you feel this way.",위험을 만났을 때 이런 기분이 드는 거예요.
The crowd felt ____ at the accident.,군중은 사고 현장에서 [[갑작스러운 공포]]를 느꼈어요.,panic,"A sudden, strong fear you feel when something bad happens.",무서운 일이 있을 때 갑자기 느껴지는 강한 두려움이에요.
The students were ___ during the test.,학생들은 시험 중에 [[당황한]] 상태였어요.,panic,It means feeling very scared or confused.,매우 무섭거나 혼란스러운 기분을 말해요.
I sprinkle ___ on eggs.,나는 [[후추]]를 계란에 뿌려요.,pepper,It is a spice to add taste to food.,음식에 맛을 더하는 향신료예요.
She adds ___ to her salad.,그녀는 샐러드에 [[고추]]를 넣어요.,pepper,It adds flavor and spice.,음식에 맛과 매운맛을 더해요.
There is ___ water.,물이 [[풍부]]해요.,plenty,It means there is more than enough.,필요 이상으로 많다는 뜻이에요.
Factories ___ the river.,공장은 강물을 [[더럽히]]했어요.,pollute,It means to make something dirty with waste.,쓰레기로 더럽히는 것을 말해요.
Keep your ______ safe.,당신의 [[사생활]]을 소중히 하세요.,privacy,It is about not sharing your own life details.,자신의 생활에 관한 것을 남에게 말하지 않아요.
It is a ___ way.,이것은 [[특유의]] 방법이에요.,proper,It describes something correct or suitable.,올바르고 어울리는 것을 설명하는 단어예요.
This is a ___ way.,이것은 [[적절한]] 방법이에요.,proper,"When something is right and suitable, you use this.",어떤 것이 옳고 알맞을 때 쓰는 말이에요.
Check the ___ of the item.,물건의 [[품질]]을 확인해요.,quality,It means how good something is.,어떤 것이 잘 만들어진 정도예요.
The product has high ___.,제품은 높은 [[특성]]을 가지고 있어요.,quality,It means a good trait or feature of someone or something.,누군가나 무엇이 가진 좋은 점이에요.
This product has great ______.,이 제품은 훌륭한 [[품질]]을 가지고 있어요.,quality,It tells how good something is.,어떤 것이 좋은지를 말해요.
This is a [____] bag.,이것은 [[고급의]] 가방이에요.,quality,It means something is very good.,어떤 것이 아주 좋다는 뜻이에요.
I ate a ___ of cake.,나는 케이크의 [[4분의1]]을 먹었어요.,quarter,It means one out of four equal parts.,네 개로 나눈 하나예요.
The town has a new ___.,그 도시는 새로운 [[구역]]이 있어요.,quarter,It means a part of a town.,마을의 한 부분을 말해요.
Fruits ___ in size and taste.,과일은 크기와 맛이 [[다양]]해요.,range,It means many different types.,여러 가지 종류라는 뜻이에요.
I saw a ___ of mountains.,나는 [[산맥]]을 보았어요.,range,It is a series of mountains.,연결된 산들이에요.
The mountains form a ___.,산들이 [[범위]]를 이루어요.,range,It shows the span between limits.,한계 사이의 넓이를 나타내요.
That bird is very ____.,그 새는 정말 [[드문]]이에요.,rare,It describes something you do not see often.,자주 보이지 않는 것을 나타내요.
She ordered the steak ___.,그녀는 스테이크를 [[살짝 익힌]] 상태로 주문했어요.,rare,It describes meat that is lightly cooked.,고기가 살짝 익힌 상태를 말해요.
I ___ restaurants each month.,나는 매달 음식점의 [[등급]]을 매겨요.,rate,You tell how good or bad something is.,어떤 것이 좋거나 나쁜지 말해요.
They ___ the essay.,그들은 에세이를 [[평가]]했어요.,rate,You decide how good something is.,무엇인가가 얼마나 좋은지 정해요.
Our ___ of learning changes over time.,우리의 [[비율]]은 시간이 지나면 변해요.,rate,It shows how much something happens.,어떤 것이 얼마나 자주 일어나는지 설명해요.
The car's ___ is fast.,자동차의 [[속도]] 빠르다.,rate,It tells how fast something is moving.,어떤 것이 얼마나 빠른지를 말해주는 단어예요.
The taxi ___ is cheap.,택시 [[요금]]은 싼 편이에요.,rate,It is the cost you pay when riding a taxi.,택시 탈 때 내는 비용이에요.
I would ____ go home.,나는 [[오히려]] 집에 가고 싶어요.,rather,It is used when you choose one thing over another.,둘 중 하나를 선택할 때 쓰는 말이에요.
It is ___ cold outside.,밖은 [[다소]] 추워요.,rather,This word shows a moderate degree.,이 단어는 어느 정도라는 뜻을 나타내요.
She is ______ tired.,그녀는 [[꽤]] 피곤해요.,rather,This word is used to mean 'quite' in sentences.,문장에서 '꽤'의 뜻으로 쓰여요.
These things ___ to each other.,이것들은 서로 [[관련]] 있어요.,relate,It means showing a connection between things.,여러 가지가 서로 이어져 있음을 말해요.
People ____ events at school.,사람들이 학교에서 [[관련 시키다]] 해요.,relate,How do you show connection between ideas?,어떻게 아이디어들이 연결되는지 보여줘요?
He pays ___ every month.,그는 매달 [[집세]]를 내요.,rent,You pay money monthly to use a home.,집을 사용하기 위해 매달 돈을 내요.
Children ___ playing near water.,어린이들은 물 근처에서 [[위험]]에 처해요.,risk,"When you do it, you may get hurt.",할 때 다칠 수 있어요.
They faced ___ in the storm.,그들은 폭풍 속의 [[위험]]에 맞섰어요.,risk,It means a situation that might cause harm.,해로울 수 있는 상황을 뜻해요.
The ___ flew into space.,그 [[로켓]] 우주로 갔어요.,rocket,It is a vehicle that goes into space.,이것은 우주로 가는 탈것이에요.
The house has a ___.,집에는 [[지붕]]이 있어요.,roof,It protects the house from rain.,비로부터 집을 보호해요.
He ___ the boat.,그는 배를 [[젓]]어요.,row,You do this to move a boat with oars.,노를 사용해 배를 움직이는 행동이에요.
There is a ___ of seats.,좌석에 [[행]]이 있어요.,row,Rearrange these letters!: O R W,다음 글자들을 재배열 해보세요!: O R W
She will ___ her skin.,그녀는 피부를 [[문지르]]어요.,rub,It is done when you move your hand over an object.,물건 위를 손으로 스치듯 움직이는 행동이에요.
The rain can ___ the picnic.,비가 소풍을 [[손상]]시켜요.,ruin,It means to spoil something completely.,어떤 것을 완전히 망쳐버리는 뜻이에요.
Don't ___ the party.,파티를 [[망치]]지 마세요.,ruin,It makes something go bad.,어떤 것을 나쁘게 만들어요.
The fire led to ___.,불은 [[붕괴]]를 일으켰어요.,ruin,It is when things fall apart.,모든 것이 무너지는 상태예요.
The cat will ___ the rug.,고양이가 깔개를 [[긁]]어요.,scratch,It means to rub something with your nails.,손톱으로 무언가를 문질러요.
I ___ my head.,나는 머리를 [[할퀴]]어요.,scratch,What you do when you have an itch.,가려워서 긁고 싶을 때 하는 행동이에요.
There is a ___ on the door.,문에 [[긁힌 자국]]이 있어요.,scratch,It is a mark left by scraping.,어떤 것을 긁어서 남은 자국이에요.
She will ___ you on the soft sofa.,그녀가 소파에 당신을 [[앉히다]]어요.,settle,It means to make someone sit comfortably.,누군가를 편하게 앉히는 것을 말해요.
They ___ the conflict today.,그들은 오늘 분쟁을 [[해결]]해요.,settle,It has 6 letters!,6글자예요!
He will ___ the bill.,그는 식당에서 [[결제]]했어요.,settle,"When you eat out, you pay for your meal.",외식할 때 음식 값을 내요.
They will ___ in a new city.,가족은 새 도시에서 [[자리를 잡]]아요.,settle,This word means to start living in a new place.,새로운 곳에서 살기 시작하는 것을 말해요.
I ___ in my new home.,나는 새 집에 [[안주]]해요.,settle,It means to live comfortably in one place.,한 장소에서 편안하게 살아간다는 뜻이에요.
Mom ___ her surprise from him.,엄마는 그에게서 놀라움을 [[감추]]었어요.,shade,It means to hide something from view.,보이지 않게 숨기는 뜻이에요.
We sat under the ___.,우리는 [[그늘]] 아래에 앉았어요.,shade,It is a dark spot under a tree.,나무 아래 어두운 곳이에요.
The art has rich ___.,그림은 풍부한 [[명암]]을 가지고 있어요.,shade,It is used to describe light and dark in a picture.,그림에서 밝은색과 어두운색의 차이를 말해요.
Please ___ the door.,문을 [[닫]]아주세요.,shut,It means to close something.,어떤 것을 닫는 것을 말해요.
They admired the ____ in nature.,그들은 자연에서 아름다운 [[풍경]]을 감상했어요.,sight,It is what you see when you look outside.,밖을 보면 볼 수 있는 것이에요.
I lost my ___.,나는 내 [[시야]]를 잃어버렸어요.,sight,It is your ability to see clearly.,잘 볼 수 있는 능력을 말해요.
I lost my ___ in the accident.,나는 교통사고로 [[시력]]을 잃었어요.,sight,It is the ability to see things.,물건을 볼 수 있는 능력이에요.
We visited an amazing ___.,우리는 멋진 [[명소]]를 방문했어요.,sight,It is a famous spot for tourists.,관광객들이 자주 찾는 곳이에요.
He was a ___ of the master.,그는 주인의 [[노예]]였어요.,slave,Someone who is forced to work without freedom.,자유 없이 일하도록 강요받는 사람이에요.
He may ___ the old laptop.,그는 오래된 노트북을 [[때려부수]]해요.,smash,You hit something so hard that it breaks.,너무 세게 때려서 부서지게 만들어요.
He might ___ the cup.,그는 컵을 [[세게 치다]].,smash,It is used when you hit something very hard.,어떤 것을 매우 세게 때릴 때 쓰는 말이에요.
Cars ___ into each other.,자동차들이 서로 [[충돌]]했어요.,smash,"When objects hit each other very hard, they may break or make a loud noise.",물체들이 서로 매우 세게 부딪히면 깨지거나 큰 소리가 날 수 있어요.
He likes to ___ after dinner.,그는 저녁 후에 담배를 [[피우]]어요.,smoke,You do this when you enjoy a cigarette.,담배를 즐길 때 하는 행동이에요.
He ___ a cigarette.,그는 담배를 [[피우]]고 있어요.,smoke,You do this when you light a cigarette.,담배에 불을 붙이면 하는 행동이에요.
They ___ meat for flavor.,그들은 고기를 [[훈제]]했어요.,smoke,It is when food is cooked over fire.,음식을 불에 구울 때 사용해요.
I see ___ in the air.,나는 공기 중의 [[연기]]를 봐요.,smoke,It is what comes out when something burns.,무언가 탈 때 나오는 것이에요.
I ___ my fingers to music.,나는 음악에 맞춰 [[딱]] 소리를 내요.,snap,It makes a quick sound with your fingers.,손으로 빠르게 소리를 내는 행동이에요.
He will ___ a picture.,그는 사진을 [[찍]]어요.,snap,It means to take a quick photo.,빠르게 사진을 찍는 것을 말해요.
He ___ at me.,그는 나에게 [[쏘아붙]]었어요.,snap,You do this when you suddenly speak angrily.,갑자기 화나서 날카롭게 말할 때 하는 행동이에요.
The lid ___ with a sharp sound.,뚜껑이 날카로운 소리와 함께 [[닫거나 열다]]했어요.,snap,"It means to close or open with a quick, sharp sound.",빠르고 날카로운 소리와 함께 닫거나 여는 행동이에요.
The twig ___ in autumn.,나뭇가지가 가을에 [[툭 부러지다]].,snap,It breaks quickly when pressure is applied.,힘을 주면 갑자기 부러지는 뜻이에요.
The ___ is brave.,그는 [[군인]]이다.,soldier,They fight for our country.,나라를 위해 싸우는 사람이에요.
Different ___ live on Earth.,다양한 [[종]]이 지구에 살아요.,species,It means a group of living things sharing traits.,공통 특징이 있는 생물들을 말할 때 써요.
Please ___ your name clearly.,이름을 [[철자]] 해 주세요.,spell,You say letters in order to form a word.,단어를 만들기 위해 글자들을 차례대로 말해요.
The wizard cast a ___.,마법사는 [[마법]]을 사용해요.,spell,What can a wizard use to do magic?,마법사가 마법을 부르는데 쓰는 말이에요.
The horse lives in a ___.,말은 [[마구간]]에 있어요.,stable,"It is a building where horses sleep, eat, and stay.","말이 자고, 먹고, 머무는 곳이에요."
The building is ___.,건물은 [[안정]]해요.,stable,It means something is firm and not moving.,이것은 움직임이 적고 단단한 것을 말해요.
I will ___ the vegetables.,나는 야채를 [[찌]]어요.,steam,You cook food using hot water vapor.,뜨거운 수증기로 음식을 요리할 때 쓰는 말이에요.
The ___ rises from the kettle.,주전자에서 [[증기]]가 나와요.,steam,It is the hot mist coming from boiling water.,끓는 물에서 나오는 따뜻한 안개에요.
The bridge is made of ___.,이 다리는 [[강철]]로 만들어졌어요.,steel,It is a strong metal used in buildings.,건물을 짓는 데 쓰이는 강한 금속이에요.
The news can ___ anger.,그 뉴스는 분노를 [[불러일으키]]했어요.,stir,How do you describe when a movie moves your heart?,영화가 마음을 움직일 때 어떤 말을 쓰나요?
She will ___ the tea.,그녀는 차를 [[휘젓다]]해요.,stir,You mix food with a spoon.,음식이나 음료를 숟가락으로 섞을 때 쓰는 말이에요.
The speaker can ___ emotions.,연설자는 감정을 [[자극]]해요.,stir,It means to make feelings change.,이 단어는 감정을 일으키는 뜻이에요.
The cook will ____ the soup.,요리사는 국물을 [[약간 움직이다]]해요.,stir,You mix liquids by gently moving them.,액체들을 부드럽게 섞을 때 쓰는 행동이에요.
There was a ___ in the street.,길거리에서 [[혼란]]이 있었어요.,stir,It is a noisy commotion causing confusion.,사람들이 시끄럽고 혼란스러운 상황을 말해요.
I ___ it will rain today.,나는 오늘 비가 올 것이라고 [[가정]]해요.,suppose,It has 7 letters!,7글자예요!
He filled the ___ with oil.,그는 기름을 [[저장통]]에 넣었어요.,tank,It is a container for liquids.,액체를 저장하는 용기예요.
The ___ protected soldiers today.,오늘 군인들을 보호한 [[탱크]]가 있었어요.,tank,"It is a big, armored vehicle used in war.",전쟁에서 군인들을 위해 쓰이는 큰 장갑 차량이에요.
She will ___ the ball.,그녀는 공을 [[목표]]로 삼았어요.,target,It means to aim or focus on something.,어떤 것을 향해 겨냥하거나 집중하는 뜻이에요.
He hit the ___ with precision.,그는 정확하게 [[대상]]을 맞췄어요.,target,Archers aim at this thing.,활쏘기 선수들이 겨냥하는 거예요.
The archer hit the _____.,궁수는 [[목표]]를 맞췄어요.,target,Archers aim their arrow at this spot.,궁수들이 화살을 쏘는 이 지점을 생각해보세요.
The scientist explained ___.,과학자가 [[이론]]을 설명했어요.,theory,It is an idea that explains how things work.,어떤 일이 왜 일어나는지 설명하는 아이디어예요.
"It rained, ___ we stayed home.","비가 왔어요, [[그러므로]] 우리가 집에 있었어요.",therefore,It shows a consequence between two facts.,두 사실 사이의 결과를 나타내는 단어예요.
A ___ loomed over the quiet street.,조용한 거리 위에 [[위협]]이 있었어요.,threat,It describes something dangerous or harmful.,위험하거나 해로울 수 있는 상황을 말해요.
"He studied hard, ___ he passed.","그는 열심히 공부했어요, [[그러므로]] 합격했어요.",thus,It is used to show a result.,결과를 나타낼 때 사용하는 말이에요.
This bug is ___.,이 벌레는 [[아주 작은]]이에요.,tiny,It is used to describe something very small.,매우 작은 것을 설명할 때 쓰여요.
She does her ___ carefully.,그녀는 [[몸단장]]을 조심히 해요.,toilet,You do this to get ready in the morning.,아침에 준비할 때 하는 행동이에요.
I use the _____ every day.,나는 매일 [[화장실]]을 사용해요.,toilet,You go there when you need the bathroom.,화장실에 가야 할 때 가는 곳이에요.
Her ___ was calm and kind.,그녀의 [[어조]]는 차분하고 친절해요.,tone,It describes how a person speaks.,사람이 말하는 방식을 나타내요.
The artist tried to ___ the drawing.,예술가는 그림을 [[따라 그리다]]했어요.,trace,It means to copy a drawing by following its lines.,그림의 선을 따라 복사하는 거예요.
He will ___ his tracks.,그는 자신의 흔적을 [[추적]]해요.,trace,You follow something to see where it came from.,어디서 왔는지 알기 위해 무언가를 따라가요.
The detective found a ___.,형사는 [[자취]]를 찾았어요.,trace,It is a small sign that someone was here.,누군가 있었다는 작은 흔적이에요.
There is a ___ of water here.,여기 물에 [[기미]]가 있어요.,trace,It means a very small sign that is left.,아주 작은 흔적을 말해요.
She used the ___ to serve food.,그녀는 음식을 올리기 위해 [[쟁반]]을 이용했어요.,tray,It holds food or items to serve.,음식이나 물건을 담는 데 쓰여요.
He will ___ the rope.,그는 밧줄을 [[비틀다]].,twist,You turn an object in a spiral way.,어떤 물건을 나선형으로 돌려요.
The story had a _____.,이야기에는 예상 밖의 [[전개]]가 있었어요.,twist,It is an unexpected change in a story.,이야기에서 예상치 못한 변화예요.
She had a clear ___ for her future.,그녀는 미래를 위해 분명한 [[목표]]를 가졌어요.,vision,It means a plan or idea for the future.,미래를 위한 계획 또는 생각을 의미해요.
His ___ lets him see well.,그의 [[시력]] 덕분에 잘 보여요.,vision,It is what helps you see things.,물건을 볼 수 있게 도와줘요.
His ___ inspired the new project.,그의 [[통찰력]]이 새로운 프로젝트에 영감을 줬어요.,vision,It means the ability to plan for a better future.,더 나은 미래를 위해 계획할 수 있는 능력을 말해요.
The soldier uses a ___.,병사는 [[무기]]를 사용해요.,weapon,It is used to fight battles.,싸움에 사용하는 물건이에요.
He will ___ the money.,그는 돈을 [[전송]]해요.,wire,It means to send money using a machine.,기계를 이용해 돈을 보내는 뜻이에요.
I will ___ the money.,나는 돈을 [[송금]]해요.,wire,You use it to send money quickly.,돈을 빠르게 보내기 위해 쓰는 단어예요.
He fixed the broken ___ quickly.,그는 부서진 [[선]]을 빨리 고쳤어요.,wire,It is a thin metal that carries electricity.,전기를 전달하는 가느다란 금속이에요.
She holds a ___ in her hand.,그녀는 손에 [[철사]]를 쥐고 있어요.,wire,It has 4 letters!,4글자예요!
They fixed the broken ___ quickly.,그들은 부서진 [[철조망]]을 빨리 고쳤어요.,wire,It is a thin metal you use in building fences.,울타리를 만들 때 사용하는 가늘고 금속인 재료에요.
He got an ___ at work.,그는 직장에서 [[승진]]을 받았어요.,advance,It means getting a higher job title.,더 높은 직함을 받는 것을 말해요.
He will ___ his career.,그는 직장에서 [[승진]]했어요.,advance,It is used when someone gets promoted at work.,회사에서 더 높은 자리에 오를 때 쓰는 말이에요.
Her _____ was clear.,그녀의 [[목적]]은 분명했어요.,aim,It is the goal you hope to achieve.,너가 이루고 싶은 목표예요.
I ___ to win.,나는 우승을 [[목표]]로 해요.,aim,It means to set a goal for something.,무언가의 목표를 정하는 뜻이에요.
They will ___ at night.,그들은 밤에 [[공격]]해요.,attack,It means to try to harm someone or something.,누군가를 해치려고 할 때 쓰는 말이에요.
