fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
I see a ___ in the sky.,나는 하늘에 [[비행기]]를 봐요.,plane,It is a vehicle that flies in the sky.,하늘을 나는 탈것이에요.
They built a new ___ last month.,그들은 지난달에 새로운 [[공장]]을 지었어요.,plant,It is a big place where items are made.,물건들이 만들어지는 큰 곳이에요.
I see a ___ in the garden.,나는 정원에서 [[식물]]을 봐요.,plant,It is a living thing that grows from the ground.,땅에서 자라고 살아있는 것이에요.
He washed the ___ after lunch.,그는 점심 후에 [[접시]]를 닦았어요.,plate,You eat food from this.,음식을 먹을 때 이것을 사용해요.
I put the ___ on the table.,나는 탁자 위에 [[판]]을 놓았어요.,plate,It is a flat piece of metal.,금속으로 된 납작한 물건이에요.
He found coins in his ____.,그는 동전을 그의 [[호주머니]]에 넣었어요.,pocket,It is a small place in clothing for money.,옷 안에 돈 같은 작은 물건을 넣는 곳이에요.
I read a ___ in class.,나는 수업 시간에 [[시]]를 읽었어요.,poem,It is a creative form of writing with lines.,"창의적인 형식의 글로, 연으로 구성되어 있어요."
A ___ writes simple poems.,한 [[시인]]이 간단한 시를 써요.,poet,This person writes many poems.,많은 시를 쓰는 사람이에요.
The ___ region is very cold.,이 지역은 [[극지의]] 기후예요.,polar,It describes cold areas near Earth's ends.,지구 양극 근처의 추운 지역을 나타내요.
The sign is on a ___.,그 간판은 [[기둥]] 위에 있어요.,pole,It is a long rod that holds things up outside.,밖에서 물건을 지탱하는 긴 막대예요.
The sign is on a ___.,표지판은 [[막대기]] 위에 있어요.,pole,It is a long stick used for support.,지지할 때 쓰는 긴 막대예요.
The earth rotates around its ___.,지구는 [[극]]을 중심으로 돈다.,pole,One end of the Earth.,지구의 한쪽 끝이에요.
She is very ___.,그녀는 매우 [[공손]]해요.,polite,You show good manners and respect.,좋은 예절과 존중을 보여줄 때 사용하는 말이에요.
I swim in the ___.,나는 [[수영장]]에서 수영해요.,pool,Where do you swim on a hot day?,"더운 날, 수영하러 가는 곳은 어디일까요?"
They swim in the ____. ,그들은 [[웅덩이]]에서 수영해요.,pool,It is a place with water that you swim in.,수영할 수 있는 물이 있는 곳이에요.
He plays ___ on weekends.,그는 주말에 [[포켓볼]]해요.,pool,You play this game on a table with pockets.,이것은 공과 큐로 하는 게임이에요.
A thought ___ in my head.,머릿속에 [[떠오르]] 생각이 있었어요.,pop,It means a quick idea in your mind.,마음속에 순식간에 든 생각을 뜻해요.
The bubble will ___.,비눗방울이 [[펑]]해요.,pop,It is the sound when something bursts.,무언가 터질 때 나는 소리예요.
I love ___ music.,나는 [[대중음악]]를 좋아해요.,pop,You often hear this type of music on the radio.,라디오에서 자주 들을 수 있는 음악이에요.
I like ___ music.,저는 [[대중적인]] 음악을 좋아해요.,pop,It means something liked by many people.,많은 사람이 좋아하는 것을 뜻해요.
This song is _____.,이 노래는 [[대중적]]이에요.,popular,It is liked by many people.,많은 사람들이 좋아해요.
The singer is very ______.,그 가수는 아주 [[인기 있는]]예요.,popular,It means many people like it.,많은 사람들이 좋아하는 뜻이에요.
I enjoy ___ on my plate.,나는 [[돼지고기]]를 먹어요.,pork,It comes from a pig.,돼지에서 나온 음식이에요.
It is ___ to finish on time.,시간 내에 마치는 것이 [[가능]]해요.,possible,It means that something can be done.,그것은 무언가 할 수 있다는 뜻이에요.
She will ___ a letter online.,그녀는 온라인으로 [[게시]]해요.,post,You put something online for others.,다른 사람들이 볼 수 있게 인터넷에 올려요.
I received a ___ today.,나는 오늘 [[우편]] 받았어요.,post,It carries letters to your home.,편지를 집으로 가져다 줘요.
The garden has a metal ___.,정원에는 금속 [[기둥]]이 있어요.,post,Rearrange these letters!: T O S P,다음 글자들을 재배열 해보세요!: T O S P
They put a ______ on the wall.,그들은 벽에 [[포스터]] 붙였어요.,poster,It is a printed paper shown on walls to share information.,정보를 전하기 위해 벽에 붙이는 인쇄된 종이에요.
I have a ___ for my plant.,나는 내 식물용 [[항아리]]을 가지고 있어요.,pot,It is a container used for cooking or holding plants.,요리하거나 식물을 넣는 그릇이에요.
He filled the ___ with tea.,그는 차를 [[냄비]]에 담았어요.,pot,It is used to cook food.,음식을 요리할 때 사용하는 거예요.
They ___ water into the cup.,그들은 컵에 물을 [[붓다]]어요.,pour,You use this word when you move liquid from one container to another.,한 용기에서 다른 용기로 액체를 옮길 때 사용하는 단어예요.
They ___ water into the cup.,그들은 컵에 [[쏟아붓]] 물을 부었어요.,pour,You do this when you let liquid flow from one container to another.,한 용기에서 다른 용기로 액체가 흐를 때 이렇게 해요.
I ___ water into the glass.,나는 유리잔에 물을 [[퍼붓]]었어요.,pour,It means to let liquid flow from a container.,용기에서 액체가 흐르게 하는 뜻이에요.
She uses ___ in her recipe.,그녀는 요리 레시피에 [[가루]]를 사용해요.,powder,"It is a fine, dry substance made of tiny pieces, used in cooking.",요리에 쓰이는 미세하고 마른 작은 입자 모양의 물질이에요.
I ______ for school.,나는 학교를 위해 [[준비]]해요.,prepare,It means to get things ready in advance.,미리 물건들을 준비할 때 사용하는 단어예요.
Please ___ the button.,버튼을 [[압박]]하세요.,press,You do this when you use a device's button.,기기의 버튼을 누를 때 하는 행동이에요.
The ___ delivers local news.,뉴스를 전해주는 [[언론]]이에요.,press,They are people who bring you news.,뉴스를 전해주는 사람들이에요.
The store ___ each product.,가게는 모든 제품의 [[가격]]을 정해요.,price,It means to decide the cost of something.,어떤 것의 돈 값을 정하는 것을 말해요.
I paid ___ for my book.,나는 내 책을 위해 [[값]]을 지불했어요.,price,It shows the amount of money you pay for something.,어떤 것을 사기 위해 내는 돈의 양을 말해요.
He felt ___ after his win.,그는 승리 후 [[자부심]]을 느꼈어요.,pride,You feel it when you do something good.,좋은 일을 했을 때 느끼는 감정이에요.
I ___ my family.,나는 내 가족을 [[소중히 여기]]요.,prize,It means to value someone deeply.,누군가를 매우 아끼는 것을 뜻해요.
He won a ___ in the contest.,그는 경연에서 [[상]] 받았어요.,prize,It is given when you win a competition.,경쟁에서 이기면 주어지는 거예요.
Farmers ___ fresh fruits.,농부들은 신선한 과일을 [[생산]]해요.,produce,"It means to make something, like food.",음식을 만드는 것을 의미해요.
The team can ___ a film.,그 팀은 영화를 [[제작]]해요.,produce,It means to make something.,새로운 것을 만들어 내는 것을 말해요.
I buy fresh ___ every day.,나는 매일 신선한 [[생산물]]를 사요.,produce,It is what farmers grow.,농부들이 기르는 것이에요.
Farmers sell ___ at the market.,농부들이 시장에서 [[농산물]]을 팝니다.,produce,It refers to food grown on a farm.,농장에서 자란 음식을 말해요.
They ___ us from harm.,그들은 우리를 해로움으로부터 [[보호]]해요.,protect,How do you keep people safe?,어떻게 사람들을 안전하게 지킬 수 있어요?
She is ___ of her success.,그녀는 자신의 성공에 대해 [[자랑]]스러워요.,proud,You feel this way when you win something important.,중요한 일을 이뤘을 때 느끼는 기분이에요.
She feels ___ of her work.,그녀는 자신의 일에 [[자랑스러운]] 기분을 느껴요.,proud,How would you feel if you win a prize?,상을 받았을 때 기분이 어떨까요?
I ___ the rope.,나는 로프를 [[당기]]어요.,pull,It means to bring something towards you using force.,물건을 힘을 줘서 가까이 가져오다는 뜻이에요.
She will ___ the door.,그녀가 문을 [[잡아당기]]어요.,pull,You use your hands to bring it closer.,손으로 물건을 가까이 가져와요.
Can you ___ the rope?,너는 밧줄을 [[끌]] 수 있어요?,pull,This verb means to make something come closer.,이 동사는 무언가를 자기 쪽으로 오게 하는 뜻이에요.
He will ___ the bag.,그는 샌드백을 [[치다]]해요.,punch,You hit with your fist.,주먹을 사용해서 때리는 행동이에요.
Use the ___ to make holes.,이 도구로 [[구멍 뚫는 기구]]을 사용해요.,punch,This tool helps make holes in paper.,이 도구는 종이에 구멍을 뚫는 데 사용돼요.
The dress is ______.,"드레스는 [[자주색,보라색]] 이에요.",purple,It is the color of grapes.,포도의 색이에요.
I ___ the math problem.,나는 수학 문제를 [[생각해내다]]요.,puzzle,What do you do when a problem confuses you?,문제가 어려울 때 무엇을 하세요?
The game can ___ you.,게임은 당신을 [[혼란스럽게]] 해요.,puzzle,It makes you feel confused.,당신을 혼란스럽게 만들어요.
They solved the ___ for fun.,아이들이 재미로 [[퍼즐]]을 풀어요.,puzzle,It is a game or problem you solve.,풀어야 하는 게임이나 문제예요.
He solved the ___ quickly.,그는 [[곤란]]을 빨리 풀었어요.,puzzle,It is a game that makes your brain work.,두뇌가 움직이는 놀이예요.
They will ___ the job soon.,그들은 곧 [[그만두다]] 일을 할 거예요.,quit,"It means to stop an activity, like leaving a job.","어떤 일을 멈추는 것을 의미해요, 예를 들어 직장을 떠나는 것처럼요."
I see a ___ when it rains.,나는 비 올 때 하늘에 [[무지개]]를 봐요.,rainbow,It is a colorful arc in the sky after rain.,비 온 후 하늘에 보이는 여러 색의 곡선이에요.
He ___ his hand.,그는 손을 [[올리]]했어요.,raise,"When you lift something up, you do this.",무엇인가를 위로 올릴 때 쓰는 말이에요.
She ___ed her hand.,그녀는 손을 [[일으키]]했어요.,raise,This means to lift something up.,무언가를 위로 드는 뜻이에요.
They ___ money at the event.,그들은 행사에서 [[모금]]했어요.,raise,You gather money for a good cause.,좋은 목적으로 돈을 모을 때 쓰는 단어예요.
They ___ animals on a farm.,그들은 농장에서 동물을 [[기르]]어요.,raise,What do farmers do with animals?,농부들은 동물을 어떻게 키워요?
We ___ money for school.,우리는 학교를 위해 [[돈을 모으]]었어요.,raise,It means to gather money for something.,뭔가를 위해 돈을 모으는 거예요.
They ___ concerns in the meeting.,그들은 회의에서 [[제기]]했어요.,raise,"When you bring up a topic in a meeting, you do this.",회의에서 의견이나 문제를 먼저 낼 때 사용하는 단어예요.
They ___ a puppy with care.,그들은 강아지를 [[키우다]]요.,raise,You do this to help animals or plants grow.,식물이나 동물이 자랄 수 있도록 돌보는 행동이에요.
My boss gave me a ___.,사장님이 제게 [[인상]] 주셨어요.,raise,It means when your salary or prices go up.,급여나 물가가 오르는 것을 뜻해요.
He will ___ his hand.,그는 손을 [[내밀다]].,reach,"When you try to get something, you stretch out your hand.","무언가를 얻으려고 할 때, 손을 뻗어요."
She will ___ the finish line.,그녀는 결승선에 [[도달]]할 거예요.,reach,When you stretch your arm to get something.,무언가를 잡으려고 팔을 뻗을 때 쓰는 행동이에요.
I will ___ you soon.,나는 곧 [[연락]]할게요.,reach,You use this word to contact someone.,누군가와 연락할 때 쓰는 단어예요.
This is a ___ story.,이 이야기는 [[진짜]]야.,real,It is not pretend or fake.,가짜가 아닌 것을 의미해요.
This is a ___ story.,이것은 [[진실]]인 이야기예요.,real,It means not fake.,가짜가 아닌 것을 말해요.
I ___ about the problem.,나는 문제를 [[추론]]했어요.,reason,You use this word when you think why things happen.,어떤 일이 왜 일어나는지 생각할 때 사용하는 단어예요.
They ___ after thinking carefully.,그들은 신중히 생각한 후 [[결론]]을 내리다.,reason,"When you think a lot, you do this to decide.",많이 생각한 후에 선택하는 행동이에요.
He gave ___ for his absence.,그는 결석한 [[이유]]를 설명했어요.,reason,It shows why something happened.,어떤 일이 왜 일어났는지 알려줘요.
I have a ______ for this.,나는 이 [[이성]] 때문에 그래.,reason,It is why things occur.,어떤 일이 일어나는 이유예요.
She will ___ a message.,그녀는 메시지를 [[받]]았어요.,receive,It means to get something that is sent to you.,보내진 것을 받는 것을 의미해요.
He will ___ the visitor.,그는 방문객을 [[접견]]할 거예요.,receive,It means to get something that is given to you.,누군가가 준 것을 받는 뜻이에요.
I ___ a restaurant.,나는 이 음식점을 [[추천]]해요.,recommend,You tell someone about something good.,누군가에게 좋은 것을 권할 때 쓰는 말이에요.
I will ___ the song.,나는 노래를 [[기록]]해요.,record,You do this to capture sounds or events.,소리와 사건을 담을 때 해요.
I play a ___ on vinyl.,나는 [[음반]]을 들어요.,record,Rearrange these letters!: D O R R E C,다음 글자들을 재배열 해보세요!: D O R R E C
His ___ is impressive.,그의 [[경력]]은 인상적이에요.,record,It shows your past work or achievements.,과거에 한 일과 성공들을 보여줘요.
I will ___ after work.,나는 일 끝나고 [[긴장을 풀다]]했어요.,relax,"After work, you take time to be calm.",일 후에 마음을 편하게 하기 위해 그렇게 해요.
I ___ after work.,나는 퇴근 후에 [[편하게 쉬다]]해요.,relax,How do you feel when you take a break?,쉬면서 느끼는 기분은 어때요?
I received your ______ last night.,어젯밤에 당신의 [[답장]]를 받았어요.,reply,It is a written answer to someone.,어떤 사람에게 보내는 글로 된 답이에요.
She will ___ the accident.,그녀는 사고를 [[보고]]해요.,report,You tell someone what happened.,사건을 누군가에게 말해요.
She will ___ the meeting.,그녀가 회의를 [[보도]]할 거예요.,report,You do this when you share news.,사람들에게 소식을 전할 때 하는 행동이에요.
I read the ___ at work.,나는 직장에서 [[보고서]]를 읽었어요.,report,It is a document that gives details.,자세한 내용을 주는 글이에요.
Please ____ to my question.,제 질문에 [[반응]]해 주세요.,respond,You do this when you answer a question.,질문에 대답할 때 하는 행동이에요.
She will ___ to your call.,그녀는 너의 전화에 [[대답]]했어요.,respond,You give an answer when someone asks.,누군가 물어보면 답해요.
She is ______ for the team.,그녀는 팀에 [[책임이 있는]] 사람이에요.,responsible,It means you make sure to do your job well.,자신의 일을 잘 해낸다는 뜻이에요.
The test ___ was good.,시험의 [[결과]] 좋았어요.,result,It shows what comes out at the end.,끝에 나타나는 것을 말해요.
I ___ my work.,나는 내 일을 [[검토]]해요.,review,You look at something again to check it.,무언가를 다시 보고 확인해요.
They will ___ the report.,그들은 보고서를 다시 [[조사]]했어요.,review,It means to check again.,다시 한번 확인해요.
I read a ___ today.,나는 오늘 [[후기]]를 읽었어요.,review,It is a written opinion about something.,어떤 것에 대해 쓴 의견이에요.
I read a ___ today.,나는 신문에서 [[서평]]을 읽었어요.,review,It is a short article about a book.,책에 대한 짧은 글이에요.
I cook ____ for dinner.,나는 저녁에 [[쌀]] 요리해요.,rice,It is a grain eaten in many homes.,많은 가정에서 먹는 곡식이에요.
I took a ___ at the amusement park.,나는 놀이공원에서 [[놀이기구]]를 탔어요.,ride,You ride it for fun at the park.,공원에서 재미로 타는 거예요.
There is a ___ in prices.,가격에 [[증가]]가 있어요.,rise,It means when something goes up.,무언가 위로 올라가는 것을 말해요.
She had a ___ in the play.,그녀는 연극에서 [[역할]]을 했어요.,role,It is the part you play in a show.,공연이나 연극에서 맡은 부분이에요.
The tree has a ___.,나무에 [[뿌리]]가 있어요.,root,It is the part of a plant that grows underground.,식물의 땅 속에 자라는 부분이에요.
The climber held the ___.,등산가는 [[밧줄]]을 잡았어요.,rope,It is a strong cord used for climbing.,등산할 때 사용하는 단단한 끈이에요.
The wood is ___.,나무가 [[거친]]이다.,rough,It means not smooth; it feels bumpy.,매끄럽지 않고 울퉁불퉁한 표면을 말해요.
Today was a ______ day.,오늘 하루는 정말 [[힘든]]이었어요.,rough,It describes something difficult and not smooth.,부드럽지 않고 어려운 것을 말해요.
The test was ____.,시험은 [[힘든]].,rough,How would you feel after a hard day?,힘든 하루 후에 어떤 기분일까요?
The road is ____. ,길은 [[거친]].,rough,It describes a surface that is not smooth.,표면이 매끄럽지 않은 것을 말해요.
He did a ___ job.,그는 [[대충한]] 일을 했어요.,rough,It describes a job done without much detail.,자세히 하지 않고 하는 일을 뜻해요.
The ball is ___.,공은 [[둥근]].,round,It is shaped like a circle.,원 모양이에요.
They completed one ___.,그들은 한 [[일의 한 차례]]를 마쳤어요.,round,It's a period in a game or cycle.,경기나 순환에서 한 차례를 뜻해요.
They visited a ___ palace.,그들은 [[왕실]] 궁전을 방문했어요.,royal,It means belonging to a king or queen.,왕이나 여왕의 것과 관련 있어요.
The boy acted ___ at school.,소년이 학교에서 [[무례]]하게 행동했어요.,rude,This word describes someone who is not polite.,이 단어는 정중하지 않은 사람을 나타내요.
I like ___ with pasta.,나는 파스타에 [[소스]]를 넣어요.,sauce,It is something you add to food to make it taste better.,음식의 맛을 좋게 하기 위해 넣는 거예요.
I love the ___ in this movie.,나는 이 영화에서 [[장면]]을 좋아해요.,scene,It is part of a movie where action happens.,영화에서 일이 일어나는 부분이에요.
I saw a lovely ___ today.,나는 오늘 아름다운 [[경관]]을 봤어요.,scene,You see this part in a movie.,영화에서 이 부분을 봐요.
"In the play, the ___ was calm.",연극의 [[현장]]이 조용했어요.,scene,It is a part in a play or film where actions happen.,연극이나 영화에서 사건이 일어나는 부분이에요.
They will ___ the meeting time.,그들은 회의 시간을 [[일정]]해요.,schedule,You plan events or meetings.,회의나 약속을 계획할 때 쓰는 단어예요.
I check my ______ every day.,나는 매일 내 [[일정]]을 확인해요.,schedule,It is a plan with time details.,시간과 일이 정해진 계획이에요.
The movie will ___ tonight.,영화가 오늘 밤 [[상영]]돼요.,screen,A film is shown in a cinema.,영화관에서 영화가 상영될 때 쓰는 단어예요.
The manager will ___ the candidates.,매니저가 후보자들을 [[심사]]해요.,screen,You check if a person is right for a job.,사람이 적합한지 확인해요.
He watched the ___ in silence.,그는 [[스크린]]을 조용히 봤어요.,screen,You use it to watch movies or pictures.,영화나 그림을 볼 때 사용해요.
I see a ___ at home.,나는 집에서 [[화면]]를 봐요.,screen,It shows images and videos.,그것은 그림과 동영상을 보여줘요.
I will ___ for my keys.,나는 내 열쇠를 [[찾다]]했어요.,search,What do you do when something is missing?,무언가 없을 때 어떻게 하시나요?
Waiter will ____ customers to tables.,웨이터는 고객들을 테이블에 [[앉히]]어요.,seat,It means to let someone sit.,다른 사람에게 자리를 주는 뜻이에요.
Please take a ___ on the bus.,버스에서 편안한 [[좌석]]에 앉으세요.,seat,It is something you sit on.,앉을 때 사용하는 물건이에요.
The king's ___ is in the castle.,왕의 [[소재지]]는 성에 있어요.,seat,It is where you sit.,앉는 장소예요!
Tom has a ___ about his past.,톰은 자신의 과거에 대해 [[비밀]]을 가지고 있어요.,secret,It is something that is hidden from others.,다른 사람들에게 숨겨진 것이에요.
He told a ___ story.,그는 [[비결]] 이야기를 했어요.,secret,It means something not known by others.,다른 사람이 모르는 것이에요.
She planted a ___ in the garden.,그녀는 정원에 [[씨앗]]을 심었어요.,seed,It is a small object you plant to grow a new plant.,새로운 식물이 자라도록 심는 작은 물건이에요.
I ___ something strange.,나는 뭔가 [[알아채다]]었어요.,sense,It means to notice something around you.,주변에서 무언가를 알아차리는 것을 말해요.
I have a good ___.,나는 좋은 [[감각]]을 가지고 있어요.,sense,It is your ability to feel things.,이것은 사물을 느낄 수 있는 능력이에요.
The judge will ___ him today.,판사는 오늘 그를 [[판결]]했어요.,sentence,It is when a judge decides punishment.,판사가 벌을 결정하는 것을 말해요.
The judge ______ him.,판사는 그에게 [[판결]]했어요.,sentence,A judge uses this word to decide a punishment.,판사가 형벌을 정할 때 쓰는 단어예요.
She wrote a ______ on paper.,그녀는 종이에 [[문장]]을 썼어요.,sentence,It is a group of words that makes a complete idea.,여러 단어가 모여 하나의 생각을 전하는 글이에요.
The judge announced the ___.,판사가 [[선고]]를 내렸어요.,sentence,Judges give this as a legal decision.,판사가 법정에서 내리는 결정이에요.
The judge gave a ______.,판사는 [[형벌]]을 내렸어요.,sentence,The judge gives this penalty when someone breaks the law.,법정에서 판사가 내리는 벌이에요.
I watched a ___ on TV.,나는 TV에서 [[시리즈]]를 봤어요.,series,It is a group of connected episodes.,여러 회가 순서대로 이어져 있어요.
Tom is ___ about his job.,톰은 그의 일에 [[진지한]] 태도를 보여요.,serious,You act this way when you are not joking.,농담하지 않고 행동할 때 쓰는 말이에요.
She is a ___ friend.,그녀는 [[진지한]] 친구예요.,serious,It describes a person who is calm and does not joke.,농담하지 않고 침착한 사람을 설명해요.
I ___ my dress with thread.,나는 드레스를 [[꿰매]]어요.,sew,You join fabrics using a needle and thread.,바늘과 실로 천을 잇는 행동이에요.
She will ___ a dress.,그녀는 드레스를 [[바느질]] 할 거예요.,sew,You use it to make or fix clothes.,옷을 만들거나 고칠 때 사용해요.
People ___ hands in greeting.,사람들이 인사할 때 서로 손을 [[악수]]해요.,shake,You move your hand when greeting someone.,누군가 인사할 때 손을 움직여요.
Her body ___ from the cold.,그녀의 몸이 [[떨리]]어요.,shake,How does your body move in cold wind?,"춥고 바람 부는 날, 몸이 어떻게 움직일까요?"
They ______ the clay into a bowl.,그들은 점토를 [[형성]]해요.,shape,You use your hands to form something.,손으로 무언가를 만들어요.
They ___ the clay.,그들은 점토를 [[모양]]으로 만들어요.,shape,It is what you do to give an object a form.,물건이 어떤 모습이 되도록 만들 때 하는 행동이에요.
The ball has an odd ___.,공은 이상한 [[상태]]에 있어요.,shape,It shows the form of an object.,물건의 형태를 알려줘요.
The box has a ___.,상자는 [[모양]]이 있어요.,shape,It shows how something appears.,어떤 것이 어떻게 보이는지 나타내요.
We always ___ our snacks.,우리는 항상 [[나누]]어요.,share,You do this when you give some of what you have to others.,있는 것을 다른 사람에게 조금 주는 행동이에요.
They ___ news on social media.,그들은 SNS에 소식을 [[나누다]]해요.,share,When you give part of something to others.,다른 사람과 조금씩 나눌 때 쓰는 단어예요.
I ___ my secret with you.,나는 너에게 내 비밀을 [[말하다]].,share,"If you have a cookie and a friend, you do this.",쿠키가 있을 때 친구에게 일부를 주는 행동이에요.
The company's ___ is growing.,회사의 [[점유율]]이 증가해요.,share,This word means a part of something divided among people.,여러 사람과 나누어 가지는 일부를 말해요.
The meeting starts at nine ___.,회의는 아홉 시 [[정각]]에 시작해요.,sharp,It means exactly on time.,정확한 시간에라는 뜻이에요.
The knife is ___.,칼은 [[날카로운]]이에요.,sharp,It means a knife can cut well.,칼이 잘 자를 수 있다는 뜻이에요.
The ___ student solved the puzzle.,그 학생은 매우 [[영리한]]이에요.,sharp,It describes someone who is very clever.,매우 똑똑한 사람을 나타내요.
Prices rose ___ recently.,물가가 [[급격히]] 올랐어요.,sharp,Rearrange these letters!: R A H P S,다음 글자들을 재배열 해보세요!: R A H P S
Please change the ___ on my bed.,침대의 [[시트]]를 교체해 주세요.,sheet,You use this to cover a bed.,침대를 덮을 때 쓰는 물건이에요.
He wrote on a ___.,그는 [[얇은 층]]에 썼어요.,sheet,"It is a thin, flat layer of material.",얇고 납작한 한 겹을 말해요.
I put the book on the ___.,나는 책을 [[선반]]에 놓았어요.,shelf,It is a flat surface to hold items.,물건들을 올려놓을 수 있는 납작한 표면이에요.
The sun will ___ today.,태양은 오늘 [[윤을 내다]],shine,It means to glow and be bright.,밝게 빛나는 것을 말해요.
The sun ___ every day.,태양이 매일 [[빛나다]]에요.,shine,It means to give light.,빛을 내는 것을 뜻해요.
He will ___ his gun.,그는 총으로 [[사격]]해요.,shoot,You point a gun and let the bullet go.,총을 겨누고 총알이 나가게 하는 행동이에요.
The team will ___ a new video.,그 팀은 새 영상을 [[촬영]]해요.,shoot,You use this action when filming a scene.,영상을 찍을 때 사용하는 행동이에요.
Players ___ the ball.,선수들이 공을 [[차]]요.,shoot,What do you do when you try to score a goal by kicking the ball?,골을 넣으려고 공을 강하게 찰 때 쓰는 말이에요.
People ___ to get attention.,사람들이 주의를 끌기 위해 [[외치]]해요.,shout,You speak very loud to be heard by many.,여러 명이 들을 수 있도록 크게 말하는 행동이에요.
Clouds ___ rain on the city.,구름이 도시 위에 비를 [[쏟아 붓다]].,shower,Imagine water pouring heavily from above.,위에서 물이 많이 쏟아지는 것을 상상해 보세요.
A __ came during heavy rain.,비가 오는 날 [[소나기]] 내렸어요.,shower,It is a rain that falls for a short time.,잠깐 동안 내리는 비예요.
I take a ___ every day.,나는 매일 [[샤워]]해요.,shower,You take this to get clean.,몸을 깨끗이 하기 위해 사용하는 거예요.
Please ____ this form.,제발 [[서명]] 하세요.,sign,You write your name on paper.,종이에 이름을 써요.
Dark clouds are a ___ of rain.,짙은 구름은 비의 [[징조]]에요.,sign,It shows that something will happen.,무엇이 일어날지 미리 알려줘요.
He gave a ___ to stop.,그는 멈추라고 [[손짓]]했어요.,sign,It is a gesture to show something.,말 대신 몸으로 표현하는 행동이에요.
I see a ___ on the street.,나는 길가에 있는 [[표시판]]을 봐요.,sign,You see it to know where to go.,어디로 가야 할지 알려줘요.
I saw a ___ at the corner.,나는 모퉁이에서 [[표시]]를 봤어요.,sign,It shows directions or important information.,방향이나 중요한 정보를 알려주는 거예요.
Look at the ___ on road.,도로의 [[신호]]를 봐요.,sign,It tells you when to stop or go.,멈추거나 가라고 알려줘요.
Look at the ___ on the door.,문에 있는 [[표시]]를 보세요.,sign,It is seen on streets or shops.,길이나 가게에 보이는 [[표시]]예요!
The clown is ___.,광대는 [[어리석은]]이에요.,silly,When someone behaves in a funny and foolish way.,사람이 우스꽝스럽게 행동할 때 쓰는 말이에요.
The recipe is ___.,"이 레시피는 [[간단한,소박한]]이에요.",simple,It means not complex.,복잡하지 않다는 뜻이에요.
They released a ___ album.,그들은 [[싱글 앨범]]을 발표했어요.,single,It is a music release with one main song.,주요 노래가 하나인 음악 발매예요.
She ordered a __ dessert.,그녀는 [[단 하나의]] 디저트를 주문했어요.,single,"It means only one, not many.",하나만 있음을 뜻해요.
We visited the ___ yesterday.,우리는 어제 [[현장]]을 방문했어요.,site,It is a place where work happens.,일이 이루어지는 장소에요.
I visited the ___ yesterday.,나는 어제 새로운 [[사이트]]에 갔어요.,site,It is an internet page you visit.,인터넷에서 방문하는 페이지예요.
I visited ___ for fun.,나는 [[장소]]에 갔어요.,site,It is a place you visit.,방문하는 곳이에요.
He has ___ in drawing.,그는 그림 그리는 [[솜씨]]가 있어요.,skill,It is the ability you have to do something well.,무언가를 잘하기 위해 가진 능력이에요.
She shows ___ in art.,그녀는 미술에서 [[기술]]을 보여줘요.,skill,It shows you are good at doing something.,어떤 일을 잘 할 수 있는 능력을 말해요.
She ___ quickly on wet floor.,그녀는 젖은 바닥에서 빠르게 [[미끄러지]]어요.,slide,It means to move easily over a smooth surface.,매끄러운 곳에서 쉽게 움직이는 뜻이에요.
The girl went down the ___.,소녀가 [[미끄럼틀]]에서 내려갔어요.,slide,You go down it for fun at a playground.,놀이터에서 즐겁게 타는 것을 생각해 보세요.
The boy is ___.,그 소년은 [[똑똑]]해요.,smart,Used for someone who learns quickly.,빨리 배우고 문제를 잘 푸는 사람을 나타내요.
I enjoy a ___ at school.,나는 학교에서 [[간식]]을 즐겨요.,snack,You eat this when you're hungry between meals.,식사 사이에 배고플 때 먹는 음식이에요.
The river ___ through the park.,강이 [[구불구불]] 흐르며 공원을 지나가요.,snake,It means to move in a winding way.,구불구불 움직인다는 뜻이에요.
There is a ___ under a tree.,나무 아래에 있는 [[뱀]]이 있어요.,snake,It is a reptile that slithers on the ground.,땅 위에서 구불구불 움직이는 파충류에요.
She is very ___ at parties.,그녀는 파티에서 매우 [[사회적인]] 사람이에요.,social,You enjoy meeting people and making friends.,사람들을 만나고 친구를 사귀는 것을 좋아해요.
The rock is ___ and heavy.,돌은 [[단단한]] 편이에요.,solid,It means hard and firm.,부서지지 않고 단단해요!
This chair is ___.,이 의자는 [[확고한]]이에요.,solid,"It means firm, strong and not liquid.",단단하고 강하며 액체가 아니라는 뜻이에요.
I must ___ the math problem.,나는 수학 문제를 [[풀]]어요.,solve,It means to find an answer to a problem.,문제에 대한 답을 찾는 것을 말해요.
I ___ the problem.,나는 문제를 [[해결]]했어요.,solve,You do this when you find the answer to a problem.,문제의 답을 찾을 때 하는 행동이에요.
I will call you ___.,나는 너에게 [[곧]] 전화할게요.,soon,It means happening in a short time.,짧은 시간 내에 일어나는 것을 말해요.
The milk tastes ___.,우유가 [[상한]] 맛이에요.,sour,It describes food that tastes bad.,신선하지 않아 맛이 이상한 음식을 말해요.
The lemon tastes ___.,레몬은 [[신맛]]나요.,sour,How does a lemon taste?,레몬을 먹었을 때 어떤 맛인지 생각해보세요?
She wore a ___ dress.,그녀는 [[특별한]] 드레스를 입었어요.,special,It means not common or ordinary.,평범하지 않고 보통이 아닌 뜻이에요.
