fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
She was very ___ at work.,그녀는 회사에서 [[바쁜]] 상태였어요.,busy,When you have many tasks with no time to rest.,할 일이 많아서 쉴 틈이 없을 때의 기분이에요.
I want tea ___ coffee.,나는 차는 마시고 [[~이외에]] 커피는 안 마셔요.,but,It shows a contrast between two things.,이 단어는 두 가지 다른 생각을 연결할 때 쓰여요.
She likes pizza ___ she likes pasta.,그녀는 피자를 좋아[[하지만]] 파스타를 좋아해요.,but,It shows a contrast between two ideas.,두 가지 다른 생각을 연결할 때 사용해요.
I see a ___ in the garden.,나는 정원에서 [[나비]]를 봤어요.,butterfly,Rearrange these letters!: T U L Y B T F E R,다음 글자들을 재배열 해보세요!: T U L Y B T F E R
Push the ___ to open the door.,문을 열려면 [[단추]]를 눌러요.,button,You use this to close your clothes.,옷을 잠그기 위해 이것을 사용해요.
Press the ___ to start.,시작하려면 [[버튼]]을 누르세요.,button,You press this to start a machine.,기계를 시작하려고 누르는 거예요.
I want to ___ a toy.,나는 장난감을 [[사다]]고 싶어.,buy,You give money to get something.,돈을 주고 물건을 얻어요.
I arrive ___ nine.,나는 아홉시 [[무렵에]] 도착해요.,by,You use this word to set a time limit.,이 단어는 시간 제한을 정할 때 쓰여요.
He came ___ car.,그는 차로 [[통해]] 왔어요.,by,It shows the method or way used.,어떻게 했는지를 나타내는 말이에요.
The picture was painted __ an artist.,그림은 예술가[[에 의해]] 그려졌어요.,by,It shows who did something.,누가 행동했는지 알려줘요.
They won ___ one point.,그들은 한 점 [[차이]]로 이겼어요.,by,It shows the margin in the score.,점수의 차이를 나타내요.
The cup is ___ the plate.,컵은 접시 [[옆에]] 있어요.,by,It shows location near something.,옆에 위치할 때 사용해요.
Submit the form ___ tomorrow.,내일 [[까지]] 제출해요.,by,This word shows a deadline for finishing something.,이 단어는 일이 언제 끝나야 하는지를 알려줘요.
She made a cake ____.,그녀는 케이크를 [[수작업으로]] 만들었어요.,by hand,You do it without any machines.,기계를 사용하지 않고 직접 해요.
I did it ___.,나는 그것을 [[실수로]] 했어요.,by mistake,It happens without planning.,어떤 일이 의도 없이 일어날 때 사용하는 말이에요.
Parents remain ____ when you're sick.,부모님은 아플 때 항상 [[곁에 있다]].,by one's side,It means you are always with someone.,항상 누군가와 함께 있는 것을 말해요.
She said ___ about the meeting.,그녀가 회의에 대해 [[그런데]] 말했어요.,by the way,You use this phrase to add extra information.,대화를 할 때 추가 정보를 넣을 때 사용해요.
They celebrate weddings ___.,그들은 결혼식을 [[전통에 따라]] 축하해요.,by tradition,It means doing something as it has always been done.,항상 해오던 방식으로 한다는 뜻이에요.
I go to the ______ daily.,나는 매일 [[구내 식당]]에 가요.,cafeteria,It is a place in a school or office where you can eat.,학교나 직장에서 식사를 할 수 있는 곳이에요.
She ate a big ___.,그녀는 큰 [[케이크]]을 먹었어요.,cake,It is a sweet food eaten at celebrations.,축하할 때 먹는 달콤한 음식이에요.
I ___ my friend.,나는 친구를 [[부르]]어요.,call,You speak this word to get someone's attention.,이 단어는 누군가에게 연락할 때 써요.
Bad service ___ a complaint.,나쁜 서비스는 불만을 [[요구하다]]해요.,call for,It means you need something to happen.,어떤 일이 있어야 한다는 뜻이에요.
The experts ___ a rise in prices.,전문가들은 가격 상승을 [[예측]]했어요.,call for,It means to predict or expect something.,어떤 일이 일어날 것을 미리 알 때 쓰는 말이에요.
The teacher will ___ the student.,선생님은 학생에게 [[요청]]했어요.,call on,You ask someone to answer a question.,누군가에게 질문에 답해달라고 부탁해요.
She practices ___ in art class.,그녀는 예술 수업에서 [[서예]]를 연습해요.,calligraphy,It is a beautiful art of handwritten design.,아름다운 필체로 글씨를 예술로 만드는 활동이에요.
Peter always needs to ___ after conflict.,피터는 항상 싸움 후에 [[진정시키다]]래.,calm down,"When someone is very angry, this phrase tells them to relax.","매우 화났을 때, 이 표현은 너에게 진정하라고 말해요."
I told him to ___.,나는 그에게 [[진정]]하라고 말했어요.,calm down,You do this when you're upset and need to relax.,"화가 났을 때, 마음을 편하게 하려고 해요."
The ___ crosses the desert.,사막에서 [[낙타]]가 걷고 있어요.,camel,It is a desert animal with a hump.,혹이 있는 사막 동물이예요.
The ___ filmed the event.,그 [[사진사]]가 행사를 촬영했어요.,cameraman,They use a camera to film events.,이 사람은 카메라로 행사를 촬영해요.
They ___ for change in our town.,그들은 우리 동네 변화를 위한 [[캠페인]]했어요.,campaign,It is an organized effort to promote a cause.,어떤 일을 지지받기 위해 사람들을 모으는 행동이에요.
They support the ___ for change.,그들은 변화를 위해 [[운동]]을 지원해요.,campaign,This is a plan that people use to win votes.,사람들이 표를 얻기 위해 세운 계획이에요.
They sat by the ___.,그들은 [[모닥불]] 옆에 앉았어요.,campfire,It is a fire used outdoors on trips.,여행 중에 밖에서 따뜻하게 하기 위해 사용하는 불이에요.
They camped at a ___.,그들은 [[캠핑장]]에서 캠핑했어요.,campground,It is a place where you can pitch a tent for camping.,텐트를 치고 캠핑할 수 있는 곳이에요.
They like ___ by the lake.,그들은 호숫가에서 [[야영]]해요.,camping,You sleep in a tent outdoors.,밖에서 텐트를 치고 자는 거예요.
You ___ try it.,너는 이것을 [[해도 된다]].,can,It starts with 'c'!,c로 시작하는 단어예요!
You ___ open the door.,너는 문을 열 [[할 수 있다]].,can,It shows you are able to do something.,어떤 일을 할 수 있음을 나타내요.
I drink from a ___.,나는 음료수를 [[캔]]에서 마셔요.,can,It is a metal container for food or drinks.,음식이나 음료수를 담는 금속 용기예요.
Two numbers ___ each other.,두 수는 서로 [[상쇄]]해요.,cancel out,"When one number makes another disappear, what happens?",한 수가 다른 수를 없앨 때 무슨 일이 일어나는지 생각해보세요.
Doctors study ___ to cure disease.,의사들은 [[암]]를 치료해요.,cancer,It is a disease that many fear.,많은 사람들이 두려워하는 질병이에요.
He held the ___ in his hand.,그는 손에 [[양초]]를 들었어요.,candle,It is made of wax and burns to give light.,밀랍으로 만들어졌고 불타서 빛을 줘요.
Kids love ______.,아이들은 [[캔디]]를 좋아해요.,candy,It is a sweet treat that kids enjoy.,어린이들이 즐기는 달콤한 간식이에요.
"When I see him, I ___ smiling.",그를 보면 [[~하지 않을 수 없다]] 웃게 돼요.,cannot help ~ing,It means you do something even if you try not to.,아무리 피하려 해도 그냥 하게 되는 뜻이에요.
The artist paints on ___.,화가는 [[캔버스]]에 그렸어요.,canvas,You use it as a painting surface.,그림을 그리는 표면이에요.
He ___ the bottle before drinking.,그는 마시기 전에 병의 [[뚜껑]]을 씌워요.,cap,It means to put a cover on something.,이 단어는 뭔가 위를 덮을 때 사용하는 행동을 말해요.
They will ___ the price.,그들이 가격을 [[한도]] 정해요.,cap,It means to decide the highest amount of money.,비용의 최고 금액을 정하는 뜻이에요.
He put the ___ on his bottle.,그는 병에 [[뚜껑]]을 닫았어요.,cap,It is placed on a bottle to keep it closed.,병을 닫아 내용물이 새지 않게 해요.
He wore a ___ on his head.,그는 머리 위에 있는 [[모자]]를 썼어요.,cap,You wear it on your head to protect from the sun.,햇빛을 막기 위해 머리에 써요.
I visited the ______ last year.,나는 [[수도]]를 방문했어요.,capital city,It is the main city where the government works.,정부가 있는 가장 중요한 도시예요.
The photographer will ___ the scene.,사진사는 장면을 [[사로잡다]]했어요.,capture,It means to make someone very interested.,누군가를 매우 흥미롭게 만들어요.
Police ___ the criminal.,경찰이 범인을 [[붙잡]]았어요.,capture,It means to take someone as a prisoner.,누군가를 억지로 잡는 뜻이에요.
They tried to ____ the moment.,그들은 순간을 [[포착]]했어요.,capture,What do you do when you want to save a beautiful scene?,아름다운 장면을 저장하고 싶을 때 어떻게 해요?
I drive a ___.,나는 [[차]]를 운전해요.,car,You use it to go places.,이동할 때 타요.
The driver uses a ___.,운전자가 [[자동차 경적]]을 사용해요.,car horn,It is a sound used by drivers to warn others.,운전자들이 다른 사람들에게 경고할 때 내는 소리예요.
She plays a ___ with friends.,그녀는 친구와 함께 [[카드]] 놀이를 해요.,card,It is used in playing games.,게임할 때 사용돼요.
She sends a ___ for celebration.,그녀는 축하를 위해 [[축하카드]] 보냈어요.,card,You send this to celebrate special moments.,특별한 때에 이것을 보내요.
He must ___ his sister.,그는 여동생을 [[돌보다]] 한다.,care,You look after someone in need.,도움이 필요한 사람을 돌보는 거예요.
They ___ about his feelings.,그들은 그의 감정을 [[신경 쓰다]]요.,care,How do you show concern for a friend?,친구에게 관심을 보이는 방법은 무엇일까요?
She gives ___ to her child.,그녀는 아이에게 [[배려]]를 보여줘요.,care,It means showing attention with kindness.,다정하게 관심을 가지는 것을 말해요.
She gives ___ to her baby.,그녀는 아기에게 [[주의]]를 줘요.,care,You do this when you look after someone.,누군가를 돌볼 때 하는 행동이에요.
We need ___ for others.,우리들은 타인을 위한 [[돌봄]]이 필요해요.,care,It means to look after someone.,누군가를 아끼며 돌보는 것을 말해요.
I ___ my friends.,나는 친구들에게 [[관심]] 있어요.,care about,You show interest in someone or something.,누군가 또는 무언가에 관심을 보일 때 사용해요.
Do you ___ your family?,너는 네 가족을 [[걱정]]하니?,care about,How do you show someone is important?,누군가가 소중할 때 어떻게 표현하나요?
I ___ my parents every day.,나는 부모님을 [[신경 쓰]] 매일.,care about,It means you show care and worry for others.,누군가를 소중하게 여기고 걱정하는 뜻이에요.
I ___ my dog daily.,나는 매일 강아지를 [[돌보다]]요.,care for,It means to look after someone with love.,누군가를 사랑으로 챙기는 뜻이에요.
I ___ my sister every day.,나는 매일 내 여동생을 [[좋아하다]].,care for,You do this when you like someone a lot.,누군가를 많이 좋아할 때 하는 행동이에요.
Be ___ when crossing the road.,길을 건널 때 [[주의 깊은]] 행동하세요.,careful,When you avoid risks and stay safe.,위험을 피하고 안전하게 행동할 때 사용해요.
She paints ______ every detail.,그녀는 모든 부분을 [[주의 깊게]] 그려요.,carefully,It means doing something with great care.,많은 주의를 기울여 일을 하는 것을 말해요.
He drove ___ on the highway.,그는 고속도로에서 [[조심스럽게]] 운전했어요.,carefully,"This word describes doing tasks in a safe, cautious way.",이 단어는 안전하고 신중하게 행동하는 방법을 말해요.
He drove the car ____. ,그는 차를 [[정성스럽게]] 몰았어요.,carefully,When you do a task with caution and attention.,일을 할 때 주의 깊게 하는 방식과 비슷해요.
The driver was ______ at the wheel.,그 운전자는 운전할 때 [[부주의]]해요.,careless,It describes someone who does not pay attention and may make mistakes.,세부 사항에 신경 쓰지 않아 실수를 할 수 있어요.
The artist drew a ______.,화가는 [[풍자만화]]를 그렸어요.,caricature,This is a drawing that makes people look funny.,사람들을 웃기게 보이도록 그린 그림이에요.
They enjoyed the ___ at the fair.,그들은 [[카니발]]에 갔어요.,carnival,It is a fun event with rides and parades.,놀이기구와 행렬이 있는 즐거운 축제예요.
He tends to ___ over small issues.,그는 사소한 문제들에 대해 [[트집]]잡아요.,carp,"When someone is unhappy, they complain about little things.",작은 일에 불평할 때 쓰는 단어예요.
The ___ swims in the pond.,연못에서 [[잉어]]가 헤엄쳐요.,carp,It is a type of fish seen in ponds.,연못에서 볼 수 있는 물고기예요.
She eats ___ every day.,그녀는 매일 [[당근]]을 먹어요.,carrot,It is an orange vegetable that bunnies love.,토끼들이 좋아하는 주황색 야채예요.
They ___ a box to the truck.,그들은 상자를 트럭으로 [[나르]]했어요.,carry,You move something from one place to another.,어떤 것을 한 곳에서 다른 곳으로 옮겨요.
She ___ her thoughts well.,그녀는 자신의 [[표현]]을 잘 보여줘요.,carry,It means to show your ideas or feelings.,너의 생각이나 감정을 보여주는 것을 의미해요.
The shop ___ new clothes.,가게는 새 옷을 [[팔다]].,carry,What does a store do when it offers items for sale?,가게가 물건을 고객에게 제공할 때 뭐라고 하나요?
I ___ my bag.,나는 내 가방을 [[들다]].,carry,It is used when you move something from one place to another.,어떤 물건을 한 곳에서 다른 곳으로 옮길 때 쓰는 말이에요.
I ___ books to school.,나는 책을 [[가지고 다니]]어요.,carry,You take something from one place to another.,물건을 한 곳에서 다른 곳으로 옮길 때 쓰는 단어예요.
They will ___ the project.,그들은 프로젝트를 [[실행]]해요.,carry out,It means to do something that is planned.,계획한 일을 직접 할 때 쓰는 말이에요.
He felt ___ in the car.,그는 차에서 [[차멀미]] 했어요.,carsick,"When riding in a car, you feel sick.",자동차를 탈 때 몸이 안 좋아요.
He enjoys a funny ___.,그는 재밌는 [[만화]]를 봐요.,cartoon,It is a funny picture seen on TV or in books.,TV나 책에서 볼 수 있는 재미있는 그림이에요.
The lawyer won the ___.,변호사는 그 [[소송]]에서 승리했어요.,case,It describes a legal trial or dispute in court.,법정에서 변호사와 판사가 문제를 논의하는 상황이에요.
He kept his toy in a ___.,그는 장난감을 [[상자]]에 넣었어요.,case,It is a container to keep your things safe.,물건들을 안전하게 보관하는 용기예요.
This ___ is a good example.,이것은 좋은 [[경우]]예요.,case,It shows one situation.,하나의 상황을 보여줘요.
The lawyer won the ___.,변호사는 그 [[사건]]에서 승소했어요.,case,It is a legal matter a lawyer works on.,변호사가 맡는 법적 문제에요.
Farmers harvest ___ for food.,농부들은 음식을 위해 [[카사바]]를 수확해요.,cassava,This root crop grows in warm places.,따뜻한 곳에서 재배되는 뿌리 채소예요.
He wore a ___ shirt.,그는 [[격식 없는]] 셔츠를 입었어요.,casual,"It is used for everyday style, not formal.","일상적인 스타일에 쓰여요, 격식을 차리지 않아요."
He wore ___ clothes yesterday.,그는 어제 [[평소에]] 옷을 입었어요.,casual,"It is used to describe a relaxed, informal style.",격식을 차리지 않고 편안한 스타일을 나타내요.
The ___ sits on the chair.,의자에 [[고양이]]가 앉아 있어요.,cat,It is a small pet that purrs.,부드러운 소리를 내는 작은 애완동물이에요.
He may ___ a cold.,그는 감기에 [[걸리]] 수 있어요.,catch,Being near sick people can make you ill.,아픈 사람이 있으면 아플 수 있어요.
I did not ___ what you said.,나는 네 말을 [[이해]]하지 못했어요.,catch,It means to understand when someone speaks.,"누군가 말할 때, 그 말을 이해하는 것을 뜻해요."
They will ___ the train.,그들은 기차를 [[타]]요.,catch,You do this when you want to ride a bus or train.,버스나 기차를 타고 싶을 때 하는 행동이에요.
I try to ___ the ball.,나는 공을 [[잡]]으려고 해요.,catch,It means to grab something quickly before it falls.,무언가가 떨어지기 전에 빨리 잡는 것을 말해요.
That song can ___ your attention.,그 노래는 당신의 관심을 [[끌]]어요.,catch,"Something that grabs your attention, like a fun toy.",재미있는 장난감처럼 사람들의 시선을 사로잡아요.
The fisherman's ___ was amazing.,어부의 [[잡은 것]]이 놀라웠어요.,catch,It is what you get when you fish.,낚시할 때 얻는 것이에요.
You can ____ in winter.,너는 겨울에 [[감기에 걸리다]].,catch a cold,"Sometimes in winter, you feel unwell with a runny nose.",겨울에 코가 흐리고 몸이 안 좋아질 때 사용하는 표현이에요.
The red poster can ___.,빨간 포스터가 [[시선을 끌다]].,catch one's eye,This phrase means to attract someone's attention.,누군가의 시선을 끌다는 뜻이에요.
The ___ caught the ball.,야구 경기에서 [[포수]]가 공을 잡았어요.,catcher,He stands behind the batter to catch the ball.,야구에서 타자 뒤에 서서 공을 받는 사람이에요.
The bats live in a ___.,박쥐들은 [[동굴]]에 살아요.,cave,It is a dark hole in the ground.,어두운 땅속 구멍이에요.
We ___ your birthday every year.,우리는 매년 생일을 [[기념]]해요.,celebrate,You have a party to mark an event.,행사를 기념하기 위해 파티를 열어요.
They ___ every special day.,그들은 모든 특별한 날을 [[축하]]해요.,celebrate,You throw a party when something good happens.,무언가 좋은 일이 있을 때 파티를 열어요.
A ___ was seen on camera.,카메라에 [[유명인]] 나왔어요.,celebrity,This person is famous and admired by many.,많은 사람들이 좋아하는 사람이에요.
The prisoner is in the ___.,죄수는 [[감옥]]에 있어요.,cell,It is a small room where a prisoner stays.,죄수가 머무는 작은 방이에요.
A ___ is the basic unit of life.,하나의 [[세포]]는 생명의 기본 단위에요.,cell,It is the smallest part of a living thing.,살아있는 것을 만드는 가장 작은 부분이에요.
I talk on my ___.,나는 [[휴대전화]]로 이야기해요.,cell phone,You use this to call and text.,전화하고 문자를 보내는데 사용해요.
I left my ______ at home.,나는 집에 [[휴대전화]]를 두고 왔어요.,cellphone,You use this to call and text someone.,이걸로 전화하고 문자해요.
I use my ______ every day.,나는 매일 [[휴대전화]] 사용해요.,cellphone,You use it to call and text.,전화와 문자를 보내는 데 사용해요.
Stand in the ___ of the room.,방의 [[중앙]]에 서세요.,center,It is the middle of something.,어떤 것의 가운데에 있어요.
We met at the ___.,우리는 [[회관]]에서 만났어요.,center,It is a place where people gather.,사람들이 모이는 곳이에요.
They visited the ___ last week.,그들은 지난주에 [[센터]]를 방문했어요.,center,It is the middle of a place.,장소의 가운데에 있어요.
The ____ area is busy.,이 지역은 [[중앙]]에 있어요.,central,It means in the middle of something.,이 단어는 가운데를 뜻해요.
They meet at the ______.,그들은 [[센터]]에서 만나요.,centre,It is a main place where people gather.,사람들이 모이는 주된 장소예요.
They attended the ___ at school.,그들은 학교에서 [[의식]]에 참석했어요.,ceremony,It is a formal event with traditions.,전통과 규칙이 있는 행사예요.
I will ___ come soon.,나는 [[확실히]] 곧 올 거예요.,certainly,You use this word when you want to show you are sure about something.,어떤 일이 틀림없다고 말하고 싶을 때 사용해요.
She will ___ come soon.,그녀는 곧 [[물론]] 올 거예요.,certainly,This word shows sure agreement in a sentence.,이 단어는 확실한 동의를 나타내요.
She earned a ______ at school.,그녀는 학교에서 [[증명서]]를 받았어요.,certificate,Rearrange these letters!: A F I T C E I T E R C,다음 글자들을 재배열 해보세요!: A F I T C E I T E R C
He served _____ at lunch.,셰프가 [[세비체]]를 점심에 냈어요.,ceviche,It is a dish from Peru with fresh seafood.,페루에서 온 신선한 해산물 요리예요.
She sat on the ___.,그녀는 [[의자]]에 앉았어요.,chair,You sit on it at the table.,식탁에서 앉는 물건이에요.
The ___ leads the meeting.,회의에서 [[의장]]이 회의를 이끈다.,chair,It is the person who guides the meeting.,회의를 이끄는 사람을 뜻해요.
They will ___ the rule.,그들은 규칙에 [[이의제기]]했어요.,challenge,It means to question an idea.,어떤 생각에 반대하는 뜻이에요.
The test was a ___ for him.,시험은 그에게 [[난제]]였어요.,challenge,It is a hard task you must overcome.,극복해야 하는 어려운 일이에요.
The game was ___.,그 게임은 [[도전적인]] 이었어요.,challenging,It describes something that is hard but interesting.,어려워도 흥미로운 것을 말해요.
Our team won the ___.,우리 팀은 [[선수권 대회]]에서 우승했어요.,championship,A contest to see who wins best.,어떤 팀이 제일 좋은지 겨루는 대회예요.
She had a ___ to win.,그녀에게 [[가능성]]이 있었어요.,chance,It is an opportunity that might happen.,어떤 일이 일어날 기회예요.
She had a ___ to try.,그녀는 시도할 [[기회]]를 가졌어요.,chance,It is an opportunity to do something.,무언가를 시도할 좋은 기회예요.
I need some ___ for the bus.,버스 요금에 필요한 [[잔돈]] 있어요.,change,Coins you get back after a purchase.,물건을 사고 남은 돈을 말해요.
I got ___ from the store.,나는 가게에서 [[잔돈]]을 받았어요.,change,You receive this money back when you pay with a bill.,현금을 낸 후에 받는 돈이에요.
The caterpillar ___ a butterfly.,애벌레는 나비로 [[바꾸]]어요.,change into,It means when one thing becomes another.,한 것이 다른 것으로 변할 때 쓰는 말이에요.
Her mood is very ______.,그녀의 기분은 매우 [[변덕스러운]].,changeable,Sometimes people's moods change quickly.,사람들의 기분이 자주 바뀔 때 쓰는 말이에요.
I watch ___ on TV.,나는 TV에서 [[채널]]을 봐요.,channel,You see it on TV for different shows.,여러 TV 프로그램을 보기 위해 사용해요.
The ship sailed through the ___.,배는 [[해협]]을 건넜어요.,channel,It is a narrow water path between lands.,땅 사이에 있는 좁은 물길이에요.
She chose the ___ to express herself.,그녀는 자신의 감정을 [[수단]]으로 표현했어요.,channel,It is used to share messages.,메시지를 전달하는 데 사용해요.
Her ___ is kind.,그녀의 [[성격]]은 착해요.,character,It shows what a person is like inside.,사람의 내면 모습을 보여주는 거예요.
The book has a ___ role.,그 책은 [[등장인물]] 역할을 해요.,character,This is someone in a story.,이야기 속 사람이에요.
Press one ___ on your keyboard.,키보드에서 [[문자]]를 누르세요.,character,It is a written symbol used in words.,글자를 볼 때 보이는 작은 기호예요.
Every person has ___,모든 사람은 [[특징]]이 있어요.,character,It shows what makes a person special.,사람을 특별하게 만드는 것을 의미해요.
She donates to ___ every year.,그녀는 매년 [[자선 단체]]에 기부해요.,charity,It is an organization that helps those in need.,힘든 사람들을 도와주는 단체에요.
She donates to ___.,그녀는 [[자선]]에 기부해요.,charity,"When you give money to help others, what is it called?",돈을 주어 어려운 사람들을 도와주는 것을 말해요.
The dog ___ the cat.,개가 고양이를 [[쫓]]아요.,chase,You run after someone to catch them.,누군가를 잡으려고 뛰어가는 행동이에요.
I ___ my dream.,나는 내 꿈을 [[추구]]해요.,chase,It means to run after something quickly.,어떤 것을 빨리 따라가요.
This dress is ___.,이 드레스는 [[값싼]]이에요.,cheap,It describes something that does not cost much.,비싸지 않고 저렴한 것을 말해요.
Please ___ your homework.,숙제를 [[확인]]해 주세요.,check,You do this to see if things are right.,무언가 올바른지 확인하기 위해 하는 행동이에요.
The waiter brought the ___.,종업원이 [[계산서]]를 가져왔어요.,check,It is a paper that tells you what to pay.,얼마를 내야 하는지 알려주는 종이에요.
I used a ____ to pay.,나는 [[수표]]로 결제했어요.,check,It is a paper used instead of cash.,현금 대신 쓰는 종이예요.
Fans ___ their team.,팬들은 팀을 [[응원하다]],cheer for,"At a sports game, people clap and shout to support their team.",경기장에서 사람들이 팀을 응원하기 위해 박수치고 소리쳐요.
Please ___ when you feel blue.,"기분이 우울할 때, [[격려]]해 주세요.",cheer up,It means to help someone feel happier.,누군가를 더 행복하게 만드는 뜻이에요.
She told him to ___ today.,그녀는 그에게 [[기운이 나다]]라고 했어요.,cheer up,It means to feel less sad.,덜 슬퍼지는 것을 뜻해요.
The girl is very ______ today.,그 소녀는 오늘 매우 [[명랑한]].,cheerful,It describes someone who is always happy and smiling.,항상 행복하고 미소 짓는 사람을 설명해요.
The ___ runs very fast.,[[치타]]는 매우 빠르게 달려요.,cheetah,It is a spotted animal that runs very fast.,반점이 있는 빠른 동물이에요.
A ___ makes good food.,그는 맛있는 음식을 만드는 [[요리사]]예요.,chef,This person works in a restaurant.,이 사람은 식당에서 일해요.
The lab stores ___ in bottles.,실험실은 병에 [[화학 물질]] 보관해요.,chemical,It is a substance used in a laboratory.,실험실에서 쓰는 물질이에요.
Student studies ___ at school.,학생은 학교에서 [[화학]]을 공부해요.,chemistry,You learn about substances and changes.,물질과 변화에 대해 배우는 과목이에요.
I play ____ on weekends.,나는 주말에 [[체스]] 해요.,chess,You play this board game with kings and queens.,왕과 여왕이 있는 보드게임이에요.
Mom cooked a delicious ___ for dinner.,엄마가 저녁으로 맛있는 [[닭]]을 요리했어요.,chicken,It is a farm bird eaten for food.,음식으로 먹는 농장의 새에요.
The ___ is playing.,그 [[어린이]]가 놀고 있어요.,child,A young person who is not grown-up.,어른이 아닌 어린 사람이에요.
I add ____ in my stew.,나는 스튜에 [[칠리]] 고추를 넣어요.,chili,It makes food spicy and hot.,음식에 매운 맛을 더해요.
I add ____ to my salad.,나는 샐러드에 [[외래 고추]]를 넣어요.,chili pepper,It makes food taste spicy.,음식에 매운 맛을 더해요.
The house has a ___.,집에는 [[굴뚝]]이 있어요.,chimney,It is on the roof and smoke goes out.,집의 지붕 위에서 연기가 나와요.
The ___ works in the chimney.,그 [[굴뚝 청소부]]는 굴뚝에서 일해요.,chimney sweep,They remove soot from a house's smoke exit.,집의 연기가 나오는 곳을 깨끗하게 해요.
I study ___ in class.,나는 [[중국어]] 수업에서 공부해요.,Chinese,It is the language used in a big Asian country.,큰 아시아 나라에서 쓰이는 언어예요.
I like ___.,나는 [[초콜릿]] 좋아해요.,chocolate,It is a sweet treat made from cocoa beans.,코코아 열매로 만드는 달콤한 간식이에요.
The ___ sang during the service.,교회에서 노래한 [[성가대]]예요.,choir,They sing together in church.,교회에서 함께 노래해요.
They joined the ____.,그들은 [[합창단]]에 가입했어요.,choir,It is a group that sings songs together.,노래를 함께 부르는 사람들의 모임이에요.
They ___ a movie tonight.,그들은 오늘 밤 영화를 [[고르]]어요.,choose,You pick one option among many.,많은 것들 중에서 하나를 고르는 행동이에요.
I eat with ___ every day.,나는 매일 식사할 때 [[젓가락]]을 사용해요.,chopstick,You use these to pick up food.,이것은 음식을 집을 때 사용해요.
The song has a beautiful ____.,노래에는 아름다운 [[코러스]]가 있어요.,chorus,It is the part of a song sung by many together.,노래에서 여러 사람이 함께 부르는 부분이에요.
The group sang a beautiful ___.,단체가 아름다운 [[합창]]을 불렀어요.,chorus,It is the part in a song where everyone sings together.,노래에서 모두가 함께 부르는 부분이에요.
The car ___ the roundabout.,자동차가 도로에서 [[빙빙 돌다]].,circle,It is when something goes round and round.,뭔가가 계속해서 둥글게 움직이는 것을 말해요.
They ___ the picnic table.,그들은 피크닉 테이블을 [[둘러싸]]했어요.,circle,It means to go around something.,어떤 것을 둘러싼다는 뜻이에요.
Please ___ the correct option.,제시된 답을 [[동그라미]]해요.,circle,"When you mark the answer, you make a round shape.",답에 둥근 모양을 그려요.
She draws a ___ on paper.,그녀는 종이에 [[원]]을 그려요.,circle,It is round and has no corners.,모서리가 없는 둥근 모양이에요.
I live in a ___.,나는 [[도시]]에 살아요.,city,It is a large town.,큰 마을이에요.
Ancient ___ began long ago.,고대 [[문명]]은 오래되었어요.,civilization,"It is a society with art, science, and history.","예술, 과학, 역사가 있는 사회예요."
Sara found a ____ at shore.,사라는 바닷가에서 [[조개]]를 찾았어요.,clam,Think of a sea animal with a hard shell.,단단한 껍질을 가진 바다 동물을 생각해 보세요.
People ___ for the singer.,사람들이 가수를 위해 [[치]]했어요.,clap,You do this with your hands to show you enjoy a show.,공연이 좋을 때 손으로 이렇게 해요.
I prefer a high ______ smartphone.,나는 고급 [[등급]]의 스마트폰을 좋아해요.,class,It shows the quality or level of something.,어떤 것의 수준이나 등급을 말해요.
The ___ starts at eight.,우리 [[학급]]은 8시에 시작해요.,class,It is a group of students learning together.,학생들이 함께 배우는 모임이에요.
Society is divided by ___.,사회는 [[계급]]에 따라 나누어져 있어요.,class,It means a group of people with similar status.,비슷한 지위를 가진 사람들의 집단을 의미해요.
I go to ___ every day.,나는 매일 [[수업]]에 가요.,class,It's where you learn with others.,여러 사람과 함께 배우는 곳이에요.
She listens to ___ music.,그녀는 [[고전]] 음악을 들어요.,classical,It describes old music and art style.,오래된 음악과 예술의 스타일을 나타내요.
I enjoy ______ every day.,나는 매일 [[클래식 음악]]을 들어요.,classical music,It is calm music played by an orchestra.,오케스트라가 연주하는 차분한 음악이에요.
My ___ is in my class.,내 반의 [[동급생]]이에요.,classmate,You study with this friend at school.,학교에서 함께 공부하는 친구예요.
The children study in ___.,아이들은 [[교실]]에서 공부해요.,classroom,It is a place where you learn.,배우는 곳이에요.
Pottery is made from ___.,도예가들이 [[점토]]로 그릇을 만들어요.,clay,Potters use this to make pots.,도예가들이 이것을 사용해 그릇을 만들어요.
Her heart is ___.,그녀의 마음은 [[순수]]해요.,clean,Used to describe a pure heart.,마음이 순수할 때 쓰는 말이에요.
The room is ___.,방은 [[깨끗]]해요.,clean,It means not dirty.,더럽지 않다는 뜻이에요.
They ___ the room.,그들은 방을 [[청소]]했어요.,clean up,You do this to make things tidy.,물건들을 깔끔하게 만들 때 하는 행동이에요.
He ___ the hurdle.,그는 장애물을 [[뛰어넘다]]했어요.,clear,You use this word when you jump over an obstacle.,장애물을 뛰어넘을 때 쓰는 단어예요.
She will ___ the table.,그녀는 테이블을 [[치우]]어요.,clear,It means to remove things from a place.,어떤 곳에서 물건을 제거하는 것을 뜻해요.
