fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
They won the ______ last night.,그들은 어제 [[토너먼트]]에서 이겼어요.,tournament,It is a sports contest where teams compete.,팀들이 경쟁하는 스포츠 경기예요.
I live in a ___.,나는 [[마을]]에 살아요.,town,It is a small place with many houses.,많은 집이 있는 작은 곳이에요.
They ___ the suspect quickly.,그들은 용의자를 [[추적]]했어요.,track,You follow someone to know where they go.,어디로 가는지 알기 위해 따라가요.
I see a ___ on the road.,나는 도로에서 [[자국]]을 봤어요.,track,Something that passed leaves a mark.,지나간 물건이 남긴 흔적을 뜻해요.
The runner ran on the ___.,운동선수는 [[길]]에서 달렸어요.,track,It is a course for running races.,운동 경기에서 달리기 하는 곳이에요.
The train is on the ______.,기차는 [[선로]] 위에 있어요.,track,It is the line where trains move.,기차가 달리는 길이에요.
The car drives on the _____.,자동차는 [[경주로]]를 따라 달려요.,track,Rearrange these letters!: C T K A R,다음 글자들을 재배열 해보세요!: C T K A R
The ___ sells goods daily.,그는 가게에서 [[상인]]에요.,trader,This person buys and sells things.,이 사람은 물건을 사고 팔아요.
She likes ___ food.,그녀는 [[전통적인]] 음식을 좋아해요.,traditional,It is about old customs.,오래된 풍습과 관련되어 있어요.
The ___ is red now.,지금 [[신호등]]이 빨갛아요.,traffic light,You see this on streets for stopping cars.,이것은 길에서 차가 멈추게 도와줘요.
The play became a ___.,연극은 [[비극]]이 되었어요.,tragedy,It describes a story ending with great sadness.,이야기가 매우 슬프게 끝날 때 사용해요.
She ___ her skirt.,그녀는 치마를 [[질질]] 끌어요.,trail,It is used when your clothes drag on the ground.,옷이 바닥에 끌릴 때 쓰는 말이에요.
They walked on the ___.,그들은 [[오솔길]]을 걸었어요.,trail,It is a way to walk in nature.,자연에서 걸을 수 있는 길이에요.
The dog followed the ___.,개는 [[흔적]]을 따라갔어요.,trail,It is a mark left behind by someone.,누군가 지나간 후 땅에 남은 자국이에요.
They followed the ___ in the forest.,그들은 숲 속에서 [[코스]]를 따라갔어요.,trail,It is a path you follow on a walk.,걷기 위해 따르는 길이에요.
Coaches ___ players daily.,코치는 선수들을 매일 [[훈련]]시켰어요.,train,You help someone improve through practice.,연습을 통해 누군가를 향상시키는 것을 말해요.
I ___ every morning.,나는 매일 아침 [[훈련]]해요.,train,You practice to improve your skills.,기술을 나아지게 하기 위해 연습해요.
I ride the ______ to work.,나는 출근할 때 [[열차]]를 이용해요.,train,You ride it on tracks.,궤도 위를 달리는 탈것이에요.
The ___ teaches dogs new tricks.,그 [[훈련사]]가 강아지를 가르쳐요.,trainer,This person helps animals learn new things.,동물들에게 새 것을 가르치는 사람이에요.
Please ___ this sentence.,이 문장을 [[번역]]해 주세요.,translate,You change words from one language to another.,한 언어에서 다른 언어로 바꾸어요.
Please ___ this text.,제발 이 글을 [[바꾸다]]요.,translate,It means to change words into another language.,다른 언어로 단어들을 바꾸는 것을 의미해요.
I need ___ for my book.,나는 내 책을 위해 [[번역]]이 필요해요.,translation,It means changing words from one language to another.,한 언어의 단어를 다른 언어로 바꾸는 것을 말해요.
I put the ___ outside.,나는 [[쓰레기]] 밖에 버렸어요.,trash,You throw it away when cleaning.,청소할 때 버리는 물건이에요.
I bought a ___ for trash.,나는 [[쓰레기봉투]]를 샀어요.,trash bag,You use it to carry waste outside.,밖에 쓰레기를 버릴 때 사용하는 물건이에요.
Please throw paper in the ____.,종이를 [[쓰레기통]]에 버리세요.,trash bin,It is a container for waste.,쓰레기를 담는 상자예요.
They ___ to the park.,그들은 공원으로 [[이동]]했어요.,travel,You go from one place to another on a journey.,한 곳에서 다른 곳으로 갈 때 쓰는 단어예요.
I ___ my family.,나는 가족을 [[소중히 여기]]어요.,treasure,You care for something and keep it safe.,뭔가를 아주 소중히 여기고 지키는 것을 말해요.
We ___ our time.,우리는 우리의 시간을 [[간직]]해요.,treasure,You take care of something very special.,특별한 것을 소중히 여기는 거예요.
She found a ___ in the cave.,그녀는 동굴에서 [[보물]]을 찾았어요.,treasure,It is a precious item that people often seek.,사람들이 자주 찾는 귀중한 물건이에요.
The doctor gave ___ to patients.,의사는 환자에게 [[치료]]를 제공했어요.,treatment,You receive it at a hospital to recover.,병원에서 회복을 돕기 위해 받는 것입니다.
He got excellent ____ at the spa.,그는 스파에서 훌륭한 [[대우]]를 받았어요.,treatment,It refers to the care or service given to you.,받은 케어나 서비스를 의미해요.
The ___ is in the park.,공원에 [[나무]]가 있어요.,tree,It is a plant with a trunk and branches.,줄기와 가지가 있는 식물이예요.
Fashion ___ changes every season.,패션 [[경향]]은 매 시즌 바뀌어요.,trend,It shows a change in style or behavior.,스타일이나 행동에서 변화를 보여요.
Her style is ___.,그녀의 스타일은 [[최신 유행]]이에요.,trendy,It means very fashionable.,아주 멋지고 유행을 따르는 것을 말해요.
They use ______ to learn.,그들은 배우기 위해 [[시행착오]]를 사용해요.,trial and error,You try different ways until you succeed.,성공할 때까지 여러 방법을 시도해보세요.
A ___ is a small community.,___는 작은 [[부족]]예요.,tribe,It is a group of people with common traditions.,같은 전통을 가진 사람들의 모임이에요.
A ___ shares traditions and customs.,한 [[집단]]은 전통과 관습을 공유해요.,tribe,This word means a group of people with common customs.,이 단어는 같은 전통과 관습을 가진 사람들 모임을 뜻해요.
There are a ___ stars.,하늘에는 [[1조]] 개의 별이 있어요.,trillion,"It is a very big number, more than billions.",수십억보다 훨씬 큰 숫자예요.
He might ___ on the stairs.,그는 계단에서 [[발을 걸어 넘어뜨리다]]할 수 있어요.,trip,You might fall if you catch your foot unexpectedly.,발이 걸려 넘어질 때 생기는 일이에요.
We went on a ___.,우리는 [[여행]]을 갔어요.,trip,It's a short journey for fun.,재미있게 다니는 짧은 이동이에요.
He can ___ his shoelace.,그는 신발끈에 [[걸려 넘어지다]].,trip over,It means to fall when your foot hits something.,발이 무언가에 걸려 넘어질 때 쓰는 말이에요.
The winner held a ___.,우승자는 [[트로피]]를 받았어요.,trophy,It is a prize you get for winning a contest.,대회에서 이기면 받는 상이에요.
This statement is ____.,이 문장은 [[진실]]예요.,true,It means not fake; it is honest.,거짓이 아니라 정직하다는 뜻이에요.
Can you ___ these shoes?,이 신발을 [[입어보다]] 수 있어요?,try,You do this to see if the clothes look good on you.,옷이 예뻐 보이는지 확인하려고 하는 행동이에요.
I want to ___ new food.,나는 새로운 음식을 [[해보다]]고 싶어요.,try,"When you want to check if food is tasty, you do this.",음식이 맛있는지 알아보기 위해 이 행동을 해요.
They will ___ tomorrow.,그들은 내일 [[시도]]할 거예요.,try,This means to make an effort or attempt something.,노력해서 해보는 것을 뜻해요.
She will ___ a dress.,그녀는 드레스를 [[입어 보다]] 해요.,try on,You wear clothes to see if they fit.,옷이 잘 맞는지 확인하기 위해 입어 보는 행동이에요.
They held a ___ for the team.,그들은 팀을 위한 [[선발 심사]]를 했어요.,tryout,It is when people show their skills to get selected.,사람들이 선발되기 위해 실력을 보여주는 기회예요.
I take the ___ to work.,나는 매일 [[지하철]]을 타요.,tube,Used in London for underground travel.,런던에서 지하로 다닐 때 이용해요.
Water flows through the ___.,물이 [[관]]을 통해 흐르고 있어요.,tube,"It is a long, hollow cylinder for liquids.",액체가 지나가는 길쭉한 통이에요.
I saw a ___ in spring.,나는 봄에 [[튤립]]을 봤어요.,tulip,This is a pretty flower seen in gardens.,정원에서 볼 수 있는 예쁜 꽃이에요.
A ___ is on the farm.,농장에 있는 [[칠면조]]가 있어요.,turkey,It is a bird eaten on special days.,특별한 날에 먹는 새예요.
I speak ___ with my friends.,나는 친구들과 [[터키어]]로 말해요.,Turkish,This is spoken in a country with two continents.,두 대륙에 걸친 나라에서 쓰는 언어예요.
I drink ______ coffee.,나는 [[터키의]] 커피를 마셔요.,Turkish,It describes something from a country famous for its food and traditions.,이것은 음식과 전통 문화로 유명한 나라에서 온 것을 뜻해요.
Things ___ over time.,것들이 [[변]]해요.,turn,What happens when summer becomes winter?,여름이 겨울이 될 때 무슨 일이 일어나요?
Time ___ quickly.,시간이 빨리 [[지나다]]어요.,turn,Think of how time goes by slowly.,시간이 천천히 지나간다는 것을 생각해 보세요.
Please ___ left at the light.,신호에서 [[돌]] 왼쪽으로 가세요.,turn,"When you drive around a corner, you change direction.","모퉁이를 돌 때, 방향이 바뀌어요."
It is your ___ now.,지금은 네 [[차례]]예요.,turn,"When playing, it means when you are next.","게임할 때, 네가 다음 차례일 때 쓰는 말이에요."
He did ___ to see behind him.,그는 뒤를 보려고 [[돌아서]]요.,turn around,You do this when you want to see what is behind you.,뒤를 보기 위해 방향을 바꾸는 행동이에요.
She will ___ after break.,그녀는 쉬는 시간 후 [[되돌아오다]].,turn around,This is what you do when you need to go back.,다시 돌아갈 때 하는 행동이에요.
He did ___ to see behind him.,그는 뒤를 보기 위해 [[뒤돌아보다]],turn around,It means to change your direction to see behind you.,뒤를 보기 위해 몸의 방향을 바꾸는 동작이에요.
Please ___ the radio volume.,라디오 음량을 [[줄이다]] 해주세요.,turn down,What do you do when you want the sound to be quieter?,소리를 낮추고 싶을 때 어떻게 해요?
He decided to ___ the offer.,그는 제안을 [[거절]]했어요.,turn down,It means to say no to an offer in a polite way.,제안을 정중하게 거절하는 것을 의미해요.
The caterpillar ___ a butterfly.,애벌레가 [[변하다]] 나비가 돼요.,turn into,It means to change from one form to another.,한 형태에서 다른 형태로 바뀐다는 뜻이에요.
They ___ the TV tonight.,그들은 오늘밤 텔레비전을 [[끄다]]요.,turn off,"When you want to stop a machine or light, you do this.",기계를 작동하지 않게 할 때 쓰는 표현이에요.
Please ___ the TV.,티비를 [[켜다]] 주세요.,turn on,You press a button to make it start.,버튼을 눌러서 작동시키는 거예요.
She ______ the firework in awe.,그녀는 불꽃놀이에 [[눈길을 돌리다]].,turn one's eyes to,You look at something with attention.,어떤 것에 관심을 가지고 바라봐요.
Please ___ the lights before dinner.,저녁 전에 불을 [[끄다]]세요.,turn out,"When you want to stop a device, you do this.",기구나 불을 끌 때 쓰는 말이에요.
The cake ___ tasty.,케이크가 [[드러난]] 맛이에요.,turn out,It describes the final result you see.,결과가 어떻게 되는지 볼 때 쓰는 말이에요.
It will ___ very nice.,결과가 [[나타나다]] 아주 좋을 거예요.,turn out,It shows the final result of something.,어떤 일의 마지막 결과를 보여줘요.
It will ___ in the end.,"모든 일이 결국 [[나타나다,밝혀지다]].",turn out,It shows the final result of something.,어떤 일이 마지막에 어떻게 되는지 알려줘요.
The day will ___ fine.,하루가 [[되]]어 좋아질 거예요.,turn out,It means to end in a particular way.,어떤 결과로 마무리되는 것을 의미해요.
Can you ___ the page?,페이지를 [[뒤집]]어 보세요.,turn over,You move the object so that the other side faces up.,물건의 다른 면이 보이도록 위치를 바꾸는 행동이에요.
Please ___ the paper.,제발 [[넘겨주다]] 종이를 주세요.,turn over,It means to give something to someone.,누군가에게 무엇인가를 주는 것을 뜻해요.
This event is a ___ in life.,이 사건은 인생의 [[전환점]]예요.,turning point,A moment when things change.,사물이 바뀌는 순간이에요.
A ___ is slow.,이 [[거북]]은 느려요.,turtle,It has a hard shell and moves very slowly.,단단한 껍질이 있고 아주 천천히 움직여요.
I ___ on the computer.,나는 컴퓨터로 [[입력]]해요.,type,You use this action to write on a computer.,컴퓨터에 글자를 입력할 때 쓰는 행동이에요.
What ___ of fruit do you want?,어떤 [[유형]]의 과일을 원해요.,type,It means a kind or category.,종류나 항목을 말해요.
She chose a ___ for her book.,그녀는 책에 [[활자]]를 선택했어요.,type,It is used in printing texts.,글자를 인쇄할 때 사용해요.
We value ___ in our team.,우리는 우리 팀에서 [[공유 정신]]을 소중히 여겨요.,ubuntu,This word describes a spirit of helping and sharing.,이 단어는 서로 도와주고 나누는 마음을 말해요.
The car is ___.,자동차는 [[못생긴]].,ugly,It describes something that is not pretty.,예쁘지 않은 것을 말해요.
The doll looks ___.,인형은 [[볼품없는]]이에요.,ugly,It means not nice to look at.,보기 좋지 않은 뜻이에요.
He strums a ___ for fun.,그는 즐겁게 [[우쿨렐레]]를 연주해요.,ukulele,This is a small string instrument played with fingers.,손가락으로 켜는 작은 현악기예요.
I use ___ in the rain.,나는 비오는 날에 [[우산]]을 써요.,umbrella,It keeps you dry when it rains.,비 올 때 젖지 않도록 해줘요.
The movie was ___ enjoyable.,영화가 [[믿을 수 없을 정도로]] 즐거웠어요.,unbelievably,Use this word to show something is very extreme.,무언가가 매우 극단적일 때 쓰는 단어예요.
The future is ___ about weather.,미래는 날씨에 대해 [[불확실]]해요.,uncertain,It means you are not sure about something.,어떤 상황이 확실하지 않을 때 쓰는 말이에요.
My ___ came today.,내 [[삼촌]]이 오늘 왔어요.,uncle,He is the brother of your parent.,부모님의 형제예요!
Her statement was ___.,그녀의 말은 [[불확실한]].,unclear,When something is not easy to understand.,어떤 것이 명확하지 않을 때를 말해요.
I feel ___ in this seat.,나는 이 좌석이 [[불편한]]다고 느껴요.,uncomfortable,It describes a feeling of not being at ease.,편안하지 않은 기분을 나타내요.
The sofa feels ______.,소파는 [[불안정한]] 느낌이에요.,uncomfortable,You feel not relaxed on a hard seat.,딱딱한 의자에 앉으면 편하지 않아요.
The cat is ___ the table.,고양이는 테이블 [[아래에]] 있어요.,under,It shows that one thing is lower than another.,하나의 사물이 다른 것보다 낮은 위치에 있을 때 써요.
The cat hid ___ the table.,고양이가 탁자 [[밑에]] 숨어있었어요.,under,It shows something below another.,어떤 것이 다른 것보다 아래에 있음을 나타내요.
I wear ___ at home.,나는 집에서 [[속옷]]을 입어요.,underpants,You wear these under your clothes every day.,매일 옷 안에 입는 것을 말해요.
I ___ the lesson.,나는 수업을 [[이해]]했어요.,understand,How do you show that you get the meaning of a text?,글의 뜻이 머릿속에 있을 때 하는 행동이에요.
The diver swims ___.,잠수부는 [[물속의]] 수영해요.,underwater,It describes something located below the water.,물보다 아래에 있는 상태를 설명해요.
"___, the game was lost.","[[불행하게도]], 경기가 졌어요.",unfortunately,"When things go wrong, this word is used.","일이 잘 되지 않았을 때, 이 말을 써요."
The teacher was ______ in class.,교사는 수업에서 [[비우호적인]] 태도를 보였어요.,unfriendly,It describes someone who is not kind or welcoming.,친절하지 않고 다가가기 어려운 사람을 말해요.
This food is ___.,이 음식은 [[건강하지 못한]].,unhealthy,It means not good for your body.,몸에 좋지 않은 것을 말해요.
This food is ______.,이 음식은 [[건강하지 못한]] 이에요.,unhealthy,It describes something that is not good for your body.,몸에 좋지 않은 상태를 말해요.
This flower is ___ in beauty.,이 꽃은 [[독특한]] 아름다워요.,unique,It means there is nothing else like it.,다른 것과 같지 않다는 뜻이에요.
My drawing is ___.,내 그림은 [[유일한]]예요.,unique,It means there is only one like it.,하나밖에 없는 것을 뜻해요.
This rule is ___.,이 법칙은 [[보편적인]].,universal,It works for everyone.,이것은 모든 사람에게 해당돼요.
This idea is ______ for everyone.,이 아이디어는 [[우주적인]] 모든 사람을 위한 거예요.,universal,It means something that applies to everything.,이것은 모든 것에 해당되는 뜻이에요.
The ___ contains every star and planet.,모든 것이 있는 [[우주]]는 넓어요.,universe,It is all of space and everything in it.,별과 행성 등 모든 것을 포함한 공간이에요.
The result is ____.,결과는 [[알려지지 않은]]이에요.,unknown,It describes something not familiar to people.,사람들에게 익숙하지 않은 것을 말해요.
His toy is ____ her toy.,그의 장난감은 [[같지 않은]] 그녀의 장난감이에요.,unlike,It shows when two things are different.,두 가지가 다를 때 사용해요.
"___ his sister, he loves sports.","그의 언니와 [[달리]], 그는 스포츠를 좋아해요.",unlike,It is used to show a difference between things.,두 가지를 비교할 때 쓰이는 말이에요.
She will ___ the phone cord.,그녀는 핸드폰 선의 [[플러그]]를 뺐어요.,unplug,You take the plug out of the socket.,벽에서 플러그를 빼는 행동이에요.
The building is ___ in the storm.,건물은 폭풍 속에서 [[불안정]]해요.,unstable,It means something that is not steady and can fall.,어떤 것이 안정적이지 않아 쉽게 넘어질 수 있어요.
This rumor is ___.,이 소문은 [[진실이 아닌]].,untrue,It describes something that is not based on facts.,사실에 기반하지 않은 것을 설명해요.
This flower is ___.,이 꽃은 [[특이한]]이에요.,unusual,It means not common or ordinary.,흔하거나 보통이 아닌 것을 뜻해요.
The balloon went __ in the air.,풍선이 공중으로 [[위로]] 날아갔어요.,up,It means moving to a higher place.,어떤 것이 높은 곳으로 갈 때 사용하는 말이에요.
The prices go ___.,가격은 [[기복]]이에요.,up and down,It means moving upward then downward.,위로 갔다가 아래로 가는 것을 말해요.
The elevator goes ___.,엘리베이터는 [[위 아래로]] 움직여요.,up and down,It describes a movement that goes one way and then the other.,한쪽으로 갔다가 다른쪽으로 오는 움직임을 말해요.
I love ______ old items.,나는 [[재활용]]한 물건들을 사랑해요.,upcycling,It means reusing old things to make something new.,낡은 물건으로 새 물건을 만들어요.
I will ___ my phone.,나는 내 핸드폰을 [[개선]]할 거예요.,upgrade,This means to make something better.,어떤 것을 더 좋게 만드는 것을 말해요.
I will ___ the photo today.,나는 오늘 사진을 [[업로드]]할 거예요.,upload,You put pictures or files on a website.,사진이나 파일을 웹사이트에 올려요.
Everyone faces ___ in life.,"모든 사람은 인생에서 [[기복,부침]]을 겪어요.",ups and downs,It describes life's good and bad times.,인생에서 좋은 때와 힘든 때를 말해요.
They live ___ in this building.,그들은 이 건물의 [[위층]]에 살아요.,upstairs,It means on a higher floor of a house.,집의 위쪽 층에 있어요.
The balloon floated _______.,풍선이 [[위쪽으로]] 떠올랐어요.,upwards,It has 7 letters!,7글자예요!
She left ___ for work.,그녀는 [[급하게]] 일하러 나갔어요.,urgently,"If you are in a rush, you do it this way.",서두를 때 이렇게 해요.
Read the ___ for instructions.,책에서 [[용법]]을 배워요.,usage,It tells you the way to use a word.,단어를 사용하는 방법을 알려줘요.
The ___ of electricity is high.,전기의 [[사용]]량이 높아요.,usage,It shows how much something is used.,어떤 것이 얼마나 사용되는지 보여줘요.
Find the _____ of this tool.,이 도구의 [[용도]]는 간단해요.,use,It shows the purpose or function of something.,어떤 것의 쓰임새나 목적을 나타내요.
They will ___ the supplies tonight.,그들은 오늘 밤 물품을 [[다 써버리다]].,use up,It means to finish all of something.,모든 것을 다 쓰는 것을 말해요.
I ___ ride a bike.,나는 자전거를 [[타곤 했다]].,used to,It shows a habit you had in the past.,예전에 자주 하던 일을 나타내요.
This tool is ___.,이 도구는 [[쓸모 있는]]예요.,useful,It means something that helps people.,이 단어는 사람들이 도움을 받을 수 있는 것을 뜻해요.
This tool is ______.,이 도구는 [[쓸모없는]].,useless,It is not helpful or practical.,도움이 되지 않아요.
My ___ breakfast is healthy.,나의 [[평소의]] 아침식사는 건강해요.,usual,It describes something normal or ordinary.,보통 또는 평범한 상태를 말해요.
She ___ eats lunch at noon.,그녀는 [[보통]] 정오에 점심을 먹어요.,usually,It shows how often something is done.,어떤 일이 얼마나 자주 일어나는지 알려줘요.
I ___ go to school.,나는 [[보통]] 학교에 가요.,usually,It means most events happen in this way.,대부분 이런 식으로 일어난다는 뜻이에요.
We enjoyed a ___ in summer.,우리는 여름에 [[휴가]]를 즐겼어요.,vacation,You take time off to relax and have fun.,일에서 벗어나 쉬고 즐거운 시간을 보내요.
We go on ___ every summer.,우리는 매년 [[방학]]을 즐겨요.,vacation,It starts with 'v'!,v로 시작하는 단어예요!
This ring is ___.,이 반지는 [[귀중한]] 거예요.,valuable,It means something is expensive and important.,비싸고 소중한 것을 말해요.
She is a ___ person.,그녀는 [[소중한]] 사람이에요.,valued,This word describes someone or something you care a lot about.,이 단어는 당신이 많이 아끼는 사람이나 사물을 나타내요.
The red ____ holds fresh flowers.,빨간 [[꽃병]]가 신선한 꽃을 담고 있어요.,vase,You use this to hold cut flowers.,이것은 꽃을 담는 용기예요.
The ocean is ___.,바다는 [[광대한]]이에요.,vast,It describes something very large and open.,아주 크고 넓은 것을 설명해요.
I ate a ___ for lunch.,"나는 점심에 [[채소,야채]]를 먹었어요.",vegetable,It is a food that comes from a plant.,식물에서 자라는 음식이에요.
She is ___ happy.,그녀는 [[매우]] 행복해요.,very,This word makes adjectives stronger.,이 단어는 형용사를 더 강하게 만들어요.
She is ___ happy.,그녀는 [[바로 그]] 행복해요.,very,It makes adjectives stronger.,이 단어는 형용사를 더 강하게 만들어요.
Phones ___ when they ring.,전화기는 [[진동]]해요.,vibrate,It shakes quickly with small movements.,작은 흔들림과 함께 빠르게 움직여요.
They celebrated ___ at the game.,그들은 경기에서 [[승리]]를 축하했어요.,victory,It means winning a contest.,경기에서 이기는 것을 말해요.
I watched a ___ yesterday.,저는 어제 [[동영상]]을 봤어요.,video clip,It is a short moving picture.,짧은 움직이는 영상이에요.
They will ___ the event.,그들은 행사를 [[녹화하다]]했어요.,video-record,You use a camera to film an event.,카메라로 행사를 찍어요.
I like ___ food.,나는 [[베트남의]] 음식을 좋아해요.,Vietnamese,It describes things from an Asian country known for its pho.,아시아의 한 나라에서 온 것을 설명해요.
A ___ lives in a small village.,한 마을에 사는 [[마을 사람]],villager,This word describes someone living in a rural area.,이 단어는 시골에 사는 사람을 가리켜요.
I add ____ to salad.,나는 샐러드에 [[식초]]를 넣어요.,vinegar,Rearrange these letters!: G A N I V E R,다음 글자들을 재배열 해보세요!: G A N I V E R
The storm hit ___.,"폭풍이 [[격렬하게,난폭하게]] 몰아쳤어요.",violently,It describes an action done with great force.,매우 강한 힘으로 행동했음을 말해요.
The ___ performed at the show.,그 [[바이올린 연주자]]가 공연했어요.,violinist,This person plays the violin in concerts.,이 사람은 바이올린을 연주해요.
They taught a ______ class.,그들은 [[가상의]] 수업을 했어요.,virtual,"It describes something that exists in a computer world, not in real life.","실제에 존재하지 않고, 컴퓨터 안에서만 존재해요."
I saw a ___ tour online.,나는 인터넷에서 [[사실상의]] 여행을 봤어요.,virtual,"It describes something that exists on a computer, not in real life.",실제 대신 컴퓨터에서 존재하는 것을 말해요.
They ___ my house yesterday.,그들은 어제 내 집을 [[방문]]했어요.,visit,You go to a place to see someone.,어떤 사람을 만나러 그곳에 가는 뜻이예요.
The ___ lost the game.,경기에서 [[원정 팀]]이 졌어요.,visiting team,It refers to the team that plays away from home.,이 단어는 집이 아닌 곳에서 경기하는 팀을 뜻해요.
He adjusted his ___ for shade.,그는 모자에 [[챙]]을 달았어요.,visor,It is the part of a hat that blocks the sun.,햇볕을 막아주는 모자 부분이에요.
The website is ___ appealing.,웹사이트가 [[시각적으로]] 매력적이에요.,visually,"When you watch a film, you use your eyes to see details.",영화를 볼 때 눈으로 세부를 보는 방법이에요.
I learn ______ from books.,나는 책에서 [[어휘]]를 배워요.,vocabulary,These are the words you study in language class.,이것은 언어 수업에서 배우는 단어들이에요.
They ___ their opinion in class.,그들은 수업 중에 [[의견]]을 표현했어요.,voice,It means to speak out your opinion.,자신의 생각을 말할 때 쓰는 단어예요.
The singer used her ____ softly.,가수는 그녀의 [[목소리]]로 노래했어요.,voice,You use it to talk.,대화할 때 사용하는 거예요.
The lava came from the ___.,용암은 [[화산]]에서 나왔어요.,volcano,It is a mountain that erupts hot lava.,뜨거운 용암을 내뿜는 산이에요.
They play ___ at school.,그들은 학교에서 [[배구]]를 해요.,volleyball,It is a sport where you hit a ball over a net.,네트를 사이에 두고 공을 치는 스포츠예요.
She did ___ at the shelter.,그녀는 보호소에서 [[자원 봉사]]했어요.,volunteer work,You help others without pay.,돈 없이 다른 사람을 도와요.
The dog ___ its tail.,강아지가 꼬리를 [[흔들]]어요.,wag,"When a pet is happy, its tail moves side to side.",반려동물이 행복하면 꼬리가 좌우로 움직여요.
The farmer rode a ___.,농부는 [[짐마차]]를 탔어요.,wagon,It is a vehicle for carrying things.,물건을 나르는 탈것이에요.
They loaded the ___ with heavy cargo.,그들은 무거운 짐을 [[화물기차]]에 실었어요.,wagon,It is a train car that carries things.,물건을 옮기는 기차의 차예요.
I wear a belt on my ___.,나는 벨트를 [[허리]]에 매요.,waist,It is the part of your body where you wear a belt.,벨트를 매는 그 몸의 부분이에요.
I ___ for the bus.,나는 버스를 [[기다리]]어요.,wait,You stay until your turn comes.,네 차례가 올 때까지 가만히 있어요.
I ____ my friend.,나는 친구를 [[기다리다]].,wait for,You stay until someone arrives.,누군가 도착할 때까지 가만히 있어요.
Customers ___ for tickets.,고객들이 [[줄 서서 기다리다]] 티켓을 사요.,wait in line,When you join a line at a store and take turns.,가게에서 차례대로 기다릴 때 하는 행동이에요.
I ___ at 7 AM.,나는 아침 7시에 [[깨]]었어요.,wake,What do you do in the morning after sleep?,잠에서 일어난 후 아침에 하시는 행동은 무엇일까요?
I ___ every morning.,나는 매일 아침에 [[잠이 깨다]].,wake up,You stop sleeping to start your day.,잠에서 나오고 하루를 시작하는 거예요.
They ___ in the park.,그들은 공원에서 [[걷]]어요.,walk,You move on your feet to go places.,발로 이동할 때 하는 행동이에요.
I ___ to the park.,나는 공원에 [[산책]]해요.,walk,It means to move on foot.,발로 움직이는 것을 뜻해요.
I ___ my friend home.,나는 친구를 [[바래다주다]]해요.,walk,You use your legs to go somewhere.,다리를 사용해 어딘가로 가요.
I enjoyed a ___ near the lake.,나는 호수 가까이에 있는 [[산책로]]를 즐겼어요.,walk,It is a path where you stroll outside.,밖에서 천천히 걷는 길이에요.
He touched the ___.,그 남자는 [[벽]]을 만졌어요.,wall,It is a structure that divides rooms.,방을 나누는 구조물이에요.
They often ___ in the park.,그들은 공원에서 [[돌아다니다]]해요.,wander,You move around without a clear plan.,계획 없이 여기저기 움직이는 것을 말해요.
I ___ a cookie.,나는 쿠키를 [[원]]해요.,want,It is used to show you need something.,무언가를 필요로 할 때 쓰는 단어예요.
They fought in a ___.,사람들은 [[전쟁]]에서 싸웠어요.,war,It is a big fight between nations.,나라들이 서로 싸우는 큰 갈등이에요.
The room is ___.,방이 [[따뜻]]해요.,warm,It describes something not cold and comfortable.,"추운 것과 반대이며, 편안한 상태를 말해요."
They ___ before their soccer match.,그들은 [[준비]]해요.,warm up,What do you do to get your body ready before exercise?,운동 전에 몸을 준비하기 위해 무엇을 하나요?
I always ___ before jogging.,나는 조깅하기 전에 [[준비 운동]]해요.,warm up,You do these exercises to get ready for sports.,운동하기 전에 몸을 준비하는 운동이에요.
The ___ fought bravely.,그 [[용사]]가 용감하게 싸웠어요.,warrior,This person fights in battles and is very brave.,이 사람은 전투에 나가며 매우 용감해요.
I ___ my face this morning.,나는 오늘 아침에 얼굴을 [[씻]]어요.,wash,You use water to clean your body.,몸을 깨끗이 하기 위해 물을 사용해요.
I ___ my clothes.,나는 옷을 [[빨]]어요.,wash,It means to clean something using water.,물을 사용해 깨끗이 하는 거예요.
I hear the ___ of water.,나는 물에서 [[물살 가르는 소리]]를 들어요.,wash,It is a sound made by moving water.,물이 움직일 때 나는 소리예요.
I buy ___ for my skin.,나는 피부를 위해 [[세척제]]를 사요.,wash,You use this product to keep your skin fresh.,얼굴을 깨끗이 하기 위해 사용하는 제품이에요.
The flood can ___ the bridge.,홍수 때문에 다리가 [[사라지다]].,wash away,Rearrange these letters!: A W A Y W S A H,다음 글자들을 재배열 해보세요!: A W A Y W S A H
Big tides ___ small objects.,큰 파도가 작은 물건들을 [[휩쓸어]] 가요.,wash away,Rearrange these letters!: A W A Y S H W A,다음 글자들을 재배열 해보세요!: A W A Y S H W A
I ___ after dinner.,저는 저녁 후에 [[설거지]]해요.,wash the dishes,You clean cups and plates after a meal.,식사 후에 컵과 접시들을 청소해요.
Please ___ when you cross.,길을 건널 때 [[조심]]하세요.,watch,It means to be careful and alert.,항상 주변을 잘 살피게 되는 뜻이에요.
I __ TV.,나는 TV를 [[보다]].,watch,You do this when you see a movie.,영화를 볼 때 하는 행동이에요.
I ___ cartoons.,나는 만화를 [[보다]].,watch,You do this when you see a movie.,영화를 볼 때 하는 행동이에요.
