fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
The police ___ the law.,경찰은 법을 [[강요]]해요.,enforce,It means to make sure rules or laws are followed.,이것은 법이나 규칙을 지키도록 하는 행동이에요.
The house is ___.,집은 [[거대한]]이다.,enormous,It describes something very big.,너무 큰 것을 묘사해요.
The building is ___.,그 건물은 [[엄청난]]이에요.,enormous,It means very big.,아주 커요.
They ___ a school.,그들은 학교를 [[설립]]했어요.,establish,"You start something new, like a club or business.",새로운 것을 시작해요. 예를 들면 동아리나 가게와 같아요.
They want to ___ a club.,그들은 새 동아리를 [[확립]]해요.,establish,It means to start something new.,새로운 것을 시작한다는 뜻이에요.
I ___ the price of the car.,나는 차의 가격을 [[평가]]했어요.,estimate,It means to guess the price without exact calculation.,정확한 계산 없이 가격을 대략적으로 알 수 있는 거예요.
The firm will ___ its business.,회사는 사업을 [[확장]]해요.,expand,It means to make something larger.,무언가를 더 크게 만드는 거예요.
His monthly ___ is high.,그의 월간 [[비용]]이 높아요.,expense,It is the money you pay for something.,무언가를 구매할 때 내는 돈이에요.
They enjoy ___ sports.,그들은 [[극단]] 스포츠를 즐겨요.,extreme,It describes things that are very risky or unusual.,아주 위험하거나 보통과 다른 것을 설명할 때 쓰는 단어예요.
The weather is ___ hot.,날씨가 [[극도의]] 더워요.,extreme,It describes a situation that is very high in degree.,매우 높은 정도일 때 사용하는 말이에요.
The movie ___ me.,그 영화는 나를 [[매혹]]했어요.,fascinate,It makes you very interested.,무언가가 당신을 매우 관심 있게 만들어요.
The candle had a ___.,양초에서 [[불꽃]]이 나와요.,flame,It is the burning light from a fire.,불에서 나오는 빛이에요.
They ___ him to apologize.,그들은 그를 사과하도록 [[강요]]했어요.,force,You make someone do something they might not want to.,남이 원하지 않아도 어떤 일을 하게 만드는 뜻이에요.
You need ___ to push a door.,너는 문을 밀기 위해 [[힘]]이 필요해요.,force,It makes objects move when pushed or pulled.,물건들이 밀리거나 당겨질 때 움직이게 해요.
The ___ of our club matters.,우리 동아리의 [[설립]]이 중요해요.,foundation,It means how you begin an organization.,어떤 단체를 처음 시작하는 것을 말해요.
The building has a strong ______.,건물에는 튼튼한 [[토대]]가 있어요.,foundation,It is the base that supports a building.,건물을 받쳐 주는 부분이에요.
She donated to the ______.,그녀는 [[재단]]에 기부했어요.,foundation,It gives money to help people.,사람들을 도와주기 위해 돈을 주는 기관이에요.
The ghost caused ___ in the room.,유령은 방 안에 [[공포]]를 만들었어요.,fright,It is the feeling you get when something scares you.,무서운 것을 보면 느끼는 감정이에요.
My school has a ___.,우리 학교에 [[행사]] 있어요.,function,It is an event you attend.,당신이 참석하는 행사예요.
A ___ maps inputs to outputs.,수학에서는 [[함수]]가 입력을 출력과 연결해요.,function,It is used in math to link an input with its result.,수학에서 입력과 결과를 연결하는 방법이에요.
They ___ a library.,그들은 도서관에 [[자금]]해요.,fund,It means to give money for a project.,어떤 프로젝트를 위해 돈을 주는 것을 말해요.
We need a ___ for the camp.,우리는 캠프를 위해 [[기금]]이 필요해요.,fund,It is money collected for a special cause.,특별한 목적을 위해 모인 돈이에요.
The cat has ___.,고양이는 [[모피]]가 있어요.,fur,It is a soft coat on animals.,동물의 몸을 덮는 부드러운 털이에요.
The cat has ___.,고양이는 [[부드러운 털]] 가지고 있어요.,fur,It is the soft hair on animals.,동물에 있는 부드러운 털이에요.
I want to ___ weight.,나는 체중을 [[늘리다]]고 원해요.,gain,"When you collect more, you use this word.",더 많이 모을 때 쓰는 단어예요.
I want to ___ strength.,나는 힘을 [[얻]]고 싶어요.,gain,It means to receive something extra.,더 많은 것을 받는 것을 말해요.
The sale brought a ____.,판매에서 [[이익]]이 생겼어요.,gain,It is an extra benefit or profit you receive.,추가로 얻는 이득이나 수익을 말해요.
She gave a ___ at the sky.,그녀가 하늘을 [[흘끗]] 봤어요.,glance,It is a quick look for a moment.,잠깐 빠르게 보는 뜻이에요.
The champion received ___ for his win.,챔피언은 그의 승리로 [[영광]]을 받았어요.,glory,You feel very proud after a big win.,큰 승리 후 자부심을 느껴요.
The palace is ___.,궁전은 [[웅장]]해요.,grand,It describes something very big and beautiful.,아주 크고 아름다운 것을 말해요.
She ___ the product quality.,그녀는 제품의 [[보증]]을 했어요.,guarantee,It means you promise something will happen.,어떤 일이 일어날 거라고 약속하는 뜻이에요.
The company provides a ______ of service.,회사는 서비스에 대해 [[보증]]을 제공해요.,guarantee,It is a promise for a good quality product.,이것은 제품의 품질이 좋다는 약속이에요.
The jury called him ______.,배심원들은 그를 [[유죄]]라고 불렀어요.,guilty,How do you feel when you do something wrong?,잘못한 후의 기분을 생각해 보세요.
She felt ___ after her mistake.,그녀는 실수 후에 [[죄책감이 드는]] 기분이었어요.,guilty,You feel this way when you did something wrong.,잘못을 했을 때 이런 기분이 드는 거예요.
She values her ____.,그녀는 자신의 [[독자성]]을 소중히 여겨요.,identity,It refers to who you are as a person.,사람이 누구인지를 나타내요.
Your ___ is important.,당신의 [[일체성]]은 중요해요.,identity,It shows who you really are.,자신이 누구인지 보여줘요.
My ______ proves who I am.,내 [[신원]]은 내가 누구인지 보여줘요.,identity,It shows who you are.,네가 누구인지 알려줘요.
He values his ___.,그는 자신의 [[정체성]]을 소중히 여겨요.,identity,It tells about who you are inside.,사람이 속으로 어떤 사람인지 알려줘요.
The child is ___.,저 아이는 [[순진한]]이예요.,innocent,It describes a person who does not do bad things.,잘못된 행동을 하지 않는 사람을 말해요.
The man is ___.,그 남자는 [[결백한]].,innocent,This word describes someone who is not guilty.,잘못이 없는 사람을 나타내는 단어예요.
He ___ that he is right.,그는 [[주장]]해요.,insist,You keep saying your idea even if others disagree.,다른 사람들이 반대해도 네 의견을 계속 말해요.
He buys ___ for his car.,그는 차를 위해 [[보험]]을 샀어요.,insurance,You pay it to get help when accidents happen.,사고가 나면 도움을 받기 위해 내는 돈이에요.
The battle was ___.,전투는 [[격렬한]] 이었어요.,intense,It describes a very strong feeling or event.,매우 강한 느낌이나 상황을 말해요.
The hen ___ an egg.,암탉이 알을 [[낳다]]었어요.,lay,What does a hen do when it makes an egg?,암탉이 알을 만들 때 하는 행동은?
She ___ the baby in the crib.,그녀는 아기를 [[눕히]]었어요.,lay,It means to put something down.,무엇인가를 아래에 놓는 것을 말해요.
Chickens ___ eggs every morning.,닭은 매일 아침 [[낳]]어요.,lay,Chickens do this to produce eggs.,닭이 알을 낳기 위해 하는 행동이에요.
A ___ joins two parts.,두 부분을 [[연결]]해요.,link,It connects things in a chain.,사슬처럼 물건들을 잇는 역할이에요.
Click the ___ to visit the site.,웹사이트에는 [[링크]]가 있어요.,link,It connects two things together.,두 개의 것을 잇는 데 사용해요.
They ___ the truck with boxes.,그들은 트럭에 상자들을 [[싣]]어요.,load,"When boxes are put on a truck, this action happens.",상자들이 트럭에 실릴 때 하는 행동이에요.
The truck carried a ___ of bricks.,트럭이 벽돌의 [[짐]]을 실었어요.,load,It is something you put in a truck to move things.,물건들을 옮길 때 트럭에 싣는 그것이에요.
The truck carries a ___.,트럭은 [[작업(량)]]를 나르어요.,load,It is what a truck carries.,트럭이 나르는 물건이에요.
He carried the ___ to his truck.,그는 트럭에 [[짐]]을 옮겼어요.,load,It is something heavy you carry.,옮길 때 무거워서 드는 물건이에요.
The truck carried a ___.,트럭은 [[하중]]을 실었어요.,load,It is what a truck carries.,트럭이 옮기는 것을 뜻해요.
The ____ was hard.,그 [[상실]]은 힘들었어요.,loss,It happens when something important is gone.,중요한 것이 없어질 때 느껴요.
They ___ their car regularly.,그들은 차를 [[유지]]해요.,maintain,You do this to keep things working well.,물건이 계속 잘 작동하도록 관리하는 행동이에요.
She ___ her opinion.,그녀는 자신의 의견을 [[주장]]했어요.,maintain,It means to say something is true even if others disagree.,다른 사람이 반대해도 자기 의견을 계속 말하는 것을 뜻해요.
She must ___ her family.,그녀는 가족을 [[부양]]해요.,maintain,You work to support your family.,가족을 부양하기 위해 일해요.
They ___ gadgets in a huge factory.,그들은 대형 공장에서 [[제조]]해요.,manufacture,It means to create items using machines.,기계로 물건을 만드는 것을 말해요.
She rolled a ___ of dough.,그녀는 반죽을 [[덩어리]]로 굴렸어요.,mass,It is a large lump of things.,여러 물건이 한 덩어리로 모인 것을 말해요.
They found a ___ of food.,그들은 음식의 [[대량]]을 찾았어요.,mass,It means a large amount of something.,어떤 것의 많은 양을 의미해요.
The scientist measured the ___.,과학자는 [[질량]]을 측정했어요.,mass,It is the amount of material inside an object.,물건 안에 들어있는 재료의 양을 말해요.
The doctor used ___ equipment.,의사가 [[의학]] 장비를 사용했어요.,medical,It relates to health and treatment.,건강과 치료와 관련 있어요.
His ___ health is important.,그의 [[정신]] 건강은 중요해요.,mental,It describes the state of your mind.,마음과 생각에 관한 거예요.
The guard ____ the room.,경비원은 방을 [[감시]]해요.,monitor,You watch someone or something very carefully.,누군가나 무언가를 아주 조심히 봐요.
The computer screen is a ___.,컴퓨터의 화면은 [[모니터]]예요.,monitor,It is a screen that shows you pictures.,그림이나 영상을 보여주는 화면이에요.
His handwriting is ___.,그의 글씨는 [[멋진]]해요.,neat,It means clean and well-arranged.,깨끗하고 정돈된 상태를 말해요.
The room is ___.,방은 [[깔끔한]].,neat,It describes something that is tidy and clean.,물건들이 정돈되어 있고 깨끗한 상태를 말해요.
She set her ___ for the project.,그녀는 프로젝트를 위해 그녀의 [[목표]]를 세웠어요.,objective,It is a goal you work for.,이루기 위해 노력하는 것이에요.
My opinion is ___ and clear.,내 의견은 [[목적격]]하고 명확해요.,objective,It shows a fact without personal feelings.,개인의 감정이 없이 사실을 말해요.
Her view is ______ and fair.,그녀의 견해는 [[객관적]]이고 공정해요.,objective,"It means you focus on facts, not feelings.",사실에 집중하고 감정을 배제하는 뜻이에요.
They ___ the fish in the pond.,그들은 연못에서 [[관찰]]했어요.,observe,You watch something with your eyes.,눈으로 뭘 자세히 봐요.
She ___ a kind remark.,그녀는 친절한 [[의견]]을 말했어요.,observe,What do you do during a discussion when you share your idea?,토론 중에 자신의 생각을 말할 때 쓰는 단어예요.
We ___ the holiday.,우리는 [[축하]]해요.,observe,You do something special on a day of celebration.,특별한 날에 무언가를 해요.
They ___ the rules every day.,그들은 매일 규칙을 [[지키]]어요.,observe,What you do when you look closely.,무엇이든 자세히 볼 때 하는 행동이에요.
They ___ the new plan.,그들은 새로운 계획에 [[반대]]해요.,oppose,What do you do when you do not agree with a plan?,계획에 동의하지 않을 때 어떻게 하나요?
"Hurry up, _____ you miss the bus.","서둘러요, [[그렇지 않으면]] 버스를 놓쳐요.",otherwise,It is used to show what happens if you don't do something.,"어떤 일을 하지 않으면, 이런 일이 일어난다는 뜻이에요."
I ___ my old home.,나는 예전 집을 [[갈망]]해요.,pine,How do you feel when you really miss something?,누군가 또는 무언가를 정말 그리워할 때 기분이 어때요?
I see a ___ tree.,나는 공원에서 [[소나무]]를 봤어요.,pine,"This tree has thin, pointy leaves.",이 나무는 가늘고 뾰족한 잎을 가지고 있어요.
I feel ____ for the poor.,나는 가난한 사람들에게 [[불쌍히 여김]]을 느껴요.,pity,It shows you feel sad for someone's problems.,누군가의 어려움에 대해 슬퍼하는 기분이에요.
She showed ___ for his loss.,그녀는 그의 상실에 대해 [[유감]]을 느꼈어요.,pity,It is a feeling of sorrow for someone.,누군가에게 안타까움을 느낄 때의 감정이에요.
The man will ___ the drink.,남자는 음료를 [[독살]]할 거예요.,poison,It means to add something harmful to food.,음식에 해로운 것을 넣는 것을 말해요.
He found a bottle of ___.,그는 병 속에 [[독]]이 있었어요.,poison,It can make you very sick.,먹거나 마시면 매우 아플 수 있어요.
I ___ a new toy.,나는 새 장난감을 [[소유]]해요.,possess,It means you have something that belongs to you.,당신에게 속한 것이 있다는 뜻이에요.
The plan is ___.,그 계획은 [[실용적인]]입니다.,practical,It describes something useful every day.,매일 쓰기 좋은 것을 말해요.
I like a ___ plan.,나는 [[현실적인]] 계획을 좋아해.,practical,It describes something useful and works well in real life.,실생활에서 유용하고 효과적으로 쓸 수 있는 것을 말해요.
They ______ to be happy.,그들은 행복하다고 [[가정]]해요.,pretend,It means to act as if something is true.,실제로 그렇지 않아도 그런 척하는 뜻이에요.
She ___ her innocence.,그녀는 자신의 무죄를 [[주장]]했어요.,pretend,"Act in a way that is not true, like in a play.",연극처럼 진실이 아닌 척 행동해요.
The child will ___ play with toys.,어린이는 장난감으로 놀 때 [[인 체]]해요.,pretend,You act like something is true even when it's not.,사실이 아닌 것을 사실인 것처럼 행동해요.
Read the ___ page.,책의 [[앞의]] 페이지를 읽으세요.,previous,It comes before something else.,다른 것보다 먼저 온 것을 말해요.
Her ___ objective is success.,그녀의 [[주요한]] 목표는 성공이에요.,primary,It means the most important one.,가장 중요한 것이에요.
Our ___ aim is to learn.,우리의 [[주된]] 목표는 배우는 거예요.,primary,It means the main one in a group.,여러 것 중 가장 중요한 것이에요.
They ___ the engine before the race.,그들은 경주 전에 엔진을 [[준비]]했어요.,prime,"When you get something ready, you do this action.",무언가를 준비할 때 하는 행동이에요.
This is a ___ example.,이것은 [[주요한]] 예시예요.,prime,Used to describe something most important.,가장 중요하거나 최고일 때 쓰는 말이에요.
He selected the ___ choice.,그는 [[가장 좋은]] 선택을 했어요.,prime,It means the best or highest quality.,이 단어는 최고 혹은 가장 좋은 뜻이에요.
The ____ guides our choices.,우리의 선택을 인도하는 [[원칙]]이에요.,principle,It is a basic rule that guides choices.,선택을 이끄는 기본 규칙이에요.
The room is ___.,방은 [[사적인]]이에요.,private,"It means something only for one person, not for everyone.",모두가 아니라 한 사람만을 위한 것을 말해요.
The ___ helped find a buyer.,그 [[중개인]]은 구매자를 찾았어요.,agent,They help people buy and sell things.,물건을 사고파는 것을 도와주는 사람이에요.
The ___ solved the case quietly.,그 [[요원]]가 사건을 해결했어요.,agent,This person works for a company or government.,이 사람은 회사나 정부를 위해 일해요.
I turned in my ____.,나는 내 [[숙제]]를 제출했어요.,assignment,It is work given by a teacher.,선생님이 주신 일을 말해요.
I finished my ___ on time.,나는 내 [[과제]]를 제시간에 끝냈어요.,assignment,It is a task given at school.,학교에서 받는 일을 의미해요.
He ___ the drum.,그는 드럼을 [[쾅]] 쳤어요.,bang,It shows a sudden loud sound when something is hit.,뭔가에 부딪힐 때 나는 큰 소리예요.
She cut her ___ yesterday.,그녀는 어제 [[단발의 앞머리]]를 잘랐어요.,bang,It is the hair that falls over your forehead.,이마 위로 내려오는 머리예요.
This street is _____.,이 거리는 [[넓]]어요.,broad,It means having a lot of space left to right.,좌우로 많은 공간이 있다는 뜻이에요.
He is ___ for the job.,그는 그 일에 [[능력 있는]] 사람이에요.,capable,It describes someone who can do things well.,무언가를 잘 할 수 있는 사람을 말해요.
The ___ won the trophy.,그 [[우승자]]가 상을 받았어요.,champion,This person wins contests and beats others.,대회에서 최고로 이긴 사람이에요.
She is a ___ for human rights.,그녀는 인권을 위해 [[옹호자]]예요.,champion,"She supports a good cause, like a friend.",그 사람은 옳은 일을 위해 힘써요.
This is a ___.,이것은 [[도표]]예요.,chart,It is a drawing that shows data.,숫자나 정보를 그림으로 보여줘요.
I adjust to new ___ each day.,나는 매일 새로운 [[환경]]에 적응해요.,circumstance,It describes the setting or condition around you.,주위 상황이나 조건을 나타내요.
This ___ requires calm decisions.,이 [[상황]]에서는 침착하게 결정해요.,circumstance,It is the situation you are in.,당신이 있는 상황을 말해요.
Mom will ___ the plants today.,엄마는 오늘 식물을 [[오리]]어요.,clip,It means to cut or trim something.,이것은 어떤 것을 자르거나 다듬을 때 쓰는 말이에요.
Watch the ___ in the film.,영화에서 [[클립]]을 봤어요.,clip,It is a short part of a film.,영화의 짧은 부분이에요.
I use a ___ to fasten paper.,나는 서류를 붙이기 위해 [[클립]]을 사용해요.,clip,It fastens papers together.,서류를 하나로 묶을 때 써요.
I watched a ___ yesterday.,어제 나는 [[짧은 영상]]을 봤어요.,clip,It is a short video you can quickly watch.,빨리 볼 수 있는 짧은 영상이에요.
Please ___ the details.,자세한 내용을 [[확인]]해요.,confirm,It means to check if something is right.,옳은지 확인하는 거예요.
She ___ an article to the magazine.,그녀는 잡지에 [[기고]]했어요.,contribute,This word describes sending your writing to a magazine.,작가가 글을 잡지에 보낼 때 사용하는 단어예요.
They ______ in meetings.,그들은 회의에서 [[의견을 말]]해요.,contribute,You share your ideas in a meeting.,회의에서 네 생각을 나누는 뜻이에요.
People ____ to help others.,사람들은 다른 사람들을 위해 [[기부]]해요.,contribute,It means giving money or help for a common cause.,공동의 목적을 위해 돈이나 도움을 주는 뜻이에요.
We ___ in our school event.,우리는 학교 행사에 [[기여]]해요.,contribute,You help by giving something.,남을 돕기 위해 무언가를 줘요.
They ___ when things are hard.,그들은 어려울 때 [[대처]]해요.,cope,"When life becomes difficult, you manage it calmly.",인생이 어려워질 때 침착하게 처리해요.
They ___ his success.,그들은 그의 성공에 [[공로]]를 돌렸어요.,credit,You acknowledge someone's work to show appreciation.,누군가의 일을 인정할 때 사용해요.
I will ___ your account.,저는 당신의 계좌에 [[입금]]할 거예요.,credit,You add money to your bank account by doing this.,은행 계좌에 돈을 넣을 때 하는 행동이에요.
I checked my ___ at the bank.,나는 은행에서 [[잔고]]를 확인했어요.,credit,It means the money you have in your bank account.,네 은행에 있는 돈을 말해요.
She earned ___ this semester.,그녀는 이번 학기에 [[학점]] 받았어요.,credit,You get this when you finish a class.,수업을 마치면 받는 거예요.
She applied for ___ at the bank.,그녀는 은행에 [[신용]]을 신청했어요.,credit,You can buy things now and pay later.,물건을 사고 나중에 돈을 내는 것을 말해요.
I wake up at ____.,나는 [[새벽]]에 일어나요.,dawn,It is when the sky starts to brighten.,하늘이 밝아지기 시작할 때예요.
The sailor walked on the ___.,선원은 [[갑판]]을 걸었어요.,deck,This is the flat area on a boat.,배 위에 있는 평평한 공간이에요.
The ball rolled off the ___.,공이 [[가장자리]]에서 굴러갔어요.,edge,It is the side of an object.,어떤 물건의 옆부분을 말해요.
He gained an ___ over rivals.,그는 경쟁자들에 비해 [[우위]]를 가졌어요.,edge,It gives you a small advantage in a contest.,경쟁에서 조금 앞설 수 있는 이점이에요.
Gears ___ to work.,기어들이 [[맞물리게]] 해요.,engage,This word means to join things so that parts work as one.,이 단어는 부품들이 하나로 함께 작동하게 만드는 것을 의미해요.
Teachers ___ students in fun activities.,선생님은 학생들을 재미있는 활동에 [[끌어들이다]]했어요.,engage,It means to include someone in an activity.,어떤 활동에 누군가를 포함시키는 뜻이에요.
They will ___ next month.,그들은 다음 달에 [[약혼]]할 거예요.,engage,It is what happens when people decide to marry.,사람들이 결혼하기로 결정할 때 하는 약속이에요.
They ___ in the project.,사람들이 프로젝트에 [[종사]]해요.,engage,"When you join an activity, you become part of it.",어떤 활동에 참여하면 그 구성원이 돼요.
They ___ in the project.,그들은 프로젝트에 [[참여]]해요.,engage,You take part in an activity.,어떤 활동에 같이 해요.
They ___ the audience.,그들은 청중의 [[관심을 끌다]].,engage,You make people join a conversation.,사람들이 대화에 참여하도록 만들어요.
This card ___ you free travel.,이 카드는 당신에게 무료 여행의 [[권리]]를 줘요.,entitle,This word means to give a right or title to someone.,이 단어는 누군가에게 권리나 칭호를 주는 것을 뜻해요.
The author ___ his book.,작가는 그 책에 [[자격을 주다]]했어요.,entitle,You give a book its name.,책에 이름을 붙일 때 쓰는 단어예요.
She ___ her book.,그녀는 책에 [[제목을 붙이다]] 했어요.,entitle,You use this when you give a title to a book.,책에 제목을 붙일 때 쓰는 단어예요.
Two plus two ___ four.,두 더하기 두는 네 [[같다]].,equal,It means both things have the same value.,수학에서 두 개가 같은 값일 때 이렇게 말해요.
Both teams' scores are ___.,두 팀의 점수가 [[같은]]해요.,equal,They have the same value or size.,두 개가 값이나 크기가 똑같아요.
The doctor ___ the patient.,의사가 환자를 [[조사]]해요.,examine,You check something very carefully.,무엇인가를 아주 주의깊게 봐요.
The doctor will ___ you.,의사는 당신을 [[진찰]]해요.,examine,The doctor looks at you to check your health.,의사가 건강을 확인하기 위해 당신을 봐요.
Tim may ___ from pain.,팀은 뜨거움에 [[기절]]했어요.,faint,It means you lose consciousness suddenly.,갑자기 의식을 잃는 것을 말해요.
There is ___ light ahead.,저는 [[어렴풋]] 빛을 봤어요.,faint,It means something is not clear or strong.,잘 보이지 않을 때 쓰는 말이에요.
She works at a ___.,그녀는 [[회사]]에서 일해요.,firm,It is a place where people work together.,사람들이 함께 일하는 곳이에요.
The chair is ____.,의자는 [[견고한]]예요.,firm,"It means strong and stable, not easily moved.",강하고 움직이기 어렵다는 뜻이에요.
The company has a ___ policy.,회사는 [[확고한]] 정책을 가지고 있어요.,firm,"It means solid, strong, and unchanging.",변하지 않고 단단하며 강한 것을 말해요.
The rock is ___.,바위는 [[단단]]해요.,firm,It means something is very solid and not soft.,매우 단단하고 부드럽지 않다는 의미예요.
She danced with ___ and elegance.,그녀는 춤을 추며 [[기품]]과 우아함을 보였어요.,grace,"It means you move in a nice, calm, and pretty way.",아름답고 차분한 방식으로 움직이는 것을 뜻해요.
She showed ___ in her speech.,그녀는 연설에 [[은혜]]를 보였어요.,grace,It means a kind and smooth elegance.,친절하고 부드러운 우아함을 뜻해요.
The change was ______.,변화는 [[점진적인]]예요.,gradual,It happens slowly over time.,시간에 걸쳐 천천히 변해요.
She gave a ___ to help her friend.,그녀는 친구를 돕기 위해 [[암시]]를 주었어요.,hint,It is a small clue to solve a problem.,문제를 해결할 때 도움이 되는 작은 단서예요.
The artist will ______ his book.,화가는 책에 [[삽화]] 넣어요.,illustrate,You add drawings to a book.,책에 그림을 넣어요.
The artist ___ the book.,화가는 책을 [[보여주]]었어요.,illustrate,You add pictures to explain ideas.,그림을 넣어 내용을 보여주는 거예요.
The teacher will ___ the concept.,선생님이 개념을 [[설명]]했어요.,illustrate,You use images or words to make something clear.,그림이나 말을 써서 쉽게 설명하는 거예요.
I need an ___ answer.,나는 [[바로]] 대답이 필요해요.,immediate,It happens without any wait.,기다림 없이 바로 이루어져요.
I need ___ answers.,나는 [[즉각적인]] 대답이 필요해요.,immediate,It describes something that happens with no waiting.,기다림 없이 일어나는 것을 말해요.
She gave an ___ answer.,그녀는 [[직접적인]] 대답을 했어요.,immediate,It means happening without waiting.,기다리지 않고 바로 일어나는 것을 말해요.
The arrow ___ the direction.,화살표는 방향을 [[가리키]]어요.,indicate,It means to show or point out something.,무엇인가를 보여주거나 가리키는 뜻이에요.
The arrow ___ the way.,화살표가 [[나타내]] 길을 보여요.,indicate,It means to show or point out.,보여주거나 가리키는 뜻이에요.
An ___ is one person.,한 사람은 [[개인]]이에요.,individual,It means one person on their own.,혼자 있는 한 사람을 뜻해요.
Her __ choice is unique.,그녀의 [[개인]] 선택은 독특해요.,individual,It is used to describe one person alone.,하나의 사람을 나타낼 때 쓰는 단어예요.
The mechanic will ______ the engine.,정비사가 엔진을 [[검사]]했어요.,inspect,You check something to see its condition.,무엇의 상태를 확인하려고 봐요.
His ____ was clear.,그의 [[의도]]는 명확했어요.,intent,It is what you plan or mean to do.,당신이 하려고 계획하거나 의미하는 것이에요.
Her ___ was clear.,그녀의 [[의도]]는 명확했어요.,intention,It is the purpose you have before doing something.,무엇을 하기 전에 갖는 목적이에요.
Her ____ was clear.,그녀의 [[의도]]가 분명했어요.,intention,It is the plan or purpose behind an action.,무언가를 할 때의 계획이나 목적이에요.
The doctor examined the ___ organ.,의사는 [[내부]] 장기를 검사했어요.,internal,"It describes something that is inside, not outside.","밖이 아닌, 안쪽임을 의미해요."
They discussed ___ matters at work.,그들은 직장에서 [[내면의]] 문제들을 논의했어요.,internal,It means something that is inside.,이것은 밖이 아닌 안쪽에 있는 것을 말해요.
Please do not ______ me.,제발 나를 [[방해]]하지 마세요.,interrupt,It means to disturb someone mid-conversation.,대화 중에 누군가의 말을 끊는 뜻이에요.
Do not ___ me now.,지금 [[중단]]하지 마세요.,interrupt,It happens when you talk over a friend.,친구의 말을 끊을 때 하는 행동이에요.
They ___ money in the bank.,그들은 은행에 [[투자]]해요.,invest,You put money in something hoping to earn more.,돈을 더 벌기 위해 무언가에 넣어요.
He hurt his ___.,그의 [[턱]]이 아파요.,jaw,It is the part of your face under your mouth.,입 아래 있는 얼굴 부위예요.
The car turned into the ___.,차가 [[길]]로 돌았어요.,lane,It is a narrow road you use when driving.,차를 탈 때 다니는 좁은 길이에요.
Follow the ____ on the road.,도로에서 [[차선]]을 따라가요.,lane,It's a road part for cars.,차가 다니는 길의 한 부분이에요.
He raced in the ___.,수영장에서 [[레인]]을 사용해요.,lane,It is a narrow path used in races.,경주에 사용되는 좁은 길이예요.
The court is ____.,법원은 [[합법]]이에요.,legal,It means something is allowed by the rules.,규칙에 따라 허용되는 것을 뜻해요.
They ______ at the fireworks.,그들은 불꽃놀이에 [[감탄]]했어요.,marvel,You feel wonder when you see something amazing.,멋진 것을 보면 경탄하는 기분이에요.
They watched the ____ in awe.,그들은 [[불가사의한 일]]을 경탄했어요.,marvel,It is something very surprising and beautiful.,보면 감탄할 수 있는 아주 놀라운 것이에요.
The story shows a ___ lesson.,이 이야기에는 [[교훈]] 있어요.,moral,It shows the lesson a story teaches.,이 이야기에서 전하는 메시지를 말해요.
His actions were ____.,그의 행동은 [[도덕(상)의]]이었어요.,moral,It describes actions that are right and good.,이 단어는 올바르고 선한 행동을 말해요.
He will ___ the machine.,그는 기계를 [[운영]]해요.,operate,You use something to make it work.,무엇을 사용해서 작동하게 만드는 것을 말해요.
The worker ___ the machine safely.,작업자가 기계를 안전하게 [[조작]]해요.,operate,How do you make a machine work?,기계를 작동시키려면 어떻게 하나요?
The machine ___ smoothly.,기계는 [[작동]]해요.,operate,It means a machine works or functions.,기계가 잘 작동할 때 사용하는 말이에요.
I ___ like apples very much.,나는 사과를 [[특히]] 좋아해요.,particularly,You use this word to show that one thing is more special than others.,이 단어는 어떤 것이 다른 것보다 더 특별하다는 것을 보여주기 위해 사용해요.
The school follows a ___.,학교는 [[정책]]을 따릅니다.,policy,It is a rule a group follows.,어떤 단체가 따르는 규칙이에요.
We ___ every morning.,우리는 매일 [[빌다]]해요.,pray,"When you speak to a god for help, do this.",신에게 도움을 청할 때 하는 행동이에요.
The movie's ending was ___.,영화의 결말은 [[의미심장]]했어요.,pregnant,It describes something that shows a hidden or deeper meaning.,숨은 뜻이 있는 것을 설명해요.
The woman is ___.,여자는 [[임신]]했어요.,pregnant,A woman is expecting a baby.,여성이 아기를 기대해요.
Follow the ______ carefully.,신중히 [[절차]]를 따르세요.,procedure,It is a series of steps to finish a task.,어떤 일을 끝내기 위한 여러 단계예요.
Everyone must ___ to finish work.,모두 일 마치기 위해 [[나아가]]요.,proceed,Rearrange these letters!: C E D E O P R,다음 글자들을 재배열 해보세요!: C E D E O P R
Please ___ with your work.,일을 [[계속]] 하세요.,proceed,You do this when you keep going with your task.,계속해서 일을 할 때 쓰는 단어예요.
His ______ gives him a living.,그의 [[직업]]으로 생계를 유지해요.,profession,It is the type of work you do.,어떤 일을 하는지를 나타내요.
Our work may ___ slowly.,우리 일은 천천히 [[발달]]해요.,progress,It means to grow gradually.,점차 발전한다는 뜻이에요.
Students ___ every day.,학생들은 매일 [[진행]]해요.,progress,It means moving forward gradually.,앞으로 조금씩 나아가는 뜻이에요.
Our project shows ___ each day.,"우리 프로젝트는 매일 [[경과,추이]]를 보여줘요.",progress,It means moving forward steadily.,시간이 지나며 천천히 나아감을 뜻해요.
Our work shows ___.,우리의 작업은 [[진전]] 보여요.,progress,"When things slowly get better, you see this change.",일이 조금씩 나아질 때 볼 수 있는 변화를 말해요.
Our work shows ____.,우리 일은 [[진행]]돼요.,progress,It means when you move forward bit by bit.,조금씩 앞으로 나아가는 것을 말해요.
