fill_in_blank_quiz,korean_translation,answer,hint_eng,hint_kor
I like tea ___ I like coffee.,나는 차를 좋아 [[하지만]] 커피도 좋아해요.,but,It joins two sentences with contrast.,두 문장을 대조하며 연결해요.
The ____ landed on a flower.,꽃 위에 [[나비]]가 내려앉았어요.,butterfly,It's an insect with pretty wings.,예쁜 날개를 가진 곤충이에요.
He pressed the ___ on his jacket.,그는 재킷의 [[단추]]을 눌렀어요.,button,You press this to fasten clothes.,옷을 잠그기 위해 누르는 물건이에요.
I press the ___ on my phone.,나는 휴대폰의 [[버튼]]을 눌러요.,button,You press it to start a machine.,기계를 시작하기 위해 누르는 거예요.
I want to ___ a book.,나는 책을 [[사다]] 싶어요.,buy,You pay money to get goods.,돈을 내고 물건을 얻어요.
Let's meet ___ 6.,우리 [[무렵에]] 6시 만나자.,by,This word tells us that something happens near a specific time.,특정 시간에 가깝게 일어남을 말해요.
I ride ___ bus.,나는 버스[[로]] 타요.,by,It shows a method or way to do something.,어떻게 하거나 이동하는 방법을 말해요.
This gift was given ___ a friend.,이 선물은 친구[[에 의해]] 주어졌어요.,by,It shows who did the action.,누가 행동을 했는지 알려줘요.
They won ___ two points.,그들은 두 점의 [[차이]]로 이겼어요.,by,It shows how much difference there is.,얼마만큼 차이가 나는지 나타내요.
The lamp is ___ the table.,램프는 탁자 [[의 옆에]] 있어요.,by,This word is used to show that something is next to another thing.,어떤 것이 다른 것 옆에 있을 때 쓰는 말이에요.
Return the book ___ tomorrow.,내일[[까지]] 책을 돌려줘요.,by,Rearrange these letters!: Y B,다음 글자들을 재배열 해보세요!: Y B
He delivered the letter ___.,그는 편지를 [[손으로]] 전했습니다.,by hand,It means doing things without using machines.,기계를 사용하지 않고 하는 거예요.
I did it ___.,나는 그것을 [[실수로]] 했어요.,by mistake,It means doing something without planning.,의도 없이 어떤 일을 했다는 뜻이에요.
My mother is always ___.,엄마는 항상 [[곁]]에 있어요.,by one's side,It means you stay close to someone.,누군가와 가까이 함께 있다는 뜻이에요.
"I went to park, ___, I saw birds.","나는 공원에 갔어, [[그런데]] 새 봤어.",by the way,It is used to add extra information.,추가 정보를 말할 때 사용해요.
It is made ___ in our family.,우리 가족은 [[전통에 따라]] 만들어요.,by tradition,This shows something done as a custom.,옛 방식에 따라 하는 것을 말해요.
I ate lunch in the ___.,나는 점심을 [[구내 식당]]에서 먹었어요.,cafeteria,It is a place at school where you can eat.,학교에서 밥을 먹는 장소예요.
I ate a ___ for dessert.,나는 [[케이크]]를 먹었어요.,cake,It is a sweet dessert eaten on birthdays.,생일에 먹는 달콤한 후식이에요.
I ___ my friend.,나는 내 친구를 [[부르]]었어요.,call,You use a phone to talk to someone.,누군가와 전화로 이야기할 때 쓰는 단어예요.
The workers ___ a strike.,노동자들이 [[요구]] 파업해요.,call for,It is used when people ask strongly for something.,사람들이 무언가를 강하게 요청할 때 사용해요.
Weather experts ___ rain tomorrow.,일기예보에 따르면 전문가들이 [[예측]]해요.,call for,It means to say that something will probably happen.,어떤 일이 일어날 것이라고 예상하는 뜻이에요.
My teacher will ____ me in class.,선생님이 수업시간에 나를 [[요청]]했어요.,call on,It means to ask someone to answer.,누군가에게 대답하라고 부탁하는 거예요.
I learn ______ at art class.,나는 미술 수업에서 [[서예]]를 배워요.,calligraphy,You practice fancy writing to make art.,예쁜 글씨를 쓰는 예술이에요.
Please ___ now.,지금 [[진정시키다]] 하세요.,calm down,"When you are upset, try to relax.",화가 났을 때 편안하게 하려고 해요.
He told her to ___.,그는 그녀에게 [[진정]]하라고 말했어요.,calm down,It means to become less upset.,화가 줄어들게 하라는 뜻이에요.
I saw a ___ in the desert.,나는 사막에서 [[낙타]]를 봤어요.,camel,Rearrange these letters!: L A C E M,다음 글자들을 재배열 해보세요!: L A C E M
A ____ filmed the birthday party.,한 사람이 [[사진사]]로 영상을 찍었어요.,cameraman,This person films events with a camera.,이 사람은 카메라로 행사를 촬영해요.
They ___ for social change.,그들은 사회 변화를 위해 [[캠페인]]해요.,campaign,It means working hard to make changes in society.,사회 변화를 위해 열심히 일하는 것을 뜻해요.
People join the ___.,사람들이 [[운동]]에 참여해요.,campaign,It is a planned effort to support a cause.,어떤 목표를 위해 계획된 노력이에요.
We roasted marshmallows by the ___.,우리는 마시멜로를 [모닥불] 옆에서 구웠어요.,campfire,This is a small fire at a campsite.,캠핑장에서 피우는 작은 불이에요.
We stayed at the ___ last summer.,저희는 작년 여름에 [[캠핑장]]에서 묵었어요.,campground,It is a place where you can pitch a tent.,텐트를 치고 야외에서 생활할 수 있는 곳이에요.
I enjoy ___ by the lake.,나는 호수 옆에서 [[야영]]해요.,camping,You sleep in a tent outside.,텐트를 치고 밖에서 자요.
You ___ go to school.,너는 학교에 [[해도 된다]].,can,It means you are allowed to do something.,어떤 일을 해도 된다는 뜻이에요.
I ___ swim.,나는 수영을 [[할 수]] 있어요.,can,It shows ability to do something.,어떤 일을 할 수 있음을 나타내요.
She opened a ___ of soda.,그녀는 마시려고 [[캔]]을 열었어요.,can,It is a small metal container for drinks.,음료수를 보관하는 금속 용기예요.
Losses ___ profits sometimes.,가끔은 손실이 이익을 [[상쇄]]해요.,cancel out,It means one thing removes the effect of another.,하나가 다른 하나의 효과를 없애요.
Doctors treat ___ to cure illness.,의사들은 [[암]]을 치료해요.,cancer,It is a disease that makes people very sick.,사람들을 많이 아프게 하는 병이에요.
She blew out the ___.,그녀는 케이크 위의 [[양초]]를 불었어요.,candle,You put it on a cake for celebrations.,생일이나 축하할 때 케이크에 올려요.
The boy buys ___ at the store.,소년은 가게에서 [[캔디]]를 사요.,candy,It is a sweet food that you eat as a treat.,이것은 간식으로 먹는 달콤한 음식이에요.
I ___ laughing at the joke.,나는 농담 듣고 [[~하지 않을 수 없다]] 웃었어요.,cannot help ~ing,When you feel you do something without control.,어떤 행동을 멈출 수 없을 때 쓰는 표현이에요.
She uses ___ for her art.,그녀는 예술을 위해 [[캔버스]]를 사용해요.,canvas,You use this cloth to create paintings.,그림을 그리기 위해 이 천을 사용해요.
I ___ my bottle.,나는 병을 [[덮]]어요.,cap,You put a lid on a bottle.,병에 뚜껑을 씌워요!
They ___ the expenses.,그들은 비용에 [[한도]]를 정해요.,cap,It means to set a limit for money.,돈의 한도를 정하는 뜻이에요.
He closed the bottle with a ___.,그는 병을 [[뚜껑]]으로 닫았어요.,cap,It covers the top of a bottle.,병의 위를 덮어요.
I wear a ___ on my head.,나는 머리에 [[모자]]를 써요.,cap,It is something you wear on your head.,머리에 쓰는 물건이에요.
Seoul is the ____ of Korea.,서울은 한국의 [[수도]]예요.,capital city,It is the main city of a country.,국가의 중심이 되는 도시예요.
The singer can ___ the crowd.,가수는 관중을 [[사로잡]]어요.,capture,You attract attention by performing well.,공연을 잘하면 관중의 관심을 끌 때 쓰는 말이에요.
Police ____ the suspect.,경찰이 용의자를 [[붙잡]]았어요.,capture,"When you take someone by force, you do this.",누군가를 힘으로 잡을 때 쓰는 말이에요.
The photographer ___ the scene.,사진사는 장면을 [[포착]]했어요.,capture,You use it when you take pictures.,사진을 찍을 때 사용하는 말이에요.
I drive my ____ to work.,나는 출근할 때 [[차]]를 타요.,car,You use this to travel.,이것을 타고 이동해요.
I heard a ___ in traffic.,나는 교통에서 [[자동차 경적]] 소리를 들었어요.,car horn,It is used by a car to warn people.,자동차가 사람들에게 경고할 때 쓰여요.
She gave me a ___ on birthday.,그녀가 생일에 [[카드]]를 줬어요.,card,It is something given on special days.,특별한 날에 주는 물건이에요.
I sent a ___ to my friend.,나는 내 친구에게 [[카드]] 보냈어요.,card,You send this to someone on a special day.,특별한 날에 누군가에게 보내요.
She will ___ her friend every day.,그녀는 매일 친구를 [[돌보다]]해요.,care,You look after someone and help them feel safe.,누군가를 돌보고 안전하게 해주는 행동이에요.
They ___ about each other.,그들은 서로에게 [[신경 쓰]]어요.,care,You show this when you help someone.,누군가를 도울 때 쓰는 단어에요.
Show _____ for your family.,가족을 위한 [[배려]]를 보여주세요.,care,It means to look after someone with love.,누군가를 사랑으로 돌보는 뜻이에요.
He shows ___ for his friends.,그는 친구들을 위해 [[주의]]을 보여줘요.,care,"When you handle fragile items, you show this.",깨지기 쉬운 물건을 다룰 때 이것을 보여요.
They provide ___ in the hospital.,병원에서는 [[돌봄]]을 제공합니다.,care,It means to look after someone or something.,누군가나 무언가를 잘 돌보는 것을 뜻해요.
I ___ my family.,나는 내 가족에 [[관심]] 있어요.,care about,How do you show you have interest in others?,다른 사람들에게 관심이 있음을 어떻게 보여요?
She ___ her parents.,그녀는 부모님을 [[걱정]]해요.,care about,You show concern for someone.,누군가에게 관심이나 걱정을 보이는 거예요.
I ___ my family.,나는 가족에게 [[신경 쓰다]]요.,care about,It means showing concern and giving attention to someone.,누군가에게 관심을 가지고 신경을 쓰는 것을 의미해요.
I ___ my pet everyday.,나는 내 애완동물을 [[돌봐]]요.,care for,You look after someone who needs help.,도움이 필요한 사람을 잘 돌봐요.
I ___ my friends.,나는 친구들을 [[좋아]]해요.,care for,How do you feel when you like someone?,누군가를 좋아할 때의 기분이에요.
Be ___ when you drive.,운전할 때 [[주의 깊은]] 하세요.,careful,How do you act when you try not to get hurt?,다치지 않으려고 할 때 어떤 행동을 하시나요?
Tom reads _____ every word.,톰은 매 단어를 [[주의 깊게]] 읽어요.,carefully,It means doing something with full attention and not rushing.,서두르지 않고 주의해서 하는 것을 말해요.
She drives ______ on the road.,그녀는 도로에서 [[조심스럽게]] 운전해요.,carefully,"You do it with care, paying attention to details.",작은 부분도 꼼꼼히 살펴요.
She followed the recipe ___.,그녀는 레시피를 [[정성스럽게]] 따랐어요.,carefully,How do you do work with close attention?,모든 것에 집중하며 일을 해요.
The driver is ___.,운전자가 [[부주의]]해요.,careless,It describes not paying attention to details.,세부 사항에 주의하지 않는 것을 말해요.
The ___ exaggerates a person’s features.,이 그림은 [[풍자만화]]예요.,caricature,It is a drawing that shows funny exaggeration.,이것은 사람의 얼굴을 재미있게 과장한 그림이에요.
The city hosts a ___ every summer.,도시는 매년 여름 [[축제]]를 열어요.,carnival,It is a fun festival with rides and games.,놀이기구와 게임이 있는 재미있는 축제예요.
They always ___ over little things.,그들은 사소한 일에 [[트집]]을 잡아요.,carp,When someone keeps complaining about small issues.,계속해서 사소한 문제까지 따지는 행동이에요.
I see a ___ in the pond.,나는 연못에서 [[잉어]]를 봐요.,carp,It is a fish that lives in slow water.,느리게 흐르는 물에 사는 물고기예요.
She eats ___ daily.,그녀는 매일 [[당근]]을 먹어요.,carrot,It is an orange vegetable.,오렌지색의 야채예요.
They ___ boxes.,그들은 상자를 [[나르]]어요.,carry,You move things from one place to another.,물건을 한 곳에서 다른 곳으로 옮길 때 사용해요.
He ___ his ideas clearly.,그는 생각을 [[표현]]해요.,carry,It is used when you show your thoughts or feelings.,이 단어는 생각이나 감정을 보여줄 때 쓰여요.
The shop ___ many fruits.,가게는 많은 과일을 [[팔다]],carry,A shop uses this to offer items for sale.,가게에서 물건을 판매할 때 쓰는 단어예요.
I will ___ this bag.,나는 이 가방을 [[들고]] 갈 거예요.,carry,You take something with you in your hands.,네가 손으로 물건을 옮길 때 하는 행동이에요.
I ___ a heavy bag.,나는 무거운 가방을 [[가지고]] 다녀요.,carry,You do this when you move something from one place to another.,한 장소에서 다른 장소로 물건을 옮길 때 해요.
They will ___ the project.,그들은 프로젝트를 [[실행]]해요.,carry out,This means to perform a task or plan.,이것은 계획이나 일을 수행한다는 뜻이에요.
I feel ___ in the car.,나는 차에서 [[차멀미 하는]] 느낌이었어요.,carsick,It describes how you feel when a car ride makes you sick.,자동차 타고 나면 속이 불편할 때 쓰는 말이에요.
I watch ___ on TV.,나는 TV에서 [[만화]]를 봐요.,cartoon,It is a funny drawn story you can watch.,즐겁게 볼 수 있는 그림 이야기예요.
The lawyer won the ___.,변호사는 법정에서 [[소송]]을 이겼어요.,case,What does a lawyer try to win in court?,변호사는 법정에서 무엇을 이기려고 할까요?
She put the ___ on the floor.,그녀는 바닥에 [[상자]]를 두었어요.,case,It's a box that holds things.,물건을 담는 상자예요.
I met a ___ like that.,나는 그런 [[경우]]를 만났어요.,case,It is an example or situation.,예시나 상황을 나타내요.
This ___ is an interesting example.,이 [[사례]]는 흥미로워요.,case,It is used when giving an example or event.,예시나 사건을 말할 때 쓰는 단어예요.
She bought ______ at the market.,그녀는 시장에서 [[카사바]]를 샀어요.,cassava,It is a starchy root vegetable used for food.,음식으로 쓰는 전분 많은 뿌리 채소예요.
They had a ___ party.,그들은 [[격식 없는]] 파티를 했어요.,casual,This describes a style that is not formal.,이것은 공식적이지 않은 스타일이에요.
He wore a ___ outfit.,그는 [[평소에]] 옷을 입었어요.,casual,"It describes everyday, non-formal style.",평소에 입는 스타일을 나타내요.
The ___ sleeps.,그 [[고양이]] 자요.,cat,It is a pet that makes a 'meow' sound.,이 동물은 '야옹' 소리를 내요.
I hope I don't ___ a cold.,나는 감기에 [[걸리다]] 않아요.,catch,What happens when you are near someone with a cold?,누군가 감기에 걸린 사람 옆에 있으면 아플 수 있어요.
I did not ___ what he said.,나는 그가 말한 것을 [[이해]]하지 못했어요.,catch,It is used to show you understand what someone said.,누군가의 말을 이해했을 때 쓰여요.
I ___ the train every morning.,나는 매일 기차를 [[타다]]요.,catch,This is when you get on a bus or train.,버스나 기차에 탈 때 쓰는 말이에요.
I ___ the ball.,나는 공을 [[잡]]아요.,catch,You use your hand to seize a moving object.,움직이는 물건을 손으로 잡아요.
This film can ___ your interest.,이 영화는 너의 관심을 [[끌다]].,catch,It means to attract someone's attention.,누군가의 관심을 끄는 것을 말해요.
The fisherman showed his ___.,어부가 그의 [[잡은 것]]을 보여줬어요.,catch,It is what you get when you fish.,낚시할 때 얻는 것을 의미해요.
I might ___ this winter.,나는 겨울에 [[감기에 걸리]]어요.,catch a cold,"In winter, you may become sick because of cold weather.",겨울에 추위 때문에 몸이 안 좋아질 수 있어요.
The ad ___ my eye.,그 광고가 내 [[시선을 끌다]]했어요.,catch one's eye,It describes when something attracts your attention.,무엇인가 당신의 관심을 끌 때 쓰는 표현이에요.
The ___ caught the ball.,그 [[포수]]가 공을 받았어요.,catcher,He is the player who catches the ball.,이 선수는 공을 받는 사람이에요.
They entered the ___ quickly.,그들은 [[동굴]]에 들어갔어요.,cave,It is a natural hole in rock.,바위 속의 자연스런 구멍이에요.
They ___ a big party.,그들은 큰 파티를 [[기념]]해요.,celebrate,You have a party on a special day.,특별한 날에 파티를 열어요.
Friends ___ for happy moments.,친구들이 행복한 순간을 [[축하]]해요.,celebrate,You have a party to mark a special day.,특별한 날을 기념하기 위해 파티를 해요.
The ____ waved at fans.,그 [[유명인]] 팬들을 보았어요.,celebrity,They are famous people seen on TV.,많은 사람이 TV에서 보는 사람이에요.
The prisoner stayed in a ___.,죄수는 [[감옥]]에 머물렀어요.,cell,It is a small room for prisoners.,죄수들을 위한 작은 방이에요.
A ___ is the basic unit.,기본 단위는 [[세포]]에요.,cell,It is the basic unit of living things.,모든 생명체의 기본 단위예요.
I call using my ___.,나는 [[휴대전화]]로 전화해요.,cell phone,You use it to call your friends.,친구들에게 전화할 때 사용해요.
I use my ______ every day.,나는 매일 [[휴대전화]]를 사용해요.,cellphone,You use this for phone calls.,전화하기 위해 사용하는 물건이에요.
My friend bought a new ______.,내 친구는 새 [[휴대전화]]를 샀어요.,cellphone,It is a device you use to call people.,이것은 사람들과 통화할 때 사용하는 물건이에요.
The park is at the ___.,공원은 [[중앙]]에 있어요.,center,It is in the middle of something.,어떤 것의 가운데에 있어요.
He visited the ___ on Sunday.,그는 일요일에 [[회관]]을 방문했어요.,center,It is a building where people gather.,많은 사람들이 모이는 건물이예요!
The team plays at the ___.,팀은 [[센터]]에서 경기를 해요.,center,It is the middle part of something.,어떤 것의 중간 부분을 뜻해요.
This is the ___ station.,이 역은 [[중앙]]에 있어요.,central,It is in the middle.,가운데에 있어요.
They went to the ______ downtown.,그들은 시내의 [[센터]]에 갔어요.,centre,It is the middle of a place.,어떤 장소의 가운데예요.
We enjoyed a ___ at school.,우리는 학교에서 [[의식]]을 즐겼어요.,ceremony,It is a formal event with traditions.,규칙과 전통이 있는 행사예요.
It is ___ nice outside.,밖은 [[확실히]] 좋아요.,certainly,This word is used to show you are very sure.,정말 확실할 때 쓰는 단어예요.
He replied ___ to the question.,그는 질문에 [[물론이지요]] 답했어요.,certainly,You use this word to show strong agreement.,강하게 동의할 때 쓰는 단어예요.
She received a ___ at school.,그녀는 학교에서 [[증명서]] 받았어요.,certificate,It is a paper proving an achievement.,어떤 일을 했음을 증명하는 서류예요.
I ate ______ for lunch.,나는 점심에 [[세비체]]를 먹었어요.,ceviche,It is a popular dish from Peru.,페루의 음식이에요.
She sits on the ___.,그녀는 [[의자]]에 앉아요.,chair,You use this to sit down.,앉기 위해 사용하는 물건이에요.
The ___ presides over the meeting.,그는 회의의 [[의장]]입니다.,chair,This person leads the meeting.,이 사람은 회의를 이끌어요.
People ___ unfair rules.,사람들은 불공정한 규칙에 [[이의제기]]해요.,challenge,You use this verb when you disagree with something unfair.,불공정한 것에 반대할 때 이 동사를 사용해요.
This task is a ___.,이 과제는 [[난제]]예요.,challenge,It is a hard task that tests you.,하기 어려운 과제예요!
This task is ______.,이 과제는 [[도전적인]].,challenging,It makes you try hard.,열심히 노력하게 만들어요.
They won the ______ last night.,그들은 어젯밤 [[선수권]] 대회에서 우승했어요.,championship,It is an event to see the best team.,최고의 팀을 가리기 위한 대회예요.
She had a ___ to win.,그녀는 이길 [[가능성]]이 있었어요.,chance,It is like an opportunity for success.,성공할 기회와 같아요.
He got a ___ to try.,그는 [[기회]]를 얻었어요.,chance,"When you try your luck, you might get one.",운을 시험해 볼 때 얻을 수 있는 것입니다.
He gave me some _____.,그는 내게 약간의 [[잔돈]]을 줬어요.,change,You get these coins when you pay extra.,너무 많이 낼 때 받는 동전이에요.
We welcome a ___ each day.,매일 [[변화]]를 맞이해요.,change,It happens when things become different.,사물이 달라질 때 일어나요.
The caterpillar ___ a butterfly.,애벌레가 나비로 [[바뀌]]었어요.,change into,"When one thing becomes another, think of a caterpillar turning into a butterfly.",한 사물이 다른 것으로 변할 때 쓰는 표현이에요.
The weather is ______.,날씨가 [[변덕스러운]]이에요.,changeable,It means not always the same.,항상 같지 않다는 뜻이에요.
I watch ___ on TV.,나는 TV에서 [[채널]] 봐요.,channel,It is a TV station.,TV에서 프로그램을 보는 곳이에요.
The ship crossed the ______.,배는 [[해협]]을 건넜어요.,channel,It is a narrow waterway between lands.,두 땅 사이에 있는 좁은 물길이에요.
They use ___ to share feelings.,그들은 감정을 [[의사/감정표현 수단]]으로 전달해요.,channel,You use this to share messages.,메시지를 전달할 때 사용해요.
The story's ___ is very interesting.,이 이야기의 [[성격]]은 아주 재미있어요.,character,It shows what someone is like.,사람이 어떤지 보여줘요.
The ___ in the tale is fun.,이 이야기의 [[등장인물]]은 재미있어요.,character,A person in a story or movie.,이야기나 영화에 나오는 사람이에요.
Type each ______ one by one.,하나하나씩 [[문자]]를 입력해요.,character,It is a single symbol used in writing.,글을 쓸 때 쓰는 한 개의 기호예요.
His ___ is kind and gentle.,그의 [[특징]]은 친절하고 부드러워요.,character,It shows a person's unique traits.,사람의 특별한 점을 보여줘요.
We donate money to ___.,우리는 돈을 [[자선 단체]]에 기부해요.,charity,It is an organization that helps those in need.,필요한 사람들에게 도움을 주는 단체예요.
I donate to ___.,나는 [[자선]]에 기부해요.,charity,You give money or time to help others.,사람들을 돕기 위해 돈이나 시간을 내요.
The dog ___ the cat.,개가 고양이를 [[쫓다]]요.,chase,It means to run after something quickly.,빠르게 무언가를 따라가는 것을 말해요.
They ___ their dreams.,그들은 자신의 꿈을 [[추구]]해요.,chase,You run after something to catch it.,무언가를 잡으려고 달려요.
These toys are ___.,이 장난감들은 [[값싼]]이에요.,cheap,It means something that does not cost much money.,많은 돈이 들지 않는 것을 말해요.
Can you ___ the list?,목록을 [[점검]]해요.,check,You look at something to know if it's right.,무엇이 맞는지 보기 위해 살펴봐요.
The waiter brings the ___.,웨이터가 [[계산서]]를 가져다 줘요.,check,It is a bill you ask for in a restaurant.,식당에서 계산할 때 받는 종이예요.
He paid his bill with a ___.,그는 청구서를 [[수표]]로 지불했어요.,check,It is paper used to pay money.,돈을 지불할 때 사용하는 종이예요.
They ___ our team at the game.,그들은 경기장에서 우리 팀을 [[응원]]했어요.,cheer for,You shout and clap to support your team.,팀을 응원할 때 소리치며 박수 쳐요.
Friends ___ when you feel down.,친구들이 네가 슬플 때 [[격려]]해요.,cheer up,This phrase is said to help someone feel better when they are sad.,누군가 슬플 때 기분이 나아지도록 이 말을 사용해요.
They ______ when feeling low.,사람들은 우울할 때 [[기운이 나다]].,cheer up,What do you do to feel happier when you're sad?,슬플 때 기분이 좋아지기 위해 하는 행동은 무엇일까요?
She is ___ during the party.,그녀는 파티에서 [[명랑한]]해요.,cheerful,It describes someone who is very happy.,매우 행복한 사람을 묘사해요.
The ___ runs faster than any animal.,그 [[치타]]는 아주 빠르게 달려요.,cheetah,It is a wild animal that runs very fast.,야생동물이 아주 빠르게 뛰어요.
The ___ cooked dinner.,그 [[요리사]]가 저녁을 만들었어요.,chef,This person prepares meals in a restaurant.,이 사람은 식당에서 음식을 준비해요.
The lab uses ___ for tests.,실험실은 [[화학 물질]]를 사용해요.,chemical,It is a substance used in science.,과학에서 쓰는 물질이에요.
I study ____ at school.,나는 학교에서 [[화학]]을 공부해요.,chemistry,It is the subject that studies chemicals.,물질을 연구하는 과목이에요.
We play ___ at home.,우리는 집에서 [[체스]]해요.,chess,It is a board game with kings and queens.,왕과 여왕이 있는 보드게임이에요.
I ate ___ today.,오늘 저는 [[닭]]을 먹었어요.,chicken,This is a bird that many people eat.,이것은 많은 사람들이 먹는 새예요.
The ___ plays in the park.,그 [[어린이]] 공원에서 놀아요.,child,A person who is not an adult.,어른이 아닌 사람이에요.
I add ___ to my food.,나는 음식에 [[칠리]]를 넣어요.,chili,It is a pepper that makes food spicy.,음식을 매콤하게 만드는 고추예요.
I add ___ to my meal.,나는 내 식사에 [[외래 고추]]를 넣어요.,chili pepper,It is red and makes meals hot.,식사에 매운 맛을 더해주는 빨간 양념이에요.
The house has a tall ___.,집에 높은 [[굴뚝]] 있어요.,chimney,It is built on a house to let out smoke.,연기를 빼내기 위해 집 위에 있어요.
The ___ cleans dirty chimneys.,이 집 옥상에서 [[굴뚝 청소부]]가 일해요.,chimney sweep,This person cleans the top of houses where smoke goes out.,이 사람은 집 꼭대기에서 연기가 나오는 곳을 청소해요.
My friend speaks ___ fluently.,내 친구는 [[중국어]]를 유창하게 말해요.,Chinese,It is used for communication in China.,중국에서 소통할 때 사용하는 언어예요.
I like ___ ice cream.,나는 [[초콜릿]] 아이스크림을 좋아해요.,chocolate,Rearrange these letters!: O A T E C O H L C,다음 글자들을 재배열 해보세요!: O A T E C O H L C
The ___ sang at the church.,교회에서 [[성가대]]가 노래했어요.,choir,It is a group singing beautiful songs.,아름다운 노래를 함께 부르는 그룹이에요.
The ___ sang at the service.,교회에서 [[합창단]]이 노래했어요.,choir,A group of people singing together.,여러 사람이 함께 노래하는 거예요.
He will ___ his meal.,그는 식사를 [[고르]]어요.,choose,You pick one option from many choices.,많은 것 중에서 하나를 선택하는 것을 말해요.
I use ___ to eat sushi.,나는 초밥 먹을 때 [[젓가락]]을 사용해요.,chopstick,These are sticks you hold to eat food.,음식을 먹을 때 손에 쥐는 막대에요.
They sang the ___ in the song.,노래에서 [[코러스]]가 나와요.,chorus,It is a part of a song where everyone sings together.,모두가 함께 노래하는 부분이에요.
They sang a ____ in church.,그들은 교회에서 [[합창]]했어요.,chorus,It is the part where many voices sing together.,많은 사람들이 함께 노래하는 부분이에요.
Birds ___ the fountain.,새들이 분수 주위를 [[빙빙 돌다]]어요.,circle,It means to move around something.,어떤 것의 주위를 돌아요.
They ___ the park.,그들은 공원을 [[둘러싸다]].,circle,You move in a round shape around something.,어떤 것을 두르고 움직이는 것을 말해요.
___ the correct answer.,정답을 [[동그라미]]하세요.,circle,You mark the answer by drawing a round shape.,정답에 둥근 모양을 그려요.
Draw a ___ on the board.,칠판에 [[원]]을 그려요.,circle,It is a round shape with no corners.,모서리가 없는 둥근 모양이에요.
I live in a ____.,나는 [[도시]]에 살아요.,city,It is a large place where many people live.,많은 사람들이 사는 큰 곳이에요.
Ancient ___ began many years ago.,고대 [[문명]]은 옛날에 시작되었어요.,civilization,It is a system where people live and build society with art and science.,"사람들이 모여 도시를 만들고, 예술과 과학을 발전시키는 체계예요."
A ___ is near the sea.,바다 근처에 [[조개]] 있어요.,clam,It is a sea animal with a hard shell.,단단한 껍질을 가진 바다 동물이예요.
Everyone ___ at the show.,모두가 공연에서 [[치]]했어요.,clap,You hit your hands together when you are happy.,기쁠 때 손을 서로 부딪히는 행동이에요.
This phone is top ___.,이 전화기는 최고 [[등급]]이에요.,class,It means very good quality or level.,훌륭한 품질이나 수준을 말해요.
The ___ meets every day.,우리 [[학급]] 매일 모여요.,class,A group of students learning together.,같이 공부하는 학생들의 모임이에요.
Rich and poor form different ___.,부자와 가난한 이들은 다른 [[계급]]이에요.,class,It is used to talk about groups like rich and poor.,부자와 가난한 사람들 같은 그룹을 말해요.
I enjoy my ___ at school.,나는 학교에서 [[수업]]을 들어요.,class,It is a school session to learn new things.,학교에서 선생님과 함께 배우는 시간이에요.
She listens to __ music.,그녀는 [[고전의]] 음악을 듣는다.,classical,It describes music from a long time ago.,오래 전의 전통적인 음악을 나타내요.
I listened to ____ last night.,나는 어제 밤에 [[고전 음악]]을 들었어요.,classical music,It is slow and beautiful music from a long time ago.,오래 전부터 연주된 느리고 아름다운 음악이에요.
My ___ is friendly.,내 [[동급생]]은 친절해요.,classmate,Rearrange these letters!: L A S S C T A E M,다음 글자들을 재배열 해보세요!: L A S S C T A E M
I study in the ___.,나는 [[교실]]에서 공부해요.,classroom,It's a room where students learn.,학생들이 공부하는 방이에요.
I mold ___ with my hands.,나는 손으로 [[점토]]를 만들어요.,clay,It starts with 'c'!,c로 시작하는 단어예요!
The room is ___.,방은 [[깨끗]]해요.,clean,It means free from dust and marks.,먼지나 얼룩이 없는 상태를 말해요.
The room is ____.,방이 [[깨끗]]해요.,clean,It describes something without any dirt.,이것은 더러움이 없는 상태를 뜻해요.
They ___ the park.,그들은 공원을 [[청소]]했어요.,clean up,You tidy a space to make it neat.,공간을 깔끔하게 만들기 위해 정리해요.
She ___ the hurdle easily.,그녀는 장애물을 [[뛰어넘]]어요.,clear,It means to pass over an obstacle.,장애물을 넘어갈 때 쓰는 말이에요.
Can you ___ the table?,테이블을 [[치우]]세요.,clear,You make space by taking items away.,물건들을 치우고 공간을 만드는 뜻이에요.
Please ___ the table.,식탁을 [[비우]]세요.,clear,You remove everything to empty a place.,장소의 물건들을 모두 치우는 행동이에요.
Farmers ___ the forest for crops.,농부들은 숲을 [[개간]]해요.,clear,It means to remove trees from land for farming.,농사를 위해 숲에서 나무를 제거하는 뜻이에요.
Your answer is ___.,너의 답은 [[명확]]해요.,clear,It describes something you can easily see or understand.,보기 쉽고 이해하기 쉬운 상태를 말해요.
The sky is ___ today.,하늘이 [[분명]]해요.,clear,It describes something that is easy to understand.,보기 쉽고 이해하기 쉬운 것을 말해요.
The water is ___.,물이 [[깨끗한]]해요.,clear,It is used when water is not cloudy.,물이 뿌옇지 않을 때 사용하는 단어예요.
He explained everything ___.,그는 모든 것을 [[명확하게]] 설명했어요.,clearly,You speak in a way that is easy to understand.,모두가 알기 쉽게 말할 때 쓰는 단어예요.
I ___ the hill.,나는 언덕을 [[오르]]어요.,climb,"When you go up a hill, you use this action.",언덕에 오를 때 쓰는 동사예요.
